date,THE HONGKONG AND SHANGHAI BANKING,UBS SECURITIES HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,HANG SENG SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,CITIBANK N.A.,BOCI SECURITIES LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,BRIGHT SMART SECURITIES INTERNATIONAL
2024-08-30,231734231.0,0.0,205085141.0,93754002.0,101174491.0,74006427.0,69070852.0,0.0,61043762.0,34950030.0
2024-09-02,231920231.0,0.0,205095141.0,93554002.0,0.0,73864427.0,69108852.0,0.0,0.0,35204060.0
2024-09-03,0.0,0.0,205191141.0,0.0,101060491.0,73584427.0,69106852.0,0.0,0.0,35108060.0
2024-09-04,235348231.0,0.0,205023141.0,93520002.0,99512491.0,73648427.0,69310852.0,0.0,0.0,34626060.0
2024-09-09,234844231.0,0.0,205413141.0,93626002.0,99514491.0,73678427.0,0.0,81658303.0,61021762.0,34710060.0
2024-09-10,234006231.0,0.0,206663141.0,93226002.0,99462491.0,73942427.0,69578852.0,81708303.0,61121762.0,34890060.0
2024-09-11,234094231.0,0.0,206787141.0,0.0,0.0,74006427.0,70044852.0,0.0,0.0,34972060.0
2024-09-12,234044231.0,0.0,206809141.0,93160002.0,99412491.0,73908427.0,0.0,81604303.0,0.0,35078060.0
2024-09-13,234158231.0,0.0,206877141.0,94200002.0,99402491.0,74158427.0,70028852.0,81764303.0,0.0,35082060.0
2024-09-16,234226231.0,0.0,206897141.0,94212002.0,99464491.0,74148427.0,70056852.0,0.0,61101762.0,0.0
2024-09-17,234938231.0,262471739.0,205695141.0,93170002.0,99486491.0,74822427.0,69924852.0,81794303.0,0.0,34960060.0
2024-09-19,234070231.0,262371739.0,206457141.0,93166002.0,99028491.0,73952427.0,69906852.0,81694303.0,0.0,35952060.0
2024-09-20,233856231.0,0.0,205797141.0,93172002.0,99038491.0,74306427.0,69896852.0,81894303.0,0.0,36868060.0
2024-09-23,234116231.0,0.0,206563141.0,93160002.0,99122491.0,73566427.0,69990852.0,81628303.0,61181762.0,36644060.0
2024-09-24,234272231.0,0.0,207151141.0,92988002.0,99038491.0,73360427.0,69858852.0,82220303.0,61185762.0,36406060.0
2024-09-25,230952231.0,0.0,207149141.0,93020002.0,99182491.0,73510427.0,73929248.0,82000303.0,61101762.0,36874060.0
2024-09-26,229754231.0,0.0,207439141.0,0.0,0.0,73426427.0,74007248.0,82170303.0,61201762.0,37560060.0
2024-09-27,228834231.0,0.0,207729141.0,93200002.0,99268491.0,73624427.0,69830852.0,81080303.0,0.0,37808060.0
2024-09-30,228850231.0,0.0,207751141.0,93458002.0,99156491.0,73540427.0,69922852.0,82048303.0,0.0,38408060.0
2024-10-02,230100231.0,0.0,207227141.0,93526002.0,99504491.0,74374427.0,74924422.0,82336303.0,61193762.0,38398060.0
2024-10-03,230620231.0,0.0,207341141.0,93884002.0,101262491.0,76582427.0,75134422.0,82344303.0,61095762.0,38800060.0
2024-10-04,229952231.0,0.0,202771141.0,94248002.0,101224491.0,77248427.0,75550422.0,80936303.0,60645762.0,39884060.0
2024-10-07,230548231.0,0.0,203905141.0,94338002.0,101298658.0,77392427.0,76100422.0,81248303.0,60597762.0,38860060.0
2024-10-08,228616231.0,0.0,204265141.0,93130002.0,100486658.0,75976427.0,82425002.0,82356303.0,60603762.0,39788060.0
2024-10-09,228140231.0,0.0,206213141.0,93068002.0,100162658.0,76872427.0,82571002.0,81242303.0,0.0,40084060.0
2024-10-10,230970231.0,0.0,207085141.0,92848002.0,100818658.0,76110427.0,74482272.0,81022303.0,0.0,40914060.0
2024-10-14,235038231.0,0.0,207711141.0,92878002.0,100918658.0,76578427.0,74604852.0,80842303.0,0.0,39178060.0
2024-10-15,235384231.0,0.0,207923141.0,92788002.0,100730658.0,75922427.0,79026659.0,83020303.0,0.0,39256060.0
2024-10-16,235164231.0,0.0,208013141.0,92838002.0,100894658.0,75696427.0,79022659.0,0.0,0.0,39146060.0
2024-10-17,235184231.0,0.0,208103141.0,95788002.0,100850658.0,75982427.0,71470852.0,83060303.0,0.0,39394060.0
2024-10-18,235274231.0,0.0,208031141.0,0.0,100840658.0,75816427.0,75720192.0,83240303.0,0.0,39338060.0
2024-10-21,235666231.0,0.0,207981141.0,96570002.0,100820658.0,75774427.0,75748192.0,82940303.0,0.0,39718060.0
2024-10-22,235926231.0,262397739.0,208033141.0,96646002.0,100782658.0,75800427.0,75544192.0,82640303.0,0.0,40156060.0
2024-10-23,237394231.0,262357739.0,206407141.0,97660002.0,101580658.0,77932427.0,68056852.0,85444303.0,60811762.0,40970060.0
2024-10-24,237174231.0,0.0,207837141.0,98310002.0,101526658.0,76206427.0,67546852.0,84978303.0,60801762.0,41086060.0
2024-10-25,237618231.0,0.0,207383141.0,98606002.0,101738658.0,75480427.0,67909840.0,84104303.0,0.0,40964060.0
2024-10-28,237084231.0,0.0,207485141.0,97524002.0,102290658.0,74330427.0,71856845.0,83192303.0,0.0,39256060.0
2024-10-29,237404231.0,262335739.0,207071141.0,97622002.0,102150658.0,76724427.0,71498845.0,83102303.0,60845762.0,38466060.0
2024-10-30,236956231.0,262515739.0,206959141.0,98540002.0,102170658.0,76950427.0,71528845.0,82992303.0,0.0,38434060.0
2024-10-31,236502231.0,0.0,207903141.0,0.0,102480658.0,75038427.0,71704845.0,83340303.0,0.0,39152060.0
2024-11-01,233618231.0,262545739.0,209443141.0,98470002.0,102840658.0,75318427.0,67289840.0,83430303.0,61065762.0,39324060.0
2024-11-04,233586231.0,262645739.0,209507141.0,98582002.0,103076658.0,75328427.0,67667840.0,83150303.0,0.0,39838060.0
2024-11-05,233546231.0,262885739.0,208545141.0,98532002.0,103218658.0,75394427.0,67699840.0,83280303.0,0.0,0.0
2024-11-06,233116231.0,0.0,208647141.0,98586002.0,103230658.0,75398427.0,68091840.0,0.0,0.0,39388060.0
2024-11-07,232908231.0,0.0,208923141.0,97606002.0,102770658.0,76136427.0,72888417.0,83380303.0,0.0,39628060.0
2024-11-08,232872231.0,0.0,209653141.0,96876002.0,103200658.0,75706427.0,73200417.0,83496303.0,0.0,39598060.0
2024-11-11,232158231.0,0.0,209727141.0,96660002.0,103670658.0,77720427.0,73834417.0,83360303.0,61069762.0,39186060.0
2024-11-12,232258231.0,262995739.0,212603141.0,97080002.0,104980658.0,78074427.0,69879840.0,85270303.0,60923762.0,40350060.0
2024-11-13,232420231.0,262919739.0,213907141.0,96582002.0,0.0,76800427.0,70597840.0,85420303.0,0.0,40266060.0
2024-11-14,233392231.0,0.0,215049141.0,97854002.0,104970658.0,77324427.0,71389840.0,84302303.0,60723762.0,40736060.0
2024-11-15,233272231.0,0.0,216751141.0,97796002.0,106090658.0,78120427.0,71793840.0,0.0,0.0,41304060.0
2024-11-18,236589731.0,0.0,217409141.0,98054002.0,105134658.0,78506427.0,71077840.0,84522303.0,60823762.0,42290060.0
2024-11-19,236547731.0,0.0,218269141.0,97956002.0,105034658.0,78842427.0,71235840.0,0.0,0.0,42442060.0
2024-11-20,236289731.0,0.0,218869141.0,97866002.0,102446658.0,78944427.0,71043840.0,85172303.0,0.0,42478060.0
2024-11-21,236509731.0,0.0,218737141.0,97836002.0,102416658.0,78706427.0,71099840.0,85072303.0,0.0,41004060.0
2024-11-22,236279731.0,0.0,218527141.0,96836002.0,0.0,78430427.0,71071840.0,0.0,60833762.0,41268060.0
2024-11-25,236123731.0,0.0,218427141.0,96856002.0,0.0,78484427.0,71043840.0,85112303.0,0.0,41258060.0
2024-11-26,236299731.0,262649739.0,218969141.0,96796002.0,102516658.0,78582427.0,70943840.0,0.0,0.0,41642060.0
2024-11-27,236289731.0,265055712.0,218813141.0,97808002.0,102336658.0,77722427.0,68297867.0,84712303.0,0.0,42742060.0
2024-11-28,236229731.0,0.0,218693141.0,98226002.0,102588658.0,77354427.0,68151867.0,0.0,0.0,42910060.0
2024-11-29,236451731.0,264007712.0,218495141.0,98214002.0,102708658.0,77378427.0,68811867.0,84746303.0,0.0,42522060.0
2024-12-02,236897731.0,0.0,218395141.0,98244002.0,102824658.0,77488427.0,68796879.0,0.0,0.0,0.0
2024-12-03,235781731.0,264051712.0,218365141.0,98344002.0,103188658.0,77458427.0,68722879.0,84846303.0,0.0,42554060.0
2024-12-04,235857731.0,264185712.0,218207141.0,98374002.0,103198658.0,77434427.0,68772879.0,84806303.0,60823762.0,42552060.0
2024-12-05,235797731.0,264033712.0,219679141.0,98266002.0,0.0,77494427.0,68690879.0,84810303.0,0.0,42190060.0
2024-12-06,235683731.0,0.0,219779141.0,98286002.0,0.0,77576427.0,68682879.0,0.0,0.0,42142060.0
2024-12-09,235611731.0,262465739.0,219799141.0,98250002.0,103172658.0,77354427.0,70266852.0,0.0,0.0,42144060.0
2024-12-10,235663731.0,0.0,219941141.0,98450002.0,103248658.0,77394427.0,69594852.0,84870303.0,60829762.0,0.0
2024-12-11,235677731.0,0.0,220113141.0,0.0,103218658.0,77334427.0,0.0,0.0,0.0,42346060.0
2024-12-12,235851731.0,262539739.0,219891141.0,97900002.0,103618658.0,77446427.0,69172852.0,0.0,60849762.0,42536060.0
2024-12-13,235961731.0,262599739.0,219965141.0,97898002.0,104118658.0,77474427.0,68802852.0,0.0,0.0,43334060.0
2024-12-16,234833731.0,0.0,219805141.0,97844002.0,103810658.0,76934427.0,68502852.0,85516303.0,60851762.0,43798060.0
2024-12-17,234845731.0,262524187.0,219505141.0,97862002.0,103856658.0,76978427.0,68364852.0,0.0,0.0,43858060.0
2024-12-19,235079731.0,0.0,219475141.0,97872002.0,0.0,76762427.0,68394852.0,85716303.0,0.0,43348060.0
2024-12-20,0.0,0.0,219545141.0,97870002.0,0.0,76842427.0,68494852.0,85378303.0,0.0,43560060.0
2024-12-23,235437731.0,0.0,219539141.0,98420002.0,103828658.0,76814427.0,68374852.0,0.0,0.0,43600060.0
2024-12-27,235441731.0,0.0,219499141.0,98470002.0,103612658.0,76930427.0,68402852.0,85398303.0,0.0,43746060.0
2024-12-30,235699731.0,0.0,219607141.0,98370002.0,103402658.0,77034427.0,68480852.0,85138303.0,60723762.0,43946060.0
2025-01-02,235713731.0,0.0,220239141.0,0.0,103312658.0,77036427.0,68360852.0,85098303.0,0.0,43906060.0
2025-01-03,236151731.0,0.0,220419141.0,0.0,103522658.0,77084427.0,68364852.0,84948303.0,0.0,44214060.0
2025-01-06,235859731.0,0.0,220515141.0,98410002.0,103540658.0,77134427.0,68360852.0,84904303.0,0.0,44118060.0
2025-01-07,236091731.0,0.0,220415141.0,0.0,103344658.0,77030427.0,68372852.0,85404303.0,60699762.0,44370060.0
2025-01-08,235579731.0,0.0,220359141.0,97826002.0,103254658.0,79048427.0,68382852.0,85402303.0,0.0,44336060.0
2025-01-09,235661731.0,0.0,220361141.0,97824002.0,103210658.0,79044427.0,68424852.0,0.0,0.0,0.0
2025-01-10,235685731.0,0.0,0.0,97842002.0,103132658.0,79110427.0,0.0,0.0,0.0,44126060.0
2025-01-13,235793731.0,0.0,0.0,0.0,103062658.0,79154427.0,68376852.0,85352303.0,60723762.0,44486060.0
2025-01-14,235537731.0,0.0,220491141.0,98268002.0,102022658.0,79860427.0,68396852.0,0.0,0.0,44632060.0
2025-01-15,235757731.0,0.0,220531141.0,98258002.0,101582658.0,79746427.0,0.0,0.0,0.0,44648060.0
2025-01-16,235937731.0,0.0,221329141.0,98256002.0,101562658.0,79110427.0,68184852.0,0.0,0.0,44748060.0
2025-01-17,236111731.0,0.0,221279141.0,98254002.0,0.0,79142427.0,68208852.0,85334303.0,0.0,44678060.0
2025-01-20,236247731.0,0.0,220991141.0,97714002.0,101662658.0,78862427.0,68462852.0,85816303.0,0.0,44962060.0
2025-01-21,236729731.0,0.0,220903141.0,95376002.0,101736658.0,78808427.0,68624852.0,84988303.0,0.0,45320060.0
