date,SUNCORP SECURITIES LTD,ASTRUM CAPITAL MANAGEMENT LTD,GRANSING SECURITIES CO LTD,KINGSTON SECURITIES LTD,KGI ASIA LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,TOTAL_CCASS_PCT
2025-03-31,10.803978252668973,9.129292283586842,8.194907796556068,4.672590147590942,4.060505767660773,2.6089491720276734,2.6225402692184048,42.09276368930968
2025-04-01,10.803978252668973,9.129292283586842,8.194907796556068,4.672590147590942,4.060505767660773,2.602449489003565,2.6225402692184048,42.08626400628557
2025-04-02,10.803978252668973,9.129292283586842,8.194907796556068,4.672590147590942,4.060505767660773,2.602449489003565,2.6259526028060614,42.08967633987322
2025-04-08,10.803978252668973,9.129292283586842,8.194907796556068,4.672590147590942,4.060505767660773,2.599199647491511,2.6259526028060614,42.08642649836117
2025-04-09,10.803978252668973,9.129292283586842,8.194907796556068,4.672590147590942,4.060505767660773,2.5990371554159086,2.6327447715662546,42.09305617504576
2025-04-10,10.803978252668973,9.129292283586842,8.194907796556068,4.672590147590942,4.060505767660773,2.5957873139038545,2.6125957541915192,42.06965731615897
2025-04-11,10.803978252668973,9.129292283586842,8.194907796556068,4.672590147590942,4.060505767660773,2.5957873139038545,2.612594714242235,42.069656276209685
2025-04-15,10.803978252668973,9.141641681332649,8.194907796556068,4.672590147590942,4.060505767660773,2.593837408996622,2.612594714242235,42.08005576904826
2025-04-16,10.803978252668973,9.141641681332649,8.194907796556068,4.672590147590942,4.060505767660773,2.594097396317586,2.612594714242235,42.080315756369224
2025-04-22,12.295298024135489,9.141641681332649,8.194907796556068,4.672590147590942,4.060505767660773,2.594097396317586,2.612594714242235,43.571635527835745
2025-04-23,12.295298024135489,9.141641681332649,8.194907796556068,4.672590147590942,4.060505767660773,2.5921474914103535,2.612497218996874,43.56958812768315
2025-04-24,12.295298024135489,9.141641681332649,8.194907796556068,4.672590147590942,4.060505767660773,2.591822507259148,2.612497218996874,43.56926314353194
2025-04-25,12.295298024135489,9.141641681332649,8.194907796556068,4.672590147590942,4.060505767660773,2.6555194008954093,2.612497218996874,43.6329600371682
2025-04-28,12.295298024135489,9.141641681332649,8.194907796556068,4.672590147590942,4.060505767660773,2.6553244104046856,2.612497218996874,43.63276504667748
2025-04-29,12.295298024135489,9.141641681332649,8.194907796556068,4.672590147590942,4.0949540876885475,2.6507746322878103,2.612399723751512,43.66256609334302
2025-04-30,12.295298024135489,9.141641681332649,8.194907796556068,4.672590147590942,4.0949540876885475,2.6507746322878103,2.6120747396003066,43.66224110919181
2025-05-02,12.295298024135489,9.141641681332649,8.194907796556068,4.672590147590942,4.097553960898191,2.647849774926961,2.6120747396003066,43.661916125040605
