date,CITIBANK N.A.,ZERO2IPO SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,HAITONG INTERNATIONAL SECURITIES CO LTD,FUTU SECURITIES INTERNATIONAL,CHINA MERCHANTS SECURITIES (HK) CO LTD,HANG SENG SECURITIES LTD
2024-07-09,62.60399444017912,0.0,0.0,17.050973256356126,10.82182618753087,4.651801124922915,2.609907485431105,0.0,2.261497505579865
2024-07-10,62.711182810234256,0.0,0.0,16.915822458758985,10.836699819881378,4.6581946095807565,2.6134945698782635,0.0,2.2646057316663595
2024-07-15,62.704553440900746,0.0,0.0,16.9140342412572,10.835554242932531,4.6682734505869865,2.613218290274237,0.0,2.264366334048307
2024-08-05,62.80148160083132,0.0,0.0,16.785600669289565,10.852303749578574,4.675489627575546,2.6172577806537025,0.0,2.267866572071291
2024-08-08,62.78123741810477,0.0,0.0,16.793779746686795,10.857591724316853,4.679886395916631,2.6185330852661637,0.0,2.2689716297087874
2024-08-21,46.76419032362677,0.0,25.512474352503002,12.509270995997483,8.087551420351028,3.485931579432123,1.950480503475828,0.0,1.6901008246137637
2024-08-28,46.76345236891706,0.0,25.51207175704536,12.509073595478354,8.087423796059461,3.487454604012509,1.9504497242350503,0.0,1.690074154252216
2024-08-30,46.77747749224576,0.0,25.519723244149866,12.481255130295851,8.089849346578196,3.4885005486219587,1.9526132030069518,0.0,1.690581035101411
2024-09-02,32.67254667765961,30.153252314480415,17.82469670438425,8.71775077884371,5.650496661243127,2.436604176203946,1.3638368171784079,0.0,1.1808158700065277
2024-09-03,32.68155482392305,30.161565866216893,17.829611150650063,8.692583354328187,5.652054559404165,2.4372759722234574,1.3642128405612746,0.0,1.1811414326929064
2024-09-13,32.68155482392305,30.161565866216893,17.829611150650063,8.690377674715315,5.652054559404165,2.4372759722234574,1.3664185201741466,0.0,1.1811414326929064
2024-09-17,32.68191525309397,30.16189850363997,17.829807784867725,8.690473516716626,5.65211689319917,2.4373028517695103,1.3653307377785762,0.0,1.181154458934455
2024-09-23,32.68840433789046,30.167887232130873,17.833347942588755,8.672343757322496,5.6532391366636565,2.4377867850016175,1.3656018279782816,0.0,1.1813889804238606
2024-09-26,32.68804376557771,30.167554462603245,17.83315123027923,8.672248096273602,5.653176778113235,2.4388629535564657,1.365586764587474,0.0,1.1813759490090343
2024-10-02,32.67759062767357,30.15790733874078,17.82744846047103,8.669474843584043,5.65136897839044,2.439185748411079,1.3960258397325616,0.0,1.1809981629965036
2024-10-03,32.70499926771328,30.183202570449165,17.830261462144016,8.676746448092118,5.63955465379343,2.441231638664432,1.3420152227016047,0.0,1.181988736441956
2024-10-04,32.69597819442832,30.174877088459883,17.74259382279145,8.67435312696887,5.748331738575982,2.440558269760257,1.3416450524541013,0.0,1.181662706561137
2024-10-08,32.68588049873774,30.165557999594334,17.737114270776864,8.67167417429561,5.746556446695143,2.43980453746399,1.372114305879387,0.0,1.181297766556932
2024-10-09,32.684438479907584,30.164227171053266,17.73633175391084,8.671291601843606,5.751817608656856,2.4396968994248356,1.3709508345321295,0.0,1.1812456506708855
2024-10-10,32.68407799508052,30.163894482265547,17.73613613548255,8.671195964004962,5.75175417042532,2.439669991399005,1.3720386389242145,0.0,1.1812326224178726
2024-10-14,32.683717518205135,30.163561800816368,17.735940521369265,8.671100328275925,5.75169073359312,2.439643083966719,1.373126419321232,0.0,1.1812195944522406
2024-10-15,32.683717518205135,30.163561800816368,17.735940521369265,8.671100328275925,5.757205297526138,2.439643083966719,1.367611855388215,0.0,1.1812195944522406
2024-10-30,32.64770994145738,30.130330673851585,17.71640087631019,8.661547396900113,5.861032368644404,2.4369553347676227,1.366105160538812,0.0,1.1799182475298933
2024-11-12,32.64699059916168,30.129666798153227,17.716010522545687,8.661356552966495,5.860903229771054,2.4369016401884873,1.3682784073752718,0.0,1.1798922498380966
2024-11-13,32.646271288564485,30.129002951709193,17.714518536819767,8.6611657174426,5.860774096588335,2.4368479479754552,1.3715532076082468,0.0,1.1798662532919135
2024-11-18,32.61285831547081,30.098166365317248,17.6963879905774,8.6523011431542,5.957124194103822,2.4343538703455976,1.3701494433003023,0.0,1.1786586777306216
2024-12-04,32.61321723098433,30.098497605797075,17.696582745300265,8.652396364648675,5.957189754266276,2.4343806612316037,1.3690639885045728,0.0,1.1786716492672005
2024-12-05,32.61608883951656,30.101147792128575,17.698140937417364,8.644353166820645,5.9577142875193205,2.4345950095501996,1.3691845352081593,0.0,1.178775431839179
2025-01-06,32.612499407857094,30.097835132128083,17.696193240141124,8.64340184751669,5.968063730682956,2.434327080049264,1.369033855145246,0.0,1.1786457064795486
2025-02-05,32.58632047181482,30.07367478516783,17.681988026819948,8.716736261728961,5.963273004380509,2.4323729798088136,1.3679348946121899,0.0,1.1776995756669255
2025-02-21,32.58632047181482,30.07367478516783,17.681988026819948,8.716736261728961,5.957774873775155,2.4323729798088136,1.3734330252175444,0.0,1.1776995756669255
2025-02-26,32.624706700072075,30.10910115206422,17.620248050707076,8.724802611799662,5.937270012345348,2.4363392025126376,1.3684453812576631,0.0,1.179086889241317
2025-02-27,32.61572986079525,30.100816493314753,17.615399757779173,8.722401941918147,5.935636344979879,2.4356688324876794,1.3955843107069035,0.0,1.1787624580182126
2025-02-28,7.181003149987884,6.626847589047734,3.878119699539617,1.9207656893627332,1.3067604797673855,0.5362248606736129,0.30724497213472257,0.0,0.2595105403440756
2025-03-03,32.61685413644548,30.099822640627867,17.614818141915574,8.724315114711949,5.934339783106394,2.4355884128746745,1.3955382320492937,0.0,1.1787235382687646
2025-03-05,32.606088432264535,30.089887722162327,17.609004094965375,8.754442085825648,5.932381061203083,2.434784508725922,1.3950776127720146,0.0,1.1783344820810944
2025-03-06,32.61470042691681,30.097835132128083,17.61365502540166,8.701728852599244,5.933947935257311,2.4354275895791235,1.4240593316382222,0.0,1.1786457064795486
2025-03-07,32.611829256606164,30.09518552904987,17.612104442299287,8.711966939686565,5.932325139299449,2.4352131915531596,1.4228335547574495,0.0,1.1785419467480498
2025-03-12,32.17562165646682,29.692639920458596,17.37652937683059,8.595437867939257,5.84211891690035,2.4026403943096595,1.4038020921113374,1.3484317079677348,1.1627780670156553
2025-03-24,32.17911532308808,29.6958639820197,17.37841614070808,8.58551305370689,5.842753261003327,2.4029012758129946,1.4039545185839142,1.3485781222592585,1.1629043228177665
2025-03-25,32.181211887257106,29.69779875504773,17.37954839571973,8.584986542740406,5.8431339335921315,2.4030578319105134,1.3986165781747588,1.3486659860970889,1.162980089460533
2025-04-02,32.182959232766336,29.699411258500692,17.380492054272683,8.585452682354253,5.843451198643381,2.4031883109094307,1.3769736910226653,1.3650283356589041,1.1630432358716676
2025-04-10,32.191698807357625,29.707476403105133,17.385211884591673,8.587784139930132,5.817882133488219,2.4038409185005545,1.3773476207224145,1.365399021489018,1.1633590708152253
2025-04-30,7.181003149987884,6.626847589047734,3.878119699539617,1.9103464986673129,1.2977951296341168,0.5362248606736129,0.30724497213472257,0.3045795977707778,0.2595105403440756
