date,CMB WING LUNG BANK LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,HANG SENG SECURITIES LTD,ASTRUM CAPITAL MANAGEMENT LTD
2024-12-03,23.333213671871704,22.33200668522412,19.64118345998036,14.680255292663217,13.583401413608618,6.429939476651985
2024-12-16,23.334293600582708,22.333040275175886,19.637464221199785,14.680934737398019,13.584030092768975,6.430237072874627
2024-12-20,23.324937538130488,22.354928565470384,19.6388432983815,14.6750483049818,13.578583472610841,6.427658820424983
2024-12-23,23.32611996025461,22.354583825456224,19.638540443684516,14.674821998002304,13.578374074444127,6.42755969815822
2025-01-07,23.326839416362663,22.352188979291316,19.639146162419543,14.675274618941367,13.5787928772361,6.427757945749013
2025-01-16,23.31964685180682,22.345296937067832,19.663924514028718,14.670749665595247,13.574606011513888,6.425776019987493
2025-01-23,23.31425533850747,22.363250740870345,19.65937820545001,14.667357781385498,13.571467556231537,6.4242903775551445
2025-02-11,23.31461469516496,22.363595439121273,19.659681227285265,14.66758385820374,13.570135381213294,6.424389399011473
2025-02-13,23.314974062900582,22.36394014799845,19.65998425846198,14.6678099419914,13.568803165127186,6.424488423520404
2025-02-14,23.31533344171485,22.364284867502363,19.660287298980585,14.66803603274881,13.567470907971316,6.424587451082077
2025-02-17,23.315692831608274,22.36462959763351,19.660590348841517,14.668262130476286,13.56613860974378,6.424686481696634
2025-02-20,23.297736898869754,22.34740609980836,19.722461512026204,14.656965776123535,13.55569102518529,6.419738687986854
2025-02-25,23.303643455579635,22.34568520897528,19.720942758437072,14.65583709756763,13.55464715171214,6.419244327728235
2025-02-26,23.32007350627607,22.34224422230319,19.71790595287223,14.65358026186761,13.547940221091975,6.418255835588924
2025-02-27,23.325461298194075,22.34740609980836,19.722461512026204,14.656965776123535,13.527966625860971,6.419738687986854
2025-03-05,23.326179858555307,22.34809453036047,19.71998849525207,14.657417296223738,13.528383366197257,6.419936453411154
2025-03-06,23.3333165423417,22.350504371349817,19.722114942163273,14.658997835671988,13.514437580112478,6.420628728360745
2025-03-11,23.33116010208041,22.34843876154253,19.720292245307395,14.657643066706092,13.497785434378468,6.444680389985108
2025-03-12,23.326386086865668,22.34534106261283,19.717558831629894,14.655611382715813,13.495914517311755,6.459188118864032
2025-03-13,23.326745342555625,22.34568520897528,19.717862506840277,14.65583709756763,13.494582245574568,6.4592875984866165
2025-03-14,23.322794138491847,22.341900181921183,19.7129827289828,14.653354616525052,13.48767686907765,6.4812914650014655
2025-03-19,23.323512439666043,22.342588273281038,19.710510029595422,14.653805914159648,13.488092265881082,6.481491077416768
2025-03-21,23.32890110910241,22.346210041651776,19.639590811752264,14.657191532696325,13.491208557680444,6.536897947116772
2025-03-25,23.325667608682156,22.34311274704613,19.636868667882457,14.655159973868969,13.480098281975103,6.5590927205451806
2025-03-28,23.326026842241347,22.343456848490526,19.635631012687305,14.655385674816365,13.480305886051665,6.55919373571279
2025-04-01,23.31704932147094,22.33485749081608,19.62807381975219,14.649745235911624,13.47511770175856,6.595156430290605
2025-04-02,23.30987227879826,22.32028771024767,19.622032252423296,14.645236009840504,13.470970028807683,6.631601719882591
2025-04-03,23.304492395582265,22.315136221651233,19.617503517099653,14.641855911551618,13.467860949328639,6.653151004786591
2025-04-14,23.306285414039944,22.309159245526946,19.619012863250717,14.64298243760756,13.468897149682531,6.6536628898922965
2025-04-17,23.305209569858242,22.308129429803568,19.62272333945035,14.642306501173316,13.46827541033733,6.653355749377197
2025-04-22,23.29803981282134,22.293575267874004,19.616686484972618,14.637801852555649,13.464131947816268,6.689764633960121
2025-04-23,23.29839819589855,22.29237994552765,19.616988239477447,14.638027019158233,13.464339060392183,6.689867539545939
2025-04-24,23.300190276682606,22.28640278214056,19.618497151264833,14.639152956088186,13.465374718856651,6.690382114967164
2025-04-25,23.260828075957708,22.219573524558044,19.583818848983398,14.61442228778645,13.442626974043167,6.878730288671238
2025-04-28,23.261185315118187,22.219914772159637,19.58258381947588,14.614646735683657,13.44283342554004,6.878835932022604
2025-04-30,23.261899826358963,22.217525609937198,19.58318533552388,14.615095652161092,13.443246347558432,6.879047228460439
2025-05-02,23.26225709844028,22.216330973784405,19.583486107405616,14.615320120741956,13.443452818080534,6.879152881547208
