date,BANK OF CHINA (HONG KONG) LTD,ASTRUM CAPITAL MANAGEMENT LTD,BLACK MARBLE SECURITIES LTD,GRANSING SECURITIES CO LTD,KGI ASIA LTD,LUK FOOK SECURITIES (HK) LTD,SORRENTO SECURITIES LTD,SUNCORP SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING
2024-10-18,4.027610362219234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.411197820646
2024-10-21,4.0142808277735975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.537828397879556
2024-10-22,3.7876787421977602,0.0,0.0,0.0,0.5459195252595667,0.0,0.0,0.0,5.226805927481347
2024-10-23,3.8765423051686767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.17570937877307
2024-10-24,3.8654343597973115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.295675188783808
2024-10-25,3.880985483317222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.33566379212072
2024-10-28,3.832110523683218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.375652395457633
2024-10-29,3.8543264144259473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.391203518977544
2024-10-30,3.818780989237581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.420084176943091
2024-10-31,3.8210025783118535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.442300067685821
2024-11-01,3.8254457564603994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.448964834908639
2024-11-04,3.8125605398296165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-05,3.6681572500018764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.471180725651369
2024-11-06,3.661492482779058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.526720452508192
2024-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.566709055845105
2024-11-08,3.6659356609276035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.580038590290742
2024-11-11,3.681397920884543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.67778850955875
2024-11-12,3.7547103603355496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.664458975113113
2024-11-13,3.6769547427359974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.713333934747117
2024-11-14,3.683619509958816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-15,3.694727455330181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.71555552382139
2024-11-18,3.7125001679243637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.760431623121702
2024-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.762653212195976
2024-11-20,3.710278578850091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-21,3.7036138116272723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.769317979418794
2024-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.780425924790159
2024-11-25,3.6858410990330888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.784869102938705
2024-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.804863404607161
2024-11-27,3.6769547427359974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.807084993681435
2024-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.800420226458615
2024-11-29,3.6725115645874515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.809306582755707
2024-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.81152817182998
2024-12-03,3.665846797364633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.818192939052799
2024-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.819881346749247
2024-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.815438168600701
2024-12-10,3.668068386438906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.822102935823519
2024-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.821836345134606
2024-12-12,3.5525457545767143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.986233936630803
2024-12-13,3.545880987353895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.997341882002167
2024-12-16,3.5547673436509872,0.0,0.0,0.0,0.5836865395222063,0.0,0.0,0.0,0.0
2024-12-17,0.0,0.0,0.0,0.0,0.5459195252595667,0.0,0.0,0.0,0.0
2024-12-18,3.9057784173861085,0.0,6.6950696977918405,0.0,0.0,0.0,0.0,0.0,6.001785060150713
2024-12-19,4.130158913887673,0.0,6.28318708342164,0.0,0.5125956891454728,0.0,0.0,0.0,6.070654321453174
2024-12-20,4.125715735739127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-23,4.1234941466648545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.057324787007536
2024-12-30,4.1434884483333105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.046216841636172
2025-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4259935949943012,6.039552074413352
2025-01-07,4.165704339076039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.050660019784717
2025-01-08,4.1879202298187685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.05288160885899
2025-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.048438430710444
2025-01-10,4.190141818893042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-14,4.3212155742751435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.992898703853621
2025-01-15,4.3612041776120565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-16,4.365647355760602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.995120292927894
2025-01-17,4.376755301131967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-20,4.398971191874696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-22,4.423408671691698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.992898703853621
2025-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.986233936630803
2025-02-03,0.0,0.0,0.0,0.0,0.7125387058300355,0.0,0.0,0.0,5.988455525705075
2025-02-04,4.4456245624344275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.999563471076439
2025-02-05,4.443402973360155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.019557772744896
2025-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0351088962648065
2025-02-07,0.0,8.054904370154294,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-10,4.4211870826174255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.037330485339079
2025-02-11,4.41674390446888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.04172923170614
2025-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.037286053557594
2025-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.035064464483321
2025-02-17,4.412300726320334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-18,4.7233231967185425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0306212863347755
2025-02-20,4.721101607644269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.037286053557594
2025-02-21,4.705550484124359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.079496245968779
2025-02-24,4.823294705060824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.092825780414417
2025-02-25,4.829959472283642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.128371205602784
2025-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1350270864693055
2025-02-27,4.8321810613579155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.915089768116286
2025-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.892873877373557
2025-03-03,4.8277201104967755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.897277955554396
2025-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.89283477740585
2025-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.888391599257304
2025-03-06,4.900588232132927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.883948421108758
2025-03-07,4.913917766578565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-10,4.873929163241652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.901721133702942
2025-03-11,4.869485985093106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.904742494843953
2025-03-12,4.88059393046447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-13,4.907252999355745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.90252090576968
2025-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.924736796512409
2025-03-17,4.927247301024202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.884748193175496
2025-03-18,4.938355246395567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.855867535209948
2025-03-21,4.936133657321294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.81810052094731
2025-03-24,4.933912068247021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.793663041130307
2025-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.747009670570575
2025-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.711464245382209
2025-03-28,4.936133657321294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.669254052971024
2025-03-31,4.891694766750797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.638151805931202
2025-04-02,4.893916355825071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.555953010183105
2025-04-03,4.9627856171275315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.551509832034559
2025-04-09,4.951677671756167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.615935915188473
2025-04-10,4.95389926083044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-11,0.0,0.0,0.0,10.943378939098755,0.0,0.0,6.088487016952362,0.0,5.515964406846192
2025-04-14,4.9472344936076205,0.0,0.0,0.0,0.7347545965727648,0.0,0.0,0.0,5.478197392583552
2025-04-16,0.0,0.0,0.0,9.932555910304576,1.8166684757436764,0.0,0.0,0.0,5.451538323692278
2025-04-17,0.0,0.0,0.0,8.87730110002494,2.860815340651948,0.0,0.0,0.0,5.451396141991524
2025-04-22,0.0,0.0,0.0,0.0,2.81638355916649,0.0,0.0,5.401305084498262,0.0
2025-04-25,4.956120849904712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
