date,GF SECURITIES (HONG KONG) BROKERAGE LTD,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD
2025-02-19,83.3805391454651,4.894219044123741,3.9731492772325288,2.8072028129328612,2.7471083381675685,2.197781382078208
2025-02-20,83.36830043773985,4.908178798618361,3.9725660930356987,2.8067907679268553,2.7467051139094263,2.1974587887698065
2025-02-21,83.36711623733733,4.910003006607434,3.972036183455136,2.806750899022971,2.7466660984888835,2.1974275750882453
2025-02-24,83.37066893947464,4.9012157155202,3.9769404690033974,2.806870509132663,2.746783148075808,2.197521218793281
2025-02-25,83.38527767451002,4.8836047367935,3.969112810227534,2.807362346706574,2.747264456762907,2.207377974999467
2025-02-26,83.38527767451002,4.877921721195991,3.968639225594408,2.807362346706574,2.746790872129781,2.214008159863229
2025-02-27,83.39673134353102,4.859172107717411,3.9554485107269812,2.8077479615301724,2.7471681669520405,2.2337319095423833
2025-02-28,83.36885872795251,4.971976691047458,3.8553064331667173,2.8072559888427686,2.7466868090365995,2.2499153499539455
2025-03-03,83.18389476196892,5.178709434978977,3.8410179690251156,2.8020145728013763,2.7415584814602107,2.2528047797654076
2025-03-04,83.25394253490744,5.229905312930947,3.7132091181542286,2.8043741026253604,2.7438671022161456,2.254701829165888
2025-03-05,83.38727981330774,5.1984789793525,3.5988011893339023,2.8088655128706304,2.748261606074606,2.258312899060616
2025-03-06,83.45371299042796,5.194084633277138,3.530535934880699,2.811103286551954,2.750451097690807,2.2601120571714457
2025-03-07,83.54007590556189,5.198985077602638,3.4596606323564663,2.814012385091369,2.753297429701908,2.2339685696857203
2025-03-10,83.54721477792522,5.199429354082944,3.4514108294542547,2.8142528550098866,2.753532711256489,2.2341594722712137
2025-03-13,83.54880135970129,5.199528092501466,3.4495773484400702,2.814306298350935,2.7535850015073504,2.234201899498895
2025-03-14,83.59245598493287,5.202244869361998,3.4015043379749152,2.813401765590228,2.755023762079948,2.235369280060041
2025-03-18,83.6003980912522,5.202739133842744,3.3923265298366543,2.813669066457012,2.7552855164616434,2.23558166214974
2025-03-19,83.68228969773917,5.184059800711846,3.3214692449066447,2.8164252241456786,2.7579844839597047,2.2377715485369607
2025-03-20,83.80183667978581,5.181941775774589,3.1928799491424935,2.8204487174908395,2.761924489936833,2.240968387869437
2025-03-25,83.69701538322516,5.144546196046352,3.2473848041605335,2.816920834294438,2.7584698102125214,2.335662972060981
2025-03-26,83.73962965342166,5.134793687501339,3.234287155402335,2.8183550673433118,2.759874282968007,2.313060153363359
2025-03-28,83.73883272703914,5.134744821121402,3.2275946734933254,2.818328245854875,2.7598480180246625,2.3206515144666
2025-04-01,83.74002812230108,5.134818121040096,3.2262132203365637,2.8183684782789724,2.7598874156271487,2.3206846424161385
2025-04-09,83.74042659497269,5.134842554811387,3.2257527271862103,2.8183818893422634,2.759900548411273,2.3206956852761684
2025-04-11,83.8002404733277,5.121367602766633,3.230913917691456,2.820394995297675,2.7618718824775894,2.2652111284389473
2025-04-16,83.83696861281355,5.12313581264396,3.2323299692011593,2.8216311237408322,2.7630823612920743,2.222852120308417
2025-04-17,83.83696861281355,5.12313581264396,3.2275660340954837,2.8216311237408322,2.7630823612920743,2.227616055414093
2025-04-24,83.83736800859418,5.123160219046779,3.2271050143037834,2.8216445658724356,2.763095524499844,2.2276266676829777
2025-04-25,83.90412052874358,5.113889650404663,3.2296744818050707,2.823891199923716,2.76529554096094,2.163128598162032
2025-05-02,83.90612074617081,5.111627629775314,3.2297514750581082,2.8239585195780443,2.76536146373443,2.1631801656832943
