date,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,INTERACTIVE BROKERS HONG KONG LTD,ABCI SECURITIES CO LTD,HANG SENG SECURITIES LTD,CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD,PRUDENTIAL BROKERAGE LTD,BANK OF COMMUNICATIONS TRUSTEE LTD,DAH SING SECURITIES LTD
2025-04-07,22.429393428199052,14.778596591963991,14.173534922285361,9.09724307934876,8.166221134113416,8.070631538890906,6.566074056920885,6.012244133551515,5.408470365915707,5.297590748810409
2025-04-08,22.409445936256056,14.778158249042939,14.16092974530761,9.08915248235559,8.15895853778869,8.063453954792955,6.636464204536415,6.006897168115413,5.403660364281317,5.292879357523014
2025-04-09,22.284336714462345,14.849726651816638,14.01319816218883,9.125324743048125,8.16591787853619,8.12615743774307,6.665426559430555,6.030802922886291,5.42516540688789,5.313943523000061
2025-04-10,22.325914349125778,14.86976536885522,13.921774085588002,9.142350577077343,8.199044697932338,8.151542490396979,6.58840763852141,6.042055064866905,5.435287563457616,5.323858164178411
2025-04-11,22.260679486890584,14.893692737495618,13.94112484966035,9.161786064892143,8.216474836054498,8.086910227346987,6.602413764768468,6.054899714237933,5.446842301412468,5.335176017240953
2025-04-14,22.26181986833525,14.889332868171632,13.941839032715977,9.162255409542405,8.216895753818894,8.087324507709514,6.602751996588919,6.0552098977292985,5.447121335028498,5.335449330359614
2025-04-15,22.29151085146318,14.904061351465478,13.816802373553777,9.174475271727411,8.227854773100942,8.113499765878682,6.611558203776295,6.063285838329521,5.4543862571512465,5.342565313553465
2025-04-16,22.277797485574503,14.894892621364509,13.854441256843536,9.168831287473669,8.238172717262158,8.108508476070263,6.607490883380347,6.059555805953399,5.451030809647447,5.3392786564301735
2025-04-22,22.260679486890584,14.955163800584327,13.848918255027284,9.161786064892143,8.231842601826674,8.102277993119165,6.602413764768468,6.054899714237933,5.446842301412468,5.335176017240953
2025-04-23,22.258399074467654,14.953631774513966,13.84749955416276,9.160847519832412,8.230999321362397,8.111692113071218,6.601737405074264,6.054279442581979,5.446284319934085,5.334629474999265
2025-04-29,22.260679486890584,14.944918623402875,13.848918255027284,9.161786064892143,8.231842601826674,8.112523170300616,6.602413764768468,6.054899714237933,5.446842301412468,5.335176017240953
