date,BOCOM INTERNATIONAL SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,GUOYUAN SECURITIES BROKERAGE (HONG KONG),BANK OF CHINA (HONG KONG) LTD,CATHAY SECURITIES (HONG KONG) LTD,BOCI SECURITIES LTD,YUANTA SECURITIES (HONG KONG) CO LTD,FUTU SECURITIES INTERNATIONAL,CITIC SECURITIES BROKERAGE (HK) LTD
2025-03-03,26.800461122307638,24.478824596039484,14.712040982062375,9.65959071640729,6.628875734580013,5.639485568492458,4.578507478237618,4.2036609141576795,3.2985528877154455
2025-03-05,26.801541147145088,24.47606903591208,14.712633858789296,9.65969213760136,6.629142869925371,5.639712832659914,4.578691986323965,4.2038303163994835,3.2986858152434495
2025-03-06,26.80080826365547,24.474104460803623,14.712231544370708,9.65942799499689,6.632991361053341,5.639558615691623,4.5785667827865115,4.203715363389314,3.298595613252521
2025-03-07,26.80292987842035,24.465390954881233,14.713396199084173,9.660192657944847,6.636251143294636,5.6400050563626944,4.578929232858645,4.204048139344971,3.2988567378084523
2025-03-10,26.803007034377615,24.46517351801542,14.713438553639193,9.66022046615146,6.636270246665496,5.640021291900789,4.5789424139425705,4.2040602412815895,3.298866234025867
2025-03-11,26.801618295107232,24.461747041151487,14.712676208955422,9.659719942926408,6.644993645607888,5.638001972650632,4.57870516604203,4.203842417082065,3.2986953104768393
2025-03-12,26.79776144099218,24.45462930891186,14.710558999272216,9.65832987273729,6.662025378105106,5.637190642869368,4.578046273072703,4.2032374682783455,3.29822061576093
2025-03-13,26.798841248248685,24.45288041846132,14.711151756558666,9.657567775453053,6.662293822294451,5.637417791669684,4.5782307439881995,4.20326292681648,3.2983535165094606
2025-03-14,26.788753910861036,24.4363745627886,14.707193890268849,9.652955325823982,6.70639621267925,5.635901109209432,4.576999023628809,4.197959832332853,3.2974661324071883
2025-03-17,26.786634312015302,24.418328829334925,14.706030217210461,9.652191557825116,6.729890116811964,5.63545518143222,4.576636879055765,4.197627678368369,3.297205227945884
2025-03-18,26.767611485763098,24.383161974877048,14.695586566305199,9.645336946647813,6.813952829289393,5.6314531002629415,4.5733867294790915,4.194646686390545,3.294863680984871
2025-03-19,26.759840701772557,24.367173043756633,14.691320357163537,9.642393137009142,6.850059329802832,5.629818258632852,4.5720590503023795,4.193428957519446,3.2939071640406223
2025-03-20,26.749960629586568,24.357889049747143,14.685896135575149,9.638114730727198,6.885457105557599,5.627739658412125,4.570370988181269,4.191880690425152,3.2926910117877983
2025-03-21,26.74976848263335,24.357426762251947,14.685790645692876,9.638045499433519,6.886413277202094,5.627699233940336,4.57033815886714,4.191850579834933,3.2926673601437995
2025-03-25,26.749806911803166,24.357318092851923,14.685811743548093,9.638059345612687,6.886423170339874,5.627707318788235,4.5703447246922355,4.19185660191837,3.2926720904454165
2025-03-26,26.71998069751656,24.33001601815248,14.669436964863522,9.627312844738977,6.99254145772603,5.6214323873472,4.56524875964203,4.185030131053385,3.289000738959817
2025-03-27,26.72051751835289,24.33036131873881,14.669731682869088,9.625640706294696,6.99268194218206,5.621545325379218,4.565340478295757,4.185114210881154,3.289066817006331
2025-03-28,26.717066903590197,24.32693239051199,14.667837273725445,9.624397677304009,7.0262155324114115,5.599583467247988,4.564750922676548,4.184573756645203,3.2886420758872097
2025-03-31,26.707639768765247,24.318061745780135,14.662661717588657,9.621001702182925,7.059308264551828,5.597607650497602,4.5631402472777225,4.1830972270122455,3.287481676343642
2025-04-01,26.707601460655745,24.317739995114533,14.66264068619631,9.620987902296827,7.059728444103196,5.597599621567726,4.563133702136415,4.183091226985736,3.2874769609435117
2025-04-02,26.699942047001464,24.31047917674041,14.658435620067658,9.617798538897294,7.402566102225581,5.280527743617138,4.561825051165419,4.1818915675513875,3.2865341527336516
2025-04-03,26.69435344857243,24.30539071978807,14.655367444483824,9.615642061521909,7.422091151375097,5.279422469718022,4.560870209830199,4.18101625057116,3.2858462441392957
2025-04-07,26.69435344857243,24.30510399203889,14.655367444483824,9.61248805628094,7.425531884365245,5.279422469718022,4.560870209830199,4.18101625057116,3.2858462441392957
2025-04-09,26.650796767637647,24.2651595451845,14.631454553505172,9.596803537977717,7.602633576297577,5.2708081340879644,4.553428322582499,4.148430772901649,3.280484789825279
2025-04-10,26.646753982146837,23.745573449015957,14.629235038918267,9.595347753430644,8.147008901448105,5.255697756421427,4.552737591490423,4.147658369566242,3.2799871575620956
2025-04-11,26.644618666060992,23.743098229604488,14.6280627369965,9.594578837996485,8.181414756247966,5.228803692789603,4.552372761544523,4.147326000316275,3.2797243184431695
2025-04-14,26.644771177289233,23.742661742451244,14.628146466617206,9.59463375644067,8.1814615858772,5.228833621957793,4.552398818887282,4.147349739210426,3.279743091268946
2025-04-15,26.644771177289233,23.72591932447196,14.628146466617206,9.59463375644067,8.198204003856485,5.228833621957793,4.552398818887282,4.147349739210426,3.279743091268946
2025-04-16,26.628614697244146,23.714964996272442,14.619276457754605,9.588815897927477,8.25043722072348,5.2256630356723965,4.549638399584552,4.144834927848163,3.2777543669727414
2025-04-17,26.628424289604403,23.71436639326296,14.619171922766332,9.588747333196498,8.25152230443547,5.225625669621777,4.5496058674412465,4.144805290247984,3.2777309294233317
2025-04-22,26.628348127310947,23.71401254694538,14.61913010918961,9.588719907578657,8.252070741086055,5.225610723351152,4.549592854714192,4.144793435326588,3.2777215544974174
2025-04-28,26.62827196545317,23.713944720610737,14.619088295852075,9.588692482117702,8.252333156640574,5.225595777166026,4.549579842061574,4.1447815804730075,3.2777121796251323
2025-04-29,26.627053434977544,23.71285955202087,14.61841931497951,9.588253696077585,8.256531601371098,5.225356649831137,4.549371649742672,4.144591912038001,3.277562188961585
2025-05-02,26.626939203463095,23.71275782255745,14.61835660116173,9.588212561945216,8.256925185864443,5.225334232765536,4.549352132689665,4.14457413151219,3.277548128040671
