date,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,CHINA INTERNATIONAL CAPITAL CORPORATION,BOCI SECURITIES LTD,CHIYU BANKING CORPORATION LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,HANG SENG BANK LTD,TOTAL_CCASS_PCT
2024-04-29,48.269600000000004,16.1056,5.965054,3.9511892,2.32246,4.196,1.6296000000000002,1.1008,1.0796000000000001,0.0,84.6199032
2024-04-30,48.303200000000004,16.112000000000002,5.949054,3.9503892,2.32006,4.196,1.5912,1.1008,1.0796000000000001,0.0,84.6023032
2024-05-02,48.187999999999995,16.0944,5.985854,4.0541924,2.31126,4.196,1.6247999999999998,1.1008,1.0796000000000001,0.0,84.6349064
2024-05-03,48.288799999999995,16.037599999999998,5.976254,3.9498532,2.31606,4.196,1.6504,1.1008,1.0715999999999999,0.0,84.5873672
2024-05-06,48.288799999999995,16.037599999999998,5.976254,3.9490532000000003,2.31606,4.196,1.6504,1.1008,1.0708,0.0,84.58576719999999
2024-05-07,48.288799999999995,16.037599999999998,5.976254,3.9554532000000004,2.31606,4.196,1.6504,1.1008,1.0708,0.0,84.5921672
2024-05-08,48.3968,16.075200000000002,5.977054,3.85245,2.3240600000000002,4.196,1.6592,1.1008,1.0708,0.0,84.652364
2024-05-09,48.4216,16.096,5.977054,3.843312,2.32806,4.196,1.6592,1.1008,1.0708,0.0,84.692826
2024-05-10,48.528,16.124,5.982654,3.712112,2.34086,4.196,1.6680000000000001,1.1008,1.0708,0.0,84.723226
2024-05-13,48.559999999999995,16.144,5.982654,3.683312,2.34486,4.196,1.66,1.0944,1.0708,0.0,84.736026
2024-05-14,48.6968,16.1168,5.906654,3.6825120000000005,2.34486,4.2008,1.6448,1.0944,1.0708,0.0,84.758426
2024-05-16,48.8216,16.0504,5.859054,3.8046032,2.34166,4.2008,1.6448,1.0944,1.0708,0.0,84.8881172
2024-05-17,48.8688,16.0488,5.928654,3.8029412,2.34166,4.2008,1.6448,1.0944,1.0708,0.0,85.0016552
2024-05-20,48.8736,16.0864,5.928654,3.7425412,2.34166,4.2008,1.6448,1.0944,1.0708,0.0,84.9836552
2024-05-21,49.1096,16.1096,5.910654,3.7289412,2.33846,4.2008,1.6032000000000002,1.0944,1.0724,0.0,85.1680552
2024-05-22,49.0224,16.145599999999998,5.8987428,3.7441412,2.33846,4.191199999999999,1.5984000000000003,1.0944,1.0724,0.0,85.105744
2024-05-23,49.1576,16.1928,5.9247428,3.5928500000000003,2.33606,4.179200000000001,1.6016,1.0944,1.0724,0.0,85.1516528
2024-05-24,49.209599999999995,16.248,5.9287428,3.6030187999999996,2.3488599999999997,4.1584,1.5944,1.0944,1.0724,0.0,85.2578216
2024-05-27,49.412800000000004,16.2216,5.9287428,3.4766188000000002,2.34726,4.1504,1.6024,1.0944,1.0724,0.0,85.3066216
2024-05-28,49.4328,16.234399999999997,5.9287428,3.4406187999999998,2.34726,4.143199999999999,1.6024,1.0944,1.0724,0.0,85.2962216
2024-05-29,49.5344,16.2224,5.9215428,3.3518588,2.33526,4.1328,1.6056000000000001,1.0944,1.0724,0.0,85.2706616
2024-05-30,49.5328,16.229599999999998,5.90076,3.3518588,2.3432600000000003,4.0976,1.6136000000000001,1.0944,1.0724,0.0,85.2362788
2024-05-31,49.4368,16.314400000000003,5.9043600000000005,3.3518588,2.33526,4.0976,1.5879999999999999,1.0944,1.0724,0.0,85.1950788
2024-06-03,49.4384,16.3256,5.9043600000000005,3.4138588,2.33526,4.0976,1.5912,1.0944,1.0724,0.0,85.27307880000001
2024-06-04,49.424800000000005,16.3216,5.88436,3.4114588,2.33526,4.0976,1.6,1.0944,1.0724,0.0,85.24187880000001
2024-06-05,49.376,16.288800000000002,5.878711200000001,3.4114588,2.33926,4.0976,1.6096,1.0944,1.0724,0.0,85.16823
2024-06-06,49.410399999999996,16.268,5.878711200000001,3.4114588,2.32646,4.0976,1.6096,1.0944,1.0724,0.0,85.16903
2024-06-07,49.46,16.276799999999998,5.8511116,3.4074588,2.32886,4.0976,1.6096,1.0944,1.0724,0.0,85.1982304
2024-06-11,49.4272,16.3008,5.8507115999999995,3.4074588,2.31686,4.0976,1.6096,1.0944,1.0724,0.0,85.17703039999999
2024-06-12,49.471199999999996,16.298399999999997,5.8539116,3.4074588,2.32086,4.0976,1.6096,1.0944,1.0724,0.0,85.2258304
2024-06-13,49.5248,16.2856,5.818711599999999,3.4074588,2.31766,4.0976,1.6096,1.0944,1.0724,0.0,85.2282304
2024-06-14,49.652,16.284000000000002,5.777474,3.4074588,2.31846,4.0976,1.5696,1.0944,1.0724,0.0,85.2733928
2024-06-17,49.664,16.217599999999997,5.777474,3.3970588000000004,2.31846,4.0976,1.5696,1.0944,1.0724,0.0,85.2085928
2024-06-18,49.6368,16.2232,5.773474,3.5007235999999997,2.31846,4.0976,1.5696,1.0944,1.0724,0.0,85.2866576
2024-06-19,49.6952,16.311999999999998,5.773474,3.3996944,2.31766,4.0976,1.5704,1.0944,0.9412,0.0,85.20162839999999
2024-06-20,49.7464,16.253600000000002,5.773474,3.4004944000000004,2.31766,4.0976,1.5704,1.0944,0.9412,0.0,85.1952284
2024-06-21,49.7264,16.2544,5.8534164,3.3796856,2.31766,4.0976,1.5704,1.0944,0.9412,0.0,85.235162
2024-06-24,49.7208,16.232,5.8534164,3.5051400000000004,2.31766,4.0976,1.5704,1.0944,0.9412,0.0,85.3326164
2024-06-25,49.7288,16.2304,5.8534164,3.51474,2.31766,4.0976,1.5704,1.0944,0.9412,0.0,85.3486164
2024-06-26,49.7568,16.2192,5.8662164,3.51234,2.31766,4.0976,1.5704,1.0944,0.9412,0.0,85.3758164
2024-06-27,49.7256,16.2104,5.8662164,3.5091400000000004,2.31766,4.0976,1.5704,1.0944,0.9436,0.0,85.3350164
2024-06-28,49.744,16.216,5.8230164,3.1799868,2.31766,4.0976,1.5704,1.0944,0.9508000000000001,0.0,84.99386319999999
2024-07-02,49.7736,16.208,5.812335200000001,3.0831068,2.31766,4.0976,1.5696,1.0944,0.9612,0.0,84.917502
2024-07-03,49.7784,16.2112,5.8099352,3.1383068,2.31766,4.0976,1.5696,1.0944,0.9612,0.0,84.978302
2024-07-04,49.816,16.2024,5.8107352,3.1247068,2.31766,4.0976,1.5632,1.0944,0.9612,0.0,84.987902
2024-07-05,49.7832,16.1984,5.8167352,3.3314907999999996,2.31366,4.0976,1.5632,1.0944,0.9612,0.0,85.159886
2024-07-08,49.8032,16.1848,5.8175352,3.3249163999999998,2.31366,4.0976,1.5632,1.0944,0.9612,0.0,85.1605116
2024-07-09,49.832,16.1904,5.8175352,3.3170908,2.29526,4.0976,1.5632,1.0944,0.9612,0.0,85.16868600000001
2024-07-10,49.868,16.1968,5.808629600000001,3.2939964,2.29526,4.0976,1.5632,1.0944,0.9612,0.0,85.179086
2024-07-11,49.8616,16.203200000000002,5.7527632,3.2857164,2.29526,4.0976,1.5632,1.0944,0.9612,0.0,85.1149396
2024-07-12,49.872,16.2072,5.7489176,3.2849164,2.29526,4.0976,1.5632,1.0944,0.9612,0.0,85.124694
2024-07-15,49.8616,16.2096,5.7489176,3.2841164,2.29526,4.0976,1.5632,1.0944,0.9612,0.0,85.115894
2024-07-16,49.8656,16.2096,5.7385044,3.2906552,2.29526,4.0976,1.5632,1.0944,0.9612,0.0,85.1160196
2024-07-17,49.8976,16.2048,5.7081044,3.2882552,2.2912600000000003,4.0976,1.5632,1.0944,0.9612,0.0,85.10641960000001
2024-07-18,49.8976,16.2104,5.6857232,3.2938364,2.30246,4.0976,1.5632,1.0944,0.9612,0.0,85.10641960000001
2024-07-19,49.8992,16.220000000000002,5.6573628000000005,3.3917676,2.30246,4.0976,1.5632,1.0944,0.9612,0.0,85.1871904
2024-07-22,49.9136,16.228,5.9805627999999995,3.352128,2.30246,4.0976,1.5632,1.0944,0.9612,0.0,85.4931508
2024-07-23,49.934400000000004,16.243199999999998,5.9805627999999995,3.3380476,2.30246,4.0976,1.5632,1.0944,0.9612,0.0,85.5150704
2024-07-24,49.971199999999996,16.253600000000002,5.9805627999999995,3.331328,2.30246,4.0976,1.5632,1.0944,0.9612,0.0,85.5555508
2024-07-25,50.071200000000005,16.2784,5.9685628,3.320128,2.30246,4.0976,1.5016,1.0944,0.9612,0.0,85.5955508
2024-07-26,50.106399999999994,16.28,6.046962799999999,3.133728,2.30246,4.0976,1.5016,1.0944,0.9612,0.0,85.52435080000001
2024-07-29,50.1272,16.3272,6.046962799999999,3.1085704,2.29446,4.0976,1.5016,1.0944,0.9612,0.0,85.55919320000001
2024-07-30,50.099199999999996,16.3496,6.11439,2.9859831999999997,2.30246,4.0976,1.5016,1.0944,0.9612,0.0,85.5064332
2024-07-31,50.1096,16.3432,6.08399,3.0539832,2.30246,4.0976,1.5016,1.0944,0.9612,0.0,85.54803319999999
2024-08-01,50.1432,16.3424,6.226638,2.9517152,2.30246,4.0976,1.5016,1.0944,0.9612,0.0,85.6212132
2024-08-02,50.08240000000001,16.3416,6.226638,2.9733152,2.30246,4.0976,1.5016,1.0944,0.9612,0.0,85.5812132
2024-08-05,50.0768,16.345599999999997,6.226638,2.9797152000000002,2.30246,4.0976,1.5016,1.0944,0.9612,0.0,85.5860132
2024-08-06,50.0736,16.3416,6.2032556,3.012622,2.30246,4.0976,1.5016,1.0944,0.9612,0.0,85.5883376
2024-08-07,50.07040000000001,16.3424,6.126638,3.073022,2.30406,4.0976,1.5016,1.0944,0.9596,0.0,85.56972
2024-08-08,50.007999999999996,16.3656,6.166638,3.337082,2.30326,4.0976,1.5016,1.0944,0.9596,0.0,85.83378
2024-08-09,49.9752,16.361600000000003,6.173838,3.340282,2.30166,4.0976,1.5016,1.0944,0.9596,0.0,85.80578
2024-08-12,49.976,16.359199999999998,6.2805576,3.345082,2.30166,4.0976,1.5016,1.0944,0.9596,0.0,85.9156996
2024-08-13,49.972,16.3512,6.2768016,3.2762819999999997,2.30166,4.0976,1.5016,1.0944,0.9596,0.0,85.8311436
2024-08-14,49.995200000000004,16.344,6.276584000000001,3.3060600000000004,2.30246,4.0976,1.5016,1.0944,0.9596,0.0,85.877504
2024-08-15,50.0304,16.3176,6.2637576,3.3847532,2.30246,4.0976,1.5016,1.0944,0.9596,0.0,85.9521708
2024-08-16,50.0304,16.3208,6.2647752,3.3837356,2.30246,4.0976,1.5016,1.0944,0.9596,0.0,85.9553708
2024-08-19,50.0288,16.322400000000002,6.2647752,3.3837356,2.30246,4.0976,1.5016,1.0944,0.9596,0.0,85.9553708
2024-08-20,50.0304,16.307199999999998,6.266375200000001,3.4365356,2.30246,4.0976,1.5016,1.0944,0.9596,0.0,85.9961708
2024-08-21,50.0344,16.3296,6.216157600000001,3.4776708000000003,2.30246,4.0976,1.5016,1.0944,0.9596,0.0,86.0134884
2024-08-22,50.03999999999999,16.34,6.2465576,3.4439532,2.30246,4.0976,1.5016,1.0944,0.9596,0.0,86.0261708
2024-08-23,50.037600000000005,16.3424,6.2465576,3.4391532000000002,2.31446,4.0976,1.5016,1.0944,0.9596,0.0,86.0333708
2024-08-26,50.084799999999994,16.345599999999997,6.2465576,3.4359531999999997,2.31446,4.090400000000001,1.5016,1.0944,0.9596,0.0,86.0733708
2024-08-27,50.113600000000005,16.345599999999997,6.2409576,3.4311532,2.31446,4.090400000000001,1.5016,1.0944,0.9596,0.0,86.0917708
2024-08-28,50.0856,16.3504,6.2369576,3.4295531999999995,2.31446,4.090400000000001,1.5016,1.0944,0.9596,0.0,86.0629708
2024-08-29,50.088,16.3496,6.2369576,3.4211532000000004,2.31446,4.090400000000001,1.5056,1.0944,0.9596,0.0,86.06017080000001
2024-08-30,50.089600000000004,16.3512,6.2381576,3.4464599999999996,2.31446,4.090400000000001,1.5056,1.0944,0.9596,0.0,86.0898776
2024-09-02,50.08240000000001,16.3488,6.2781576,3.36326,2.31446,4.090400000000001,1.5056,1.0944,0.9596,0.0,86.0370776
2024-09-03,50.117599999999996,16.356,6.265357600000001,3.36406,2.31446,4.090400000000001,1.5056,1.0944,0.9795999999999999,0.0,86.0874776
2024-09-04,50.130399999999995,16.3496,6.2249576,3.3975532000000004,2.31446,4.090400000000001,1.5056,1.0944,0.9795999999999999,0.0,86.08697079999999
2024-09-05,49.8776,16.4248,6.270157599999999,3.3171531999999995,2.31046,4.090400000000001,1.4872,1.0944,1.1396,0.0,86.0117708
2024-09-09,49.9408,16.3968,6.2285576,3.3067531999999997,2.31366,4.090400000000001,1.5104,1.0944,1.1403999999999999,0.0,86.0221708
2024-09-10,49.919999999999995,16.4264,6.188557599999999,3.2995532,2.32086,4.090400000000001,1.4968000000000001,1.0944,1.1403999999999999,0.0,85.9773708
2024-09-11,49.9824,16.4312,6.1669576,3.3745131999999995,2.33766,4.090400000000001,1.488,1.0944,1.1403999999999999,0.0,86.1059308
2024-09-12,49.984,16.4552,6.1669576,3.3585131999999995,2.33766,4.090400000000001,1.488,1.0944,1.1403999999999999,0.0,86.1155308
2024-09-13,49.9616,16.480800000000002,6.1624128,3.3598580000000005,2.33766,4.090400000000001,1.488,1.0944,1.1403999999999999,0.0,86.1155308
2024-09-16,49.9816,16.4768,6.1624128,3.352658,2.33766,4.090400000000001,1.488,1.0944,1.1403999999999999,0.0,86.12433080000001
2024-09-17,49.9488,16.4896,6.1648128,3.341858,2.33766,4.090400000000001,1.488,1.0944,1.1403999999999999,0.0,86.09593079999999
2024-09-19,49.9488,16.4896,6.1672128,3.341858,2.33766,4.090400000000001,1.488,1.0944,1.1403999999999999,0.0,86.0983308
2024-09-20,49.9488,16.4896,6.1744128,3.343458,2.33766,4.090400000000001,1.488,1.0944,1.1403999999999999,0.0,86.1071308
2024-09-23,49.8672,16.516000000000002,6.2088128,3.334658,2.33366,4.090400000000001,1.488,1.0944,1.1403999999999999,0.0,86.0735308
2024-09-24,49.844,16.520000000000003,6.2096128,3.334658,2.33366,4.090400000000001,1.4968000000000001,1.0944,1.1403999999999999,0.0,86.0639308
2024-09-25,49.8464,16.5216,6.2096128,3.3522580000000004,2.33366,4.090400000000001,1.4968000000000001,1.0944,1.1403999999999999,0.0,86.0855308
2024-09-26,49.808,16.497600000000002,6.2096128,3.3794579999999996,2.33366,4.090400000000001,1.4968000000000001,1.0944,1.1403999999999999,0.0,86.0503308
2024-09-27,49.8144,16.487199999999998,6.1620128,3.429458,2.33286,4.090400000000001,1.4864,1.0944,1.1403999999999999,0.0,86.0375308
2024-09-30,49.7904,16.4552,6.1872128,3.3914199999999997,2.3320600000000002,4.090400000000001,1.4904000000000002,1.0984,1.1396,0.0,85.9750928
2024-10-02,49.84,16.4296,6.1872128,3.36582,2.33766,4.0,1.4616,1.0984,1.146,0.0,85.8662928
2024-10-03,50.2112,16.3984,6.1848128,3.2634580000000004,2.33926,3.7176,1.4664,1.0576,1.146,0.0,85.78473079999999
2024-10-04,50.2112,16.3984,6.1976128,3.432156,2.38166,3.6496,1.484,1.0776000000000001,1.1412,0.0,85.9734288
2024-10-07,50.2112,16.3984,6.1912128,3.457756,2.37606,3.6024000000000003,1.4624,1.0856,1.142,0.0,85.9270288
2024-10-08,50.2112,16.3984,6.1824128,3.5712111999999996,2.3800600000000003,3.5248,1.4584,1.0856,1.142,0.0,85.954084
2024-10-09,50.2112,16.3984,6.1680128,3.5871732000000005,2.44166,3.0904000000000003,1.4904000000000002,1.0824,1.154,0.0,85.623646
2024-10-10,50.4952,16.500799999999998,6.1816128,3.5807732000000003,2.45446,3.0904000000000003,1.4896,1.084,1.146,0.0,86.022846
2024-10-14,50.51520000000001,16.6176,6.1768127999999995,3.4519732,2.38326,3.0904000000000003,1.4864,1.084,1.146,0.0,85.95164600000001
2024-10-15,50.552,16.5824,6.186412799999999,3.4204752,2.38406,3.0904000000000003,1.4631999999999998,1.084,1.1476,0.0,85.91054799999999
2024-10-16,50.352,16.7288,6.1658668,3.4382212,2.38966,3.0904000000000003,1.4647999999999999,1.0792,1.1476,0.0,85.856548
2024-10-17,50.3392,16.8328,6.1650668,3.3188372,2.38966,3.0904000000000003,1.4607999999999999,1.0784,1.1476,0.0,85.82276399999999
2024-10-18,50.296,16.8544,6.2123004,3.3302251999999997,2.39446,3.0904000000000003,1.4607999999999999,1.0784,1.146,0.0,85.8629856
2024-10-21,50.3128,16.8816,6.2339004000000005,3.2924372,2.39286,3.0904000000000003,1.4607999999999999,1.0784,1.146,0.0,85.8891976
2024-10-22,50.25039999999999,16.932,6.2363004,3.2780372,2.39286,3.0904000000000003,1.452,1.0776000000000001,1.1436,0.0,85.8531976
2024-10-23,50.22,16.852800000000002,6.2099003999999995,3.2758252000000003,2.39046,3.0904000000000003,1.456,1.0776000000000001,1.1436,0.0,85.7165856
2024-10-24,50.23760000000001,16.8576,6.2390604000000005,3.2013972,2.38966,3.0904000000000003,1.456,1.0776000000000001,1.1436,0.0,85.6929176
2024-10-25,49.9512,16.7304,6.2678604,3.2107852,2.41446,3.0904000000000003,1.4584,1.0776000000000001,1.1436,0.0,85.3447056
2024-10-28,49.9568,16.7232,6.1858604,3.1278651999999996,2.4376599999999997,3.0904000000000003,1.4704,1.0776000000000001,1.1436,0.0,85.21338560000001
2024-10-29,50.524,16.5576,6.2848776,2.98866,2.4376599999999997,3.0904000000000003,1.4751999999999998,1.0856,1.15,0.0,85.59399760000001
2024-10-30,50.539199999999994,16.6512,6.2872776,2.96666,2.43126,3.0904000000000003,1.48,1.0896,1.15,0.0,85.6855976
2024-10-31,50.388,16.744,6.291677599999999,2.95506,2.41846,3.0904000000000003,1.5272000000000001,1.0896,1.1483999999999999,0.0,85.6527976
2024-11-01,50.4688,16.7992,6.4324776,2.845372,2.41926,3.0904000000000003,1.5168,1.0896,1.1483999999999999,0.0,85.8103096
2024-11-04,50.43840000000001,16.7832,6.405277600000001,2.84436,2.41846,3.0904000000000003,1.5168,1.0896,1.1483999999999999,0.0,85.73489760000001
2024-11-05,50.3904,16.8128,6.408477599999999,2.84876,2.41446,3.0904000000000003,1.516,1.0896,1.1483999999999999,0.0,85.7192976
2024-11-06,50.483999999999995,16.7624,6.4044776,2.84996,2.41046,3.0904000000000003,1.508,1.0919999999999999,1.1483999999999999,0.0,85.7500976
2024-11-07,50.392,16.7152,6.4904776,2.840972,2.40646,3.0904000000000003,1.508,1.0919999999999999,1.142,0.0,85.67750960000001
2024-11-08,49.8752,16.741600000000002,6.5288776,3.0375656,2.40726,3.0904000000000003,1.508,1.0919999999999999,1.142,0.0,85.4229032
2024-11-11,49.8592,16.772000000000002,6.980548000000001,2.8213232,2.36726,3.0904000000000003,1.5048000000000001,1.0919999999999999,1.142,0.0,85.6295312
2024-11-12,49.8592,16.7776,6.983747999999999,3.0380272,2.36326,3.0856000000000003,1.5048000000000001,1.0919999999999999,1.142,0.0,85.8462352
2024-11-13,49.9208,16.747999999999998,6.993419200000001,2.8878224,2.35846,3.0856000000000003,1.5048000000000001,1.0919999999999999,1.142,0.0,85.7329016
2024-11-14,50.159200000000006,16.7024,7.132620000000001,2.7499888,2.36166,3.0856000000000003,1.5064,1.0919999999999999,1.142,0.0,85.9318688
2024-11-15,50.25039999999999,16.6832,7.11896,2.7484488000000002,2.36566,3.0856000000000003,1.5064,1.0919999999999999,1.142,0.0,85.9926688
2024-11-18,50.239999999999995,16.68,7.1431272,2.7373448000000002,2.36566,3.0856000000000003,1.5064,1.0919999999999999,1.142,0.0,85.992132
2024-11-19,50.2448,16.679199999999998,7.1267272,2.7405448,2.36566,3.0856000000000003,1.5064,1.0919999999999999,1.142,0.0,85.982932
2024-11-20,50.302400000000006,16.683999999999997,7.1643272,2.7405448,2.36566,3.0856000000000003,1.5064,1.0919999999999999,1.142,0.0,86.082932
2024-11-21,50.260000000000005,16.7208,7.20011,2.7413448,2.36566,3.0856000000000003,1.5064,1.0919999999999999,1.142,0.0,86.1139148
2024-11-22,50.238400000000006,16.736,7.178509600000001,2.7437448,2.35766,3.0856000000000003,1.5064,1.0919999999999999,1.142,0.0,86.0803144
2024-11-25,50.312,16.7696,7.0889096,2.7421448,2.35766,3.012,1.5064,1.0919999999999999,1.142,0.0,86.0227144
2024-11-26,50.3328,16.7776,7.0771484,2.7373448000000002,2.35766,2.9832,1.5064,1.084,1.142,0.0,85.9981532
2024-11-27,50.269600000000004,16.839199999999998,6.1622608,3.1002928,2.3568599999999997,2.9832,1.5064,1.084,1.142,0.0,85.4438136
2024-11-28,50.4536,16.8016,6.0814608,3.0706928000000002,2.35366,2.9832,1.5064,1.084,1.1436,0.0,85.4782136
2024-11-29,50.470400000000005,16.792,6.1603636,3.0634927999999997,2.35366,2.9832,1.504,1.084,1.122,0.0,85.5331164
2024-12-02,50.5008,16.8376,5.5677416,3.2778928,2.35366,2.9832,1.504,1.084,1.122,0.9353759999999999,86.1662704
2024-12-03,50.539199999999994,16.8952,6.0197416,2.7750928,2.35366,2.9832,1.5032,1.088,1.1183999999999998,0.9353759999999999,86.2110704
2024-12-04,50.58240000000001,16.741600000000002,6.1221416,2.9509176000000004,2.35366,2.9832,1.5032,1.088,1.1183999999999998,0.9353759999999999,86.3788952
2024-12-05,50.6312,16.691200000000002,6.2477416,2.9501176,2.35366,2.9832,1.5048000000000001,1.088,1.1183999999999998,0.9353759999999999,86.5036952
2024-12-06,50.637600000000006,16.686400000000003,6.2541416000000005,2.9437176,2.35366,2.9832,1.5016,1.088,1.1183999999999998,0.9353759999999999,86.5020952
2024-12-09,50.6544,16.6744,6.2501416,3.1890696000000003,2.35286,2.9832,1.5016,1.088,1.1183999999999998,0.9353759999999999,86.74744720000001
2024-12-10,50.6368,16.6728,6.2621416,3.1826696,2.35286,2.9832,1.5016,1.088,1.1183999999999998,0.9353759999999999,86.7338472
2024-12-11,50.623200000000004,16.6528,6.2581416,3.1954695999999996,2.35206,2.9832,1.5016,1.088,1.1183999999999998,0.9353759999999999,86.7082472
2024-12-12,50.7152,16.6984,6.2621416,3.1397176,2.35206,2.9832,1.5016,1.088,1.1183999999999998,0.9353759999999999,86.7940952
