date,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,STANDARD CHARTERED BANK (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,HANG SENG SECURITIES LTD,BRIGHT SMART SECURITIES INTERNATIONAL,KGI ASIA LTD,SHANGHAI COMMERCIAL BANK LTD
2024-10-08,28.85537586400767,21.271951582498264,14.776598207494128,11.373482819062737,11.41978370870126,9.26348513410722,0.0,3.039322684128716
2024-10-09,28.86509352898407,21.24396853724635,14.766342785379075,11.316015599180382,11.411858021019235,9.359508229228634,0.0,3.037213298962258
2024-10-10,28.86935254651816,21.244670654724526,14.766830816009518,11.309779555144264,11.412235185246388,9.359817562878012,0.0,3.0373136794791287
2024-10-15,28.789426848159255,21.18585412478165,14.7259483866715,11.278468079496392,11.380640058007318,9.61075772057612,0.0,3.0289047823077686
2024-10-17,28.763874707684202,21.171898158822174,14.71624781792431,11.277625901650143,11.373143177102204,9.604426731662329,0.0,3.0927835051546393
2024-10-18,28.784732522495798,21.18725073337948,14.726919146972545,11.279211575859454,11.381390289726095,9.545469527670654,0.0,3.0950262038959755
2024-10-21,28.794223350588545,21.190939364964226,14.725180520294106,11.259850308285799,11.385142932506842,9.548616835372085,0.0,3.096046687988394
2024-10-22,28.79327398615232,21.15727002967359,14.724695021430925,11.295746785361029,11.384767556874381,9.548302011210023,0.0,3.095944609297725
2024-10-25,28.79327398615232,21.15727002967359,14.72139795581932,11.299043850972634,11.384767556874381,9.548302011210023,0.0,3.095944609297725
2024-11-01,28.832249331440458,21.185909075902142,14.741325233583149,11.314338538743437,11.400178282544818,9.425864175113077,0.0,3.1001353626729173
2024-11-15,28.810372129849565,21.324887833201373,14.730139878595935,11.226576933227765,11.391528107680127,9.418712061229877,0.0,3.09778305621536
2024-11-18,28.782835107610165,21.442932006196237,14.716060775847865,11.18947958208365,11.364160706634587,9.409709633828813,0.0,3.0948221877986883
2024-11-21,28.782835107610165,21.409973303450776,14.716060775847865,11.222438284829108,11.364160706634587,9.409709633828813,0.0,3.0948221877986883
2024-11-26,28.78757911392405,21.387130801687764,14.718486286919832,11.234177215189874,11.36603375527426,9.411260548523206,0.0,3.0953322784810124
2024-11-29,28.69205243617965,21.408154548740022,14.669645497256628,11.43673818050399,11.328317508295823,9.380030883464205,0.0,3.0850609455596807
2024-12-04,27.63869987657056,21.10326929771814,14.089945247966579,11.077000981105801,10.9124283951008,9.03566794315916,3.171187138019432,2.971801120359528
2024-12-06,27.646574648600737,21.077624414334558,14.093959731543624,11.083322780802837,10.915537545903508,9.03824237052045,3.1720906673420286,2.9726478409522605
2024-12-11,27.654453909243486,21.05513157478071,14.097976503372495,11.086481522530796,10.91864846891922,9.04081826530289,3.172994711675481,2.9734950441749266
2024-12-12,27.67970134143255,21.032649962034927,14.085041761579348,11.12060237914452,10.90863072639838,9.032523411794482,3.170083523158694,2.9707668944570993
2024-12-19,27.65782568836342,21.088736446116396,14.073910157114405,11.118136123668322,10.900009483766953,9.025384882875478,3.167578162045965,2.9684190560490626
2024-12-27,27.65695138142505,21.088069798318266,14.073465258898654,11.120945817790986,10.899664917493835,9.025099576405134,3.167478029967756,2.9683252197003225
2025-01-02,27.656077129761343,21.08740319266635,14.073020388809862,11.12375533428165,10.899320373004585,9.024814287972182,3.1673779042200096,2.968231389284021
2025-01-03,27.660650504156525,21.086070107785186,14.072130733002497,11.123052122514778,10.898631349369408,9.024243765211619,3.1671776717135005,2.9680437462464835
2025-01-06,27.68506226689424,21.08540362854795,14.071685947278588,11.100575257601617,10.898286870219357,9.023958530880586,3.1670775649535368,2.967949933624123
2025-01-07,28.11878009630819,19.849117174959872,14.292134831460674,11.274478330658106,11.069020866773675,9.165329052969502,3.2166934189406096,3.014446227929374
2025-01-17,28.182285971570074,19.884865247314597,14.317874831157138,11.29478355952917,11.088956068694925,8.988872451276773,3.2224866533736414,3.0198752170836816
2025-01-23,28.150746652935116,19.898944387229662,14.328012358393408,11.283470648815653,11.096807415036047,8.995236869207003,3.224768280123584,3.0220133882595266
2025-02-13,28.140784351574816,20.052761959913777,14.322941800984463,11.282694720586814,11.092880352604318,8.992053534086157,3.2236270630248045,2.8922562172248494
2025-02-18,28.144001544252482,20.072065115979797,14.322941800984463,11.26017437184313,11.092880352604318,8.992053534086157,3.2236270630248045,2.8922562172248494
2025-02-19,28.181173893434703,20.111461890342117,14.245216158752658,11.226725082146768,11.107531731202887,9.003930159139232,3.227884801237034,2.896076283744604
2025-02-20,28.163028781147382,20.098512652115126,14.236044040950357,11.2838838452128,11.100379885390508,8.998132766724614,3.225806451612903,2.8942115768463075
2025-02-21,28.195706826532586,19.809192290337137,14.252562367046991,11.493586024624507,11.113259846580288,9.008573454522013,3.229549410172114,2.8975697801843614
2025-02-25,28.192072188204964,19.819529487592654,14.250725104737352,11.492104415082178,11.111827263938125,9.007412181759587,3.2291330970029,2.897196261682243
2025-03-03,28.183897677115887,19.813782660523856,14.246592995908372,11.517767969328908,11.108605303005897,9.00480041238442,3.2281967846902284,2.8963561970424307
2025-03-10,28.318011135569076,19.908066813414475,14.314385601450214,11.096724070956881,11.161465751650914,9.047649876990807,3.2435582027709438,2.910138547196685
2025-03-11,28.252354902405074,19.907422393422458,14.313922247758393,11.16434143657139,11.161104457320429,9.047357006441588,3.2434532094649278,2.910044346615738
2025-03-19,28.252354902405074,19.92684426892824,14.313922247758393,11.144919561065613,11.161104457320429,9.047357006441588,3.2434532094649278,2.910044346615738
2025-03-24,28.252354902405074,19.92360728967727,14.313922247758393,11.148156540316577,11.161104457320429,9.047357006441588,3.2434532094649278,2.910044346615738
2025-04-08,28.26791035108175,19.856846741805935,14.321803342401864,11.176965928229045,11.167249643736236,9.05233838580127,3.2452390205985235,2.9116465863453818
2025-04-16,28.266079409288164,19.800505214068266,14.320875704385,11.237774467258243,11.166526329425482,9.05175205648034,3.2450288231103053,2.911457995984196
