date,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,EMPEROR SECURITIES LTD,REALINK FINANCIAL TRADE LTD,QUAM SECURITIES LTD
2024-08-20,0.0,36.45880563112031,16.67852526702097,27.4929873674499,0.0,19.369681734408815,0.0
2024-09-02,0.0,36.41645891984929,16.659153247513387,27.461054407006635,0.0,19.463333425630683,0.0
2024-09-03,0.0,36.401358924412555,16.69371032535631,27.44966774810203,0.0,19.45526300212911,0.0
2024-09-30,0.0,2.9156225,1.3419999999999999,2.2066666666666666,0.0,1.5706666666666667,0.0
2024-10-02,0.0,35.955584910387664,17.215533401495282,27.41824445749129,0.0,19.410637230625767,0.0
2024-10-03,0.0,35.44934378084074,17.490619728070172,27.344375203949404,0.0,19.715661287139678,0.0
2024-10-04,0.0,35.33414971261371,17.43378325587073,27.499234073216407,0.0,19.732832958299156,0.0
2024-10-07,0.0,31.277675738361815,18.67175203996616,26.30988043117582,11.45719258681449,12.283499203681716,0.0
2024-10-08,0.0,30.14423154634846,16.668433992332826,27.30454682822026,11.170965104528499,14.711822528569954,0.0
2024-10-09,0.0,30.482358598587705,16.043585187118577,26.901226846801805,11.288663351277462,15.284166016214455,0.0
2024-10-10,0.0,30.63536319268481,15.635922293798052,26.795597704015396,11.345326202623916,15.58779060687783,0.0
2024-10-14,0.0,30.55131440750987,15.739313146779862,26.647952687652243,11.370344436158833,15.69107532189919,0.0
2024-10-15,0.0,30.458960043014866,15.945934967413802,26.539916751020904,11.335972725649622,15.719215512900808,0.0
2024-10-16,0.0,30.32976804153465,15.87830011543579,26.427347413153147,11.287891077324021,16.076693352552393,0.0
2024-10-17,0.0,30.286257571784276,15.964822739317997,26.389435276844424,11.271697697849676,16.087786714203627,0.0
2024-10-18,0.0,30.284188758325435,15.82711489780129,26.387632650067495,11.270927743363025,16.230135950442754,0.0
2024-10-21,0.0,29.044415214545378,17.288039062538463,26.871776144769015,11.40098499328076,15.394784584866382,0.0
2024-10-22,0.0,29.033485393403623,17.22334930817859,27.005442876992664,11.326634658626816,15.411087762798303,0.0
2024-10-23,0.0,28.822298850200433,17.247721861975897,26.968417251595056,11.551037892460009,15.410524143768606,0.0
2024-10-24,0.0,28.160379293006933,19.112667795384976,25.99513810428699,11.780006167962117,14.951808639358982,0.0
2024-10-25,0.0,28.102871707242816,19.68628053613461,25.14561559491053,11.966971363251954,15.098260798460087,0.0
2024-10-28,0.0,28.079934385012955,19.024061237480495,25.125091959690003,12.480926839748555,15.289985578067986,0.0
2024-10-29,0.0,28.03607567756705,18.99434711048834,25.065475575549684,12.617624930742702,15.28647670565222,0.0
2024-10-30,0.0,27.975282287816473,18.95315979311105,25.011123631166566,12.807104758305284,15.25332952960063,0.0
2024-10-31,0.0,2.752289166666667,1.8599999999999999,2.474666666666667,1.26,1.5006666666666666,0.0
2024-11-01,0.0,27.943092912105683,18.88397245681243,25.124482351142564,12.812673785213596,15.23577849472573,0.0
2024-11-04,0.0,27.943092912105683,18.88397245681243,24.955271128411265,12.981885007944891,15.23577849472573,0.0
2024-11-05,0.0,27.895889935653788,18.852072634197913,24.91311534132176,13.128880691127796,15.210041397698745,0.0
2024-11-07,0.0,27.875618889810568,18.98045592453833,24.805003096824567,13.128880691127796,15.210041397698745,0.0
2024-11-08,0.0,27.871852279175318,19.09950108718353,23.8287726687288,13.991887779114641,15.207986185797711,0.0
2024-11-11,0.0,27.733199712579808,19.00448785232901,23.710232987323813,14.419747592234074,15.132331855533288,0.0
2024-11-12,0.0,27.779887237300393,19.03648100514236,23.352853245784825,14.444022552539924,15.386755959232504,0.0
2024-11-14,0.0,27.733199712579808,19.00448785232901,23.313605897374252,14.58780991848389,15.360896619233037,0.0
2024-11-18,0.0,27.72102393763357,18.954792702069565,23.252642762920853,14.750811441299271,15.320729156076743,0.0
2024-11-19,0.0,27.67463492383036,18.923073305907597,23.213731243327747,14.893469439562928,15.295091087371368,0.0
2024-11-20,0.0,27.507292570576848,18.923073305907597,23.213731243327747,15.060811792816445,15.295091087371368,0.0
2024-11-22,0.0,27.454132965823767,19.00727121723003,23.185795491155027,15.076115580321389,15.27668474546979,0.0
2024-11-25,0.0,27.454132965823767,19.00727121723003,23.152367296963625,15.076115580321389,15.310112939661192,0.0
2024-11-27,0.0,27.35172924714841,18.936374232177233,23.06600913332035,15.392881058938299,15.253006328415712,0.0
2024-11-28,0.0,27.326247570381067,18.91873254806397,23.044520159671308,15.471703543527518,15.238796178356134,0.0
2024-11-29,0.0,27.25008661987714,18.866004172187292,22.98029280629075,15.707292253101416,15.196324148543406,0.0
2024-12-02,0.0,27.232015592097415,18.85349308955318,22.965053313092742,15.763191373150864,15.1862466321058,0.0
2024-12-04,0.0,27.246470495880992,18.863500627470163,22.92416273932797,15.771558561905232,15.194307575415644,0.0
2024-12-06,0.0,26.963333751421175,18.71225582478079,22.85289638551348,15.887889180319355,15.583624857965198,0.0
2024-12-12,0.0,26.952637152448766,18.744503409921048,22.843830434312952,15.881586310627993,15.577442692689239,0.0
2024-12-23,0.0,26.920598216254373,18.72222158475681,22.816675687948777,15.981578918910575,15.55892559212947,0.0
2024-12-27,0.0,26.909935490855613,18.75441413208808,22.60959817050393,16.173289202258285,15.55276300429409,0.0
2024-12-30,0.0,26.90815919109848,18.753176170693507,22.542096664174,16.244831593128026,15.551736380905986,0.0
2025-01-03,0.0,26.895731655871884,18.777504305720992,22.544881311542035,16.237328916507156,15.544553810357927,0.0
2025-01-08,0.0,26.90460729500269,18.750700738139717,22.552321162345446,16.242687263837325,15.549683540674822,0.0
2025-01-16,0.0,26.90460729500269,18.757300773598406,22.552321162345446,16.242687263837325,15.543083505216131,0.0
2025-01-17,0.0,26.77208476344633,18.664908977783455,22.73677511649765,16.16268156028328,15.663549581989283,0.0
2025-01-20,0.0,26.75978257364332,18.65633216148657,22.726327214309116,16.20120611349362,15.656351937067372,0.0
2025-01-21,0.0,26.76153933707409,18.644427060120975,22.71468930564034,16.20883465191503,15.670509645249563,0.0
2025-02-10,0.0,26.817759753323738,18.61509738473449,22.678956672951173,16.242327929356364,15.645858259634235,0.0
2025-02-11,0.0,26.758768247527048,18.67408889053118,22.678956672951173,16.242327929356364,15.645858259634235,0.0
2025-02-13,0.0,26.697521087582775,18.709821765405092,22.627047643586724,16.355562473008785,15.610047030416622,0.0
2025-02-14,0.0,26.69926711529684,18.704505357802553,22.628527460838054,16.356632132819644,15.6110679332429,0.0
2025-02-18,0.0,26.66961566957623,18.683732666816212,22.60339686265178,16.35153247029405,15.691722330661728,0.0
2025-02-25,0.0,26.66961566957623,18.683732666816212,22.57726576801288,16.377663564932952,15.691722330661728,0.0
2025-02-28,0.0,2.7216225,1.9066666666666665,2.3040000000000003,1.6853333333333336,1.6013333333333335,0.0
2025-03-03,0.0,26.65568482511963,18.673973239576057,22.480590861489638,16.506225297079816,15.683525776734857,0.0
2025-03-04,0.0,26.332448771227856,18.45397636507461,22.207983441087688,17.512249504081637,15.49334191852821,0.0
2025-03-05,0.0,24.057572044794952,16.895083490926737,20.289421855340343,16.146679025161934,14.154862415488672,8.456381168287361
2025-03-06,0.0,23.98830474044064,17.26363332348372,20.08410439062878,16.100189008286385,13.926075894028733,8.637692643131745
2025-03-07,0.0,23.694695411681685,18.300724033287853,19.212855358121566,15.918725032129755,13.356623667469453,9.516376497309684
2025-03-10,0.0,24.029621173920095,19.592391728755068,18.75355579545807,16.072800400236193,11.567723499732034,9.983907401898541
2025-03-11,0.0,24.057845769037275,19.997141377807445,18.775583255462674,16.091679111657093,11.08211623492589,9.995634251109625
2025-03-12,39.90210966133585,14.55984907432908,11.976354656373344,11.289743699662779,9.798510528057019,6.386912336901402,6.086520043340529
2025-03-13,39.780207905125565,14.580705891874777,12.004254312025648,11.305916128599334,9.812546782503064,6.421130066068612,6.095238913802999
2025-03-14,39.7389368644868,14.565578748576769,12.023997731503433,11.294186503527621,9.802366493400596,6.486018413334045,6.088915245170736
2025-03-17,39.74178039365847,14.56662099206242,11.999813777487441,11.294994661755473,9.803067904089325,6.504371331983354,6.0893509389635145
2025-03-18,39.73751525248665,14.565057682761426,11.969906917070608,11.29378246778001,9.802015825694403,6.543024432552942,6.0886974216539675
2025-03-19,39.58457753428226,14.509001166057667,11.945220012145672,11.250316103324549,9.764290821383993,6.874203282645884,6.0723910801599725
2025-03-20,39.59868896184317,14.51417345111638,12.444996683993024,11.254326706206239,9.767771674059263,6.7091044856129685,5.7109380371689555
2025-03-21,39.60998534995737,14.518313935075799,12.44854689023237,11.257537247912802,9.77055814357969,6.711018403728823,5.684040029513147
2025-03-24,39.60010065798002,14.514690882453824,12.47039539985723,11.254727923770519,9.768119895828706,6.709343665675045,5.6826215744346555
2025-03-25,39.578935778963334,14.506933284079388,12.517176934776575,11.24871266242233,9.76289917486132,6.705757754412043,5.679584410485015
2025-04-01,39.574705517724155,14.50538275937823,12.526527241656296,11.247510381657829,9.761855700266853,6.705041032081101,5.678977367235534
2025-04-02,39.5451189898052,14.49453835999809,12.591923466595334,11.239101607023319,9.754557619019288,6.700028262406678,5.674731695152095
2025-04-08,39.515576667329086,14.483710163312583,12.657221982567238,11.230705395999092,9.74727044188708,6.695022982347257,5.670492366557667
2025-04-14,39.5451189898052,14.49453835999809,12.538522603717492,11.239101607023319,9.754557619019288,6.753429125284521,5.674731695152095
2025-04-16,39.54371121093849,14.494022364464202,12.541636171780365,11.238701502784734,9.754210363519219,6.753188707881735,5.674529678631253
2025-04-17,39.542303532300124,14.493506405667173,12.544749518169397,11.238301427032003,9.75386313274238,6.752948307595727,5.674327676493195
2025-04-23,39.52120037285057,14.485771429468528,12.591423129232822,11.232303706975987,9.748657636083054,6.749344356076479,5.6712993693125515
2025-04-24,39.424415249685374,14.450296616995292,12.592530185981609,11.41774791665807,9.72478374001962,6.7328156039478895,5.657410686712144
2025-04-25,39.423016051490194,14.449783766549235,12.595632334060019,11.417342693342093,9.72443860110579,6.732576651933463,5.6572099015192086
2025-04-28,39.44401445824825,14.457480347569307,12.549076980144877,11.423424064834768,9.729618258516401,6.736162714016647,5.660223176669761
2025-04-29,39.388068345993226,14.436974325817742,12.49581858581924,11.584517400644568,9.715818083185221,6.7266083590519585,5.652194899488045
