date,BOCOM INTERNATIONAL SECURITIES LTD,KINGSTON SECURITIES LTD,FULBRIGHT SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,KAM FAI SECURITIES CO LTD,INTERACTIVE BROKERS HONG KONG LTD,FUTU SECURITIES INTERNATIONAL,CHIEF SECURITIES LTD,BOCI SECURITIES LTD
2024-06-19,88.71060640373838,0.0,0.0,2.513173095743548,2.540518123650354,1.4296994799842366,1.0453212698378669,1.0753767770196219,1.5885223371138883,1.0967825129121012
2024-06-20,86.58605907287763,0.0,2.3949191838364206,2.45298463115057,2.4796747677382105,1.3954593328668847,1.0202866702137974,1.0496223722882572,1.5504785109228212,1.070515458105406
2024-07-03,86.62392491736163,0.0,2.391566702641465,2.449550868164767,2.4762036430820826,1.3935059261701845,0.9997698423953616,1.0481530787569138,1.5483081036347035,1.0690169177928854
2024-07-04,86.6283345535387,0.0,2.391688446594558,2.449675563832115,2.471239143251908,1.3935768633177552,0.999820736201778,1.0482064355372676,1.5483869210680345,1.0690713366578712
2024-07-05,86.6228225784613,0.0,2.3915362685897685,2.4558824816940117,2.4710819036069562,1.3934881930116865,0.9997571197533235,1.0481397404105697,1.5482884005301167,1.069003313942278
2024-07-09,86.56223711463021,0.0,2.3898635877674583,2.4541647960444437,2.4693535872252195,1.3925135638550312,0.999057872753333,1.1173483412425937,1.5472055014961417,1.0682556349855747
2024-07-16,86.56230316168715,0.0,2.3898654112353093,2.4540903684932753,2.469355471344004,1.3925146263440067,0.9990586350352982,1.117349193780282,1.5472066820151908,1.0682564500654883
2024-07-22,86.56223711463021,0.0,2.3898635877674583,2.4540884960217677,2.469429887247896,1.3925135638550312,0.999057872753333,1.1173483412425937,1.5472055014961417,1.0682556349855747
2024-07-24,86.56221509896696,0.0,2.38986297994546,2.454113305199657,2.469429259189534,1.3925132096923996,0.9990576186596033,1.1173480570636534,1.5472051079901923,1.0682553632925467
2024-07-29,86.56221234700983,0.0,2.3898629039677317,2.4541164063460057,2.4694291806822615,1.3925131654220833,0.9990575868978961,1.1173480215412959,1.5472050588019628,1.0682553293309276
2024-07-30,86.58974066903575,0.0,2.390622922847037,2.4230950816471517,2.4702145030517206,1.3929560093582962,0.999375304967119,1.1177033580711515,1.547697097509662,1.0685950535121194
2024-07-31,86.5881953158815,0.0,2.390580257784804,2.4230518370595306,2.4719551014238212,1.3929311494967684,0.9993574692770261,1.1176834105993547,1.547669476008859,1.0685759824683239
2024-08-12,86.58815125815413,0.0,2.390579041411915,2.4230506041644824,2.472004725555604,1.3929304407467982,0.9993569607848606,1.1176828419006903,1.5476686885250728,1.0685754387564568
2024-08-13,86.61579527637517,0.0,2.391342254503076,2.392012837685156,2.4726794136555537,1.3933751458701338,0.9996760141614698,1.118039671841022,1.5481627951759722,1.0689165907324527
2024-08-15,82.41247974651348,4.852827958745484,2.275294528987256,2.27593256992119,2.352684535739533,1.325757047221137,0.9511634570493696,1.0637831300560543,1.4730331182047771,1.017043907561719
2024-08-16,82.44274983834379,4.822560508226376,2.2752945978549546,2.2759296120484604,2.352684606949641,1.3257570873486177,0.9511634858388022,1.063783162254214,1.4730331627899504,1.0170439383451948
2024-08-23,82.47301743574634,4.822560508226376,2.2752945978549546,2.2759296120484604,2.352684606949641,1.3257570873486177,0.9511634858388022,1.063783162254214,1.4427655653873994,1.0170439383451948
2024-08-27,82.54911368525522,4.819934527146438,2.274055654236713,2.274690322652233,2.3453532996991746,1.325035185980655,0.9506455582122892,1.063203910951411,1.3814777183770897,1.0164901374887816
2024-08-30,82.52914089628024,4.879255935819953,2.273505445619421,2.2741399604766803,2.3084932844072577,1.3247145932211142,0.9504155491634149,1.0629466683669326,1.3811434693256948,1.016244197319289
2024-09-02,82.49022174318755,5.058332179270474,2.272433304245669,2.2730675198779444,2.2469455745890246,1.3240898833368506,0.9499673514982283,1.0443076825375068,1.3502626142436076,0.9903721472131412
2024-09-03,82.4927154595695,5.118945991478229,2.2725020009231414,2.273136235728039,2.2470135007610033,1.324129911167586,0.9499960694371148,1.0413162075989697,1.2898425367292994,0.9904020866071145
2024-09-04,81.36130465195272,5.048738206632021,3.493598821745218,2.2419595325493384,2.2161950782438318,1.3059690967994628,1.0562299226914906,1.0270342627646842,1.2721519833507455,0.9768184432704772
2024-09-24,81.36135316907688,5.048741217280135,3.493600905037374,2.241901237773878,2.216196399798497,1.305969875570957,1.0562305525392852,1.0270348752026122,1.2721527419565222,0.9768190257638615
2024-09-26,81.36232352371125,5.0488014309964395,3.493642571402262,2.24192797576644,2.21503018312074,1.3059854511958915,1.0562431496529234,1.0270471241145587,1.2721679142620546,0.9768306757774327
2024-10-04,81.36717564409133,5.049102521123385,3.493850918135581,2.2360980791626597,2.2151622785751046,1.306063334893768,1.0563061397285602,1.0271083730571455,1.2722437812186058,0.9768889300138478
2024-10-07,81.37251364497689,5.049433761743643,3.4940801282457676,2.2362447758303543,2.208747215667767,1.3061490176913217,1.0563754374897845,1.0271757553321417,1.2723272453228593,0.9769530176994804
2024-10-08,81.20627314343795,5.277190116568923,3.486941874713733,2.2316762251435738,2.1823619645302528,1.303480612132008,1.0542173084769841,1.0131736735936372,1.2697279361715292,0.9749571452314022
2024-10-09,81.18211414509088,5.275620143925575,3.485904503834284,2.2310122978366373,2.2114628709521007,1.3030928245297089,1.0539036771129642,1.012872252777755,1.269350190045229,0.9746670938948692
2024-10-10,81.14215774303311,5.273023576913314,3.4841888032349964,2.219804156155061,2.2102316975078327,1.302451465267711,1.0533849643460407,1.071844775256203,1.268725438311677,0.9741873799740597
2024-10-15,81.16632193332158,5.274593886955002,3.4852263970528603,2.1609407712864077,2.2108899060249065,1.3028393362083375,1.0536986631116823,1.1019083467762048,1.2691032656183194,0.9744774936446978
2024-10-16,81.17404824168783,5.275095981147601,3.485558159454167,2.151627367354111,2.2111003629825565,1.30296335486809,1.0537989658062283,1.102013238601727,1.269224072905692,0.974570255192006
2024-10-18,81.17428971252619,5.275111673131389,3.485568528046952,2.1513362949105925,2.2111069404081003,1.302967230831658,1.0538021005731304,1.1020165167930502,1.2692278485040216,0.9745731542749232
2024-10-21,81.17573856772594,5.275205826994686,3.4856307408991225,2.1513746934575746,2.2093615362082093,1.3029904870973326,1.0538209095662037,1.1020361863505694,1.2692505025657264,0.9745905491346394
2024-10-22,81.17631812428763,5.275243489481105,3.4856556266618295,2.151390053260174,2.208663357082343,1.3029997898360566,1.0538284333514352,1.1020440543701808,1.2692595644168432,0.9745975072523934
2024-10-24,81.17489725950992,5.27515115457554,3.4855946156992528,2.151352396534414,2.2085901907559586,1.302976982857993,1.053809987729149,1.1038096158851745,1.2692373480087755,0.974580448443833
2024-10-30,81.18697281416193,5.27593588456246,3.4861131317639185,2.1516724311056565,2.194042768418312,1.3031708133437465,1.0539667522035032,1.103973818290007,1.2694261593960354,0.974725426754435
2024-10-31,81.18697281416193,5.27593588456246,3.4861131317639185,2.1516724311056565,2.194042768418312,1.3031708133437465,1.1134706385510804,1.103973818290007,1.2099222730484585,0.974725426754435
2024-11-04,81.16765365081018,5.2746804286234825,3.485283580091763,2.1452114487979355,2.1935206763981947,1.302860712240755,1.2024402685961169,1.10371111788633,1.1501446343984474,0.9744934821568
2024-11-06,81.14351762230795,5.273111948675632,3.484247195521756,2.1445735483247472,2.1928684106841514,1.3024732933383885,1.2318187292312497,1.103382918144175,1.1498026271772341,0.9742037065947056
2024-11-15,81.14345971310591,5.273108185445811,3.484316075333651,2.1445720178199505,2.1928668457130533,1.3024723638101734,1.2318178501266486,1.1033821306995804,1.1498018066045672,0.9742030113406552
2024-11-18,81.13687790575179,5.272680466657917,3.4840334512349282,2.1443980646766136,2.200800297288279,1.3023667160819032,1.2317179334135386,1.103292631821323,1.1497085424768945,0.9741239905968131
2024-11-22,81.11276017402294,5.271113175725986,3.4829978311041057,2.143760647775956,2.200146114966642,1.3019795908697704,1.2313518083733541,1.1029646808771962,1.1790915415794814,0.9738344347045695
2024-11-27,81.1127312413579,5.2711112955365875,3.4829965887297947,2.1437598831033124,2.200145330181481,1.301979126457768,1.2313513691540583,1.1029642874531829,1.1791267906850047,0.9738340873409066
2024-12-05,81.11514236758738,5.271267982588158,3.4831001229629996,2.1408510456908343,2.2002107308656034,1.302017828594584,1.2313879718369964,1.1029970737505117,1.1791618409599662,0.9738630351629709
2024-12-20,81.13926151617076,5.272835365594389,3.4841358039338335,2.1414876161628666,2.1711304928242723,1.3024049765493244,1.2317541183860825,1.1033250439609106,1.179512458351687,0.9741526080658763
2025-01-03,81.16339501241694,5.274403680983566,3.4851721009961207,2.1421245653090653,2.171776258741036,1.3027923548052418,1.2321204827433223,1.103653209269655,1.1501199815091834,0.9744423532258724
2025-01-07,81.21363869884877,5.277668767228684,3.4873295747461603,2.143450633975129,2.1112163154675145,1.3035988401740537,1.23288321913664,1.1043364188097136,1.1508319560107565,0.9750455756025839
2025-02-03,81.23479345824285,5.279043509386789,3.488237964263778,2.1440089660873367,2.0857179669215964,1.3039384053043952,1.2332043640610602,1.1046240794982916,1.1511317279889914,0.9752995582449161
2025-02-07,81.23963037933561,5.279357836731185,3.4884456626042026,2.138182377664615,2.0858421557426463,1.3040160450312632,1.233277792107668,1.1046898515558332,1.1512002692272791,0.9753576299996928
2025-02-13,81.24567734076828,5.279750798553867,3.488705320314155,2.130898166324292,2.085997412567566,1.3041131076926156,1.2333695894633405,1.1047720776429808,1.1512859572541299,0.975430229418771
2025-02-14,81.19732683975856,5.276608740974043,3.4866291403174654,2.12963003739344,2.1442674797997228,1.303337010745749,1.232635593027683,1.1041146114835008,1.1506008099987848,0.974849736501042
2025-02-19,81.14903385271415,5.273470420939577,3.4845554299817256,2.1878394968989765,2.142992153558674,1.302561836982964,1.2319024696966399,1.1034579273942187,1.1499164777408988,0.9742699340921767
2025-02-20,80.96844563717414,5.261734894737885,3.476800936586366,2.1829707016481295,2.3607621205695906,1.299663129424742,1.2291610067591312,1.1010023036046208,1.1473574655767835,0.9721018039186085
2025-02-21,80.99234539788192,5.263288020821786,3.477827196998791,2.242976296552605,2.272402256451298,1.3000467558800795,1.2295238228376875,1.1015053743143146,1.1476961353963382,0.9723887428651872
2025-02-24,80.99426856594295,5.2634129979090405,3.4779097782125366,2.2406550502075926,2.2724562147781,1.300077625567659,1.2295530179540253,1.1015315296249746,1.1477233875093684,0.9724118322937498
2025-02-25,81.00388577638302,5.264037972383532,3.4783227431151262,2.2290471647422128,2.2727260448539846,1.300231995998245,1.2296990143353774,1.101662324812268,1.1478596674899164,0.9725272958863123
2025-02-27,80.97984703129359,5.262475814398808,3.4772905146860933,2.228385671826509,2.2720515897765923,1.2998461386383249,1.2293340883709127,1.131011434504432,1.1475190282022976,0.9722386883024382
2025-02-28,80.95870473460542,5.261101882129717,3.4763826603195116,2.2242436877520304,2.271458400352768,1.2995067735528185,1.2290131326396037,1.1307161489465725,1.176887724415037,0.9719848552865291
2025-03-05,80.95860865846109,5.2610956386209375,3.4763785347910297,2.224241048174751,2.2714557047443606,1.2995052313888134,1.229011674132535,1.1308334801170317,1.1768863277667674,0.9719837018026936
2025-03-11,80.2975238702927,5.218135039946817,3.470060919752401,3.000580368877786,2.252907648666227,1.2888938442262625,1.2189759171486423,1.1215994181186262,1.1672762114174091,0.9640467615531381
2025-03-18,80.20312160758961,5.212000308374559,3.4659813219422455,2.9970527186764913,2.309041802475749,1.287378548493413,1.2175428208436396,1.1790636011946898,1.165903896179703,0.9629133742298975
2025-03-24,80.22072401008812,5.211234481013434,3.4654720465829896,2.996612345530118,2.308702522490006,1.287189387008718,1.2173639206996687,1.1788903550103311,1.1510390434105657,0.9627718881660549
2025-03-25,80.22166700232005,5.211295738920228,3.465512783104135,2.9954720735847036,2.3087296612196972,1.287204517881793,1.2173782307764578,1.1789042128314964,1.1510525738403892,0.9627832055210509
2025-04-02,80.2274776376713,5.209764723174364,3.4644946573050555,2.994592040068912,2.3080513843301573,1.2868263527413455,1.2170205797557971,1.1785578650126172,1.1507144084966523,0.9625003514438016
2025-04-03,80.25070619964248,5.211387628480786,3.465573889681596,2.995524892044122,2.2793824264620333,1.2872272148584034,1.217399696522457,1.1789250001741236,1.1510728700815713,0.9628001820524358
2025-04-09,80.25259296661196,5.211510152935812,3.465655368470444,2.9955953195542366,2.2770849260136705,1.2872574787390125,1.2174283186947072,1.1789527177713282,1.1510999328499079,0.9628228183589275
2025-04-14,80.25259296661196,5.240898787921589,3.465655368470444,2.9955953195542366,2.2476962910278937,1.2872574787390125,1.2174283186947072,1.1789527177713282,1.1510999328499079,0.9628228183589275
2025-04-16,80.2586444268213,5.241293978772175,3.4659166967937582,2.9958212029208604,2.240325262200044,1.2873545446047223,1.2175201190809126,1.179041616898404,1.151186731733073,0.9628954201747513
2025-04-22,80.23506265907274,5.26913618584538,3.4648983336857926,2.9949409642832903,2.239667005006794,1.2869762913200111,1.2171623846975024,1.1786951883513714,1.1508484875683875,0.9626125001687272
2025-04-28,80.23506265907274,5.3279006165605205,3.4648983336857926,2.9949409642832903,2.239667005006794,1.2869762913200111,1.2171623846975024,1.1786951883513714,1.0920840568532468,0.9626125001687272
2025-04-30,80.23588401486815,5.327955157579169,3.4649338033948265,2.993947936238177,2.239689932183684,1.2869894659272263,1.2171748446289274,1.178707254499161,1.0920952363742622,0.9626223543064265
2025-05-02,80.14169343084117,5.439092653030499,3.460866245062745,2.990433278075897,2.237060713283165,1.2854786420493491,1.2157459775965993,1.1773235453762263,1.090813202912674,0.961492311771683
