date,EVER-LONG SECURITIES CO LTD,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,OCBC BANK (HONG KONG) LTD,TELECOM KING SECURITIES LTD,GET NICE SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,CCB INTERNATIONAL SECURITIES LTD
2024-10-07,80.68584932718265,8.695208997680123,0.0,3.200655715540574,3.508669031378285,3.9096169282183664,0.0
2024-10-08,80.59557890148584,8.685480895115811,0.0,3.19707485772771,3.504743571713017,4.01712177395763,0.0
2024-10-09,80.59738233048203,8.685675243841954,0.0,3.1971463963602265,3.5048219948258934,4.014974034489885,0.0
2024-10-10,79.21423629371954,10.24393972933823,0.0,3.151076506952654,3.444675120181453,3.9460723498081376,0.0
2024-10-14,78.96624306922489,10.211869387391264,0.0,3.141211542520112,3.7469574810223447,3.933718519841394,0.0
2024-10-15,78.90390286257521,10.192205959415018,0.0,3.1351629940534864,3.7397425406658704,4.028985643290413,0.0
2024-10-16,78.82088080679729,10.180719831385987,0.0,3.1316298154967557,3.84481077799267,4.021958768327302,0.0
2024-10-17,72.91822005530729,9.41831607802098,7.06528028250556,3.1688846202601484,3.7085326958770706,3.7207662680289624,0.0
2024-10-18,72.81273664371292,9.404691553030792,7.055059656336904,3.2167958879631726,3.719804931799314,3.7909113271568935,0.0
2024-10-22,72.80696226599463,9.406516214724846,7.056428451584637,3.2174199981959495,3.7205266338913114,3.792146435608637,0.0
2024-10-23,72.84521004958891,9.411457753079965,7.060135415039297,3.1665770697122264,3.7224811433656932,3.7941385692138985,0.0
2024-10-24,71.1094297004182,9.187198348601266,6.891904115993457,3.091122798278328,3.633780601292795,3.7037305497162687,2.3828338856996845
2024-10-25,70.94659454607861,9.167009231076145,6.876758969792187,3.0843299720987867,3.861958364910799,3.6857513724293542,2.3775975436141183
2024-10-30,70.95078353523735,9.167550490350571,6.877165002935228,3.0845120840789,3.8621863913837484,3.6800645689130764,2.3777379271011303
2024-11-18,70.92565701773012,9.164303893112082,6.874729523040061,3.0834197346639938,3.860818636312642,3.7141753203849404,2.3768958747561664
2024-11-21,70.76554560147413,9.143615897582345,6.859210136592424,3.3022044675440934,3.8521030153968856,3.705790740026084,2.371530141384037
2024-11-22,70.76832397093713,9.14397489069086,6.859479440246084,3.302334117417845,3.8522542551745955,3.7020100740508965,2.371623251482594
2024-11-28,70.71141096791288,9.136621161770824,6.853962938621887,3.3899074159722695,3.849156211505157,3.689225349582891,2.369715954634086
2024-12-06,70.65043534387114,9.128742501603448,6.848052652550364,3.473215903292854,3.845837020177789,3.686044069293865,2.3676725092105313
2024-12-13,70.66012897612342,9.129995015792575,6.848992243421034,3.473692447811446,3.8463646903838438,3.6728292594344625,2.3679973670332237
2024-12-23,70.66289907393634,9.130352940121215,6.849260745314665,3.473828627407945,3.8465154798965577,3.6690529333951347,2.3680901999281323
2024-12-30,70.63105605620443,9.126238503912381,6.846174243993293,3.517326483098757,3.8447821139826526,3.6673995379195934,2.3670230608889
2025-01-02,70.63520786566087,9.126774959197604,6.846576673357285,3.517533237325147,3.8450081165887315,3.6617369494791108,2.3671621983912474
2025-01-09,70.86356618881037,9.055799655987203,6.793333566398117,3.4901787786923935,3.81510701591063,3.6332610758624275,2.3487537183388594
2025-01-10,70.8676995134102,9.056327861968107,6.793729807432191,3.49038235356986,3.8153295431771497,3.6276402041786815,2.348890716263817
2025-01-15,70.86907739542922,9.056503944321634,6.793861898049045,3.4904502171398297,3.8154037247014583,3.6257664345684804,2.3489363857903403
2025-01-17,70.87021013753724,9.056151786461458,6.7935977219516195,3.490314492638733,3.8152553645373537,3.625625448360453,2.3488450485131316
2025-01-20,70.87134279155643,9.055799655987203,6.793333566398117,3.4901787786923935,3.81510701591063,3.625484473116364,2.3487537183388594
2025-01-21,70.8793650979189,9.056327861968107,6.793729807432191,3.4981594099090065,3.8153295431771497,3.608197563330815,2.348890716263817
2025-01-22,70.83116502633341,9.050169290278792,6.78910986956172,3.565726467094174,3.812735005869297,3.60380093998831,2.347293400874295
2025-01-24,70.84217640511532,9.05157622523544,6.790165301310413,3.566280793212448,3.813327731815977,3.588815233335157,2.3476583099752495
2025-02-03,70.8683421561267,9.054919449593989,6.792673267378315,3.5675980087471357,3.814736194811029,3.553205499369727,2.3485254239730935
2025-02-04,70.87109757013961,9.055271511617425,6.792937371582484,3.5677367196192487,3.8148845146001884,3.549455576047394,2.348616736393647
2025-02-05,70.87523109292947,9.055799655987203,6.793333566398117,3.5679448061530317,3.81510701591063,3.543830144282693,2.3487537183388594
2025-02-06,70.882382399175,9.056713385588356,6.7940190133167695,3.5683048115538254,3.809290660115244,3.5402990228132705,2.348990707437536
2025-02-07,70.89616707309604,9.058474667257945,6.795340263161116,3.568998748701721,3.8100314623829283,3.521540263873664,2.3494475215265886
2025-02-10,70.83004948937104,9.050026756997639,6.789002946246281,3.6628158759978655,3.8064782368051726,3.514370261793002,2.3472564327890004
2025-02-11,70.83142568116413,9.050202594409022,6.789134853116392,3.6628870426451368,3.806552194738957,3.5124955951401464,2.3473020387862067
2025-02-12,70.8479441548922,9.052313176433199,6.790718135460761,3.6637412581688387,3.80743991416319,3.4899939118650942,2.3478494490167168
2025-02-13,70.85482912639422,9.053192876175945,6.791378054409697,3.6640972989044474,3.8078099194698707,3.4806151126705176,2.348077611975295
2025-02-14,70.86447033490656,9.054424743097334,6.7923021564464365,3.6645958722057137,3.8083280477310146,3.467481730984984,2.3483971146279625
2025-02-18,70.87411416753223,9.055656945304328,6.793226510002319,3.6650945812070685,3.808846317014654,3.4543447746975606,2.3487167042418413
2025-02-19,70.882382399175,9.056713385588356,6.7940190133167695,3.6655221541135665,3.809290660115244,3.4430816802535293,2.348990707437536
2025-02-20,70.82729726620772,9.049675102672268,6.788739147882462,3.755929670959303,3.80633032955889,3.4248632566084667,2.347165226110887
2025-02-21,70.83004948937104,9.050026756997639,6.789002946246281,3.756075619725375,3.8064782368051726,3.421110518065493,2.3472564327890004
2025-02-24,70.83693098315221,9.05090601238849,6.789662531858485,3.7564405412693396,3.8068480552156294,3.411727395617401,2.3474844804984336
2025-02-25,70.8465673211519,9.052137256999575,6.790586167060529,3.7569515505723823,3.8073659217305162,3.39858796073925,2.347803821745847
2025-02-26,70.85207497722084,9.052840975762324,6.791114071439369,3.757243618315261,3.807661908717866,3.3910781070737417,2.347986341470605
2025-02-27,70.85345202504335,9.05301692254945,6.791246060359208,3.7573166423465962,3.807735912655534,3.3892004612098563,2.3480319758360046
2025-03-04,70.8617154361832,9.054072746912963,6.792038101632354,3.757754846150517,3.80817999669744,3.3779330531397864,2.3483058192837305
2025-03-05,70.81353935803861,9.047917240889758,6.787420463513786,3.84843810257489,3.805590965709688,3.3503845702538344,2.3467092990194267
2025-03-06,70.82739015025199,9.049686970560149,6.788616909152292,3.849190838802849,3.8063353212410305,3.3316115057709887,2.3471683042206997
2025-03-07,70.83014238063406,9.050038625807868,6.788880703112088,3.8493404117286696,3.806483228875256,3.3278551387040096,2.3472595111380383
2025-03-10,70.83977687161465,9.05126963442346,6.789804143439946,3.849864008522795,3.807000996129475,3.3147055546930972,2.347578791176579
2025-03-11,70.84115344143353,9.051445520135582,6.789936083994714,3.8499388196929454,3.807074974378747,3.312826750663185,2.3476244097012855
2025-03-12,70.77926071776221,9.043537424499238,6.784003831096827,3.9417095828092372,3.8037487970377746,3.302166317035164,2.345573329759542
2025-03-14,70.79300530830835,9.04529358467565,6.785321213533099,3.942475021494498,3.8044874451844986,3.2833886112892547,2.3460288155146425
2025-03-17,70.79575486701577,9.045644898560806,6.785584751419985,3.9426281449065765,3.8046352092402347,3.279632194962011,2.3461199338946215
2025-03-18,70.8026296982984,9.046523302677508,6.78624368570789,3.943011005480029,3.805004669601307,3.270239877421167,2.3463477608136882
2025-03-19,70.80400482478225,9.046699003973254,6.786375487922834,3.943087586517807,3.805078570284298,3.268361195012237,2.3463933315073184
2025-03-20,70.80675523800214,9.047050427040332,6.786639107712468,3.943240757517837,3.805226380262397,3.264603611259604,2.346484478205221
2025-03-26,70.81225670553792,9.047753355087968,6.78716640873908,3.9435471352206473,3.8055220346717387,3.2570875678961673,2.3466667928464817
2025-03-27,70.74492257976954,9.039150006025586,6.780712611927077,4.034885521807553,3.801903430898631,3.253990460783095,2.344435388788522
2025-03-31,70.74904139704178,9.039676271456567,6.781107389604481,4.035120435573413,3.8021247802894784,3.248357842630725,2.3445718834035545
2025-04-02,70.75590715837818,9.040553516697107,6.78176545456217,4.035512019308363,3.8024937532224996,3.2389686880804867,2.344799409751186
2025-04-03,70.76277425240414,9.041430932216729,6.782423647254608,4.035903679052296,3.8028627977755995,3.22957771103345,2.3450269802631816
2025-04-08,70.76826888742214,9.042132987266688,6.782950293402569,4.0362170615887845,3.8031580849985507,3.2220636168415084,2.345209068479762
2025-04-22,70.7723904236978,9.042659600107475,6.783345331689217,4.03645213043104,3.8033795805113817,3.216427280362505,2.3453456532005936
2025-04-23,70.77513838126728,9.043010709413627,6.783608716111292,4.036608858204671,3.8035272585203526,3.2126693579627594,2.3454367185200238
2025-05-02,70.7723904236978,9.042659600107475,6.783345331689217,4.042276119544311,3.8033795805113817,3.210603291249233,2.3453456532005936
