date,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,GF SECURITIES (HONG KONG) BROKERAGE LTD,CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD,CMB WING LUNG BANK LTD,GUOYUAN SECURITIES BROKERAGE (HONG KONG),TOTAL_CCASS_PCT
2024-03-28,22.04368,46.21104,11.610878,6.15252,5.629448,4.3691892,2.4930787999999997,3.546096,1.51976,3.01008,106.58577
2024-04-02,22.56576,46.17456,11.100158,6.0562,5.597128,4.3691892,2.4746344,3.517616,1.5195999999999998,3.01008,106.38492559999999
2024-04-03,22.86096,46.08992,10.792544,5.9978,5.775208,4.3659892,2.6571388000000002,3.6806560000000004,1.5195999999999998,3.01008,106.749896
2024-04-05,23.2704,46.16704,10.564224,6.00644,5.764168,4.3659892,2.6531788,3.6926559999999995,1.51928,3.0,107.003376
2024-04-08,23.24464,46.16752,10.5754772,5.999079999999999,5.770887999999999,4.3659892,2.7072852000000003,3.7161760000000004,1.51928,3.0,107.0663356
2024-04-09,23.24464,46.16752,10.6651572,6.0106,5.796008,4.3659892,2.6194052,3.7174560000000003,1.4628,3.0,107.0495756
2024-04-10,23.12032,46.159040000000005,10.555983600000001,5.99972,5.775208,4.3659892,3.2307288000000005,3.736176,1.462,3.0,107.4051656
2024-04-11,23.17824,45.996320000000004,10.516596,5.98932,5.769127999999999,4.3619892,3.3106088,3.739216,1.46072,3.0,107.322138
2024-04-12,23.20576,45.9816,10.8020008,5.9674,5.8003279999999995,4.3579892000000005,2.9880048,3.7352160000000003,1.46072,3.0,107.29901879999998
2024-04-15,23.38448,46.05072,10.799244400000001,5.9576400000000005,5.842088,4.3699892,2.557896,3.7315359999999997,1.46072,2.98,107.13431360000001
2024-04-16,23.45984,46.0968,10.8170156,5.92484,5.829448,4.3819892,2.3154448000000003,3.731056,1.46136,2.98,106.9977936
2024-04-17,23.47056,46.004,10.7429276,5.90692,5.829128,4.3819892,2.5727556,3.730576,1.46136,2.98,107.08021640000001
2024-04-18,23.434079999999998,45.9896,10.6554876,5.91524,5.824008,4.3819892,2.5353156,3.730576,1.46328,2.98,106.9095764
2024-04-19,23.44688,45.96736,10.6390876,5.9106,5.832808,4.3819892,2.3778356,3.7705759999999997,1.46328,2.98,106.7704164
2024-04-22,23.40784,45.88528,10.8538076,5.91124,5.789928,4.3819892,2.4002356,3.7705759999999997,1.46328,2.98,106.8441764
2024-04-23,23.524,45.98352,10.799093599999999,5.87252,5.806088,4.3819892,2.5722736,3.7545759999999997,1.46328,2.98,107.1373404
2024-04-24,23.673920000000003,45.63328,10.7894936,5.87892,5.775368,4.4400692,2.4741936,3.7600160000000002,1.46488,2.98,106.8701404
2024-04-25,23.98688,45.35264,10.7931996,5.94788,5.764648,4.4059892000000005,2.459248,3.769776,1.4668,2.98,106.9270608
2024-04-26,23.936799999999998,45.1344,10.7850396,6.00452,5.794408,4.4023092,2.710384,3.7652959999999998,1.46744,2.98,106.9805968
2024-04-29,23.97584,45.16784,10.8398396,6.066599999999999,5.8500879999999995,4.3783092,2.725424,3.766096,1.47112,2.98,107.22115679999999
2024-04-30,23.9808,45.199040000000004,10.7367048,6.02356,5.804808,4.3311092,2.9831567999999997,3.753616,1.46728,2.98,107.2600748
2024-05-02,24.0776,45.2496,10.6395848,6.00772,5.790407999999999,4.3231092,3.1328004,3.753616,1.47048,2.98,107.4249184
2024-05-03,24.209120000000002,45.12016,10.6522356,5.94596,5.775368,4.3191092,2.9756296,3.752016,1.46896,2.98,107.19855840000001
2024-05-06,24.209120000000002,45.12016,10.6156792,5.94964,5.796168,4.3191092,2.9642456,3.760976,1.4481600000000001,2.98,107.163258
2024-05-07,24.209120000000002,45.12016,10.563826,5.95812,5.835488,4.3143092,3.0260276,3.757296,1.4659200000000001,2.98,107.23026680000001
2024-05-08,24.11248,45.088319999999996,10.518566,5.91636,5.862528,4.3117492,3.0086676,3.761456,1.47488,2.98,107.0350068
2024-05-09,24.22944,44.83792,10.4808404,5.90564,5.872928,4.3077492,3.108152,3.7588959999999996,1.4732800000000001,2.98256,106.9574056
2024-05-10,24.38944,44.82992,10.5138804,5.9034,5.8974079999999995,4.3077492,2.984152,3.7600160000000002,1.47584,2.98256,107.04436559999999
2024-05-13,24.400640000000003,44.79392,10.5989556,5.88084,5.8646080000000005,4.3077492,3.332066,3.756656,1.49152,2.98256,107.40951480000001
2024-05-14,24.42768,44.87408,10.5987896,5.915080000000001,5.914048,4.3077492,3.3327816,3.757136,1.48992,2.98256,107.5998244
2024-05-16,24.45408,45.00624,10.6208696,5.87972,5.924288,4.3077492,3.186546,3.756976,1.48384,2.98256,107.60286880000001
2024-05-17,24.55856,45.224,10.4376416,5.88996,5.9721280000000005,4.3077492,3.7870260000000004,3.758736,1.48464,2.98256,108.4030008
2024-05-20,24.41616,45.52816,10.6574276,5.90276,5.991248,4.296869200000001,3.55337,3.7593759999999996,1.4726400000000002,2.98256,108.5605708
2024-05-21,24.52544,45.53904,10.5053464,5.87556,5.975728,4.3008692,4.0339164,3.772976,1.4776,2.98256,108.989036
2024-05-22,24.83232,45.53472,10.4011012,5.87988,5.968688,4.3047092000000005,4.2362384,3.776496,1.47792,2.98256,109.3946328
2024-05-23,25.22144,45.61168,10.340824,5.969,5.978448,4.3247092,4.0066448,3.779856,1.4806400000000002,2.98256,109.695802
2024-05-24,25.42256,45.85408,10.488140399999999,5.92884,5.961328,4.2976692,4.0531188,3.685616,1.4510399999999999,2.9904,110.1327924
2024-05-27,25.97216,46.038560000000004,10.5824316,6.0754,6.198688,4.3253492,3.0046332,3.7724960000000003,1.4687999999999999,2.97072,110.409238
2024-05-28,26.155040000000003,45.730720000000005,10.5136316,6.20468,6.279948,4.3621492,2.7025532,3.7688159999999997,1.47712,2.97072,110.16537799999999
2024-05-29,26.072960000000002,45.828799999999994,10.3051516,6.28036,6.324828,4.3592692,2.586996,3.686256,1.4929599999999998,2.97072,109.9083008
2024-05-30,26.10864,45.86096,10.2197548,6.30068,6.329468,4.3504692,2.5870488000000003,3.693776,1.4865599999999999,2.97072,109.9080768
2024-05-31,26.1944,45.692640000000004,10.289446400000001,6.21716,6.244508,4.3477492,2.6995728,3.701936,1.48592,2.97072,109.8440524
2024-06-03,26.337120000000002,46.06848,10.4731668,6.23204,6.410748,4.2677492,2.2777688,3.6893759999999998,1.48736,2.97072,110.2145288
2024-06-04,26.33152,45.93888,10.7355668,6.23524,5.977468,4.2677492,2.2750716,3.696896,1.50864,2.97072,109.93775160000001
2024-06-05,26.2712,45.93696,10.7606868,6.1814800000000005,5.966748,4.2677492,2.3277412,3.698656,1.4849599999999998,2.97072,109.8669012
2024-06-06,26.1096,45.97776,10.8325164,6.186599999999999,5.933148,4.2637491999999995,2.551328,3.693536,1.47984,2.97072,109.9987976
2024-06-07,26.1776,46.19616,10.8613164,6.2042,5.945787999999999,4.2637491999999995,2.1806756,3.706336,1.4806400000000002,2.97072,109.9871852
2024-06-11,26.068799999999996,46.12912,10.8933164,6.18788,5.799068,4.3837492,2.3353088,2.903216,1.48352,2.97072,109.1546984
2024-06-12,26.195200000000003,46.12992,10.877658,6.21252,5.693468,4.4237492000000005,2.3320768,2.916496,1.48384,3.2427200000000003,109.50764799999999
2024-06-13,26.2448,46.14128,10.649018,6.2373199999999995,5.680668,4.4237492000000005,2.4351968,2.934096,1.49344,3.2427200000000003,109.482288
2024-06-14,26.36352,46.27744,10.354058400000001,6.26356,5.690428,4.4237492000000005,2.2729567999999998,2.933456,1.4945599999999999,3.2427200000000003,109.31644840000001
2024-06-17,26.32192,46.18352,10.340876,6.24916,5.689788,4.4237492000000005,2.2102352,2.929456,1.4945599999999999,3.2427200000000003,109.08598439999999
2024-06-18,26.25504,46.12,10.338476,6.27332,5.707228000000001,4.4237492000000005,2.2221952,2.930256,1.4944000000000002,3.24576,109.01042439999999
2024-06-19,26.250079999999997,46.151199999999996,10.371356,6.25668,5.7115480000000005,4.4234292,2.2057952,2.930256,1.4944000000000002,3.24576,109.04050439999999
2024-06-20,26.276159999999997,46.14304,10.3693732,6.25396,5.674748,4.4234292,2.2078752,2.9318560000000002,1.5008000000000001,3.27008,109.0513216
2024-06-21,26.2712,46.14704,10.3703332,6.265479999999999,5.675708,4.4234292,2.3475552,2.9318560000000002,1.5008000000000001,3.27008,109.2034816
2024-06-24,26.2704,46.14832,10.306907599999999,6.24436,5.670268,4.4274292,2.3150828,2.9339359999999997,1.5008000000000001,3.27072,109.08822359999999
2024-06-25,26.18976,45.86864,10.3041876,6.26356,5.684348,4.4314292,2.5111996000000003,2.937776,1.504,3.29072,108.98562039999999
2024-06-26,26.615840000000002,45.284639999999996,10.3304276,6.29796,5.717948,4.4314292,2.4434396,2.963696,1.50496,3.29152,108.88186040000001
2024-06-27,26.856799999999996,44.99552,10.4753068,6.317480000000001,5.748988,4.5594292,2.5099624,2.979056,1.504,3.29152,109.2380624
2024-06-28,27.127679999999998,44.85792,10.405161999999999,6.313960000000001,5.617308,4.5594292,2.5520028,2.983856,1.5065600000000001,3.29152,109.215398
2024-07-02,27.27408,44.75968,10.5482276,6.24788,5.626568,4.5594292,2.7202972,3.0188960000000002,1.49552,3.29152,109.54209800000001
2024-07-03,27.21328,44.796960000000006,10.5458668,6.14052,5.616648,4.555429200000001,2.3462972,3.011696,1.49248,3.29152,109.01069720000001
2024-07-04,27.241120000000002,44.82912,10.6108316,6.13476,5.6246480000000005,4.555429200000001,2.2798164,3.012496,1.5060799999999999,3.29152,109.08582120000001
2024-07-05,27.23872,44.87872,10.559708800000001,6.1014800000000005,5.616328,4.555429200000001,2.3337364,2.960016,1.5060799999999999,3.29152,109.0417384
2024-07-08,27.255679999999998,44.8976,10.4843488,6.061,5.584648,4.555429200000001,2.6810964,2.9596959999999997,1.50416,3.29152,109.2751784
2024-07-09,27.23248,44.90096,10.3784288,6.07988,5.590248,4.555429200000001,2.6510164,2.959216,1.50464,3.29152,109.1438184
2024-07-10,27.26,45.01632,10.621528,6.04948,5.601288,4.5594292,2.4434412,2.959856,1.50576,3.29152,109.3086224
2024-07-11,27.256960000000003,44.9536,10.598367999999999,6.0267599999999995,5.604008,4.5594292,2.3154692,3.2070559999999997,1.51152,3.19616,109.22933040000001
2024-07-12,27.640320000000003,44.87744,10.6964164,6.0434,5.295528,4.6394291999999995,2.5388292,3.215056,1.5161600000000002,3.19616,109.65873880000001
2024-07-15,27.67024,44.66896,10.7654632,6.04436,5.229768,4.6394291999999995,3.0745964,3.2148959999999995,1.5161600000000002,3.2016000000000004,110.02547279999999
2024-07-16,27.66208,44.636160000000004,10.8312556,6.03732,5.235688000000001,4.6394291999999995,2.9935088,3.2148959999999995,1.48624,3.1616,109.8981776
2024-07-17,27.631040000000002,44.70576,11.1300156,6.029,5.239528,4.6394291999999995,3.1269395999999996,3.2148959999999995,1.48624,3.1616,110.36444839999999
2024-07-18,27.65536,44.67264,10.7991356,6.02724,5.239368,4.6394291999999995,3.1312596,3.2148959999999995,1.48976,3.16448,110.03356840000001
2024-07-19,27.635199999999998,44.69376,10.846632,5.9699599999999995,5.6032079999999995,4.6394291999999995,2.8144692,3.204816,1.488,3.16448,110.05995440000001
2024-07-22,27.6808,44.60112,11.760552,5.94004,5.514248,4.6354292,2.9782716000000002,3.2041760000000004,1.47248,3.17456,110.96167679999999
2024-07-23,27.762559999999997,44.71232,11.588472,5.9506000000000006,5.516488,4.6410292,2.9717184,3.204976,1.4727999999999999,3.18064,111.0016036
2024-07-24,27.79664,44.8392,11.586552,5.90804,5.553928,4.6410292,2.8894784,3.2107360000000003,1.42624,3.18064,111.03248359999999
2024-07-25,27.96624,44.85792,11.575992,5.892519999999999,5.561448,4.6410292,2.8470988,3.2235359999999997,1.40656,3.0888,111.061144
2024-07-26,27.947519999999997,44.867200000000004,11.715032,5.86628,5.576328,4.6410292,2.7304312,3.225136,1.40384,3.0888,111.0615964
2024-07-29,27.91744,44.98624,11.7083356,5.82388,5.580488,4.6410292,2.815976,3.181776,1.40288,3.0888,111.14684480000001
2024-07-30,27.903200000000002,44.73536,11.758655599999999,5.80244,5.576968,4.6410292,2.7144944,3.168976,1.40288,3.0888,110.7928032
2024-07-31,27.900160000000003,44.72576,11.7575356,5.792520000000001,5.569608000000001,4.6410292,2.9247564,3.168976,1.3904,3.0888,110.9595452
2024-08-01,27.918720000000004,44.77408,11.7596156,5.78116,5.555048,4.6410292,3.0033164,3.1704160000000003,1.3904,3.0888,111.08258520000001
2024-08-02,27.9024,44.73264,11.8090556,5.7728399999999995,5.526088,4.6410292,2.9550992000000003,3.160496,1.3904,3.0888,110.978848
2024-08-05,27.91712,44.743359999999996,11.7967356,5.76452,5.657128,4.6410292,2.874392,3.1598559999999996,1.3904,3.0888,111.0333408
2024-08-06,28.01008,44.70496,11.5010624,5.75364,5.661448,4.6410292,3.1734251999999996,3.161456,1.3904,3.0888,111.08630079999999
2024-08-07,28.14368,44.72224,11.7181024,5.75588,5.685928,4.6410292,2.8229724000000003,3.163216,1.3904,3.0888,111.13224799999999
2024-08-08,28.07152,44.68992,11.7199976,5.72756,5.708808,4.6410292,2.9375424,3.164336,1.3904,3.0888,111.13991320000001
2024-08-09,28.07328,44.615359999999995,11.7007976,5.71748,5.692168000000001,4.6330292,2.9647152,3.279696,1.3904,3.0888,111.15572600000002
2024-08-12,28.05008,44.61168,13.521422399999999,5.68372,5.6972879999999995,4.6363892,2.9557552,3.279696,1.3904,3.0888,112.91523080000002
2024-08-13,28.03792,44.63952,13.547182399999999,5.6458,5.696327999999999,4.6363892,3.0207952,3.3196959999999995,1.3904,3.0888,113.0228308
2024-08-14,28.02192,44.6712,13.549742400000001,5.64116,5.6281680000000005,4.6323891999999995,2.8449088000000002,3.319536,1.3904,3.0888,112.7882244
2024-08-15,28.00864,44.72544,13.499114,5.63476,5.616808,4.6323891999999995,2.9928687999999997,3.320976,1.3904,3.0888,112.91019600000001
2024-08-16,28.003040000000002,44.73968,13.715434000000002,5.63572,5.618408,4.6363892,2.588096,3.3224160000000005,1.3904,3.0888,112.7383832
2024-08-19,27.99856,44.73152,13.9088864,5.63172,5.136808,4.6363892,2.3669432,3.3224160000000005,1.3904,3.0888,112.2124428
2024-08-20,28.00624,44.71744,14.626104000000002,5.58372,5.142248,4.6363892,2.4652348,3.3190560000000002,1.3908800000000001,3.0888,112.976112
2024-08-21,28.002719999999997,44.71872,14.600504,5.5499600000000004,5.137448,4.6363892,2.4327548,3.318256,1.3908800000000001,3.0888,112.876432
2024-08-22,28.00976,44.682880000000004,14.519344,5.54468,5.246728,4.6363892,2.5380348,3.318256,1.3908800000000001,3.0888,112.975752
2024-08-23,28.025119999999998,44.67552,14.662384000000001,5.5002,5.247528,4.6363892,2.4849148000000003,3.318256,1.3908800000000001,3.0888,113.029992
2024-08-26,28.032639999999997,44.69744,14.5768792,5.50644,5.466008,4.6363892,2.3659244,3.3188960000000005,1.3908800000000001,3.0888,113.0802968
2024-08-27,28.088160000000002,44.352799999999995,14.5476888,5.5306,5.607608,4.6363892,2.4103044000000002,3.336496,1.3921599999999998,3.0888,112.99100639999999
2024-08-28,28.24656,43.93072,14.6673944,5.53108,5.750488,4.6363892,2.2274304000000003,3.341136,1.39696,3.0888,112.816958
2024-08-29,28.261599999999998,43.723040000000005,14.787382399999998,5.523560000000001,5.8803279999999996,4.6363892,2.146396,3.3059360000000004,1.39696,3.0888,112.7503916
2024-08-30,28.381600000000002,43.7744,14.693531600000002,5.53412,5.908968,4.6395892000000005,2.255436,3.3070559999999998,1.39344,3.0888,112.97694080000001
2024-09-02,28.34848,43.68592,14.829099600000001,5.523560000000001,5.895048,4.6331892,2.3715788,3.307456,1.39184,3.0888,113.0749716
2024-09-03,28.30592,43.6808,15.0141368,5.52036,5.879048,4.6331892,2.3377416,3.302016,1.3902400000000001,3.08896,113.15241160000001
2024-09-04,28.32032,43.70192,15.165019599999999,5.5194,5.763528,4.6371892,2.2511716,3.300416,1.3902400000000001,3.08896,113.1381644
2024-09-05,28.322239999999997,43.68144,14.9593428,5.52212,5.756328,4.6331892,2.3504484,3.3602559999999997,1.3902400000000001,3.10416,113.0797644
2024-09-09,28.3104,43.68304,14.993020000000001,5.52452,5.814888,4.6331892,2.3133588,3.296256,1.3902400000000001,3.13568,113.094592
2024-09-10,28.317120000000003,43.67488,15.0403012,5.52116,5.810408000000001,4.6331892,2.326788,3.295456,1.3902400000000001,3.13568,113.1452224
2024-09-11,28.332,43.68464,15.0602212,5.52388,5.982568,4.6371892,2.319908,3.295456,1.39184,3.13568,113.36338239999999
2024-09-12,28.31904,43.67056,15.187144,5.52692,5.924488,4.6371892,2.3208652,3.2952960000000004,1.39392,3.13568,113.4111024
2024-09-13,28.34224,43.656479999999995,15.188953999999999,5.52116,5.949288,4.6371892,2.153276,3.2952960000000004,1.39392,3.1436800000000003,113.2814832
2024-09-16,28.335359999999998,43.64224,15.386902399999999,5.52116,5.951208,4.6371892,2.147036,3.2940160000000005,1.39392,3.1436800000000003,113.45271159999999
2024-09-17,28.327999999999996,43.628319999999995,15.2954588,5.52004,5.945128,4.6371892,2.31579,3.325616,1.3942400000000001,3.1436800000000003,113.53346200000001
2024-09-19,28.327999999999996,43.628319999999995,15.2869788,5.52036,5.921448,4.6571891999999995,2.2214359999999997,3.325616,1.396,3.1436800000000003,113.42902800000002
2024-09-20,28.327999999999996,43.628319999999995,15.011698800000001,5.5206800000000005,5.922568,4.6571891999999995,2.505276,3.325616,1.396,3.1436800000000003,113.43902800000001
2024-09-23,28.37664,43.6552,15.0074748,5.4706,5.8856079999999995,4.6371892,2.6257972,3.325616,1.396,3.1436800000000003,113.5238052
2024-09-24,28.397759999999998,43.55312,15.0345804,5.49524,5.874568,4.6371892,2.6822915999999997,3.325616,1.396,3.1408,113.53716519999999
2024-09-25,28.38064,43.57824,15.1697824,5.493,5.879207999999999,4.6411892,2.654516,3.317616,1.396,3.1408,113.65099160000001
2024-09-26,28.279359999999997,43.47008,15.1867424,5.4674,5.841448,4.6267892,2.9191496,3.3158559999999997,1.39872,3.1408,113.64634520000001
2024-09-27,28.23696,43.3976,15.039622399999999,5.38228,5.845768,4.6267892,3.1362044,3.300176,1.61968,3.1208,113.70588
2024-09-30,28.261120000000002,43.41872,15.136765599999999,5.29668,5.6972879999999995,4.6107892,3.4062856000000004,3.297936,1.6596799999999998,3.0888,113.87406440000001
2024-10-02,28.208319999999997,43.35296,15.2150456,5.30532,5.660127999999999,4.5968691999999995,3.5046760000000003,3.300336,1.65136,3.0888,113.88381480000001
2024-10-03,28.12816,43.25712,15.3571652,5.28004,5.615488,4.5888692,3.4793131999999996,3.285296,1.6969600000000002,3.0888,113.7772116
2024-10-04,28.12816,43.25712,15.315325199999998,5.379720000000001,5.557088,4.7400692,3.6161132,3.2574560000000004,1.6979199999999999,3.0888,114.0377716
2024-10-07,28.12816,43.25712,15.4149604,5.29108,5.452448,4.7400692,3.511078,3.256496,1.69744,3.5644799999999996,114.31333159999998
2024-10-08,28.12816,43.25712,15.123720399999998,5.27684,5.463648,4.7200692,3.6746679999999996,3.194896,1.6990399999999999,3.7504000000000004,114.28856160000001
2024-10-09,28.12816,43.25712,15.8133,5.32836,5.576768,4.7117492,2.8521092,3.1940959999999996,1.66336,3.7983999999999996,114.3234224
2024-10-10,28.383999999999997,43.2992,16.0115804,5.33796,5.554368,4.7117492,2.5103156,3.1864160000000004,1.6662400000000002,3.7983999999999996,114.46022920000001
2024-10-14,28.551840000000002,43.238080000000004,15.9487356,5.3754,5.557928,4.7117492,2.5231156,3.224336,1.66736,3.7983999999999996,114.59694439999998
2024-10-15,28.62304,43.14592,16.3954444,5.41684,5.550408,4.7221492,2.713706,3.225936,1.66816,3.7983999999999996,115.26000359999999
2024-10-16,28.749599999999997,43.17648,16.481274000000003,5.41156,5.562568,4.7155892,2.5619528,3.2260959999999996,1.66016,3.7983999999999996,115.34367999999999
2024-10-17,28.886400000000002,43.11296,16.278927200000002,5.41764,5.559208,4.7155892,2.345928,3.2302560000000002,1.6662400000000002,3.7983999999999996,115.01154840000001
2024-10-18,28.8848,43.09552,16.1913736,5.4658,5.548328000000001,4.7155892,2.6098836,3.232496,1.6662400000000002,3.7983999999999996,115.2084304
2024-10-21,28.92784,43.10816,16.183076,5.46836,5.541928,4.7155892,2.6709924,3.232336,1.67296,3.7983999999999996,115.31964159999998
2024-10-22,28.911520000000003,43.0448,15.4741852,5.45988,5.498248,4.7136692,2.8158648,3.230576,1.67296,3.7983999999999996,114.6201032
2024-10-23,28.923520000000003,42.96912,15.6678652,5.4162,5.508648,4.7096692000000004,2.7167448,3.2302560000000002,1.6664,3.7983999999999996,114.6068232
2024-10-24,28.9608,42.932959999999994,15.070902,5.41588,5.5534479999999995,4.7096692000000004,2.9490415999999997,3.227696,1.6247999999999998,3.7983999999999996,114.2435968
2024-10-25,28.804000000000002,42.524640000000005,15.013792800000001,5.52628,5.729608,4.6941492,3.5789616000000004,3.2252959999999997,1.54256,3.7983999999999996,114.43768759999999
2024-10-28,29.082079999999998,42.48976,14.763120399999998,5.5074,5.721288,4.6887092,3.6337844,3.2240159999999998,1.5411599999999999,3.7983999999999996,114.44971799999999
2024-10-29,29.176000000000002,41.72592,14.4851316,5.38116,5.515048,4.6639092,4.5971592,3.244656,1.4958799999999999,3.79792,114.082784
2024-10-30,31.180960000000002,42.6112,14.4142064,5.16724,5.030088,4.5786292,3.9255484,3.2526560000000004,1.4861199999999999,3.79744,115.444088
2024-10-31,34.62896,42.781439999999996,14.0374888,5.24084,4.433728,4.3107892,2.8159132,3.212176,1.39732,3.7148800000000004,116.5735352
2024-11-01,35.761120000000005,42.54912,14.3981708,5.06068,4.325248,4.2288692,3.0369124000000003,3.233776,1.3922,3.39888,117.38497640000001
2024-11-04,34.7264,43.7168,14.108090800000001,5.06212,4.343648,4.2403892,3.0737804,3.2728159999999997,1.38964,3.3734399999999996,117.30712439999999
2024-11-05,35.125440000000005,42.65728,13.9771256,5.002759999999999,4.324928,4.227589200000001,3.1970596,3.2982560000000003,1.3950799999999999,3.37408,116.57959840000001
2024-11-06,34.95264,42.54848,14.2684392,5.02116,4.229407999999999,4.227589200000001,3.205666,3.288336,1.3990799999999999,3.37408,116.51487840000001
2024-11-07,34.7256,42.42864,14.332143199999999,4.9602,4.2073279999999995,4.2762292,3.4310936,3.2764960000000003,1.4259600000000001,3.37408,116.43777
2024-11-08,34.29472,42.815360000000005,14.3271556,4.9914,4.269568,4.3275892,3.2022660000000003,3.284976,1.42228,3.3736,116.30891480000001
2024-11-11,33.499337600000004,42.5152,14.3235352,4.98964,4.299008,4.4759092,3.5732920000000004,3.263536,1.42276,3.3736,115.735818
2024-11-12,32.8346976,42.81648,14.386044400000001,5.0394000000000005,4.324608,4.4861492,3.5976703999999997,3.2550559999999997,1.425,3.3736,115.53870559999999
2024-11-13,32.2306976,42.91984,14.3806768,5.0762,4.5591680000000006,4.5119092,3.5690144,3.185456,1.43028,3.3736,115.236842
2024-11-14,32.2068576,42.862080000000006,14.5332368,5.08052,4.578848,4.5144692,3.8599608,3.1862559999999998,1.4299600000000001,3.3736,115.62578839999999
2024-11-15,32.2852576,42.7232,14.4217608,5.08356,4.580768,4.5203892,3.8016864,3.1844959999999998,1.40692,3.3736,115.38163800000001
2024-11-18,32.352777599999996,42.67056,14.9426968,5.12164,4.613168,4.480389199999999,3.673312,3.181776,1.40724,3.3736,115.81715960000001
2024-11-19,32.1913376,42.666399999999996,15.0448412,5.1298,4.589648,4.480389199999999,3.7294547999999996,3.183216,1.41204,3.3736,115.80072679999999
2024-11-20,32.2489376,42.26592,15.1216412,5.12612,4.587648,4.480389199999999,3.7582548,3.183216,1.4066,3.3736,115.5523268
2024-11-21,32.1586976,42.25824,14.9889612,5.2218,4.621008,4.5434292,3.8075316,3.1857759999999997,1.41572,3.3736,115.57476360000001
2024-11-22,32.3990176,42.20704,14.9059052,5.22372,4.722288,4.5434292,3.94039,3.1881760000000003,1.41588,3.3736,115.919446
2024-11-25,33.0831776,41.77664,14.519985199999999,5.25396,5.204048,4.5434292,3.4043132,3.1924960000000002,1.4259600000000001,3.3736,115.7776092
2024-11-26,33.0881376,41.52816,14.610705199999998,5.2702800000000005,5.204608,4.5434292,3.4109132,3.196176,1.4272399999999998,3.3736,115.65324919999999
