date,THE HONGKONG AND SHANGHAI BANKING,STANDARD CHARTERED BANK (HONG KONG) LTD,KINGSWAY FINANCIAL SERVICES GROUP LTD,REALINK FINANCIAL TRADE LTD,BANK OF CHINA (HONG KONG) LTD,HAITONG INTERNATIONAL SECURITIES CO LTD,HANG SENG SECURITIES LTD,CINDA INTERNATIONAL SECURITIES LTD,TOTAL_CCASS_PCT
2024-09-25,18.76820191996548,4.0215756420858355,3.158744711705557,3.080094440249763,2.63440956866693,1.5864883327940171,1.2321875861407734,0.0,34.481702201608364
2024-10-03,18.776441472213236,4.0215756420858355,3.158744711705557,3.080094440249763,2.616432363762749,1.5864883327940171,1.235932837162478,0.8314457268183942,35.30715552679203
2024-10-04,18.776441472213236,4.0230737424945175,3.158744711705557,3.080094440249763,2.616432363762749,1.5864883327940171,1.235932837162478,0.8314457268183942,35.30865362720071
2024-10-10,18.786928175074006,4.023822792698858,3.158744711705557,3.080094440249763,2.616432363762749,1.5864883327940171,1.250913841249296,0.8314457268183942,35.33487038435264
2024-10-14,18.840859789786553,4.023822792698858,3.159493761909898,3.080094440249763,2.616432363762749,1.5864883327940171,1.250913841249296,0.8314457268183942,35.38955104926952
2024-10-21,18.840859789786553,4.1361803233499925,3.159493761909898,3.080094440249763,2.616432363762749,1.5864883327940171,1.250913841249296,0.8314457268183942,35.50190857992066
2024-11-08,18.841608839990894,4.1361803233499925,3.159493761909898,3.080094440249763,2.616432363762749,1.5864883327940171,1.250913841249296,0.8314457268183942,35.502657630125
2024-11-11,18.850597442442982,4.138427473963015,3.159493761909898,3.080094440249763,2.616432363762749,1.5864883327940171,1.250913841249296,0.8314457268183942,35.513893383190116
2024-11-13,18.860335095099416,4.138427473963015,3.159493761909898,3.067360586775968,2.616432363762749,1.5864883327940171,1.250913841249296,0.8314457268183942,35.51089718237275
2024-11-14,18.860335095099416,4.138427473963015,3.159493761909898,3.067360586775968,2.6201776147844535,1.5864883327940171,1.250913841249296,0.8314457268183942,35.51464243339446
2024-11-18,18.938236316350867,4.138427473963015,3.159493761909898,3.067360586775968,2.6201776147844535,1.5864883327940171,1.250913841249296,0.8314457268183942,35.59254365464591
2024-11-27,18.938236316350867,4.139176524167356,3.159493761909898,3.067360586775968,2.6201776147844535,1.5864883327940171,1.250913841249296,0.8314457268183942,35.59329270485025
2024-12-04,18.938236316350867,4.1361803233499925,3.159493761909898,3.067360586775968,2.6201776147844535,1.5864883327940171,1.250913841249296,0.8314457268183942,35.590296504032885
2024-12-06,18.938236316350867,4.1361803233499925,3.159493761909898,3.063615335754264,2.6201776147844535,1.5864883327940171,1.250913841249296,0.8314457268183942,35.58655125301119
2024-12-09,18.938236316350867,4.1361803233499925,3.159493761909898,3.0711058377976728,2.6201776147844535,1.5864883327940171,1.250913841249296,0.8314457268183942,35.59404175505459
2024-12-10,18.938236316350867,4.132435072328287,3.159493761909898,3.063615335754264,2.6201776147844535,1.5864883327940171,1.250913841249296,0.8314457268183942,35.582806001989475
2024-12-11,18.938236316350867,4.132435072328287,3.159493761909898,3.0598700847325593,2.6201776147844535,1.5864883327940171,1.250913841249296,0.8314457268183942,35.57906075096777
2024-12-18,18.938236316350867,4.131686022123946,3.159493761909898,3.0598700847325593,2.6201776147844535,1.5864883327940171,1.250913841249296,0.8314457268183942,35.57831170076343
2025-01-02,18.936738215942185,4.131686022123946,3.159493761909898,3.0598700847325593,2.6126871127410443,1.5864883327940171,1.250913841249296,0.8314457268183942,35.56932309831134
2025-01-14,18.936738215942185,4.146667026210764,3.159493761909898,3.0598700847325593,2.6126871127410443,1.5864883327940171,1.250913841249296,0.8314457268183942,35.58430410239816
2025-01-16,18.936738215942185,4.143670825393401,3.159493761909898,3.0598700847325593,2.6126871127410443,1.5864883327940171,1.250913841249296,0.8314457268183942,35.58130790158079
2025-01-24,18.936738215942185,4.143670825393401,3.159493761909898,3.0598700847325593,2.61718141396709,1.5864883327940171,1.250913841249296,0.8314457268183942,35.585802202806846
2025-02-06,18.935989165737844,4.143670825393401,3.159493761909898,3.0711058377976728,2.61718141396709,1.5864883327940171,1.250913841249296,0.8314457268183942,35.59628890566761
2025-02-18,18.935989165737844,4.143670825393401,3.159493761909898,3.0711058377976728,2.6201776147844535,1.5864883327940171,1.250913841249296,0.8314457268183942,35.59928510648498
2025-02-25,18.935989165737844,4.139925574371697,3.163239012931603,3.0711058377976728,2.6201776147844535,1.5864883327940171,1.250913841249296,0.8314457268183942,35.59928510648498
2025-03-04,18.935989165737844,4.136929373554333,3.163239012931603,3.0711058377976728,2.6276681168278624,1.5864883327940171,1.250913841249296,0.8314457268183942,35.60377940771102
2025-03-11,18.935989165737844,4.136929373554333,3.163239012931603,3.0711058377976728,2.6239228658061577,1.5864883327940171,1.250913841249296,0.8314457268183942,35.60003415668932
2025-03-18,18.935240115533503,4.136929373554333,3.163239012931603,3.0711058377976728,2.6314133678495666,1.5864883327940171,1.250913841249296,0.8314457268183942,35.60677560852839
2025-03-20,18.93374201512482,4.126442670693561,3.163239012931603,3.0703567875933317,2.6314133678495666,1.5864883327940171,1.250913841249296,0.8314457268183942,35.59404175505459
2025-03-26,18.93224391471614,4.126442670693561,3.163239012931603,3.0703567875933317,2.6314133678495666,1.5864883327940171,1.250913841249296,0.8314457268183942,35.59254365464591
2025-04-01,18.931494864511798,4.126442670693561,3.163239012931603,3.0703567875933317,2.6314133678495666,1.5864883327940171,1.2479176404319323,0.8314457268183942,35.5887984036242
2025-04-03,18.931494864511798,4.124195520080538,3.163239012931603,3.0703567875933317,2.6314133678495666,1.5864883327940171,1.2479176404319323,0.8314457268183942,35.58655125301119
2025-04-07,18.93074581430746,4.124195520080538,3.163239012931603,3.0703567875933317,2.6314133678495666,1.5864883327940171,1.2411761885928643,0.8314457268183942,35.57906075096777
2025-04-09,18.935989165737844,4.128689821306583,3.163239012931603,3.0703567875933317,2.6314133678495666,1.5864883327940171,1.2411761885928643,0.8314457268183942,35.5887984036242
2025-04-16,18.947973969007297,4.131686022123946,3.16099186231858,3.0703567875933317,2.6314133678495666,1.5864883327940171,1.2673929457447957,0.8314457268183942,35.62774901424993
2025-04-24,18.947973969007297,4.125693620489219,3.16099186231858,3.0703567875933317,2.6314133678495666,1.5864883327940171,1.2673929457447957,0.8314457268183942,35.6217566126152
2025-04-28,18.947973969007297,4.125693620489219,3.16099186231858,3.0703567875933317,2.638903869892976,1.5864883327940171,1.2673929457447957,0.8314457268183942,35.62924711465861
