date,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,HANG SENG BANK LTD,UBS SECURITIES HONG KONG LTD,DEUTSCHE BANK AG,STANDARD CHARTERED BANK (HONG KONG) LTD,REALINK FINANCIAL TRADE LTD,HANG SENG SECURITIES LTD
2024-08-16,25.482258621812814,28.050875263294454,26.932426120244212,0.0,0.0,7.957210697120813,5.801421318340765,5.775807979186942
2024-08-19,25.490964071254346,28.060458223738404,26.94162698730263,0.0,0.0,7.959929101970535,5.803403245481737,5.743618370252344
2024-08-26,25.490964071254346,28.060458223738404,26.94162698730263,0.0,0.0,7.951388405509194,5.8119439419430785,5.743618370252344
2024-08-27,25.490964071254346,28.08608031312243,26.94162698730263,0.0,0.0,7.951388405509194,5.8119439419430785,5.717996280868319
2024-08-28,25.440020539035146,28.105283408686716,26.960047593949295,0.0,0.0,7.956824951645837,5.8159177009613225,5.721905805721684
2024-09-10,25.41287153657339,28.075290099236355,26.931276453714787,0.0,0.0,7.969677149958077,5.895085240542102,5.715799519975289
2024-09-17,25.41504132419103,28.069149063788217,26.93357588493382,0.0,0.0,7.970357612485568,5.895588571420765,5.716287543180597
2024-09-24,25.36508234017308,28.084735512697417,26.948531764198936,0.0,0.0,7.983326338134064,5.89886231833234,5.719461726464159
2024-09-26,25.386769966638017,28.02324659764441,26.971573269952486,0.0,0.0,7.990152233561769,5.903905957489996,5.724351974713327
2024-09-27,25.38785532152781,28.02444466922904,26.972726379582916,0.0,0.0,7.990493834750431,5.921259476259682,5.7032203186501205
2024-09-30,25.38242947491919,28.03982715498254,26.966961817192807,0.0,0.0,7.9887861208326765,5.919993995373599,5.7020014366991925
2024-10-03,25.3770059470193,28.07657032001393,26.961199718259948,0.0,0.0,7.987079136698026,5.918729055284519,5.679415822724279
2024-10-04,25.38025978559743,28.080170296616352,26.964656682093235,0.0,0.0,7.9881032396310445,5.919487954461743,5.667322041600195
2024-10-07,25.336943761511034,28.202914551483634,26.918636596869927,0.0,0.0,7.97447009027578,5.909385272890292,5.657649726969334
2024-10-08,25.312636980560534,28.30024251616995,26.9381759255456,0.0,0.0,7.980258488642371,5.913674695970938,5.5550113931106075
2024-10-10,25.282410737429338,28.38586039564328,26.906008599175703,0.0,0.0,7.9707291285242325,5.906613078119884,5.548378061107559
2024-10-17,25.284567360624244,28.38828174721344,26.908303717423316,0.0,0.0,7.971409042298966,5.907116920055682,5.540321212384354
2024-10-24,25.284567360624244,28.41387214542307,26.908303717423316,0.0,0.0,7.971409042298966,5.907116920055682,5.514730814174727
2024-10-25,25.489375819329553,28.357028180041503,26.854471748406162,0.0,0.0,7.900126734037381,5.895299313923369,5.503698204262033
2024-10-31,25.778327152583564,28.300411201321445,26.80085473868763,0.0,0.0,7.744168360853947,5.883528897302642,5.492709649250769
2024-11-08,25.965641849770847,28.254248717279157,26.75312249096716,0.0,0.0,7.730376018550189,5.81368377478459,5.4829271486480495
2024-11-13,26.022108029671152,28.232699135019253,26.73271782122714,0.0,0.0,7.7244800424943865,5.809249664432146,5.478745307155919
2024-11-15,26.212826737202118,28.159913823817075,26.66379953691459,0.0,0.0,7.704565946393295,5.79427312808843,5.464620827584493
2024-11-18,26.746991752356426,27.962237472300984,26.464709902902328,0.0,0.0,7.672207071232898,5.751009237102407,5.40284456410496
2024-12-04,26.964743909057386,27.822356203748633,26.431447867708197,0.0,0.0,7.6625642970420484,5.743781110576626,5.375106611867113
2024-12-09,27.144826956739998,27.75375461368036,26.366275840642885,0.0,0.0,7.643670710498626,5.729618668175843,5.361853210262295
2024-12-16,27.157311358049117,27.7665190719318,26.378402172085185,0.0,0.0,7.647186174154987,5.686261999371668,5.364319224407243
2024-12-20,27.40585789753994,27.658880805645346,26.2959431890923,0.0,0.0,7.623281041821178,5.668486723278733,5.347550342622511
2025-01-06,27.402832043990628,27.66003367721641,26.2970392509883,0.0,0.0,7.623598793795782,5.668722995933441,5.347773238075445
2025-01-16,27.399805938184834,27.661186644898972,26.29813540425974,0.0,0.0,7.623916572260432,5.668959288285504,5.3479961521105155
2025-01-21,27.54362919310359,27.60480403459436,26.244531141388762,0.0,0.0,7.6083765188778,5.66156393777621,5.337095174259277
2025-01-23,27.422796238979828,27.638145538742677,26.27622968715002,0.0,0.0,7.617566032302644,5.701721103456709,5.343541399368121
2025-02-03,27.41406430686657,27.654362855722514,26.271852922263715,0.0,0.0,7.616297193663074,5.700771382244258,5.342651339239871
2025-02-04,27.38253388530817,27.730753272258006,26.24562292149351,0.0,0.0,7.608693029546938,5.6950796924274245,5.33731719896595
2025-02-05,27.28982322076518,27.860831353275096,26.160735973777726,0.0,0.0,7.650429207738138,5.676659937882662,5.361520306561199
2025-02-06,27.261562698337542,27.93553651266581,26.133644700238523,0.0,0.0,7.64250665270884,5.6707813591102445,5.355968076939041
2025-02-12,27.115985602135883,28.59912459036477,25.798095087305022,0.0,0.0,7.601626052829298,5.597969911954443,5.2871987554105875
2025-02-13,27.591002207428623,28.46063451507498,25.673168881270815,0.0,0.0,7.442736706901935,5.570861974712274,5.261595714611373
2025-02-17,27.565906326160167,28.43055452914506,25.646034962021186,0.0,0.0,7.53649529554403,5.564974142178951,5.256034744950609
2025-02-18,27.7545061172994,28.394772925856028,25.61375784804485,0.0,0.0,7.4255132515571445,5.562030155622356,5.249419701620224
2025-02-20,27.752252703191054,28.40058662069311,25.611678243275136,0.0,0.0,7.424910367245241,5.561578569232357,5.248993496363092
2025-02-24,27.745494655812784,28.393670695272355,25.60544145461311,0.0,0.0,7.423102301551335,5.564282807778502,5.268008084971916
2025-02-25,28.15372383087266,28.23324990615148,25.46077382188532,0.0,0.0,7.381162675579055,5.532845286068279,5.2382444794432
2025-02-28,28.14350192877332,28.25930659044144,25.451529661541052,0.0,0.0,7.378482762871862,5.530836450463271,5.236342605909063
2025-03-03,28.314369356252637,28.172142550477137,25.423837412524712,0.0,0.0,7.334186731779201,5.524818686411694,5.230645262554616
2025-03-11,28.256297460329233,28.319459264818477,25.371693908227737,0.0,0.0,7.319144541603184,5.513487454141739,5.219917370879633
2025-03-13,28.256297460329233,28.33956680476793,25.371693908227737,0.0,0.0,7.2990370016537245,5.513487454141739,5.219917370879633
2025-03-14,28.475011147245606,28.301629127794808,25.266022098097846,0.0,0.0,7.2686368850923415,5.490524060309422,5.198176681459978
2025-03-17,28.536254915608435,28.278979030818924,25.24580142994716,0.0,0.0,7.258818163563823,5.486129935085997,5.194016524975656
2025-03-24,28.56369537783304,28.2984588402457,25.241761179571625,0.0,0.0,7.2176473558324945,5.485251953905959,5.193185292611186
2025-03-26,22.923280906608447,22.710420085297166,20.257322256205263,19.746795351983256,0.0,5.792393303248422,4.402090476027487,4.167697620629962
2025-03-27,22.943338511313314,22.695253806502148,20.24952004882224,19.739189776550443,0.0,5.806210456224351,4.40039498921149,4.166092411376013
2025-03-28,22.95228270865844,22.6850603334059,20.240425066250577,19.730324006568562,0.0,5.819643536246401,4.408043119516293,4.16422122935382
2025-04-01,22.9473387282602,22.68651598319754,20.241723849242437,19.73159005751165,0.0,5.820016969809128,4.408325973824554,4.164488438154492
2025-04-03,22.942922139632095,22.68214959414959,20.237828000210687,19.727792392026586,0.0,5.818896812867679,4.426724146503527,4.163686914609839
2025-04-11,22.939978691585882,22.679239601756272,20.23523160054877,19.72526142706846,0.0,5.830979719416335,4.426156222659264,4.163152736965018
2025-04-15,19.735205922834876,19.668171892537835,17.408318808925532,16.969592752400068,13.796416871869974,5.032932874858166,3.8078110566361123,3.581549819937445
