date,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,BNP PARIBAS,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,INTERACTIVE BROKERS HONG KONG LTD,CHINA CITIC BANK INTERNATIONAL LTD,DEUTSCHE BANK AG
2024-05-09,3434080200.0,510540873.0,196218453.0,324245002.0,93371791.0,230121882.0,203591291.0,134070201.0,5129040.0,179384641.0
2024-05-10,3443223200.0,496389673.0,188465453.0,341898692.0,93105965.0,228475785.0,199615258.0,134137401.0,5124040.0,0.0
2024-05-13,3435312200.0,491439710.0,187210788.0,315161892.0,93249567.0,228154378.0,199627201.0,137198201.0,5152040.0,177916283.0
2024-05-14,3432017600.0,492270516.0,188795788.0,351514292.0,93233647.0,229761378.0,201785601.0,140170201.0,5144040.0,177883883.0
2024-05-16,3464070200.0,491881972.0,188364388.0,235464493.0,93082209.0,233592578.0,201905601.0,140171200.0,5161040.0,177665883.0
2024-05-17,3453735800.0,490123822.0,196467981.0,233960775.0,92889265.0,233659824.0,201238338.0,139125000.0,4995240.0,176720946.0
2024-05-20,3444122200.0,489878232.0,193434493.0,161210653.0,92532943.0,233491524.0,201315938.0,138707800.0,4912240.0,172838246.0
2024-05-21,3443202400.0,489571020.0,194020493.0,143490953.0,92290673.0,233441589.0,201678298.0,137299800.0,4901240.0,172791056.0
2024-05-22,3447946400.0,489648304.0,191384048.0,238075283.0,91854473.0,233225749.0,204658698.0,136719200.0,4891240.0,172818006.0
2024-05-23,3451420400.0,492895659.0,190788348.0,246911832.0,91032109.0,233205549.0,208544298.0,136653399.0,4896640.0,172316756.0
2024-05-24,3446516400.0,492202259.0,199260348.0,284942632.0,90408711.0,233182182.0,208578765.0,138896599.0,0.0,172035741.0
2024-05-27,3448193800.0,495575811.0,203313058.0,329020232.0,88473711.0,225879625.0,200742128.0,139191999.0,4912440.0,172013693.0
2024-05-28,3420094400.0,498706316.0,203147978.0,410266832.0,87571579.0,225208805.0,201843523.0,143889799.0,4914440.0,171981293.0
2024-05-29,3409241200.0,494695516.0,207707476.0,396520632.0,87328309.0,225008707.0,201943523.0,146949399.0,4963240.0,0.0
2024-05-30,3383378200.0,494568195.0,308540765.0,195688714.0,87275209.0,224883457.0,202398460.0,149860199.0,4961040.0,173783356.0
2024-05-31,3386367800.0,498242695.0,354142565.0,194426714.0,87001409.0,224996657.0,202314460.0,152438999.0,4965040.0,173392766.0
2024-06-03,3383337000.0,492892987.0,323937653.0,198631334.0,86682409.0,224858057.0,202120680.0,152786199.0,4985240.0,0.0
2024-06-04,3301675600.0,494894863.0,234562953.0,185294894.0,86839009.0,224936257.0,202431680.0,153643599.0,4934240.0,173394666.0
2024-06-05,3321543000.0,488325463.0,191904553.0,147034594.0,86732809.0,224999257.0,200261680.0,154649399.0,4917000.0,173439166.0
2024-06-06,3326729600.0,485183463.0,193111353.0,68445894.0,86594209.0,224963857.0,199446680.0,154954199.0,4917400.0,173592666.0
2024-06-07,3354971408.0,472892063.0,199998753.0,108327494.0,86557209.0,225282027.0,199023310.0,156085399.0,4922400.0,0.0
2024-06-11,3343540200.0,471023593.0,229339263.0,81553338.0,86586609.0,225385697.0,199854280.0,155829199.0,0.0,174389886.0
2024-06-12,3349166400.0,475897893.0,229438663.0,70774739.0,86589009.0,225843697.0,199411680.0,155570598.0,4928400.0,174353886.0
2024-06-13,3365989956.0,476749172.0,198231520.0,165832021.0,86542009.0,225841079.0,199889417.0,155873398.0,4937600.0,174308949.0
2024-06-14,3389830200.0,479635272.0,200038720.0,150190221.0,86785406.0,226094279.0,198889417.0,156010198.0,5250000.0,174229649.0
2024-06-17,3385688000.0,480711983.0,198861323.0,144113999.0,86966606.0,226016389.0,198800217.0,156773798.0,5280000.0,175729649.0
2024-06-18,3398022200.0,482789931.0,198924723.0,164073479.0,86918616.0,224893509.0,198854217.0,156911798.0,0.0,175731359.0
2024-06-19,3398641800.0,482153071.0,199473236.0,122907029.0,87512816.0,224782096.0,198822377.0,156846798.0,5268000.0,175771409.0
2024-06-20,3399422200.0,481907971.0,198924336.0,127445178.0,87556216.0,224816396.0,198176977.0,156873399.0,0.0,176909559.0
2024-06-21,3343066600.0,474280771.0,188630336.0,125475378.0,87600616.0,224489429.0,198715944.0,158320199.0,4969000.0,178259559.0
2024-06-24,3344198800.0,478546808.0,198668715.0,101501878.0,87754816.0,224500772.0,197892387.0,157426999.0,4953000.0,178257057.0
2024-06-25,3372096400.0,482022808.0,210922715.0,155940678.0,87804816.0,224572072.0,197854087.0,157576599.0,4959000.0,178024657.0
2024-06-26,3367852200.0,486044208.0,211043415.0,161993078.0,88290825.0,224884272.0,198341287.0,157607799.0,5558000.0,177557457.0
2024-06-27,3376197200.0,488955882.0,333413136.0,130294852.0,88324825.0,224835267.0,198391217.0,157762399.0,0.0,177507527.0
2024-06-28,3378218800.0,486167082.0,214841118.0,100753220.0,88345225.0,224784485.0,198381217.0,157910399.0,5578000.0,178730527.0
2024-07-02,3402300200.0,483309757.0,209613908.0,124505320.0,88400825.0,224899685.0,197861417.0,157074799.0,0.0,174812527.0
2024-07-03,3411741600.0,486354472.0,210281308.0,142180270.0,88552225.0,225282435.0,198498417.0,157302199.0,5590800.0,183456277.0
2024-07-04,3402161800.0,489373384.0,211421808.0,124829620.0,88678225.0,225283535.0,197469816.0,157585599.0,5584800.0,186622427.0
2024-07-05,3400519000.0,482108134.0,212242008.0,115647620.0,88817425.0,229554968.0,195576487.0,158654999.0,5586600.0,186833227.0
2024-07-08,3402688200.0,482722371.0,230054387.0,77782920.0,88578625.0,233929909.0,195598530.0,162194599.0,0.0,190819925.0
2024-07-09,3403001400.0,499521771.0,230012787.0,100411930.0,88707225.0,234022199.0,195654030.0,163701599.0,5585600.0,193141525.0
2024-07-10,3403332000.0,513439260.0,230604987.0,84734200.0,88542625.0,233777729.0,194312030.0,163956599.0,0.0,0.0
2024-07-11,3433000400.0,513299107.0,230565844.0,126056882.0,88665038.0,234019511.0,194356967.0,164239199.0,0.0,194096588.0
2024-07-12,3432779200.0,513120121.0,230614187.0,110398882.0,88583653.0,233990711.0,194437567.0,164314399.0,5595600.0,194190888.0
2024-07-15,3376588000.0,503102740.0,231021868.0,142508182.0,88576678.0,247989911.0,194600367.0,164243399.0,5616400.0,194230888.0
2024-07-16,3370081800.0,508267969.0,238514836.0,154417982.0,88356549.0,248708670.0,196958967.0,163783399.0,5611400.0,192466430.0
2024-07-17,3441085400.0,515924269.0,244220536.0,94076882.0,88453649.0,248589570.0,196924967.0,163866599.0,5596400.0,182311130.0
2024-07-18,3443729800.0,517518069.0,244382336.0,60186592.0,88533449.0,248981360.0,0.0,163787599.0,5580600.0,182524630.0
2024-07-19,3451516400.0,515989751.0,244410936.0,101516192.0,88518449.0,249322530.0,196996915.0,163812199.0,5585600.0,182536630.0
2024-07-22,3472300000.0,1745503231.0,246741246.0,109723192.0,87263449.0,249444800.0,197015185.0,163810199.0,0.0,183521850.0
2024-07-23,3509359600.0,1760651332.0,252499246.0,89212992.0,84626649.0,248827100.0,196914185.0,164211399.0,5665600.0,183545850.0
2024-07-24,3587698400.0,1745518151.0,251888046.0,121282176.0,84589449.0,255989140.0,0.0,161230199.0,5685600.0,192545850.0
2024-07-25,3590169000.0,1766531862.0,269761576.0,104971356.0,84567449.0,246297120.0,197908315.0,161100199.0,5690600.0,192495920.0
2024-07-26,3589295200.0,1777313861.0,234196376.0,177740756.0,84898149.0,246290920.0,198118180.0,161121599.0,5709200.0,196518920.0
2024-07-29,3390510400.0,1793585571.0,230084501.0,311637356.0,85279949.0,246277220.0,200277580.0,161030599.0,5726200.0,196538920.0
2024-07-30,3534304200.0,1772610471.0,304988883.0,207748976.0,85398949.0,246247238.0,200029338.0,161178199.0,5826200.0,195541190.0
2024-07-31,3546049400.0,1757938007.0,309374348.0,194126276.0,85422749.0,246312038.0,200079338.0,161180599.0,0.0,201085690.0
2024-08-01,3553817000.0,1771646606.0,308636748.0,171473276.0,85490149.0,246237838.0,200066538.0,161081599.0,5859600.0,204342690.0
2024-08-02,3417534600.0,1763020006.0,320600548.0,156327281.0,86310749.0,246279808.0,203793168.0,161515199.0,5829600.0,204250290.0
2024-08-05,3511181738.0,1766417736.0,225753858.0,79207681.0,86322149.0,246264278.0,203978638.0,161590199.0,0.0,206712510.0
2024-08-06,3456277600.0,1767525901.0,216373323.0,143469781.0,87652849.0,246752178.0,203832438.0,159354399.0,0.0,206720910.0
2024-08-07,3434013400.0,1782082101.0,221868743.0,128926761.0,87900940.0,263021378.0,195204038.0,152862999.0,5889600.0,206733110.0
2024-08-08,3572841800.0,1748209411.0,237493553.0,66064741.0,88107140.0,262622558.0,193794938.0,153363999.0,0.0,0.0
2024-08-09,3631175800.0,1735391533.0,220960831.0,89369541.0,88118340.0,262593758.0,193482538.0,153539199.0,5889800.0,206765310.0
2024-08-12,3524327800.0,1759388393.0,220970721.0,178575331.0,88094940.0,262636768.0,197596538.0,155559399.0,5924800.0,209865310.0
2024-08-13,3537734600.0,1731524213.0,220037521.0,142239481.0,88016940.0,263040168.0,0.0,155969199.0,5856400.0,209880960.0
2024-08-14,3665238400.0,1707647158.0,222651549.0,103549031.0,88047340.0,263117568.0,0.0,156539199.0,0.0,209929210.0
2024-08-15,3652366000.0,1697897558.0,224838073.0,94290875.0,88146686.0,264503672.0,196796538.0,156602199.0,0.0,210247860.0
2024-08-16,3554655800.0,1689035358.0,236672673.0,103279075.0,88087786.0,264640842.0,194044168.0,156569999.0,5886400.0,210259860.0
2024-08-19,3668470400.0,1661047748.0,238138815.0,112869875.0,88136286.0,264454312.0,194035946.0,156629199.0,5891400.0,210245080.0
2024-08-20,3755905400.0,1647826448.0,227498215.0,125351035.0,88021286.0,264108152.0,184189946.0,157039199.0,5886400.0,210253080.0
2024-08-21,3554305600.0,1617955638.0,232363211.0,219675685.0,86959459.0,263150952.0,184569580.0,156958399.0,5862400.0,210173080.0
2024-08-22,3558138200.0,1598904348.0,250826241.0,220409665.0,87040859.0,263173932.0,194483480.0,156886199.0,5852400.0,209173080.0
2024-08-23,3555879200.0,1588543548.0,250827041.0,200861065.0,87027859.0,263230332.0,194158680.0,156840999.0,5793400.0,209198380.0
2024-08-26,3556370400.0,1552154862.0,249010531.0,278174065.0,87031459.0,264058128.0,195004680.0,157195999.0,5816400.0,209128380.0
2024-08-27,3557312000.0,1646740982.0,249141531.0,236452115.0,88656449.0,264211728.0,0.0,157272999.0,0.0,209119710.0
2024-08-28,3556881600.0,1621132658.0,249001113.0,251044315.0,88687649.0,268831546.0,0.0,158212399.0,0.0,209136710.0
2024-08-29,3555869200.0,1599331058.0,248916913.0,248824015.0,89221049.0,273277346.0,195204680.0,158306199.0,5747200.0,207487210.0
2024-08-30,3661201800.0,1528632898.0,227706313.0,228119175.0,89347449.0,273654916.0,195231310.0,157874599.0,5737200.0,207499210.0
2024-09-02,3601963000.0,1546461888.0,227774563.0,221655575.0,89938249.0,273648386.0,194752340.0,157966599.0,5751200.0,207496430.0
2024-09-03,3550755000.0,1504808367.0,226157298.0,244828275.0,88914449.0,301323486.0,194059879.0,158022713.0,5737200.0,207440030.0
2024-09-04,3698513000.0,1479503367.0,226073098.0,146048963.0,88382249.0,301742198.0,177674879.0,158057513.0,5728200.0,208428030.0
2024-09-05,3702166000.0,1465666071.0,226788998.0,178832173.0,88558449.0,301736378.0,177674679.0,158047713.0,5651200.0,0.0
2024-09-09,3694323400.0,1463757381.0,229663488.0,175461973.0,88570601.0,301777378.0,177919679.0,157960313.0,0.0,208451030.0
2024-09-10,3556491800.0,1449354181.0,229727942.0,230542443.0,88659224.0,301559654.0,177913679.0,157976513.0,0.0,0.0
2024-09-11,3744799600.0,1435358186.0,230802942.0,64706093.0,90233149.0,293872954.0,187620379.0,137596113.0,5655800.0,208486860.0
2024-09-12,3754065200.0,1457363986.0,230381942.0,117061293.0,90960149.0,293711754.0,0.0,137570113.0,0.0,208588860.0
2024-09-13,3648676600.0,1478634782.0,231229142.0,130064796.0,91047240.0,293729124.0,187385002.0,135954913.0,0.0,208600860.0
2024-09-16,3651713400.0,1474225892.0,231216392.0,148456396.0,90993240.0,293656794.0,186904352.0,135953913.0,0.0,208598080.0
2024-09-17,3567624600.0,1475234622.0,230293062.0,131704496.0,90904240.0,293365444.0,186529352.0,135869713.0,0.0,208594480.0
2024-09-19,0.0,1512661622.0,230365860.0,116204896.0,91201040.0,293199046.0,186524352.0,135879113.0,5651800.0,0.0
2024-09-20,0.0,1506422216.0,230783190.0,145829900.0,90977040.0,292387250.0,186493670.0,136010313.0,0.0,208508480.0
2024-09-23,3567841200.0,1481009108.0,231080460.0,183515975.0,89385640.0,293088218.0,186459670.0,135676313.0,5527800.0,208446105.0
2024-09-24,3565159200.0,1475720198.0,234719696.0,194015575.0,86521340.0,294055470.0,185259670.0,135009113.0,5502800.0,208405927.0
2024-09-25,3568576800.0,1457306898.0,233711796.0,281537325.0,86236740.0,294093046.0,173765070.0,135091713.0,5494800.0,192839477.0
2024-09-26,3556301400.0,1633609192.0,343568896.0,307646515.0,85072665.0,308031800.0,176670330.0,156048713.0,5484800.0,192903927.0
2024-09-27,3555560200.0,1561378059.0,474102100.0,223613515.0,85088253.0,312462033.0,174615097.0,177176513.0,5469800.0,182863927.0
2024-09-30,3555916400.0,1608837871.0,292016426.0,233781995.0,84964253.0,311570409.0,180881164.0,184665513.0,5327400.0,182914622.0
2024-10-02,3529411800.0,1551789771.0,179442328.0,184114995.0,82100435.0,316780616.0,201255564.0,170310313.0,6338400.0,165280073.0
2024-10-03,3538064400.0,1566336362.0,178324528.0,149570665.0,81779336.0,326934216.0,202640851.0,173548713.0,6019200.0,154050073.0
2024-10-04,0.0,1648583152.0,313690909.0,194380023.0,80683109.0,341643525.0,221203711.0,177015913.0,6092800.0,148284073.0
2024-10-07,0.0,1585071747.0,295180464.0,229572923.0,81929437.0,336060850.0,224112711.0,170228113.0,5353800.0,125409022.0
2024-10-08,0.0,1607611206.0,259095440.0,209125123.0,83705435.0,343102730.0,218419111.0,170704113.0,119179600.0,123891584.0
2024-10-09,0.0,1778959918.0,244390480.0,173335123.0,84443715.0,345333355.0,218626158.0,171790913.0,120359600.0,127421784.0
2024-10-10,3538708600.0,1802725397.0,252611327.0,231773323.0,85041992.0,333495474.0,187716724.0,169600713.0,120666800.0,129190819.0
2024-10-14,3543425400.0,1858920797.0,238606027.0,188335723.0,87174525.0,334943987.0,186953691.0,163902113.0,120645600.0,0.0
2024-10-15,3533210400.0,1949483908.0,219469342.0,202580967.0,89048935.0,334633473.0,179233005.0,164087513.0,120655800.0,129166015.0
2024-10-16,3546214400.0,1987786308.0,220202664.0,129083367.0,89509888.0,334105631.0,176628805.0,163405313.0,120680200.0,0.0
2024-10-17,3534581600.0,1966802556.0,215863261.0,315323551.0,88575016.0,332336583.0,177666805.0,160882513.0,120790000.0,127433415.0
2024-10-18,3535233000.0,1957094876.0,356941810.0,379837675.0,88348316.0,332417030.0,190539805.0,161064181.0,0.0,128373415.0
2024-10-21,3535750000.0,1944167858.0,339357902.0,313728325.0,88444916.0,332477250.0,190654261.0,160549181.0,120782800.0,0.0
2024-10-22,3537839000.0,1936631654.0,308681332.0,221131525.0,89065116.0,332151480.0,186905661.0,163330181.0,120722800.0,128102089.0
2024-10-23,3553132600.0,2013481154.0,284703532.0,193195425.0,90698931.0,331690987.0,195202261.0,164195581.0,120752800.0,128518689.0
2024-10-24,3651458000.0,2030440625.0,364877161.0,205236825.0,90569931.0,334642687.0,182358861.0,164499181.0,120724000.0,129027689.0
2024-10-25,3758783600.0,2011381075.0,331402361.0,164311124.0,90928394.0,338776570.0,182183228.0,184489182.0,120723800.0,129527689.0
2024-10-28,3759536800.0,2037256320.0,326623676.0,182124038.0,91438093.0,333809256.0,184132872.0,184214782.0,120754200.0,129502885.0
2024-10-29,3811655200.0,1996196006.0,289810790.0,206966038.0,91533487.0,335691856.0,188086172.0,184234982.0,120584200.0,126049585.0
2024-10-30,3852545000.0,2003313406.0,261524430.0,205920544.0,91288087.0,336975016.0,188083172.0,184725582.0,120586200.0,126570585.0
2024-10-31,3856705200.0,1978508816.0,262728800.0,258160744.0,91164397.0,340586936.0,187858172.0,183054582.0,120596200.0,0.0
2024-11-01,3789958000.0,1961391895.0,263059121.0,352402014.0,91020777.0,322418366.0,188984972.0,175822182.0,120600400.0,0.0
2024-11-04,3767026200.0,1946623895.0,264503521.0,273148814.0,91115177.0,301804766.0,0.0,175824182.0,120637200.0,0.0
2024-11-05,3766592400.0,1948947135.0,266196421.0,248738214.0,91134977.0,297172116.0,189233172.0,176823582.0,0.0,126474543.0
2024-11-06,3766388000.0,1949139535.0,266129821.0,245297414.0,91100177.0,296348116.0,189178172.0,176704782.0,120627200.0,126228543.0
2024-11-07,3767176000.0,1916096335.0,266754421.0,262209014.0,90884577.0,298512596.0,190081372.0,184102182.0,120577200.0,129223543.0
2024-11-08,3872664200.0,1914054335.0,242365141.0,185309814.0,91356787.0,300037566.0,185705902.0,177134782.0,120579000.0,129690123.0
2024-11-11,3959679800.0,1926755895.0,259060021.0,192591774.0,91482187.0,291991306.0,182274362.0,179815182.0,120578000.0,130262563.0
2024-11-12,3774569600.0,1914112795.0,259474821.0,205664676.0,90399587.0,296648506.0,181872060.0,178912982.0,0.0,131162563.0
2024-11-13,3838445800.0,1880924795.0,258634221.0,161997276.0,90121387.0,290343382.0,180810460.0,177743182.0,120585000.0,130472563.0
2024-11-14,3888355200.0,1904643963.0,240523391.0,210828456.0,90151780.0,283777122.0,179826060.0,179034582.0,120642000.0,130540963.0
2024-11-15,3723850600.0,1925009963.0,246011691.0,183133726.0,89180990.0,284726552.0,179594660.0,178861582.0,120636000.0,130325253.0
2024-11-18,3841135600.0,1948672562.0,233820749.0,183028126.0,88560576.0,279033314.0,180619860.0,178609582.0,120660000.0,130521833.0
2024-11-19,3961773400.0,1928309762.0,233523849.0,219852026.0,88424824.0,279486114.0,0.0,178119882.0,120650000.0,131565693.0
2024-11-20,4103768200.0,1925584408.0,305247054.0,193560146.0,88437920.0,307710994.0,180512654.0,175387682.0,120642000.0,129696693.0
2024-11-21,4099689600.0,1941689008.0,306333254.0,195616246.0,88374020.0,314671994.0,180098955.0,175257382.0,0.0,129706693.0
2024-11-22,4099145800.0,1939382808.0,334230054.0,217188446.0,88328869.0,310305084.0,179794185.0,175290982.0,120612000.0,131706693.0
2024-11-25,4099589000.0,1913640468.0,334960394.0,186449806.0,87813101.0,311858224.0,179841645.0,175028182.0,0.0,131679133.0
2024-11-26,4098906800.0,1917485660.0,333429892.0,212207406.0,87684138.0,301878463.0,179297645.0,172989382.0,120622000.0,133679133.0
2024-11-27,4119046200.0,1904708360.0,333356492.0,226460244.0,87550299.0,294413625.0,180765385.0,172444782.0,120582000.0,135709133.0
2024-11-28,4148851600.0,1888246670.0,326049644.0,169745224.0,89022501.0,294460583.0,180650785.0,172429982.0,120650600.0,135719133.0
2024-11-29,4167450200.0,1876690270.0,294939754.0,176052135.0,88456091.0,301986362.0,180117385.0,172085782.0,120620600.0,137719133.0
2024-12-02,4167773600.0,1852972270.0,257849154.0,153715335.0,88510156.0,301985362.0,0.0,172190982.0,0.0,139219133.0
2024-12-03,0.0,1820024594.0,287537854.0,162315935.0,88456196.0,302568762.0,178517185.0,0.0,120590600.0,139087109.0
2024-12-04,4200271000.0,1736693594.0,237309254.0,141215255.0,88447029.0,304817442.0,177969185.0,173403782.0,0.0,138953109.0
2024-12-05,4193687000.0,1694547994.0,237553454.0,158057855.0,88489070.0,305783042.0,177973985.0,172806382.0,0.0,139744309.0
2024-12-06,4181443200.0,1652128794.0,239910054.0,178941255.0,88447285.0,307484412.0,177950615.0,172834382.0,120580600.0,0.0
2024-12-09,4178837600.0,1624613254.0,237364094.0,161473215.0,88437518.0,309959352.0,177998075.0,172835182.0,0.0,139716749.0
2024-12-10,4169385200.0,1619161454.0,246980384.0,151541615.0,87411547.0,309753462.0,176521875.0,172899582.0,120506600.0,139686749.0
2024-12-11,4193554800.0,1611153754.0,247311284.0,160686876.0,87231577.0,311843462.0,182378814.0,173916182.0,120517600.0,138884749.0
2024-12-12,4167022200.0,1573004864.0,255413454.0,224958856.0,86272193.0,318633602.0,175540214.0,174954582.0,120519600.0,140222749.0
2024-12-13,4167140000.0,1581909270.0,252987224.0,197742326.0,85705288.0,318099362.0,177340214.0,177157382.0,120480600.0,134642749.0
2024-12-16,4169009000.0,1555981470.0,252526424.0,232740726.0,85700248.0,331370362.0,177290414.0,176062982.0,120557200.0,0.0
2024-12-17,4243148200.0,1543915310.0,249397324.0,206348226.0,85848072.0,328524362.0,178176814.0,175788582.0,0.0,133446509.0
2024-12-18,4201312400.0,1534383510.0,239583096.0,171827146.0,85647899.0,317591670.0,178274414.0,175308382.0,0.0,133228509.0
2024-12-19,4201331400.0,1541517506.0,240564696.0,182566546.0,85506730.0,311050470.0,179679278.0,175331982.0,120577200.0,133738509.0
2024-12-20,4164439400.0,1554203706.0,240570896.0,173417946.0,85437554.0,314504160.0,179705908.0,175197582.0,120582200.0,0.0
2024-12-23,4164248800.0,1556263196.0,240792006.0,136263706.0,85221554.0,310768700.0,179802368.0,174970782.0,120602200.0,133710949.0
