date,STANDARD CHARTERED BANK (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,GOLDMAN SACHS (ASIA) SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD,UBS SECURITIES HONG KONG LTD,CITIBANK N.A.,BOCI SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,FUTU SECURITIES INTERNATIONAL
2024-04-09,1450164071.0,139939562.0,129392187.0,57531236.0,62579710.0,68117724.0,52199774.0,29233825.0,0.0,14343474.0
2024-04-10,1450157071.0,141695091.0,129667281.0,57217200.0,62641710.0,68809985.0,52113495.0,28781825.0,16047983.0,14507438.0
2024-04-11,1450206161.0,144734979.0,130025281.0,57207200.0,62615710.0,68870840.0,52091495.0,28757825.0,16151983.0,14453233.0
2024-04-12,1450264161.0,144639529.0,117443705.0,57183200.0,0.0,81614416.0,0.0,28717751.0,16065983.0,14425233.0
2024-04-15,1450286161.0,159183529.0,117597705.0,56835200.0,62647710.0,79776591.0,0.0,0.0,16087983.0,14323233.0
2024-04-16,1450324068.0,149132467.0,117871705.0,56569200.0,62637710.0,79731653.0,52099495.0,28747488.0,16091983.0,14299197.0
2024-04-17,1450342068.0,149124434.0,118183705.0,56809200.0,62415710.0,79702454.0,52109495.0,28763488.0,16083983.0,14419197.0
2024-04-18,1450260068.0,149009601.0,118465705.0,55937200.0,62367710.0,80108800.0,52135495.0,28739488.0,16063983.0,14497197.0
2024-04-19,1450288068.0,148991413.0,118521705.0,56001200.0,62321710.0,79928800.0,52145495.0,28725451.0,16219983.0,14495197.0
2024-04-22,1450357994.0,149056239.0,118703705.0,56081200.0,0.0,79632073.0,52135495.0,28739451.0,16333983.0,14835197.0
2024-04-23,1450373994.0,149138239.0,118967705.0,56193200.0,0.0,79438073.0,52145495.0,28569451.0,16437983.0,14607197.0
2024-04-24,1450385994.0,148314068.0,119039705.0,56221200.0,63303914.0,79157239.0,52155495.0,28533451.0,16445983.0,14607216.0
2024-04-25,1450369882.0,148132768.0,119199705.0,56185200.0,63303821.0,78746868.0,52145495.0,28513451.0,17099983.0,14621216.0
2024-04-26,0.0,148068768.0,119267705.0,56243200.0,0.0,78706868.0,0.0,28527263.0,17067983.0,0.0
2024-04-29,1450373882.0,148030656.0,119293705.0,56187200.0,63295821.0,79152653.0,52135495.0,28513263.0,17095983.0,14617180.0
2024-04-30,1450377826.0,148017979.0,119383705.0,56133200.0,63325821.0,79062572.0,52101495.0,28453227.0,17167983.0,14657180.0
2024-05-02,1450387826.0,147983979.0,119573705.0,56409200.0,63293821.0,78974578.0,52111495.0,28399134.0,16871983.0,14671180.0
2024-05-03,1450301826.0,150348639.0,119707705.0,56393200.0,0.0,78950578.0,52121495.0,28195134.0,16779983.0,14689180.0
2024-05-06,1450317826.0,159519939.0,119909697.0,55371164.0,63355821.0,79118751.0,52113495.0,28322389.0,0.0,14628799.0
2024-05-07,1450327826.0,159613789.0,119833747.0,55303128.0,63363821.0,78813835.0,52137963.0,28474164.0,0.0,14806763.0
2024-05-08,1450309826.0,160104143.0,119875747.0,54713128.0,63407023.0,78659835.0,52133887.0,28296164.0,16875983.0,14799934.0
2024-05-09,0.0,160429985.0,119994994.0,54317128.0,15725090.0,78631835.0,52143887.0,28178014.0,16827983.0,14803934.0
2024-05-10,1450287705.0,161019985.0,121137998.0,54022182.0,15601050.0,77973219.0,52157887.0,28124014.0,16859983.0,14517934.0
2024-05-13,1450289705.0,160931985.0,122587998.0,51924182.0,15643227.0,77655803.0,52117887.0,28078014.0,16897983.0,14485934.0
2024-05-14,1450359705.0,161151985.0,122750060.0,51438182.0,15425342.0,77199803.0,52125887.0,28121014.0,17389983.0,14477934.0
2024-05-16,1450317705.0,161295985.0,122796726.0,50639841.0,15426676.0,76956167.0,52091887.0,28006826.0,18027983.0,14859690.0
2024-05-17,0.0,161023925.0,122751000.0,50559175.0,15448402.0,76975330.0,52029887.0,28056826.0,18095983.0,15185616.0
2024-05-20,1450311290.0,161011813.0,122715000.0,50659274.0,15722402.0,76793330.0,52033887.0,28076790.0,18181983.0,15023506.0
2024-05-21,0.0,161265813.0,122911000.0,50669274.0,15695408.0,76801330.0,0.0,28090602.0,18093983.0,14973470.0
2024-05-22,1450261290.0,161259813.0,123367000.0,50691274.0,15771408.0,76615830.0,52043887.0,28054602.0,17619983.0,14972980.0
2024-05-23,0.0,160935813.0,123735000.0,50731274.0,15708420.0,76443000.0,52079887.0,28016602.0,17775983.0,14972660.0
2024-05-24,1450275402.0,160688595.0,123773000.0,50895274.0,15712112.0,76180069.0,52083887.0,27958602.0,17745983.0,14834660.0
2024-05-27,1450295402.0,160581895.0,123779000.0,51023274.0,15702112.0,76047460.0,52127887.0,27996602.0,18235983.0,14751690.0
2024-05-28,0.0,160595859.0,123813203.0,51085274.0,15745169.0,75947460.0,52131887.0,27972602.0,18043983.0,14731690.0
2024-05-29,1450297402.0,160486148.0,123881865.0,50805049.0,15656320.0,75943460.0,52099887.0,28074602.0,18073983.0,14783453.0
2024-05-30,0.0,160492148.0,123863865.0,50755049.0,15628301.0,76172769.0,0.0,28072566.0,18049983.0,14811453.0
2024-05-31,0.0,160288148.0,124112570.0,50765049.0,15451746.0,75544774.0,52079887.0,28032566.0,18089983.0,14797453.0
2024-06-03,0.0,157884414.0,124154570.0,50925049.0,15475746.0,75554774.0,52117887.0,28082566.0,18059983.0,14867453.0
2024-06-04,1450309402.0,158442526.0,124038570.0,50923049.0,15491746.0,75561553.0,0.0,28198566.0,18051983.0,14889453.0
2024-06-05,1450319402.0,154880741.0,123924570.0,50827049.0,15513746.0,75375929.0,52147887.0,28190566.0,18225983.0,14859453.0
2024-06-06,1450305402.0,155209815.0,123992570.0,50773049.0,15529746.0,75483552.0,52138354.0,28180566.0,18145983.0,14839453.0
2024-06-07,1450297402.0,155213815.0,123968570.0,50777049.0,15525746.0,76071284.0,51980354.0,28160566.0,18211983.0,14827453.0
2024-06-11,1450307402.0,155231815.0,117600009.0,50756827.0,15551746.0,82484987.0,52004354.0,28160516.0,18351983.0,14845453.0
2024-06-12,1450303139.0,154070192.0,117600010.0,0.0,15551368.0,82382986.0,52026354.0,28230516.0,18499983.0,14881453.0
2024-06-13,1450241628.0,154347247.0,0.0,50676827.0,15545368.0,89002697.0,52066354.0,28358516.0,18463983.0,14819453.0
2024-06-14,1450251628.0,154289935.0,0.0,50808827.0,15456991.0,86753671.0,52076354.0,28390516.0,18617983.0,14749453.0
2024-06-17,0.0,151940296.0,117668478.0,51100827.0,15530991.0,92462586.0,0.0,28432516.0,18595983.0,14825453.0
2024-06-18,1450291628.0,151539363.0,120205325.0,51120791.0,15520991.0,78302923.0,52086354.0,28412516.0,18791983.0,0.0
2024-06-19,1450299628.0,151541913.0,0.0,51446791.0,15540991.0,77540042.0,52100354.0,28402516.0,19029983.0,14869265.0
2024-06-20,1450036628.0,151481082.0,0.0,51416791.0,15528991.0,77328042.0,0.0,28388516.0,19451983.0,15031265.0
2024-06-21,1450018628.0,151247082.0,122272325.0,51358791.0,15434991.0,77226214.0,52076354.0,28346516.0,19319983.0,15001265.0
2024-06-24,0.0,151139082.0,120205325.0,51368372.0,15470991.0,79535827.0,52078354.0,28326516.0,19303983.0,14981002.0
2024-06-25,1450004628.0,151089877.0,0.0,51372372.0,15602425.0,82335296.0,52072354.0,28350516.0,19307983.0,15735002.0
2024-06-26,1449740628.0,147415905.0,0.0,51350372.0,19209630.0,79237563.0,0.0,28346516.0,19491983.0,15734908.0
2024-06-27,1449636628.0,147442289.0,120205324.0,51464372.0,19554296.0,79186876.0,0.0,28346442.0,19535983.0,0.0
2024-06-28,1449308816.0,143187153.0,120205319.0,51474372.0,19560260.0,84110881.0,52066354.0,28366442.0,19447983.0,15714908.0
2024-07-02,0.0,143142520.0,120205320.0,51508372.0,19558260.0,84136728.0,52082354.0,28376442.0,19423983.0,15802908.0
2024-07-03,0.0,143015455.0,120205319.0,51527354.0,67186566.0,84195606.0,52084354.0,0.0,19369983.0,15810908.0
2024-07-04,0.0,143025038.0,120205318.0,51605318.0,0.0,84189607.0,0.0,28372368.0,19397983.0,15808908.0
2024-07-05,1448962395.0,143668054.0,120205323.0,51587318.0,0.0,84526733.0,52124864.0,28400296.0,19527983.0,15807908.0
2024-07-08,0.0,143640054.0,120205321.0,51649318.0,0.0,84508735.0,0.0,28414296.0,19621983.0,15799908.0
2024-07-09,0.0,143364749.0,120205325.0,51857318.0,67270566.0,84103650.0,0.0,28430296.0,19705983.0,15781908.0
2024-07-10,0.0,143332260.0,0.0,52131318.0,67254566.0,84248594.0,52130864.0,0.0,19673983.0,0.0
2024-07-11,0.0,143375821.0,120212940.0,52187318.0,67236566.0,84044594.0,52134864.0,28420296.0,19665983.0,15779872.0
2024-07-12,1448842395.0,0.0,120231304.0,52309318.0,67228566.0,83654608.0,0.0,0.0,19685983.0,15777872.0
2024-07-15,1448644395.0,143339179.0,120212931.0,52495318.0,67218378.0,83562981.0,0.0,28424296.0,19735983.0,15757798.0
2024-07-16,1448417829.0,143821179.0,120238911.0,52653318.0,67284378.0,82938988.0,52130864.0,28382184.0,19443983.0,15789724.0
2024-07-17,0.0,137109431.0,0.0,52755318.0,67226796.0,82538287.0,0.0,0.0,19631983.0,15775724.0
2024-07-18,0.0,137793431.0,118038089.0,52713318.0,68145385.0,84722688.0,52096864.0,0.0,19623983.0,15733539.0
2024-07-19,0.0,137864424.0,119869966.0,52698903.0,68205385.0,83238811.0,52116864.0,28388184.0,19501983.0,15335539.0
2024-07-22,1448375829.0,139871961.0,117621353.0,52740903.0,68253385.0,85779760.0,0.0,28382148.0,19423983.0,14859539.0
2024-07-23,0.0,142185030.0,117657354.0,53118903.0,68263385.0,83856690.0,0.0,28372148.0,19563983.0,14861589.0
2024-07-24,1448197829.0,142175030.0,117651353.0,53332903.0,67093385.0,83575913.0,0.0,0.0,19619983.0,14871589.0
2024-07-25,1447944597.0,142122051.0,117695354.0,53550903.0,22965385.0,84448377.0,52130864.0,28368112.0,19709983.0,0.0
2024-07-26,0.0,136731089.0,117637354.0,53660903.0,67075385.0,84456377.0,52140864.0,0.0,19735983.0,14855589.0
2024-07-29,0.0,136720903.0,117657354.0,53850903.0,24227385.0,83968377.0,52150864.0,28364112.0,19811983.0,14803589.0
2024-07-30,1447964597.0,138572820.0,117638372.0,54268903.0,67061385.0,80521442.0,52148864.0,28384112.0,20031983.0,14813589.0
2024-07-31,1447891805.0,138698743.0,0.0,54276644.0,67063385.0,80403442.0,52158864.0,28398112.0,20093983.0,14809589.0
2024-08-01,0.0,138388743.0,117712372.0,54296644.0,0.0,80290213.0,52174864.0,28430112.0,20107983.0,14905589.0
2024-08-02,1447881239.0,138533424.0,117640372.0,54270534.0,29603385.0,78731538.0,52162864.0,28370112.0,20087983.0,14865571.0
2024-08-05,1447881089.0,138507424.0,117665580.0,54240534.0,33015385.0,78589538.0,0.0,28362112.0,20075983.0,14843571.0
2024-08-06,0.0,138069438.0,117678206.0,54228534.0,27001385.0,78245538.0,0.0,28346112.0,20467983.0,14865584.0
2024-08-07,1447885089.0,145796333.0,117682206.0,54278534.0,20605384.0,77580538.0,52163408.0,28332038.0,21087983.0,14939658.0
2024-08-08,1447865089.0,146234103.0,117728206.0,54594534.0,19239384.0,77933750.0,52143408.0,28313928.0,20883983.0,14903621.0
2024-08-09,0.0,145652048.0,117726206.0,55144534.0,19253384.0,77802405.0,52153408.0,28335928.0,21103983.0,14965621.0
2024-08-12,1447855089.0,218110032.0,117678205.0,55344534.0,66994795.0,77949562.0,0.0,28389928.0,21277983.0,14987621.0
2024-08-13,1447854826.0,213689205.0,117678206.0,55434422.0,67060795.0,80042436.0,52319408.0,28491591.0,21637983.0,15357803.0
2024-08-14,0.0,213916738.0,117678205.0,55422422.0,67012795.0,79905676.0,52325408.0,28503591.0,21823983.0,15411803.0
2024-08-15,1447834826.0,213533242.0,117778206.0,57086422.0,66980795.0,81237653.0,52565408.0,28257535.0,21345983.0,15231636.0
2024-08-16,1447460826.0,0.0,117678205.0,57820422.0,67050795.0,81205154.0,52787408.0,28247535.0,21385983.0,15227636.0
2024-08-19,1447138826.0,215669189.0,117678206.0,58048422.0,66864795.0,78679361.0,52917408.0,28147535.0,21343983.0,0.0
2024-08-20,1446852826.0,213892554.0,117678360.0,58107922.0,66868795.0,80305987.0,53129408.0,0.0,21217983.0,15207636.0
2024-08-21,1446546826.0,213968554.0,117778361.0,58150990.0,66884795.0,80427986.0,53141408.0,0.0,21087983.0,15241636.0
2024-08-22,1446214826.0,213923477.0,117727334.0,58412990.0,66886795.0,80321223.0,53281408.0,28108535.0,21011983.0,15259636.0
2024-08-23,1446094026.0,213959477.0,117727333.0,58578990.0,0.0,80165224.0,53483408.0,28116535.0,20517983.0,15255636.0
2024-08-26,0.0,218075816.0,117678362.0,58614990.0,66872607.0,80018195.0,0.0,0.0,20467983.0,0.0
2024-08-27,1446088026.0,218068722.0,118640494.0,58806990.0,66860607.0,79037583.0,0.0,28124535.0,20507983.0,15237636.0
2024-08-28,1446085990.0,218048722.0,118804505.0,58808954.0,0.0,78861204.0,53475408.0,28134461.0,20525983.0,15213636.0
2024-08-29,1446089990.0,218040402.0,120321214.0,59476954.0,66854927.0,77056574.0,0.0,28080387.0,20521983.0,15209636.0
2024-08-30,1446089916.0,220924633.0,120321504.0,56161336.0,0.0,77212873.0,53485408.0,28093255.0,20543983.0,15173636.0
2024-09-02,1446085804.0,227828633.0,117678361.0,56259019.0,66858927.0,80058764.0,53473408.0,28077255.0,20651983.0,15187184.0
2024-09-03,0.0,227661879.0,120321130.0,56995019.0,0.0,77730157.0,53467408.0,28069069.0,20563983.0,15001184.0
2024-09-04,1446045768.0,227663879.0,117737827.0,57095019.0,66862927.0,80727568.0,53479408.0,28103069.0,20679983.0,14999220.0
2024-09-05,1445957768.0,227723879.0,119638541.0,57061019.0,66876927.0,79583392.0,53463993.0,0.0,20585983.0,0.0
2024-09-09,0.0,225048154.0,117648256.0,60012637.0,66545034.0,81935677.0,53473993.0,28083069.0,20255983.0,0.0
2024-09-10,0.0,0.0,0.0,59982637.0,66543034.0,81796839.0,0.0,28063069.0,20223983.0,14983220.0
2024-09-11,1445959768.0,225051924.0,117650802.0,59978637.0,66547034.0,82269747.0,0.0,28091069.0,20203983.0,14947220.0
2024-09-12,0.0,223541939.0,117581115.0,60364637.0,66537034.0,82939198.0,53493993.0,0.0,20259983.0,14897220.0
2024-09-13,0.0,223497903.0,117648289.0,60571131.0,0.0,83248137.0,53501993.0,28084881.0,20339983.0,14885220.0
2024-09-16,0.0,223517867.0,117581115.0,60725131.0,66280534.0,83665311.0,0.0,28108881.0,20591983.0,14911220.0
2024-09-17,0.0,223423467.0,117578602.0,60931131.0,0.0,84030251.0,53507993.0,28106602.0,20585983.0,14925335.0
2024-09-19,0.0,223425245.0,0.0,60935131.0,0.0,84296356.0,53497993.0,28042602.0,0.0,14917335.0
2024-09-20,0.0,222743697.0,0.0,61215131.0,66157989.0,84818356.0,0.0,0.0,0.0,14925335.0
2024-09-23,0.0,222134005.0,0.0,61500603.0,66003748.0,86335554.0,53479993.0,0.0,20561983.0,14891335.0
2024-09-24,0.0,226958005.0,0.0,61626603.0,0.0,86694563.0,53471993.0,28048602.0,20507983.0,14889147.0
2024-09-25,0.0,227284005.0,0.0,61832603.0,0.0,86996197.0,53467993.0,28068602.0,20519983.0,0.0
2024-09-26,1445949656.0,226953931.0,0.0,61694603.0,65969748.0,87618161.0,53457993.0,28042602.0,20809983.0,14902147.0
2024-09-27,1445947656.0,225975931.0,0.0,61924603.0,65977748.0,88026161.0,53447882.0,28026552.0,20839983.0,14904075.0
2024-09-30,1445929468.0,227459041.0,118120602.0,62252603.0,65961748.0,89332944.0,53449882.0,28104516.0,21365983.0,15250075.0
2024-10-02,1445807340.0,224054615.0,118121619.0,63838603.0,66210248.0,92806466.0,53467882.0,28112516.0,22199983.0,15284038.0
2024-10-03,1444916565.0,222602508.0,118121620.0,66076585.0,66386248.0,95646612.0,53465882.0,28169829.0,25575983.0,15020551.0
2024-10-04,1444910267.0,220282191.0,117579614.0,67734001.0,66210248.0,95400638.0,53499882.0,28336832.0,0.0,15094815.0
2024-10-07,0.0,219968100.0,117611619.0,70197983.0,66268248.0,94991727.0,53514406.0,27344847.0,0.0,14224555.0
2024-10-08,1444916267.0,218685527.0,117579619.0,71669983.0,66321059.0,95685475.0,53510406.0,27406659.0,0.0,13352555.0
2024-10-09,1444886267.0,215388193.0,117419024.0,71883855.0,66170318.0,98432774.0,53656406.0,28581909.0,0.0,13554741.0
2024-10-10,1445108267.0,213796782.0,119647622.0,74656225.0,66016318.0,95864121.0,54236406.0,27129797.0,24847983.0,14160483.0
2024-10-14,1445098079.0,213538293.0,117439259.0,75784095.0,0.0,99520234.0,54392406.0,27119874.0,25073983.0,12954898.0
2024-10-15,0.0,212201828.0,117439258.0,76483819.0,0.0,100845624.0,54982406.0,27121874.0,24591983.0,12818898.0
2024-10-16,1445097664.0,202269903.0,117764195.0,77043819.0,0.0,100446687.0,55022406.0,0.0,24405983.0,22827752.0
2024-10-17,1444897664.0,202063903.0,119647609.0,78921819.0,0.0,97362944.0,55044331.0,27119838.0,23241983.0,22873752.0
2024-10-18,1444917664.0,203349224.0,116749755.0,79517819.0,0.0,100352798.0,55054331.0,27179838.0,23177983.0,22985752.0
2024-10-21,1444035499.0,203562238.0,118135115.0,79629819.0,0.0,100032879.0,55100331.0,27219838.0,23113983.0,23857917.0
2024-10-22,1444031499.0,203766713.0,117114322.0,79689819.0,66006130.0,100976231.0,55050331.0,27223620.0,23139983.0,23877917.0
2024-10-23,1444021499.0,203498713.0,118135079.0,80119819.0,66032130.0,99709474.0,55042331.0,27199620.0,23151983.0,23883917.0
2024-10-24,1444020933.0,203508713.0,116093532.0,80351819.0,66038130.0,101769021.0,55040331.0,27179620.0,23261983.0,23890031.0
2024-10-25,1444106933.0,203601734.0,118135093.0,80799819.0,65998130.0,99353106.0,55078331.0,27239620.0,23275983.0,23910031.0
2024-10-28,1444126933.0,203149563.0,118730988.0,81115819.0,65994130.0,98421111.0,55124331.0,0.0,23627983.0,23974031.0
2024-10-29,1444206933.0,202995448.0,118135111.0,81363571.0,0.0,98908385.0,55116331.0,0.0,23617983.0,23996031.0
2024-10-30,1444216933.0,202785719.0,117114303.0,80989571.0,0.0,99829193.0,55106331.0,0.0,23613983.0,24035957.0
2024-10-31,1444210933.0,202802899.0,117114307.0,81087571.0,0.0,99777189.0,0.0,27242941.0,23661983.0,24021957.0
2024-11-01,0.0,202946675.0,117114325.0,81241571.0,0.0,99719171.0,55116331.0,27238941.0,23619983.0,24062423.0
2024-11-04,1443907789.0,203412895.0,117114323.0,81455571.0,0.0,98833960.0,55278331.0,27236902.0,23675983.0,24098423.0
2024-11-05,1443839789.0,203400629.0,117114320.0,81613571.0,0.0,98463127.0,55304331.0,27246902.0,23761983.0,24246423.0
2024-11-06,1443843789.0,203424079.0,117116322.0,81845571.0,0.0,98241125.0,55386331.0,27266902.0,24119983.0,24256423.0
2024-11-07,0.0,203218079.0,0.0,81821571.0,66016130.0,97979125.0,55380929.0,27260902.0,24411983.0,24206423.0
2024-11-08,0.0,203166079.0,117114324.0,81717571.0,66010130.0,97909123.0,55372929.0,27246902.0,24377983.0,24232423.0
2024-11-11,0.0,203408629.0,117114305.0,81763571.0,65994130.0,97189142.0,55394929.0,27262714.0,24373983.0,24250423.0
2024-11-12,0.0,203468629.0,117114920.0,82093571.0,65998130.0,96882490.0,55394452.0,27246714.0,24271983.0,24244423.0
2024-11-13,0.0,202998629.0,117114931.0,82331571.0,65994130.0,96608366.0,55342452.0,27266714.0,24693983.0,24304423.0
2024-11-14,1443845789.0,202987198.0,117114921.0,82633571.0,65993011.0,96361938.0,55368210.0,27310714.0,24963983.0,24472423.0
2024-11-15,1443885789.0,202652251.0,117114934.0,82615571.0,66019011.0,96179641.0,55418210.0,27322714.0,25409983.0,24434423.0
2024-11-18,1443845789.0,204394213.0,117116927.0,82731571.0,66019615.0,96047648.0,55486210.0,27362714.0,25659983.0,24392423.0
2024-11-19,1443857789.0,203100213.0,117114924.0,82635571.0,66025215.0,96828995.0,55104210.0,27390375.0,25737983.0,24420235.0
2024-11-20,1443849283.0,202982213.0,117568133.0,82875571.0,66019215.0,95258318.0,55134210.0,27416375.0,26135983.0,24518235.0
2024-11-21,0.0,203312760.0,117114922.0,83257571.0,66018668.0,95668316.0,55124210.0,27372301.0,26029983.0,24522235.0
2024-11-22,1443819283.0,203159310.0,117114933.0,83466178.0,0.0,95621739.0,0.0,27316113.0,25995983.0,24540235.0
2024-11-25,0.0,203323310.0,117114932.0,83592178.0,0.0,95510747.0,0.0,27296113.0,26009983.0,24554235.0
2024-11-26,1443829283.0,204072439.0,0.0,84638178.0,0.0,94623447.0,0.0,27317925.0,26015983.0,24572199.0
2024-11-27,0.0,204659221.0,117114931.0,84704178.0,65554668.0,94398012.0,0.0,0.0,25889983.0,24566199.0
2024-11-28,1443825283.0,206846459.0,117114934.0,84726678.0,0.0,92458615.0,0.0,27311813.0,25945983.0,24554199.0
2024-11-29,1443827131.0,206984459.0,0.0,84794490.0,0.0,92234615.0,55104210.0,0.0,25985983.0,24574199.0
2024-12-02,1443825131.0,206968459.0,117114919.0,84810490.0,0.0,92144024.0,0.0,27331813.0,26085983.0,0.0
2024-12-03,0.0,206894667.0,117114933.0,84858490.0,0.0,92208010.0,55094210.0,0.0,25983983.0,24552199.0
2024-12-04,0.0,206770153.0,117114931.0,85050490.0,0.0,92020012.0,0.0,0.0,26211983.0,24551142.0
2024-12-05,1443819131.0,206820117.0,117116934.0,85170490.0,65546594.0,91937443.0,54754853.0,27351813.0,26071983.0,24545142.0
2024-12-06,0.0,206808117.0,117114934.0,85208490.0,0.0,92423332.0,0.0,27357813.0,26121983.0,24487142.0
2024-12-09,1443815131.0,207117967.0,117114932.0,84920490.0,65556594.0,92105334.0,54744664.0,0.0,26321983.0,24981142.0
2024-12-10,0.0,207105967.0,117114934.0,85002490.0,65546594.0,91909509.0,0.0,27337625.0,26319983.0,24993142.0
2024-12-11,0.0,207179967.0,117116934.0,85294490.0,0.0,91709509.0,54754718.0,27351571.0,26599983.0,24965142.0
2024-12-12,1443819095.0,207117967.0,117114933.0,85378490.0,0.0,91415576.0,54764664.0,27403646.0,27217983.0,24991142.0
2024-12-13,0.0,207200008.0,117114934.0,85602490.0,65260553.0,91092458.0,54790664.0,27411610.0,27417983.0,24999142.0
2024-12-16,1443813095.0,207723159.0,117116028.0,85596490.0,0.0,91043701.0,54794646.0,0.0,27395983.0,25035142.0
2024-12-17,0.0,207211710.0,117114934.0,85590490.0,0.0,89878239.0,54798646.0,27427610.0,27771983.0,25587142.0
2024-12-18,1443815095.0,206113936.0,117114933.0,85862490.0,65260213.0,89251388.0,54842646.0,27483610.0,28451983.0,25853142.0
2024-12-19,0.0,206407697.0,117114934.0,85738490.0,65262213.0,88734887.0,0.0,27507798.0,28733983.0,25861142.0
2024-12-20,1443813095.0,206112565.0,117114928.0,86040340.0,65290213.0,88348893.0,54872646.0,27481686.0,28667983.0,25869142.0
2024-12-23,1443707095.0,206141999.0,117307669.0,86424340.0,65332213.0,87969109.0,54860646.0,0.0,28675983.0,25873142.0
2024-12-27,1443670983.0,206371279.0,117307672.0,86546340.0,65340213.0,87876962.0,54850646.0,27469686.0,28663983.0,25887142.0
2024-12-30,1443672983.0,206115243.0,117307664.0,87424340.0,65294213.0,87760970.0,0.0,0.0,28589983.0,25915142.0
2025-01-02,1443676983.0,206027783.0,119399402.0,87842340.0,65266213.0,85608503.0,54820646.0,0.0,28627983.0,25893142.0
2025-01-03,1443666983.0,206122880.0,117425731.0,88103758.0,0.0,87452721.0,54810646.0,27408555.0,28185517.0,25865142.0
2025-01-06,1443975983.0,205686217.0,117118412.0,88509758.0,64943213.0,88015703.0,0.0,0.0,28271517.0,25711142.0
2025-01-07,0.0,205874738.0,0.0,88499758.0,64650228.0,87811703.0,54811320.0,0.0,28425517.0,25709142.0
