date,CITIBANK N.A.,BRIGHT SMART SECURITIES INTERNATIONAL,UBS SECURITIES HONG KONG LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,HANG SENG BANK LTD,HANG SENG SECURITIES LTD
2024-07-22,35.94228147188905,18.68322005022785,0.0,16.574515368892502,12.307740615312904,10.294401840153872,0.0,6.197840653523815
2024-07-24,35.943778332584294,18.683998135997822,0.0,16.564794076339506,12.308253186369047,10.294830563230551,0.0,6.204345705478785
2024-07-25,35.94452680968684,18.68438720318657,0.0,16.56305665907072,12.308509487907441,10.295044938160196,0.0,6.204474901988231
2024-07-26,35.94752102984203,18.685943633990274,0.0,16.556106266351364,12.309534800812077,10.295902527167158,0.0,6.204991741837097
2024-07-30,35.95126450660833,18.687889537180432,0.0,16.543251156043475,12.310816682182773,10.296974714366563,0.0,6.209803403618425
2024-07-31,35.95201329552405,18.6861959776391,0.0,16.54359571702806,12.31107309049557,10.29718917860412,0.0,6.209932740709101
2024-08-01,35.95800472992674,18.672644961209823,0.0,16.54635272169727,12.31312474157397,10.298905214170432,0.0,6.210967631421764
2024-08-02,35.95725569142017,18.672255992739505,0.0,16.546008045861534,12.312868247793604,10.300773770965518,0.0,6.210838251219666
2024-08-05,35.95875379964094,18.668867587269432,0.0,16.54669741189344,12.313381246040787,10.301202938141095,0.0,6.211097017014304
2024-08-08,35.95800472992674,18.66847868938421,0.0,16.54635272169727,12.31312474157397,10.303071485996046,0.0,6.210967631421764
2024-08-14,35.96549683173396,18.672368397502808,0.0,16.528964570539042,12.31569026724264,10.305218203008845,0.0,6.2122617299727105
2024-08-20,35.97074316089784,18.675092157759504,0.0,16.510536931152703,12.31748677141231,10.30672143726282,0.0,6.219419541514821
2024-08-21,35.86828870818536,18.621900419745643,0.0,16.46351043471075,12.567230399591095,10.277365093431074,0.0,6.201704944336081
2024-08-22,35.849195253086954,18.629255404477576,0.0,16.46377665512311,12.57219400618485,10.281424285116286,0.0,6.204154396011227
2024-08-27,30.546869457776655,15.873869104137139,14.790641067050778,14.02867854398295,10.712685916476776,8.760735722524144,0.0,5.286520188051554
2024-08-29,30.559590036166345,15.838836609427279,14.796800307341746,14.034520481578856,10.71714698117452,8.764383940082537,0.0,5.288721644228716
2024-08-30,30.55589831487351,15.839678663360937,14.797586962587427,14.035266611074976,10.717716746239697,8.764849888696997,0.0,5.289002813166459
2024-09-03,30.55481537327825,15.839117284123997,14.797062516463605,14.034769182596287,10.717336896131837,8.76808338351973,0.0,5.288815363886298
2024-09-09,30.478734786818634,15.799678350611973,14.76021826849879,14.24882006445644,10.690651044282243,8.746251115257085,0.0,5.275646370074835
2024-09-10,30.479273554909376,15.799957639191334,14.76047918269589,14.24907193874306,10.687304650896486,8.748173406667759,0.0,5.275739626896094
2024-09-23,30.48196768110007,15.801354230209519,14.761783892057862,14.241492236400429,10.688249323915548,8.7489466758552,0.0,5.276205960461377
2024-09-24,30.481428817760296,15.801074892254618,14.761522931733639,14.241240473845265,10.688060375951714,8.750559821301257,0.0,5.276112687153207
2024-09-27,30.484123324997608,15.79363184834638,14.762827825628577,14.242499375642634,10.689005182581612,8.751333356128315,0.0,5.276579086674875
2024-09-30,30.48358438544043,15.793352627164134,14.762566828393847,14.242247577477904,10.688816207892778,8.752946573456878,0.0,5.2764858001740285
2024-10-02,30.48368462675547,15.788100738412403,14.762615373180884,14.247269397371836,10.688851356679066,8.75297535638686,0.0,5.2765031512134835
2024-10-04,30.505796931501255,15.730553420889137,14.773323903136287,14.248757987424785,10.696604853064928,8.759324603890324,0.0,5.2856383000932805
2024-10-07,30.491770774732647,15.7233207231552,14.766531326711416,14.242206599380788,10.691686697446904,8.755297183778756,0.0,5.329186694794289
2024-10-08,30.49181391235592,15.723342967408934,14.766552217366478,14.242085275256592,10.691701823296967,8.755309570160458,0.0,5.329194234154652
2024-10-09,30.515018062506872,15.735308369406317,14.777789505375925,14.235225863275696,10.66444300079363,8.738965468688976,0.0,5.333249729952586
2024-10-10,30.519910007525336,15.737830939218794,14.780158572751425,14.237507950807347,10.65897158613551,8.731516225930637,0.0,5.334104717630955
2024-10-16,30.53396207019199,15.745076995532218,14.786963694864703,14.244063224197484,10.663879219763968,8.735536415149788,0.0,5.290518380299853
2024-10-17,29.0159619210471,14.96230831413504,14.051827748779356,13.535917650129669,10.133722988847978,8.301248013579942,4.971513836479141,5.027499527001774
2024-10-18,29.018403556444877,14.963567362575741,14.053010182094102,13.528641869830672,10.134575721451784,8.301946547064746,4.971932179465553,5.0279225810725245
2024-10-22,29.018891932835363,14.963819197691453,14.05324669263731,13.520454612888836,10.134746285194215,8.30376925635454,4.972015856511633,5.033056165886655
2024-10-24,29.013624866791048,14.964574753901418,14.053956272034693,13.521137290439892,10.135258010870063,8.305871605428067,4.972266904550026,5.033310295984794
2024-10-25,29.013624866791048,14.964574753901418,14.053956272034693,13.504306555808451,10.152088745501503,8.305871605428067,4.972266904550026,5.033310295984794
2024-10-30,29.01557828078393,14.965582280877316,14.05490248937097,13.505215766619285,10.152772259964225,8.29969807163855,4.972601674706885,5.033649176038833
2024-11-01,29.018020418201747,14.966841880397055,14.056085440230706,13.497935810073958,10.153626782482807,8.300396627532255,4.9730202007998745,5.034072840281605
2024-11-07,29.017531957831377,14.966589943530836,14.055848834128668,13.497708599305271,10.153455866471747,8.301940207059044,4.972936489945236,5.033988101727818
2024-11-11,28.855416477502487,15.441655574037968,13.977321456662988,13.422299446104521,10.096730422792275,8.255558832299641,4.9451536313312054,5.005864159268912
2024-11-14,28.87668456475627,15.389382030288553,13.987623539550832,13.432192446123729,10.10417228882035,8.261643649883577,4.948798491525704,4.999502989050984
2024-11-15,28.891203517717383,15.346840526621186,13.994656398456536,13.438946038969629,10.109252581256394,8.265797534491249,4.951286705584744,5.002016696902874
2024-11-18,28.862375909079773,15.33152746732776,13.980692546884029,13.525316556048207,10.099165581008982,8.257549931505242,4.946346317576551,4.997025690569452
2024-11-19,28.861892674541423,15.331270775930586,13.98045847213114,13.525090105525816,10.098996493556424,8.259085949213754,4.94626350230913,4.996942026791727
2024-11-20,28.84047894233654,15.337690640566306,13.986312693366166,13.522378781353247,10.103225379171505,8.262544384889676,4.948334716274464,4.999034462042098
2024-11-21,28.83928701988891,15.33794754698582,13.986546964196139,13.522605281287131,10.103394608263324,8.262682782562687,4.948417600913639,4.999118195902349
2024-11-22,28.838095057511186,15.338204462011849,13.986781242874324,13.522831788808896,10.103563843024416,8.262821184872099,4.948500488329497,4.999201932567733
2024-11-25,28.83690305520138,15.33846138564482,13.987015529401106,13.523058303918917,10.103733083455065,8.262959591818145,4.948583378522177,4.99928567203839
2024-11-29,28.83642002879408,15.338204462011849,13.986781242874324,13.522831788808896,10.103563843024416,8.26449621358921,4.948500488329497,4.999201932567733
2024-12-03,28.833552941651792,15.33846138564482,13.987015529401106,13.523058303918917,10.103733083455065,8.266309705367732,4.948583378522177,4.99928567203839
2024-12-05,28.838320935756677,15.337433742752872,13.986078430384003,13.522152289006858,10.103056155748671,8.265755880952245,4.948251834411833,4.998950730986838
2024-12-09,28.843152003781185,15.340003108212727,13.98842141340454,13.507665302547586,10.104748645115599,8.26714058115805,4.949080777999349,4.9997881677809675
2024-12-30,28.87653053983592,15.242030918547886,14.00460941631195,13.523296953805996,10.116442294857167,8.27670767181172,4.954808067137671,5.005574137691691
2025-01-03,28.867660562971842,15.241775289012821,14.0043745400141,13.533132963700462,10.116272628396432,8.276568860196303,4.954724968284945,5.005490187423096
2025-01-07,28.85879088362586,15.24151966805212,14.004139671594507,13.542968643674003,10.116102967626677,8.276430053236927,4.9546418722195344,5.005406239970373
2025-01-15,28.858928822277143,15.241592519152325,14.004206608291417,13.563158762600002,10.116151320366233,8.27646961274597,4.954665554314192,4.984826800252721
2025-01-17,28.857735684304135,15.241848142556675,14.004441478956275,13.563386236258825,10.11632098275789,8.276608421032295,4.954748651173974,4.9849104029599305
2025-01-20,28.856542506309186,15.242103774535515,14.004676357499502,13.5636137175479,10.116490650840605,8.276747233974724,4.95483175082111,4.984994008471462
2025-01-22,28.854156030245388,15.242615064218379,14.005146138222646,13.564068703018325,10.11683000408036,8.277024873828843,4.954997958478005,4.985161227908056
2025-01-23,28.85296273217251,15.242870721923268,14.005381040403359,13.564296207200446,10.116999689237973,8.277163700741,4.955081066488046,4.985244841833399
2025-02-07,28.841553470379356,15.245705773637644,14.007985928960995,13.56681905751638,10.117057853470698,8.278703186810784,4.956002671829237,4.986172057394907
2025-02-10,28.84106964178163,15.245450020824142,14.007750939393047,13.566591468699194,10.116888135777806,8.280241848258555,4.955919532901735,4.986088412363893
2025-02-11,28.829130443689653,15.248007935155957,14.01010118991602,13.568867700539137,10.118585568987095,8.281631125011005,4.956751047719809,4.986924988981327
2025-02-12,28.828646750465843,15.247752105097915,14.00986612937461,13.568640042983724,10.118415800034688,8.283169969674054,4.956667883682012,4.986841318687159
2025-02-17,28.826038140684673,15.25347425999087,14.015123732165454,13.578767331940936,10.093077280735944,8.28627846601138,4.9585280150107405,4.988712773459998
2025-02-21,28.80925391111992,15.25347425999087,14.015123732165454,13.578767331940936,10.1098615103007,8.28627846601138,4.9585280150107405,4.988712773459998
2025-02-24,28.81409013415503,15.25603486790558,14.017476457593284,13.581046806014156,10.094771610377068,8.28766948748373,4.959360405446135,4.989550231025022
2025-02-25,28.813606438785435,15.255778768428216,14.017241149505317,13.580818824168336,10.094602151814874,8.289209040854924,4.959277153826767,4.989466472616136
2025-02-26,28.81400016558692,15.255987232751883,14.017432689690859,13.577959239968143,10.0947400906538,8.291001009166974,4.959344920433338,4.989534651748087
2025-02-27,28.814483874175735,15.256243339228353,14.017668004209712,13.576508449271302,10.094909553847238,8.291140192493657,4.959428174327943,4.98961841244606
2025-03-06,28.80133632596059,15.259061078085931,14.020256985451676,13.579015950925355,10.096774024561366,8.292671517563305,4.960344151686684,4.990539965765093
2025-03-07,28.800852748783708,15.258804876998786,14.020021584003095,13.57878795795572,10.096604498764954,8.294211292332951,4.960260867036483,4.990456174124301
2025-03-11,28.803982623122426,15.25957350607137,14.020727812064507,13.571076489385003,10.097113093233178,8.296308189257545,4.960510729377652,4.99070755748832
2025-03-13,28.77882058792532,15.261367275082922,14.022375954265772,13.589464689571889,10.098300012943978,8.297283423626595,4.961093839411776,4.99129421717175
2025-03-17,28.78421258949088,15.264226645778415,14.025003187472477,13.592010812497863,10.100192031045033,8.300517609250694,4.962023350253517,4.971813774211123
2025-03-18,28.755494022828465,15.27038247687493,14.030659258543334,13.597490584027547,10.104265285303395,8.303865082110077,4.964024459012577,4.973818831299675
2025-03-20,28.755977204757137,15.270639066897376,14.030895017351572,13.596038752558107,10.104435068454553,8.304004612926088,4.964107870096044,4.973902406959125
2025-03-24,28.782577240370006,15.284764809873119,14.04387396445827,13.606933580150537,10.113781936785788,8.236002064524186,4.96869980050378,4.96336660333432
2025-03-25,28.782577240370006,15.284764809873119,14.04387396445827,13.605251714124217,10.113781936785788,8.237683930550505,4.96869980050378,4.96336660333432
2025-03-31,28.783061332899894,15.285021883463292,14.044110167575877,13.603798645765607,10.113952039909064,8.237822479688099,4.96878336878318,4.9634500819149805
2025-04-01,28.782577240370006,15.284764809873119,14.04387396445827,13.603569848097896,10.113781936785788,8.239365796576823,4.96869980050378,4.96336660333432
2025-04-02,28.784029566812876,15.282172154805146,14.044582597648015,13.602574313299817,10.114292263321925,8.23978154283606,4.968950513775447,4.9636170475007155
2025-04-08,28.7845137081976,15.282429197759173,14.044818824603345,13.60280310576783,10.114462383612087,8.238238155065295,4.969034090488597,4.9637005345060725
2025-04-09,28.785966230074607,15.278154186334481,14.045527553151205,13.603489529353094,10.114972778820956,8.238653872394046,4.96928483749781,4.963951012373801
2025-04-10,28.78548203982765,15.277897202317012,14.04529130235454,13.60326071379408,10.114802641361313,8.2401973310533,4.969201252349635,4.963867516942473
2025-04-15,28.784997865868924,15.277640226944522,14.045055059505387,13.603031905932452,10.11463250962512,8.241740737790375,4.969117670013278,4.963784024319944
2025-04-16,28.834137349022615,15.270705158096783,14.038679505273121,13.580044562379598,10.110041115157006,8.237999516070742,4.966862009280198,4.96153078471994
2025-04-17,28.85208508459767,15.226377075845459,14.047417845683094,13.580085974462024,10.11633408457695,8.243127237950965,4.96995361992564,4.964619076958193
2025-04-22,28.854026718723375,15.227401752337801,14.048363182763143,13.572587843678052,10.117014874870893,8.245364372289817,4.970288078649275,4.964953176687646
2025-04-23,28.856302442488964,15.154232454837729,14.042920729414801,13.557239198460916,10.215742865789945,8.242170049196623,4.968362547493514,4.963029712317507
2025-04-25,28.87140289554167,15.152448668717131,14.041267754434744,13.547235622899024,10.214540383223445,8.242881427378295,4.967777727630103,4.962445520175587
2025-04-28,28.963966383659283,15.183341914386588,14.069895492679056,13.608555760546759,10.23536608026811,8.259687249759065,4.977906174927719,4.701280943773421
2025-04-29,28.96445442959321,15.1835977553231,14.070132571924177,13.60878506616801,10.235538547282177,8.259826426373357,4.977990053179612,4.6996751501563585
2025-05-02,29.006323216451964,15.17464844954862,14.061839549367683,13.600763964665,10.229505657995839,8.254958033945888,4.975055995267506,4.696905132757503
