date,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,KGI ASIA LTD,THE HONGKONG AND SHANGHAI BANKING,REALINK FINANCIAL TRADE LTD,NANYANG COMMERCIAL BANK LTD,TOTAL_CCASS_PCT
2025-02-04,1.5115,1.5775000000000001,1.4184999999999999,1.1835,1.113,0.697,0.5775,8.0785
2025-02-05,1.5265,1.5775000000000001,1.4184999999999999,1.1835,1.113,0.697,0.5775,8.0935
2025-02-12,1.5310000000000001,1.5775000000000001,1.419,1.1835,1.113,0.697,0.573,8.094
2025-02-13,1.5305,1.5775000000000001,1.419,1.1835,1.113,0.7015,0.5665,8.0915
2025-02-18,1.5310000000000001,1.5775000000000001,1.419,1.1835,1.113,0.7015,0.5665,8.092
2025-02-20,1.5310000000000001,1.5775000000000001,1.4184999999999999,1.1835,1.113,0.7015,0.5665,8.0915
2025-02-21,1.536,1.569,1.4184999999999999,1.1835,1.113,0.7065,0.5665,8.093
2025-02-24,1.536,1.569,1.4184999999999999,1.1835,1.113,0.7065,0.565,8.0915
2025-02-26,1.533,1.569,1.4184999999999999,1.1835,1.1004999999999998,0.7065,0.5575,8.0685
2025-02-27,1.5315,1.564,1.417,1.1835,1.1004999999999998,0.7065,0.553,8.056000000000001
2025-02-28,1.5315,1.5575,1.417,1.1835,1.088,0.7065,0.553,8.036999999999999
2025-03-04,1.532,1.5575,1.417,1.1835,1.088,0.709,0.553,8.04
2025-03-06,1.532,1.5514999999999999,1.417,1.1835,1.088,0.709,0.553,8.033999999999999
2025-03-07,1.5334999999999999,1.5455,1.419,1.1835,1.088,0.711,0.553,8.0335
2025-03-10,1.5395,1.545,1.419,1.1835,1.0505,0.7235,0.553,8.014000000000001
2025-03-11,1.539,1.545,1.419,1.1835,1.0505,0.7235,0.553,8.0135
2025-03-12,1.5385,1.545,1.419,1.1835,1.0505,0.7235,0.553,8.013
2025-03-21,1.532,1.5345,1.419,1.1835,1.0425,0.7235,0.553,7.988
2025-03-25,1.516,1.5345,1.419,1.1835,1.0405,0.7235,0.553,7.969999999999999
2025-03-26,1.516,1.5334999999999999,1.419,1.1835,1.0405,0.7255,0.553,7.971
2025-03-28,1.524,1.5334999999999999,1.419,1.1835,1.0405,0.7255,0.553,7.979
2025-03-31,1.525,1.5334999999999999,1.419,1.1835,1.0405,0.7255,0.553,7.9799999999999995
2025-04-02,1.525,1.5325,1.419,1.1835,1.0405,0.7255,0.553,7.979
2025-04-09,1.5245,1.5325,1.419,1.1835,1.0405,0.7255,0.553,7.9784999999999995
2025-04-11,1.516,1.5325,1.419,1.1835,1.0325000000000002,0.7255,0.553,7.962
2025-04-14,1.516,1.5325,1.419,1.1835,1.031,0.7255,0.553,7.9605
2025-04-16,1.5235,1.522,1.422,1.1835,1.031,0.7255,0.553,7.9605
2025-04-17,1.541,1.521,1.422,1.1835,1.0145,0.7255,0.553,7.9605
2025-04-25,1.5664999999999998,1.481,1.422,1.1835,1.0145,0.7995,0.553,8.02
2025-04-28,1.562,1.5035,1.422,1.1835,1.002,0.7945000000000001,0.553,8.0205
2025-04-29,1.562,1.4995,1.422,1.1835,1.002,0.7945000000000001,0.553,8.0165
2025-05-02,1.5650000000000002,1.4995,1.422,1.1835,1.002,0.7945000000000001,0.553,8.0195
