date,FUTU SECURITIES INTERNATIONAL,GOLDMAN SACHS (ASIA) SECURITIES LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,HUATAI FINANCIAL HOLDINGS (HONG KONG),MORGAN STANLEY HONG KONG SECURITIES LTD,PATRONS SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,TIGER BROKERS (HK) GLOBAL LTD,UBS SECURITIES HONG KONG LTD,UOB KAY HIAN (HONG KONG) LTD
2024-08-19,11078500.0,0.0,0.0,716000.0,0.0,0.0,1992500.0,1140500.0,26500.0,0.0
2024-08-21,10569000.0,0.0,0.0,718500.0,53500.0,0.0,1936000.0,1137000.0,0.0,0.0
2024-08-22,10542500.0,0.0,0.0,719500.0,74500.0,0.0,1953000.0,1249500.0,0.0,0.0
2024-08-23,10392500.0,0.0,0.0,0.0,101500.0,0.0,1991500.0,1349500.0,11000.0,0.0
2024-08-26,10684500.0,0.0,0.0,718500.0,124000.0,0.0,2028500.0,1354500.0,5500.0,0.0
2024-08-27,10622500.0,0.0,0.0,725000.0,151500.0,0.0,2024000.0,1356000.0,0.0,0.0
2024-08-28,10621000.0,0.0,0.0,719500.0,176000.0,0.0,2014000.0,1355000.0,0.0,0.0
2024-08-30,10505000.0,0.0,0.0,719000.0,225500.0,0.0,2093000.0,1349500.0,0.0,0.0
2024-09-02,10537500.0,0.0,0.0,716000.0,249500.0,0.0,2137500.0,1348500.0,0.0,0.0
2024-09-03,10801500.0,0.0,0.0,723500.0,267000.0,0.0,2202000.0,1351500.0,10000.0,0.0
2024-09-04,10590500.0,0.0,41000.0,694000.0,279500.0,0.0,2741000.0,1044500.0,0.0,21000.0
2024-09-05,10544500.0,0.0,0.0,685500.0,0.0,0.0,2520500.0,1151000.0,5500.0,0.0
2024-09-09,10474000.0,0.0,0.0,809000.0,283500.0,0.0,2488000.0,855500.0,2000.0,1000.0
2024-09-10,10636500.0,0.0,31000.0,768500.0,0.0,0.0,2659000.0,818500.0,0.0,0.0
2024-09-12,10856500.0,0.0,0.0,892000.0,0.0,0.0,2245500.0,861500.0,500.0,0.0
2024-09-13,10811000.0,0.0,0.0,673500.0,291000.0,0.0,2144000.0,919000.0,0.0,0.0
2024-09-16,10890000.0,0.0,26000.0,549000.0,303000.0,0.0,2205500.0,873500.0,48500.0,0.0
2024-09-17,11206500.0,0.0,0.0,490500.0,296000.0,0.0,2256500.0,858500.0,1000.0,0.0
2024-09-19,11226500.0,0.0,0.0,492500.0,288500.0,0.0,2242000.0,851500.0,0.0,0.0
2024-09-20,11156500.0,0.0,0.0,492000.0,288000.0,0.0,2267500.0,1091500.0,0.0,0.0
2024-09-23,11145000.0,0.0,0.0,495500.0,288500.0,0.0,2262500.0,1063000.0,0.0,0.0
2024-09-24,11149000.0,0.0,0.0,490500.0,299500.0,0.0,2271000.0,1228500.0,0.0,0.0
2024-09-25,11138000.0,0.0,0.0,486000.0,311500.0,0.0,2224000.0,1362000.0,0.0,0.0
2024-09-26,11113000.0,0.0,0.0,495000.0,338000.0,0.0,2264500.0,1335000.0,33000.0,0.0
2024-09-27,11133500.0,3000.0,0.0,482500.0,353000.0,0.0,2348000.0,1354500.0,10000.0,0.0
2024-09-30,11261500.0,0.0,0.0,476000.0,358500.0,0.0,2288000.0,1249500.0,31500.0,0.0
2024-10-02,11156500.0,0.0,0.0,407500.0,397500.0,0.0,2783000.0,1288500.0,23000.0,0.0
2024-10-03,11328500.0,0.0,0.0,444000.0,380500.0,0.0,2763000.0,1194500.0,22500.0,0.0
2024-10-04,11071001.0,0.0,0.0,192500.0,389500.0,0.0,2759000.0,1365500.0,113500.0,0.0
2024-10-07,11308001.0,500.0,0.0,209500.0,395500.0,0.0,2778500.0,1197500.0,114500.0,0.0
2024-10-08,9701501.0,0.0,0.0,215500.0,402000.0,0.0,2819500.0,1152500.0,73000.0,0.0
2024-10-09,10086501.0,0.0,0.0,187000.0,405000.0,0.0,2807000.0,1038000.0,107500.0,0.0
2024-10-10,10031501.0,0.0,0.0,187500.0,407000.0,0.0,2743000.0,712500.0,303000.0,0.0
2024-10-14,10184501.0,0.0,0.0,0.0,406000.0,0.0,2719000.0,511000.0,298500.0,0.0
2024-10-15,9918001.0,0.0,0.0,181000.0,407500.0,0.0,2556500.0,523000.0,0.0,0.0
2024-10-16,5034501.0,1000.0,0.0,182000.0,414500.0,0.0,2550500.0,542500.0,0.0,0.0
2024-10-17,4957501.0,0.0,0.0,183000.0,419500.0,0.0,2516500.0,537000.0,314000.0,0.0
2024-10-18,4984501.0,0.0,0.0,180500.0,447000.0,0.0,2503500.0,0.0,330500.0,0.0
2024-10-21,4969501.0,0.0,0.0,0.0,475500.0,0.0,2486500.0,536500.0,314500.0,0.0
2024-10-22,4864001.0,0.0,0.0,179500.0,504500.0,0.0,2470500.0,0.0,332000.0,0.0
2024-10-25,3956001.0,0.0,0.0,181000.0,498500.0,0.0,2485000.0,0.0,336500.0,0.0
2024-10-31,3986501.0,0.0,0.0,0.0,519500.0,0.0,2526500.0,562500.0,334000.0,0.0
2024-11-05,3971001.0,0.0,0.0,180500.0,532500.0,0.0,2538500.0,548500.0,328500.0,0.0
2024-11-07,4030001.0,500.0,0.0,184000.0,539000.0,0.0,0.0,549500.0,318500.0,0.0
2024-11-11,4027001.0,0.0,0.0,183000.0,544500.0,0.0,2630500.0,679000.0,283500.0,0.0
2024-11-12,3901391.0,0.0,0.0,184000.0,554000.0,0.0,2636000.0,677000.0,0.0,0.0
2024-11-20,3867891.0,0.0,0.0,187500.0,563000.0,0.0,2934000.0,667500.0,0.0,0.0
2024-11-22,3873391.0,500.0,0.0,0.0,569500.0,0.0,2910500.0,666000.0,0.0,0.0
2024-11-25,3864391.0,0.0,0.0,188500.0,572500.0,16748500.0,2904500.0,665000.0,40652057.0,0.0
2024-11-28,3957391.0,0.0,0.0,0.0,567000.0,0.0,2915000.0,666000.0,283500.0,0.0
2024-12-02,3956391.0,0.0,0.0,189500.0,560500.0,0.0,2903000.0,670500.0,0.0,0.0
2024-12-04,3968891.0,0.0,0.0,187500.0,530000.0,0.0,2855000.0,739500.0,0.0,0.0
2024-12-05,4012391.0,0.0,0.0,187000.0,518000.0,0.0,2835500.0,749000.0,0.0,0.0
2024-12-09,4031891.0,0.0,0.0,186500.0,14159888.0,0.0,2826500.0,16775137.0,40652057.0,0.0
2024-12-11,4054391.0,0.0,0.0,184500.0,14151888.0,0.0,2785500.0,16707637.0,0.0,0.0
2024-12-13,4044391.0,100100.0,0.0,0.0,14136888.0,0.0,30600730.0,0.0,40575957.0,0.0
2024-12-27,508255633.0,13920365.0,0.0,0.0,113745892.0,0.0,30488230.0,0.0,40652057.0,0.0
2025-01-02,508298133.0,13919365.0,0.0,0.0,113732392.0,0.0,30344730.0,64957320.0,40624057.0,0.0
2025-01-03,508478633.0,13912865.0,0.0,192000.0,113723392.0,16370500.0,30315230.0,64945320.0,40520057.0,0.0
2025-01-06,508488633.0,13907865.0,0.0,193000.0,113718392.0,16161000.0,30325230.0,64878320.0,40403057.0,0.0
2025-01-07,508579133.0,13899365.0,0.0,194500.0,113707892.0,15901500.0,30339230.0,66821319.0,40385557.0,0.0
2025-01-08,508396633.0,13892865.0,0.0,200000.0,113702892.0,16241500.0,30350230.0,67134485.0,40317557.0,0.0
2025-01-09,508494133.0,13882865.0,0.0,0.0,113695892.0,16296500.0,30375230.0,67901817.0,40285057.0,0.0
2025-01-10,508527133.0,13873365.0,0.0,0.0,113690392.0,16493000.0,30393230.0,67409817.0,40218557.0,0.0
2025-01-13,508390633.0,13975965.0,0.0,199500.0,113685392.0,16748500.0,30424230.0,67212817.0,40163557.0,0.0
2025-01-14,508419633.0,13857865.0,0.0,195500.0,113680392.0,0.0,30439230.0,67064817.0,40136557.0,0.0
2025-01-15,509577729.0,13856365.0,0.0,0.0,113674892.0,0.0,0.0,67073817.0,40129557.0,0.0
2025-01-20,509567729.0,13849365.0,0.0,0.0,113664392.0,0.0,30338730.0,67070817.0,40100057.0,0.0
2025-01-21,509591229.0,13845365.0,0.0,10287639.0,113659392.0,0.0,30311730.0,67072317.0,40080057.0,0.0
2025-01-22,509615229.0,13840865.0,0.0,0.0,113654392.0,0.0,30295730.0,66940817.0,60240835.0,0.0
2025-01-23,509671729.0,13836365.0,0.0,0.0,113649892.0,0.0,30273730.0,66803817.0,60216835.0,0.0
2025-01-24,550056786.0,13832365.0,0.0,10288639.0,113645392.0,0.0,30266230.0,87795832.0,60189835.0,0.0
2025-01-27,550093286.0,13829365.0,0.0,0.0,113643392.0,0.0,30260730.0,87794332.0,60173335.0,0.0
2025-02-03,550097286.0,13828365.0,0.0,0.0,113637892.0,0.0,30249730.0,0.0,60166335.0,0.0
2025-02-04,550034506.0,13826865.0,0.0,0.0,113628392.0,0.0,30260230.0,87792832.0,60132335.0,0.0
2025-02-05,549977286.0,54187922.0,0.0,10296139.0,113624392.0,0.0,30263730.0,87793832.0,60116835.0,0.0
2025-02-06,549939286.0,54182922.0,0.0,0.0,0.0,0.0,30263230.0,87774332.0,60091835.0,0.0
2025-02-07,550069786.0,54180922.0,30000.0,10319639.0,113619892.0,0.0,30245730.0,87507832.0,60041335.0,0.0
2025-02-10,550058786.0,54171922.0,0.0,0.0,113614892.0,0.0,30248730.0,87307832.0,59994335.0,0.0
2025-02-11,550489786.0,54087422.0,0.0,10334139.0,113609892.0,0.0,30819230.0,86486332.0,59596835.0,0.0
2025-02-12,550565286.0,54064922.0,0.0,0.0,113605392.0,0.0,30830730.0,86063832.0,59481335.0,0.0
2025-02-13,550511286.0,54058422.0,28000.0,10335139.0,113600892.0,0.0,30350230.0,85957332.0,59374335.0,0.0
2025-02-14,550510786.0,54043922.0,0.0,10339639.0,113595892.0,0.0,30328730.0,85953332.0,59299835.0,69602825.0
2025-02-17,550675286.0,54022922.0,0.0,10337639.0,113590392.0,0.0,30358230.0,85352832.0,59188335.0,0.0
2025-02-18,550595286.0,54007422.0,0.0,10341139.0,113584892.0,0.0,30395230.0,85252832.0,59112835.0,0.0
2025-02-19,550564786.0,53996422.0,0.0,0.0,113579392.0,0.0,30417230.0,84700332.0,59016335.0,0.0
2025-02-20,550663786.0,53962422.0,0.0,10350139.0,113573892.0,0.0,30463230.0,84258832.0,58842835.0,0.0
2025-02-21,550636786.0,53949422.0,0.0,10347139.0,113568392.0,0.0,30458730.0,84227332.0,58779335.0,0.0
2025-02-24,0.0,53929422.0,38000.0,0.0,113563392.0,0.0,30464730.0,83869832.0,58679835.0,0.0
2025-02-25,550670786.0,53911922.0,0.0,10373639.0,113558892.0,0.0,30459730.0,83404832.0,58594835.0,0.0
2025-02-26,551349786.0,53910422.0,0.0,10410139.0,113553892.0,0.0,30549730.0,80502832.0,58189335.0,0.0
2025-02-27,551277286.0,53891422.0,0.0,10424639.0,113548892.0,0.0,30629730.0,80317832.0,58086835.0,0.0
2025-02-28,551395786.0,53878922.0,137000.0,10420139.0,113544392.0,0.0,30630730.0,79883332.0,58015835.0,0.0
2025-03-03,551303286.0,53861922.0,605000.0,10426139.0,113539892.0,0.0,30575730.0,79526332.0,57929335.0,0.0
2025-03-04,551215786.0,53840422.0,1405000.0,10423139.0,113535392.0,0.0,30585730.0,79510332.0,57820335.0,0.0
2025-03-05,551164286.0,53821922.0,1805000.0,0.0,113537892.0,0.0,30583230.0,78955832.0,0.0,0.0
2025-03-06,551130286.0,53804422.0,2323500.0,0.0,113530392.0,0.0,30570730.0,78637332.0,57730335.0,0.0
2025-03-07,551154286.0,53778422.0,3111000.0,0.0,113562892.0,0.0,30572730.0,78012332.0,57592335.0,0.0
2025-03-10,551537286.0,53670422.0,6060000.0,10434639.0,113579392.0,0.0,30734230.0,73539832.0,57188835.0,0.0
2025-03-11,551671286.0,53662922.0,0.0,0.0,0.0,0.0,30721230.0,73538332.0,57151835.0,0.0
2025-03-12,551566286.0,53643922.0,6650000.0,10444639.0,113563392.0,0.0,30705730.0,73138332.0,57053335.0,0.0
2025-03-13,551442786.0,53632922.0,0.0,0.0,113552892.0,0.0,30701230.0,72922332.0,56996835.0,0.0
2025-03-14,551469286.0,53628422.0,6900000.0,0.0,113551392.0,0.0,30728730.0,72671332.0,56950335.0,0.0
2025-03-17,551179786.0,53605922.0,7530000.0,0.0,113527892.0,0.0,30691230.0,72545832.0,56812835.0,0.0
2025-03-18,551147286.0,53593422.0,7717000.0,10453639.0,113529892.0,0.0,30721730.0,72245832.0,56744835.0,0.0
2025-03-19,551343786.0,53569422.0,7837000.0,10449639.0,113525392.0,0.0,30696730.0,71404332.0,56624835.0,0.0
2025-03-20,552068286.0,53450422.0,0.0,10462139.0,113527392.0,16294500.0,31241230.0,67871332.0,55982835.0,0.0
2025-03-21,552393286.0,53386422.0,7844000.0,10485139.0,113522892.0,15944500.0,31325730.0,66696332.0,55621335.0,0.0
2025-03-24,552378286.0,0.0,0.0,10417639.0,113518892.0,15815500.0,31258230.0,66745832.0,55501335.0,0.0
2025-03-25,552728786.0,0.0,0.0,10407639.0,113495392.0,0.0,31202730.0,66747332.0,55422835.0,69612825.0
2025-03-26,552776786.0,0.0,0.0,11862139.0,113491392.0,0.0,31483730.0,64933832.0,54848335.0,69602825.0
2025-03-27,552937286.0,0.0,7834000.0,12111639.0,113466392.0,16015500.0,31358230.0,64736832.0,54817335.0,0.0
2025-03-28,0.0,53370922.0,0.0,0.0,113578392.0,0.0,31346230.0,64420832.0,54720335.0,0.0
2025-03-31,552882286.0,53360422.0,8096500.0,12098639.0,113573892.0,0.0,31293730.0,64246832.0,54664835.0,0.0
2025-04-01,552813786.0,53328922.0,8148500.0,12034639.0,113453892.0,0.0,31448230.0,64314332.0,54541835.0,0.0
2025-04-02,552788786.0,53320922.0,8253500.0,0.0,113449892.0,0.0,31418730.0,64272332.0,54480835.0,0.0
2025-04-03,552727286.0,53306422.0,8475000.0,12181139.0,113445892.0,0.0,31411230.0,64140332.0,54372335.0,0.0
2025-04-07,552762286.0,53298422.0,0.0,12184139.0,113441892.0,0.0,31407730.0,64137332.0,54363335.0,0.0
2025-04-08,552775286.0,53289922.0,8575000.0,12284639.0,113437892.0,0.0,31431230.0,64044832.0,54362835.0,0.0
2025-04-09,552337786.0,0.0,8878500.0,12207639.0,113434392.0,0.0,31470730.0,63832832.0,54275335.0,0.0
2025-04-10,552327786.0,53286422.0,0.0,0.0,113427892.0,0.0,31458230.0,63832332.0,54262835.0,0.0
2025-04-11,552306286.0,53251422.0,8928500.0,0.0,113421892.0,14515500.0,31471730.0,63822832.0,54252835.0,0.0
2025-04-14,552307286.0,53246422.0,0.0,12207139.0,113416892.0,0.0,31449230.0,0.0,54251335.0,0.0
2025-04-15,552336786.0,53238922.0,0.0,12222139.0,113411892.0,0.0,31480730.0,63680832.0,0.0,0.0
2025-04-16,552234786.0,53234922.0,0.0,0.0,113407892.0,0.0,31480230.0,63673332.0,0.0,0.0
2025-04-17,552238286.0,53234422.0,0.0,12225139.0,113404892.0,0.0,31473730.0,63663332.0,0.0,0.0
2025-04-22,552269786.0,53221922.0,9186000.0,0.0,113401892.0,0.0,31440230.0,0.0,54249335.0,0.0
2025-04-23,552330786.0,53220422.0,0.0,12220139.0,113398892.0,0.0,31460730.0,63648332.0,0.0,0.0
2025-04-24,552379786.0,53214922.0,9299000.0,0.0,113396392.0,0.0,31466230.0,63599832.0,54253335.0,0.0
2025-04-25,552358286.0,53210922.0,9351500.0,12222139.0,113393892.0,0.0,31491230.0,63516332.0,0.0,0.0
2025-04-28,552368286.0,53193922.0,10008500.0,0.0,113392892.0,0.0,31417730.0,63190332.0,0.0,0.0
2025-04-29,552226786.0,53187422.0,0.0,12226639.0,113392392.0,0.0,31392730.0,63181332.0,0.0,0.0
2025-04-30,552293786.0,53184422.0,0.0,12221639.0,113391892.0,0.0,31388230.0,63132832.0,0.0,0.0
