date,CONSTANCE CAPITAL LTD,HANG SENG SECURITIES LTD,HAITONG INTERNATIONAL SECURITIES CO LTD,MIB SECURITIES (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,BOCI SECURITIES LTD,BOCOM INTERNATIONAL SECURITIES LTD,CITIBANK N.A.,GUOYUAN SECURITIES BROKERAGE (HONG KONG)
2024-09-12,39.588754191594575,18.95377393257104,0.0,10.142465992627464,9.700134110722056,9.850082283679203,7.1650252231710025,0.8970494625926516,3.7027148030420087
2024-09-26,39.50437184875865,18.913374483720677,0.0,10.120847604777984,9.892605796106011,9.829087103679322,7.149753168589957,0.8951374262874185,3.694822568079983
2024-09-30,39.50757372362165,18.914907434518266,0.0,10.12166791113957,9.893407603205977,9.829883762516072,7.142227549084071,0.8952099782073715,3.6951220377070224
2024-10-03,39.50437184875865,18.913374483720677,0.0,10.120847604777984,9.900710254469862,9.829087103679322,7.141648710226105,0.8951374262874185,3.694822568079983
2024-10-04,39.48357230585107,18.984418269576388,0.0,10.11551885268891,9.89144731179965,9.823911967121324,7.137888543393231,0.8703655515065849,3.692877198062839
2024-10-07,39.47813603815475,18.99557284258332,0.0,10.114126104638038,9.89008541488023,9.822559368758018,7.136905768263163,0.8702457158418939,3.69236874688059
2024-10-09,39.48549134604383,18.999111973373378,0.0,10.116010502408406,9.873296725439786,9.824389443722705,7.138235469828865,0.8704078543271807,3.6930566848558555
2024-10-14,39.48901007093707,19.00080506736743,0.0,10.116911984364478,9.865265140582991,9.825264938050319,7.138871589223236,0.8704854201793427,3.693385789295136
2024-10-17,39.49124958605038,19.00269282456942,0.0,10.117485738359534,9.859343210061583,9.825822152051925,7.139276451507384,0.8705347874653524,3.6935952499344262
2024-10-18,39.491889494168156,19.00381093006746,0.0,10.117649680025682,9.860313158595657,9.8227406086348,7.13939213488039,0.8705488934327031,3.693655100195154
2024-10-21,39.497649600568835,19.007393046950256,0.0,10.119125394138841,9.846355488164946,9.824173308659457,7.140433453967926,0.8706758677131794,3.694193839836561
2024-10-22,39.49700950577082,19.00789530991244,0.0,10.118961404646027,9.847006213948212,9.824014099129439,7.140317736846637,0.870661757630698,3.6941339721157305
2024-10-24,39.49636943171909,19.013259246579853,0.0,10.118797420468322,9.842795228656422,9.823854894759606,7.1402020234758865,0.8706476480055424,3.6940741063352887
2024-10-25,39.49636943171909,19.01487980990792,0.0,10.118797420468322,9.841174665328351,9.823854894759606,7.1402020234758865,0.8706476480055424,3.6940741063352887
2024-10-29,39.49636943171909,19.015690091571958,0.0,10.118797420468322,9.840364383664317,9.823854894759606,7.1402020234758865,0.8706476480055424,3.6940741063352887
2024-10-31,39.495729378412626,19.01700247233186,0.0,10.118633441605466,9.840204916912027,9.823695695549702,7.140086313855491,0.8706335388376901,3.694014242495141
2024-11-04,39.495729378412626,19.017812740864983,0.0,10.118633441605466,9.839394648378907,9.823695695549702,7.140086313855491,0.8706335388376901,3.694014242495141
2024-11-05,39.495409359538556,19.01846890872905,0.0,10.118551454167026,9.839314923506207,9.823616097879647,7.140028460451619,0.8706264844252458,3.6939843113026476
2024-11-11,39.495409359538556,19.019279170696876,0.0,10.118551454167026,9.838504661538384,9.823616097879647,7.140028460451619,0.8706264844252458,3.6939843113026476
2024-11-13,39.495409359538556,19.02089969463252,0.0,10.118551454167026,9.83688413760274,9.823616097879647,7.140028460451619,0.8706264844252458,3.6939843113026476
2024-11-14,39.49476933734812,19.02221195907028,0.0,10.118387483275958,9.836724731123986,9.82345690640917,7.139912756456416,0.8706123759433069,3.6939244503727653
2024-11-15,39.494449334031486,19.022868075340376,0.0,10.118305499823265,9.836645029821979,9.823377312608686,7.13985490586504,0.8706053218738068,3.693894520635351
2024-11-18,39.48069409528978,19.016242736936103,0.0,10.11478146770841,9.868047378614826,9.819955998918703,7.137368216964006,0.8703021049850006,3.692608000583171
2024-11-20,39.480054549927665,19.017554587893926,0.0,10.114617618978677,9.867887526715593,9.819796926048806,7.137252599170411,0.8702880070141407,3.692548184250784
2024-11-21,39.47845577716832,19.020834029353313,0.0,10.114208020377442,9.867487919624118,9.81939926642025,7.136963571073511,0.8702527640851665,3.6923986518978817
2024-11-22,39.479734785016504,19.02549996102162,0.0,10.114535696604426,9.860518139121439,9.81971739154645,7.137194791678267,0.8702809581999884,3.692518276811305
2024-11-25,39.48165345218436,19.022374678412724,0.0,10.11502725075657,9.860187368568129,9.820194617886987,7.137541650678003,0.8703232527977207,3.6926977287155034
2024-11-26,39.48869016094128,19.024144736775483,0.0,10.116830024820178,9.845742240783066,9.821944844724523,7.1388137555025155,0.8704783681669828,3.6933558682859697
2024-11-28,39.489329986116275,19.0244529801405,0.0,10.116993945236748,9.84428149433866,9.82210398719173,7.138929423881023,0.8704924723059646,3.693415710789104
2024-12-02,39.486131067563015,19.022911863195105,0.0,10.116174396268809,9.851584753236995,9.82130832642241,7.13835111946835,0.8704219561812009,3.693116517664118
2024-12-03,39.48645093609597,19.023065963653817,0.0,10.116256345190514,9.850854480593057,9.821387886698416,7.138408945693371,0.8704290072795652,3.693146434795288
2024-12-05,39.45193505209814,19.00643752725301,0.0,10.107413526395076,9.929655623149198,9.81280281822661,7.13216912192452,0.8696681481511459,3.689918182802302
2024-12-09,39.44714595116247,19.004130321088713,0.0,10.10618657964297,9.940589331976454,9.811611634496426,7.131303342393807,0.8695625784614327,3.68947026077773
2024-12-11,39.44586905394128,19.003515160711125,0.0,10.105859444149406,9.943504539362213,9.811294034342362,7.131072503350783,0.8695344308727208,3.689350833270111
2024-12-13,39.44523063632989,19.003207595456566,0.0,10.105695884344486,9.944962072282673,9.8111352419757,7.130957089433346,0.8695203577617032,3.68929112241564
2024-12-16,39.45001927218907,18.993374615947257,0.0,10.106922711946027,9.946169386861122,9.812326310028316,7.131822784886961,0.8696259171993919,3.6897390009418585
2024-12-19,39.449819722481884,18.99408786859772,0.0,10.106871588182212,9.945815578729276,9.812276676419053,7.131786710046577,0.8696215183777856,3.6897203371654954
2024-12-27,39.44918117698474,18.995399052293795,0.0,10.10670799561352,9.945654593056899,9.81211785224362,7.131671273009797,0.8696074424476881,3.6896606143499393
2024-12-30,39.448223397496854,18.997365748252935,0.0,10.106462616690068,9.945413124319687,9.811879625620627,7.131498124461314,0.869586329406909,3.6895710337516032
2025-01-02,39.44758490367535,18.998676825838718,0.0,10.10629903736045,9.945252151675414,9.811720814298374,7.131382696766518,0.8695722546159355,3.6895113157692414
2025-01-06,39.44694643052234,18.99998786098399,0.0,10.106135463326009,9.945091184241939,9.811562008116956,7.131267272808199,0.8695581802805731,3.6894515997199937
2025-01-09,39.44662720169621,19.000643362642077,0.0,10.106053678294401,9.945010702479172,9.811482606953982,7.131209562230162,0.8695511432837391,3.6894217424202576
2025-01-10,39.43864815991003,18.996800019418338,0.0,10.104009482622608,9.963226518979404,9.809497995460962,7.12976710128687,0.8693752553713959,3.6886754669503903
2025-01-15,34.19947589429482,16.473196588752426,13.284360671725304,8.761756420645696,8.639675573657199,8.506368901658265,6.1826231244979075,0.7538843108571268,3.1986585139112527
2025-01-20,34.200675678046075,16.472371222991296,13.284125074110587,8.762063800004912,8.638575392829955,8.506667321529433,6.182840022873421,0.7539107585766558,3.1987707290376672
2025-01-22,34.202115529671794,16.47306471135124,13.28047432771414,8.762432683705509,8.638939077657131,8.507025453014542,6.1831003210132085,0.7539424982896837,3.1989053975827533
2025-01-23,34.20187554598175,16.472949125902954,13.28038114350067,8.76237120093181,8.639580124685567,8.506965762339625,6.183056936467897,0.7539372081519242,3.1988829520378057
2025-01-27,34.19995579769376,16.477637491975177,13.27963571686669,8.761879369801404,8.639095185807552,8.50648826709419,6.18270988202194,0.7538948897222622,3.198703399017025
2025-02-03,34.19875606444891,16.48126905280587,13.278468268417859,8.761572003381708,8.638792126652705,8.50618985978538,6.182492992777036,0.7538684431160831,3.198591188614447
2025-02-05,34.19851612790065,16.481855015522775,13.27837510743164,8.761510532685527,8.63873151737323,8.50613018083595,6.182449616754074,0.7538631540175047,3.198568747478645
2025-02-06,34.19803626490429,16.485833254405076,13.278188789380815,8.76138759388078,8.638610301365635,8.506010825449277,6.182362866534067,0.7510462379283612,3.1985238661517035
2025-02-12,34.28371253919044,16.46856882630095,13.259769148582137,8.749233706408841,8.626626731823515,8.494211199271366,6.173786628833657,0.750004378820521,3.1940868407685707
2025-02-14,34.28371253919044,16.46926943758429,13.259769148582137,8.749233706408841,8.625926120540171,8.494211199271366,6.173786628833657,0.750004378820521,3.1940868407685707
2025-02-17,34.283952736431694,16.468684207760724,13.259862048671806,8.74929500495686,8.625986555175277,8.494270711090405,6.173829883382434,0.7500096334726392,3.194109219058162
2025-02-18,34.29284240107362,16.472954458651174,13.237370746594998,8.751563655221469,8.628223232149802,8.496473234777795,6.175430727883695,0.7502041073762479,3.1949374362711946
2025-02-19,34.29548616343165,16.474224419782246,13.231382745727432,8.752238345709209,8.628187561981589,8.4971282593993,6.175906814733309,0.7502619433921932,3.195183745843072
2025-02-25,34.29668800835445,16.478306121805318,13.224837659493197,8.75254505759452,8.628489926653279,8.49742603125208,6.176123242114264,0.7502882354384157,3.1952957172944765
2025-02-26,34.29476509690826,16.489997301776974,13.217087811390707,8.752054328895866,8.628006153350176,8.496949606304732,6.175776965585392,0.7502461690489289,3.1951165667389696
2025-03-11,34.25875038943128,16.472680302303683,13.203207863536282,8.742863343753173,8.72396061230848,8.488026519832117,6.169291462616348,0.7494582967238766,3.1917612094947723
2025-03-28,34.276268093735446,16.48110336325461,13.20995912820854,8.747333877356606,8.67728796225926,8.492366746402267,6.172446038378157,0.7498415211170922,3.193393269288018
2025-03-31,33.07875778306252,16.43321844258431,13.171578333490478,8.721918989799518,8.643695501101764,8.467692651531818,6.154512342898251,2.1445109111290375,3.184115044402306
2025-04-01,32.0408327248717,16.43999287313837,13.177008185410196,8.725514513993453,8.609528334515321,8.471183373451042,6.157049479284938,3.1934628512337504,3.1854276641012294
2025-04-07,32.04105659955492,16.440107742131577,13.177100255380994,8.725575480629823,8.608889773930176,8.47124256303299,6.15709249962444,3.1934851644954043,3.1854499212196803
2025-04-17,32.04307161249524,16.441141635309776,13.177928943019554,8.72612421869814,8.610129934561057,8.464787699015796,6.157479709734785,3.193685997882755,3.185650249282897
2025-04-23,32.04329551846663,16.441256520356788,13.178021025857822,8.726185193855054,8.609491333559268,8.464846848042933,6.157522736086703,3.1937083142628544,3.185672509511947
2025-05-02,31.323905866567802,16.615645357767068,13.317797433045566,8.818741945165334,8.699397983863848,8.55463164027329,6.222834242536589,3.227583284783645,3.2194622459968576
