date,HAITONG INTERNATIONAL SECURITIES CO LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,CHINA INTERNATIONAL CAPITAL CORPORATION,SPDB INTERNATIONAL SECURITIES LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,MORGAN STANLEY HONG KONG SECURITIES LTD,CMB INTERNATIONAL SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,FUTU SECURITIES INTERNATIONAL
2024-09-27,49.99496985929417,0.017591474264354034,27.191707210656247,13.047533635177585,0.0,2.8366403035336005,3.3916990648612595,2.91384787047924,0.0,0.6060105817335462
2024-09-30,38.44251207729469,0.015942028985507246,20.891304347826086,10.056763285024156,0.0,2.18576038647343,2.6079710144927537,2.2474462560386472,0.0,0.4741908212560386
2024-10-02,49.99462434962904,0.020104403076155238,27.169215969635413,13.094563159836422,0.0,2.832536992953741,3.3916756252070015,2.871482834222182,0.0,0.6257966654400415
2024-10-03,49.97719801331406,0.023237613432349202,27.15974575356598,13.089998863884816,0.0,2.839086195233971,3.428490046680927,2.8660856328570348,0.0,0.6161578810308647
2024-10-04,49.97523634908522,0.02323670132849293,27.158679701369635,13.089485065921997,0.0,2.84054480512447,3.4330656165461244,2.844463486397834,0.0,0.6352882742262226
2024-10-07,49.90798685304363,0.02383260657001681,27.115548125036632,13.071871116725669,0.0,2.838603929432994,3.4284458898683394,2.990567214248921,0.0,0.6231442650738014
2024-10-08,49.92270265361442,0.02007548111133585,27.123543378376553,13.075725470719293,0.0,2.8391272369030327,3.4294567967224197,2.966982016192676,0.0,0.622386966360266
2024-10-09,34.665058930948675,0.013939905069246477,18.83390080363553,9.079452231430304,0.0,1.9744673213775414,2.381327845657371,2.0461264924410862,0.0,0.4232394771141608
2024-10-10,49.9539790430641,0.020088058326355324,27.14053617846279,13.083917364595651,0.0,2.8390226841981803,3.4394522365656504,2.9281625013936483,0.0,0.5948419333936296
2024-10-14,50.0168315601204,0.020113333290487742,27.174684629612262,13.100379659593461,0.0,2.825624141480832,3.4437797843306988,2.8245678772122487,0.0,0.5940190143596157
2024-10-15,48.869740589280084,2.3232108063333663,26.55813262993652,12.803152097039447,0.0,2.7630507572572274,3.3656456922000304,2.743897168006334,0.0,0.5731702599469872
2024-10-16,48.87750943543561,2.323580128272129,26.562354589048482,12.805187420283406,0.0,2.759496539412307,3.366180730513748,2.7293578865877555,0.0,0.5763332704465567
2024-10-17,48.876158154329715,2.323515889935077,26.561620238867818,12.80483340454041,0.0,2.7538909944514383,3.366087668152905,2.7338901426389635,0.0,0.5800035070836748
2024-10-18,48.37794882729667,2.2998315961691893,26.290869683917716,13.626321905856578,0.0,2.7288602548301277,3.331776127818875,2.7699961969317033,0.0,0.5743954071791412
2024-10-21,48.38177354731062,2.304574524329197,26.29294821799991,13.627399191425175,0.0,2.7232985960508582,3.332039535242029,2.7638296429381355,0.0,0.5741367447040735
2024-10-22,46.67161455044841,2.223114326247225,25.363566786683112,16.697146148775108,0.0,2.6311442427662315,3.2142613520275884,2.646483262296461,0.0,0.5526693307558661
2024-10-23,46.66590639140095,2.222842428857835,25.360464702587166,16.708595333824952,0.0,2.631995600080063,3.2138682326724046,2.648418208654107,0.0,0.5479091019225181
2024-10-24,46.66884920207441,2.222982604093481,25.36206396534625,16.709648998834144,0.0,2.640667513896109,3.214070903240054,2.633186542421151,0.0,0.5485302700943956
2024-10-25,46.661294453464876,2.2226227478933724,25.357958356985357,16.70694404253678,0.0,2.6469850387092597,3.2135506097658766,2.640150451764936,0.0,0.5504942988795414
2024-10-28,46.62597071462551,2.2209401682220493,25.338761763556196,16.698985097009423,0.0,2.665200875459508,3.2114109121975773,2.685136443491469,0.0,0.5535940254382749
2024-10-29,46.51943667842603,2.2158656203541587,25.28086612038577,16.663753866137682,0.0,2.6509249163875093,3.204073272656185,2.6586816155352606,0.0,0.8063979101174062
2024-10-30,29.36113801166828,1.3985624276637456,15.955680019840802,10.518577131114627,0.0,1.6641117698467063,2.0222780900866852,1.6731594298426906,0.0,0.510256616552897
2024-10-31,29.36113801166828,1.3985624276637456,15.955680019840802,10.5187616623757,0.0,1.6620819259749156,2.0268913716134827,1.6599654446760517,0.0,0.5163461481682688
2024-11-01,46.51260325667765,2.215540123198501,25.276275536677872,16.663352345511925,0.0,2.625980112497434,3.232835231884447,2.6396552773916526,0.0,0.8337581161605231
2024-11-04,46.516886659378805,2.215744155006737,25.278603259904013,16.66547160027669,0.0,2.655164899259879,3.233132947647382,2.578358038654088,0.0,0.8566384398724094
2024-11-05,46.523959399763555,2.2160810516542306,25.280400005933917,16.66800553069386,0.0,2.6514750426561613,3.233624534931276,2.560329023737949,0.0,0.8661254106290514
