date,ARISTO SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,HANG SENG SECURITIES LTD,LUK FOOK SECURITIES (HK) LTD,INTERACTIVE BROKERS HONG KONG LTD,BRIGHT SMART SECURITIES INTERNATIONAL,STANDARD CHARTERED BANK (HONG KONG) LTD,KINGSTON SECURITIES LTD,FUTU SECURITIES INTERNATIONAL
2025-02-26,24.084874006837705,20.83023072967651,12.376378302575091,10.7362127678731,6.744329853343898,4.688015662360686,5.770762527342247,5.544709955605716,4.515913876282069,4.708572318102977
2025-03-03,24.084874006837705,20.83023072967651,12.299314925846728,10.7362127678731,6.744329853343898,4.765079039089049,5.770762527342247,5.544709955605716,4.515913876282069,4.708572318102977
2025-03-04,24.085802073457202,20.792500211450786,12.29978885747793,10.72378207718079,6.744589733773665,4.765262652704557,5.925117585583301,5.489692729413187,4.516087888773225,4.6573761901853565
2025-03-05,24.03024437946078,20.71890950976546,12.27141745828266,10.699045985714486,6.729032275839833,5.010566092815153,5.911450369158094,5.477029888961997,4.505670821148896,4.646633218852644
2025-03-06,24.032400166119867,20.558006136131013,12.323781996448838,10.700005812016572,6.729635946688109,5.113542902134036,5.9119806935959325,5.477521240934103,4.506075031147475,4.647050074784056
2025-03-07,25.02001554544588,21.40284072976202,12.830229814686836,11.139724284819094,7.0061914264684475,1.2141685711539048,6.154934498247751,5.702620863973746,4.691252914771103,4.838021350671222
2025-03-10,25.051769805603634,21.430004236971413,12.846513355945211,11.153862313725723,7.015083364399781,0.9752381985517079,6.262942451400908,5.6964988508475844,4.697206838550682,4.870880584003352
2025-03-12,25.085282536171295,21.324898086023175,12.863698638429137,11.168783270824132,7.024467715306926,0.9765428127662309,6.271320634042824,5.704119279769325,4.703490475532117,4.877396551134841
2025-03-14,24.0988025200675,20.460592732614906,12.357833032901508,10.729570298637137,6.748230163869158,4.896347968613726,6.024700630016875,5.479804497950503,4.518525472512657,4.685592682816026
2025-03-19,24.12630167662535,20.418607750029352,12.332474852351124,10.70755330098581,6.734382846266198,5.014550229858427,6.0123379895821625,5.468559980285482,4.509253492186622,4.675977881829472
2025-03-20,24.122814165557642,20.35074842782128,12.29148903221716,10.671967754781726,6.7120017583373865,5.253531454343528,5.992356549816353,5.450385735583816,4.494267412362265,4.6604377091788445
2025-03-26,24.16066381526035,18.644285518184724,12.438040551257124,10.627779308330734,6.708314598875428,6.65592944554713,5.989064719011237,5.626245951903901,4.491798539258427,4.65787755237094
2025-04-03,24.16683859172706,18.649050465718314,12.441219359615834,10.630495465555068,6.710029052726248,6.657630511247094,5.990595353110008,5.627683859875527,4.492946514832505,4.63351082559234
2025-04-08,24.162576976742418,18.658587671230162,12.44758185330251,10.635931947167585,6.713460590765355,6.609894817549786,5.993658969626353,5.630561881875951,4.495244227219765,4.652501064520115
2025-04-09,24.15726187223951,18.634762924227672,12.355075103112718,10.622351155724957,6.704888318152633,6.397154246715502,5.986005796133983,5.52122206964235,4.974718127503839,4.6465603865468355
2025-04-10,24.15726187223951,18.634762924227672,12.431687805281667,10.622351155724957,6.704888318152633,6.320541544546551,5.986005796133983,5.52122206964235,4.974718127503839,4.6465603865468355
2025-04-14,24.159112767150603,18.628528835942333,12.432640303450409,10.623165025103118,6.705402037121826,6.3210258154147505,5.986464435350813,5.52164509779371,4.975099283303491,4.646916399368943
2025-04-15,24.159112767150603,18.628528835942333,12.483719351533606,10.623165025103118,6.705402037121826,6.269946767331552,5.986464435350813,5.52164509779371,4.975099283303491,4.646916399368943
2025-04-24,24.245804449942614,18.695374772227012,12.528515476644591,10.661284804644676,6.729463458250895,5.933609248597286,6.007946046901579,5.541458768515876,4.992951748875544,4.663591225399925
2025-04-25,24.27068789420705,18.714561816200245,12.413086107317902,10.697883944700703,6.736369899703008,5.9396989056894745,6.014111995773701,5.547145961972159,4.998076010139577,4.6683774642961815
2025-04-28,24.26041728712779,18.693819081967806,12.433479888788575,10.693356929930685,6.733519275580528,5.93718540817777,6.01156700893573,5.522998956375041,4.995960978415871,4.717695184700203
2025-05-02,24.173621262513656,18.62693856783784,12.388996868826704,10.655099514144585,6.709428894204726,6.094828085738349,5.990059542188489,5.503239430078033,4.978087025675417,4.879700808792201
