date,CMB WING LUNG BANK LTD,CITIBANK N.A.,CANFIELD SECURITIES CO LTD,QUAM SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,CITIC SECURITIES BROKERAGE (HK) LTD,BANK OF CHINA (HONG KONG) LTD,DAH SING SECURITIES LTD,GUOSEN SECURITIES (HK) BROKERAGE CO LTD
2024-12-20,83.79002310590647,5.2527733793776825,4.1736262240837965,3.0700104121351957,2.8087232935965756,0.0,0.38563649482287793,0.2949712198493535,0.22423587022805663
2024-12-30,83.79103109704248,5.252836570063276,4.173676432665713,3.070047344256327,2.8087570824425327,0.0,0.38564113401683087,0.2937717717348727,0.22423856777796994
2025-01-07,83.79224071841907,5.252912400892897,4.173736684558616,3.070091663974632,2.8087976301308006,0.0,0.38564670119691313,0.2923323959035406,0.22424180492353896
2025-01-10,83.79324876291172,5.252975594923402,4.173786895798256,3.0701285980507147,2.808831420765324,0.0,0.3844483121889234,0.29233591274542464,0.22424450261624343
2025-01-27,83.79566816865376,5.253127266800371,4.173907407702625,3.070217243459129,2.8089125216054054,0.0,0.38397818729029937,0.2899382271448472,0.22425097734356647
2025-02-04,83.79586979210545,5.253139906518807,4.173917450675455,3.070224630807563,2.8089192802201466,0.0,0.38397911119256295,0.2896983115589582,0.22425151692105402
2025-02-05,83.79627304191966,5.253165186138154,4.173937536766102,3.0702394056110833,2.8084515688002414,0.0,0.38398095901042834,0.28969970567051284,0.22425259608381895
2025-02-07,83.79667629561499,5.2531904660008095,4.17395762305007,3.0702541805568044,2.8084650839415732,0.0,0.3839828068460783,0.28921986873270217,0.22425367525697038
2025-02-10,83.79728118343522,5.253228386251,4.173987752838506,3.07027634324202,2.80848535689747,0.0,0.3839855786328998,0.28850010466670706,0.22425529403617264
2025-02-11,83.7978860799883,5.25326630704865,4.174017883061929,3.0702985062472017,2.8085056301460503,0.0,0.3839883504597379,0.2877803302093772,0.22425691283874546
2025-02-12,83.79889426031696,5.2533295095946775,4.174068101067633,3.0703354453002243,2.808539419544109,0.0,0.3839929702600631,0.286580683021361,0.22425961089496935
2025-02-14,83.79909589929379,5.253342150286378,4.174078144813776,3.070342833217489,2.8085461775212863,0.0,0.38399389423346775,0.28634075011981286,0.2242601505140047
2025-02-18,83.80010410873373,5.253405354657384,4.174128364269529,3.07037977333713,2.8085799678950165,0.0,0.38399851416719005,0.2851410682918886,0.22426284864813517
2025-02-20,83.59372655086045,5.240467602620634,4.16384858684885,3.0628182376313666,2.8016631760720148,0.2462736294521773,0.3830528270893081,0.2844388410339475,0.2237105483912566
2025-02-21,83.59392720368551,5.240480181490755,4.163858581474243,3.0628255894166916,2.801669900998087,0.24627422059102863,0.38305374654385427,0.2841994904286334,0.2237110853711878
2025-02-24,83.59412785747386,5.2404927604212626,4.163868576147618,3.062832941237309,2.801676625956444,0.2462748117327178,0.38305466600281446,0.28396013867427405,0.22371162235369688
2025-02-28,83.09607927284635,5.209270232368472,4.139060507637578,3.0445847741658785,2.784984411875084,0.8406012664095917,0.38077245026437234,0.2822683219308961,0.22237876250177105
2025-03-07,83.09647581558156,5.2092950915228915,4.139080259645003,3.0445993032265086,2.784520492174891,0.8406052778422405,0.3807742673482858,0.2822696689433354,0.22237982371529044
2025-03-12,83.10401084670517,5.209767460540489,4.1394555836075835,3.044875381727836,2.779284575483743,0.8406815023375522,0.3808087952380354,0.27871586566286144,0.22239998869673533
2025-03-17,83.10599397676107,5.20989178241533,4.1395543643848205,3.0449480422868684,2.7793508981885005,0.8407015637129027,0.3808178825655867,0.2763361938062848,0.22240529587863336
2025-04-14,83.10627292294087,5.209879349960841,4.139544486094946,3.0449407760749136,2.7791056340533213,0.8406995575322821,0.38081697381331486,0.27633553438046626,0.2224047651490454
2025-04-24,83.10631323663654,5.209866917565688,4.139534607852218,3.044933509897637,2.7790990022415087,0.8406975513612364,0.3808160650653801,0.2763348749577949,0.22240423442199042
