date,THE HONGKONG AND SHANGHAI BANKING,STANDARD CHARTERED BANK (HONG KONG) LTD,TELECOM KING SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,REALINK FINANCIAL TRADE LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,HANG SENG SECURITIES LTD,UOB KAY HIAN (HONG KONG) LTD,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,BRIGHT SMART SECURITIES INTERNATIONAL
2024-04-18,49.473218611889905,34.800305600993866,11.670428752928851,2.235216623183983,0.45226172920454133,0.0,0.8310168994440765,0.0,0.0,0.5375517823547775
2024-04-19,49.46211696298282,34.78688658327182,11.667809942060153,2.25939873268011,0.45216024296466006,0.0,0.830830421626131,0.0,0.0,0.5407971144143081
2024-04-22,49.46074473267495,34.784935173254524,11.667155422974451,2.2634791995433283,0.45213487852092255,0.0,0.8307838152475014,0.0,0.0,0.5407667777843292
2024-04-23,49.424849656602085,34.784544917522744,11.66702452796905,2.2830872336386774,0.4689584588014581,0.0,0.8307744945992337,0.0,0.0,0.540760710866753
2024-04-24,49.41431635585619,34.80012597936678,11.66453808078678,2.2826006677790316,0.4677368444539834,0.0,0.8300366064651024,0.0,0.0,0.5406454652921343
2024-04-29,49.41445492276995,34.800223565378516,11.664570790316356,2.282607068614927,0.46773815607490155,0.0,0.8300389340417917,0.0,0.0,0.5403665628035583
2024-04-30,43.64469811989013,30.73785210264692,10.302585986977187,2.016084091016042,0.41906809361168834,0.0,0.7368366303160596,0.0,0.0,0.47157544340227814
2024-05-06,49.41029825338216,34.80570807219379,11.66358958422187,2.277928739625898,0.47442828993685615,0.0,0.8341750369752642,0.0,0.0,0.5338720236641691
2024-05-07,49.39711303900015,34.80781154727997,11.661006531032688,2.281629255861602,0.48805953243089434,0.0,0.8339902980941474,0.0,0.0,0.5303897963005468
2024-05-08,49.3930635253193,34.812259560005444,11.660712331743337,2.2815716919022773,0.4880472190197647,0.0,0.8339692570843193,0.0,0.0,0.5303764149255571
2024-05-10,49.39140204320024,34.82061930307082,11.660320089115489,2.2798130462479573,0.4953190277536137,0.0,0.8339412040560277,0.0,0.0,0.5185852865558491
2024-05-13,49.393492515005164,34.83419737784791,11.649896662986208,2.2787364944636517,0.49813196588287717,0.0,0.8339575680931681,0.0,0.0,0.5115874157210191
2024-05-14,49.391969493578664,34.8331232843534,11.647294938946349,2.2772646647252808,0.5048441237284873,0.0,0.833931853465991,0.0,0.0,0.5115716412018263
2024-05-16,49.392661764401744,34.83361150045763,11.647458185776484,2.2716902394053724,0.5098969083759097,0.0,0.8339435417363009,0.0,0.0,0.5107378598465682
2024-05-21,49.388301416205294,34.83449032393365,11.647752041602761,2.271747552288724,0.5129933391767479,0.0,0.8339645814485384,0.0,0.0,0.5107507453442812
2024-05-22,49.380964795335494,34.843329797717985,11.646021770703294,2.270008671775071,0.5151593948293098,0.0,0.8338406962008688,0.0,0.0,0.5106748734379775
2024-05-23,49.380964795335494,34.846132623587565,11.646021770703294,2.2672058459054885,0.5151593948293098,0.0,0.8338406962008688,0.0,0.0,0.5106748734379775
2024-05-24,49.380964795335494,34.86014675293548,11.646021770703294,2.2616001941663226,0.5067509172205615,0.0,0.8338406962008688,0.0,0.0,0.5106748734379775
2024-05-27,49.38252192571545,34.85870686179321,11.645728002173863,2.2618234212785024,0.5067381345317885,0.0,0.8338196627389771,0.0,0.0,0.5106619917682071
2024-05-30,49.3811378933207,34.85772988496711,11.6454016100783,2.2617600296823634,0.5095266089172908,0.0,0.8337962934702641,0.0,0.0,0.5106476795639735
2024-05-31,43.638753891611955,30.804229318419925,10.291192882777342,1.998746758538017,0.44928458735910326,0.0,0.7437715633072695,0.0,0.0,0.45126599678516316
2024-06-03,49.37684788587443,34.85470160479483,11.644389910839413,2.2615635383137365,0.5103230735154045,0.0,0.8415706698334758,0.0,0.0,0.5106033168287023
2024-06-06,49.3767095109477,34.854603927097955,11.641554853027394,2.261837442978843,0.5131240686524917,0.0,0.8415683113945563,0.0,0.0,0.5106018859010595
2024-06-07,49.371175149775226,34.85658170155612,11.640250015791299,2.2615839261801973,0.5169895110646096,0.0,0.8428750402614338,0.0,0.0,0.5105446553711211
2024-06-11,49.32294043130699,34.82252747051869,11.62887770835263,2.2669327094253773,0.6066242505958005,0.0,0.8420515670476086,0.0,0.0,0.5100458627529065
2024-06-12,49.32280614978463,34.82279489919677,11.628780048454399,2.266913671610787,0.6066191561349192,0.0,0.8420444954563162,0.0,0.0,0.5100415793621702
2024-06-28,49.31907849293197,34.820163105911526,11.627901183178484,2.2653427764248204,0.6155305529912493,0.0,0.8419808564791622,0.0,0.0,0.5100030320827904
2024-07-02,49.31907849293197,34.820163105911526,11.627901183178484,2.265062862576257,0.6102121898685418,0.0,0.8475791334504332,0.0,0.0,0.5100030320827904
2024-07-03,49.324792156824145,34.821430215982275,11.628324323950286,2.2615062760452167,0.6063154590808193,0.0,0.8476099769606285,0.0,0.0,0.5100215911566264
2024-07-04,49.320593296304196,34.821430215982275,11.628324323950286,2.2657051365651673,0.6063154590808193,0.0,0.8476099769606285,0.0,0.0,0.5100215911566264
2024-07-05,49.32979401115121,34.81606999585088,11.626534323431953,2.2653563663334593,0.6062221262019116,0.0,0.8474795005260334,0.0,0.0,0.5085436765045583
2024-07-08,49.331726992600764,34.8168744751222,11.626989907640652,2.265445134022855,0.602327394170643,0.0,0.8475127088980982,0.0,0.0,0.5091233875447954
2024-07-09,49.33379821226538,34.81833628072823,11.623279518252655,2.2655402499816257,0.6023526832172545,0.0,0.847548292184873,0.0,0.0,0.5091447633699749
2024-07-11,49.33393629976028,34.818153834353076,11.623312052328876,2.264986782436191,0.6023543692291996,0.0,0.8475506645102305,0.0,0.0,0.5097059973821433
2024-07-15,49.337803063490846,34.81724381692862,11.624223080413069,2.2609654149327256,0.602401581395967,0.0,0.8476170950125409,0.0,0.0,0.5097459478262342
2024-07-16,49.33791151955758,34.818900760864366,11.620577178680179,2.2624727122471926,0.6085889230914868,0.0,0.8476574328983543,0.0,0.0,0.5038914726608447
2024-07-17,49.338187753914085,34.81909570581338,11.620642240263864,2.262485379437078,0.6085923304746608,0.0,0.8476621787843941,0.0,0.0,0.50333441131253
2024-07-23,49.33735906012393,34.82019049694951,11.620447057698383,2.262447378292942,0.6085821084396011,0.0,0.8476479412857002,0.0,0.0,0.5033259572099369
2024-07-24,49.33187254866074,34.81602234960693,11.618495592598666,2.2603880996802492,0.6241537224228524,0.0,0.847505592599281,0.0,0.0,0.5015620944312787
2024-07-29,49.33173447428538,34.81592490346734,11.6184630737333,2.2603817731076132,0.6272307520473207,0.0,0.8447043327437812,0.0,0.0,0.5015606906152604
2024-07-31,43.65410981466392,30.808935165806815,10.282276540360073,2.000232815607562,0.5550423154750553,0.0,0.7474867059811321,0.0,0.0,0.4438357114374383
2024-08-01,49.326074090294156,34.81360922133079,11.618249383619897,2.284749800502778,0.6271587828180704,0.0,0.8446074103279501,0.0,0.0,0.48555131110635963
2024-08-02,49.32911120799848,34.809595548133274,11.618964745455337,2.284890477704381,0.6271973983997449,0.0,0.844659414712374,0.0,0.0,0.4855812075964111
2024-08-05,49.32911496326264,34.809400703282215,11.618899708921024,2.2848776881520227,0.6274737600241103,0.0,0.8446546867764338,0.0,0.0,0.48557848958154826
2024-08-06,49.32883884772304,34.81032534365933,11.618834673114785,2.2843051572193875,0.6274702477929266,0.0,0.8446499588934221,0.0,0.0,0.48557577159711307
2024-08-07,49.33698555576305,34.81607430438852,11.620753535509644,2.265368140741408,0.6303730449709194,0.0,0.8447894536954862,0.0,0.0,0.4856559649309703
2024-08-09,49.33336529522586,34.820138135276274,11.620428259988058,2.265304731014895,0.6303554002527546,0.0,0.844765807265903,0.0,0.0,0.48564237097625634
2024-08-12,49.33323467233782,34.819650818337365,11.621105344746145,2.2652730274827917,0.6303465782640859,0.0,0.8447539845475184,0.0,0.0,0.48563557428427573
2024-08-14,49.329920823656046,34.82514870687796,11.620324723226329,2.265120862880454,0.6291846904430075,0.0,0.8446972401054256,0.0,0.0,0.48560295281077315
2024-08-15,49.32246629164083,34.81988607556545,11.61856870819062,2.2647785672572547,0.6290896106751895,0.0,0.8596811761539955,0.0,0.0,0.4855295705166609
2024-08-21,49.32343249276453,34.81637043456207,11.620475407518269,2.2648229330759406,0.6296616334388813,0.0,0.8596980168552192,0.0,0.0,0.48553908178509286
2024-08-23,49.3166698797392,34.81159684869636,11.616363851858996,2.264512408842463,0.644125486859675,0.0,0.8612590132728408,0.0,0.0,0.48547251073046743
2024-09-03,49.31653188653715,34.81149944220624,11.616331348057583,2.26450607249982,0.6444034949916082,0.0,0.861256603380013,0.0,0.0,0.4854711523275902
2024-09-04,49.316393894107335,34.81168184594072,11.616298844438068,2.249110203820142,0.6597912242607483,0.0,0.8612541935006714,0.0,0.0,0.48546979393231476
2024-09-09,49.31582661721494,34.81207147612322,11.616428860007519,2.2491353770141016,0.6597986089822409,0.0,0.8612638330989556,0.0,0.0,0.48547522755902794
2024-09-12,49.29623953570999,34.79824494358526,11.611815088841446,2.248242073566363,0.6595365525590301,0.0,0.8609217594472837,0.0,0.0,0.5250000462906275
2024-09-17,49.29416348974029,34.79717433250647,11.611457836977191,2.248172903616106,0.6595162611006194,0.0,0.8608952721237094,0.0,0.0,0.528619903935611
2024-09-23,49.285900807603426,34.79094643443694,11.609379651686732,2.2477705321030457,0.6677875131453189,0.0,0.8640969077131639,0.0,0.0,0.5341181533113731
2024-09-24,49.28260126380916,34.7882225151036,11.60847070792629,2.24759454535256,0.6747257573943428,0.0,0.8640292541850473,0.0,0.0,0.534355956229005
2024-09-26,49.2841171606018,34.78929257540034,11.615259259532674,2.305267401790827,0.677542808653466,0.0,0.8623780527805568,0.0,0.0,0.4661427412403334
2024-09-27,49.28260126380916,34.7882225151036,11.614901993637055,2.304637253395845,0.6811570431051053,0.0,0.8623515274778918,0.0,0.0,0.4661284034713508
2024-09-30,43.65237657676847,30.813888689371964,10.287973092459994,2.036393537633157,0.6033391702352676,0.0,0.7638333337461269,0.0,0.0,0.4148575985813109
2024-10-02,49.28352584556959,34.790849144258424,11.615778958253275,2.2978202055940864,0.6812084727792618,0.0,0.8624166379520704,0.0,0.0,0.4684007355932937
2024-10-03,48.86727913466782,34.49284780207327,11.517672548393607,2.2942178888104556,0.6773959756301599,0.8401595604418274,0.855132701122969,0.0,0.0,0.45529438885989465
2024-10-04,48.87302702571098,34.5042942220517,11.51843906932077,2.2874381020469703,0.6857600225920908,0.8402154745062819,0.8551896116757008,0.0,0.0,0.43563647209550127
2024-10-07,48.89444312237486,34.51794528673747,11.515229159662919,2.2884534388084083,0.6927225405145588,0.840588425213902,0.8539046774945183,0.0,0.0,0.39671334919335965
2024-10-08,48.889017968233055,34.516889209257165,11.513951470641837,2.296521254347205,0.6926456784762616,0.8404951565010303,0.8538099312574823,0.0,0.0,0.3966693312859648
2024-10-09,48.90232559533479,34.53603060782248,11.515617678385098,2.2402424578920166,0.7176101816064355,0.8408193543184453,0.854139264881906,0.0,0.0,0.3932148597588242
2024-10-10,48.89065791816524,34.52779060592187,11.512870150371988,2.239707955177432,0.7216004448676453,0.8406187420026778,0.8544903384053624,0.0,0.0,0.412263845087782
2024-10-14,48.88441935275734,34.525326552578655,11.511401080481665,2.2394221630615565,0.7334364175814141,0.8405114770316509,0.8729668706992096,0.0,0.0,0.39251608580851016
2024-10-15,48.88726719596638,34.52733788293839,11.512071696310338,2.239552624326796,0.7334791451405981,0.8405604424266309,0.8730177268371642,0.0,0.0,0.3867132860537041
2024-10-16,48.88930157284558,34.52877469096467,11.51282817968812,2.2396458202516247,0.7348967890309122,0.8405954212018362,0.8672281474181319,0.0,0.0,0.3867293785991286
2024-10-17,48.893506488317854,34.53174447319238,11.51381838547517,2.2398384497443566,0.7382893738101985,0.8406677198966184,0.8553724687924998,0.0,0.0,0.3867626407709195
2024-10-18,48.90151139063711,34.53739805096323,11.515703441346945,2.2427026003750936,0.7420176631283099,0.840805355003283,0.8330355365412064,0.0,0.0,0.38682596200481073
2024-10-21,48.90123999509616,34.53443145418172,11.51563953104078,2.24269015373555,0.7420135450493517,0.8408006886684876,0.8330309133276567,0.0,0.0,0.3901537189002949
2024-10-22,48.90015444305572,34.533664828989096,11.515383896909801,2.2426403685588814,0.7442169597222122,0.8407820238472421,0.8330124209866075,0.0,0.0,0.3901450579304364
2024-10-23,48.89852620535964,34.53251495501633,11.51500046699308,2.2425656949381447,0.744192179389273,0.8407540281690891,0.8329846840143913,0.0,0.0,0.39346178612005556
2024-10-25,48.89879757077898,34.532706595360715,11.515064370205975,2.2423006620794355,0.744751265563817,0.8407586939859781,0.8329893067148205,0.0,0.0,0.3926315353102835
2024-10-29,48.898390523779426,34.532419135641774,11.514968515652605,2.2422819965538614,0.745577493471133,0.8407516952800644,0.8329823726834169,0.0,0.0,0.39262826693771985
2024-10-30,48.89947599750466,34.53318570552759,11.515224131341316,2.242331771979305,0.7433741884831775,0.8407703587547697,0.8330008636903691,0.0,0.0,0.39263698271881153
2024-11-01,48.89879757077898,34.53409398594485,11.515064370205975,2.2423006620794355,0.7433638749796817,0.8407586939859781,0.8329893067148205,0.0,0.0,0.3926315353102835
2024-11-04,48.89757645011021,34.534341471248794,11.514776811333299,2.24224466643496,0.7447326673321906,0.8407376982177859,0.8329685049669284,0.0,0.0,0.3926217303558307
2024-11-05,48.90370515145456,34.5335749054857,11.514521215503258,2.2372005243645092,0.7447161363505325,0.8407190361930378,0.8329500153965343,0.0,0.0,0.39261301525186415
2024-11-06,48.914601378762875,34.52677312530366,11.512253299643877,2.2359276511513446,0.7445694560409688,0.8405534470209148,0.8327859564213816,0.0,0.0,0.3925356856549817
2024-11-07,48.912023325210626,34.52495338502992,11.511646544101016,2.2358098061508516,0.7498007327575374,0.8405091454884714,0.8327420642760368,0.0,0.0,0.39251499698554027
2024-11-12,48.911073584508834,34.524283002755205,11.511423018707372,2.235766392702991,0.7500635640035841,0.8404928250483948,0.8343902368797267,0.0,0.0,0.3925073753938874
2024-11-13,48.91012388068917,34.52361264651406,11.511199501994094,2.235722980941044,0.7522680799394679,0.8404765052421046,0.8343740355670796,0.0,0.0,0.39222236911298214
2024-11-14,48.90673238237931,34.521218729577214,11.510401298870528,2.23556795269516,0.7508290878344663,0.8404182253928456,0.8426371514004836,0.0,0.0,0.3921951718499946
2024-11-18,48.98385060498264,34.46911372328852,11.493027939697981,2.2321936719912703,0.7496958151464477,0.8391497302895222,0.8413653071351711,0.0,0.0,0.3916032074684436
2024-11-19,48.983986264714865,34.46920918476572,11.49305976939437,2.2321998540041594,0.7496978914130594,0.8391520542968491,0.8413676372784908,0.0,0.0,0.391327344132491
2024-11-20,48.982437688360406,34.47006836185515,11.493346244595712,2.2322554936610866,0.7499935331059829,0.839172970942071,0.8413886091491789,0.0,0.0,0.39133709833041136
2024-11-22,48.98257334793665,34.47016382862013,11.493378076055205,2.231984720473479,0.7499956102546446,0.8391752950781289,0.8413909394215695,0.0,0.0,0.3913381821601968
2024-11-25,48.981623746682764,34.46949557236988,11.493155259541362,2.2319414500745522,0.7519197216717223,0.8391590263960657,0.8413746277858902,0.0,0.0,0.3913305954777692
2024-11-26,48.98108113392558,34.46911372328852,11.493027939697981,2.231916724885564,0.753019180414921,0.8391497302895222,0.8413653071351711,0.0,0.0,0.39132626036273754
2024-11-27,48.98135243880141,34.469304646771675,11.49309159926706,2.231375190132165,0.7530233513676748,0.8391543783170484,0.8413699674347173,0.0,0.0,0.39132842790824734
2024-11-28,48.981759401750516,34.46959103596213,11.493187089942976,2.2355479936870695,0.753306558824186,0.8391613504548836,0.8363918410474418,0.0,0.0,0.39105472833079064
2024-12-02,48.98231330363201,34.46959103596213,11.493187089942976,2.234717140864837,0.7538604607056744,0.8391613504548836,0.8363918410474418,0.0,0.0,0.3907777773900465
2024-12-03,48.98991127275983,34.47272188998035,11.494969873866395,2.23506378255447,0.7495454945584825,0.8392915182971922,0.8351366097907705,0.0,0.0,0.3833595581925129
2024-12-06,48.991811133359505,34.47405876454046,11.495415656269149,2.2309953901441415,0.749851567062353,0.8393240665677612,0.8351689969312872,0.0,0.0,0.3833744251253404
2024-12-11,48.99194684332669,34.47415425954819,11.495447499192391,2.2304475593025646,0.7501306496015083,0.839326391540831,0.8351713103945893,0.0,0.0,0.38337548709323765
2024-12-12,48.991404007969024,34.47377228269152,11.495320128557895,2.2315308550968074,0.7501223380836833,0.8393170917258348,0.8351620566182811,0.0,0.0,0.383371239256949
2024-12-13,48.991268301009185,34.47395379137316,11.495288286340294,2.231524673721232,0.7501202602330059,0.8393147668042866,0.8351597432062455,0.0,0.0,0.38337017731258505
2024-12-17,48.99235397773933,34.474717755457476,11.495543029020602,2.2293580639908868,0.7501368833607507,0.8393333665373244,0.8351782508613971,0.0,0.0,0.38337867303223
2024-12-18,48.99208255404571,34.474526761262055,11.495479342292045,2.229345713071794,0.7506867398638869,0.8393287165267813,0.8351736238707083,0.0,0.0,0.3833765490670183
2024-12-20,48.99194684332669,34.47443126495794,11.495447499192391,2.229339537663567,0.7509616658307566,0.839326391540831,0.8351713103945893,0.0,0.0,0.38337548709323765
2024-12-27,48.98841862851314,34.471948546737615,11.494619640518296,2.229178989057357,0.7509075844103498,0.8392659464269125,0.8423127864964491,0.0,0.0,0.38334787783988344
2025-01-06,48.98559257868305,34.47385829824333,11.495256444299098,2.2293024859326525,0.7509491848115583,0.8393124418956184,0.8423594507605859,0.0,0.0,0.3833691153741043
2025-01-10,48.985321199214056,34.473667313570765,11.495192760745923,2.2292901356293693,0.7514990231066698,0.8393077921169221,0.8423547841015049,0.0,0.0,0.3833669915147921
2025-01-14,48.984507078848026,34.474756340255595,11.495001714319999,2.2292530855405515,0.7514865334333395,0.8392938430899441,0.8423407844344952,0.0,0.0,0.3833606200780471
2025-01-15,48.9847784492966,34.47494732778717,11.495065395756384,2.256965055654908,0.7232370839856364,0.8392984927140859,0.8423454509384605,0.0,0.0,0.38336274386676394
2025-01-17,48.984919759131415,34.47485183375687,11.495033554949995,2.2569588039647352,0.7232350806519298,0.8392961678955754,0.8423431176800148,0.0,0.0,0.38336168196946413
2025-01-20,48.984919759131415,34.47651380636657,11.495033554949995,2.2569588039647352,0.7215731080422356,0.8392961678955754,0.8423431176800148,0.0,0.0,0.38336168196946413
2025-01-22,48.9938766720493,34.48281785123169,11.49713542660858,2.2390864482963577,0.7217050479846587,0.8394496335483747,0.8424971404688474,0.0,0.0,0.3834317798121949
2025-01-23,48.99182396443172,34.48417438640948,11.494632449077844,2.2423550900878766,0.7216870533331996,0.8394287031092496,0.8424761340446295,0.0,0.0,0.383422219506007
2025-01-24,48.98897387279179,34.48216827499791,11.493963750646225,2.246934033440783,0.7227531615395146,0.8393798694767073,0.842427123128273,0.0,0.0,0.38339991397879963
2025-02-03,48.98897387279179,34.480783159701744,11.493963750646225,2.2483191487369494,0.7227531615395146,0.8393798694767073,0.842427123128273,0.0,0.0,0.38339991397879963
2025-02-04,48.70467636973483,34.28244577601346,11.427390119162029,2.2352967681453575,0.7204948676032843,0.8345181379349966,0.8375477417360808,0.5764509777881016,0.0,0.38117924188185986
2025-02-05,48.710310973023546,34.25445963822676,11.428712144370822,2.25373509352009,0.722781824174617,0.8346146826406591,0.8376446369340741,0.5765176669197689,0.0,0.3812233401896608
2025-02-06,48.7096330100105,34.25500292277994,11.428617703854604,2.2539919180217933,0.7227758515079049,0.8346077858494481,0.8376377151050071,0.5765129028986452,0.0,0.3812201899721571
2025-02-07,48.708291349310976,34.25598748486385,11.42830291340607,2.2539298339495764,0.7235822649133004,0.8345847973685955,0.8376146431676234,0.5764970233968549,0.0,0.3812096896231472
2025-02-11,48.70747214802048,34.25965492229618,11.428239957397297,2.2511630274471117,0.7235782788576487,0.8345801998243911,0.8376100289326646,0.5764938476014688,0.0,0.3812075896227582
2025-02-12,48.70693551641684,34.2664388039931,11.428114047460593,2.2511382253957586,0.7175107154234617,0.8345710048879419,0.8376008006152579,0.5764874961156642,0.0,0.38120338969138995
2025-02-14,48.70143572416528,34.263395789467076,11.426823630553393,2.250884035875561,0.7278950821998174,0.8344767684697111,0.8375062220846177,0.5764224014544903,0.0,0.38116034573005947
2025-02-17,48.700630980696694,34.26282962045043,11.426359413174787,2.2447880351117786,0.72788305444736,0.8344629795594024,0.8374923831155586,0.5764128766395477,0.0,0.3891406568044342
2025-02-18,48.697546377093126,34.26148562785011,11.425635689709365,2.2446458545871546,0.7278369517450435,0.8344101262911395,0.8374393379707443,0.5763763677648036,0.0,0.3946236669885158
2025-02-19,48.696607662248745,34.262752831721336,11.42541544424268,2.244602585828442,0.7278229216469848,0.8343940418427408,0.8374231951299587,0.5763652572860912,0.0,0.39461606005301897
2025-02-20,48.69633946465463,34.26256412888723,11.425352518526061,2.2445902236323434,0.7283696652567229,0.834389446399951,0.8374185830040434,0.5763620829422764,0.0,0.3946138866967425
2025-02-21,48.69204870488561,34.262849387691965,11.424345801317493,2.244392447012265,0.7283054867313754,0.8343159261988913,0.8373447958979633,0.5763112981961318,0.0,0.40008615206831327
2025-02-24,48.692316855218515,34.26799443499952,11.406510750977132,2.243028040493898,0.7338165637019689,0.834320520831882,0.8456100064272968,0.5763144719805706,0.0,0.400088355369216
2025-02-25,48.694462164210435,34.26812740321745,11.404259650002817,2.2425761340003127,0.7341242599760355,0.8343572797176997,0.8456472627105796,0.5763398635145695,0.0,0.40010598265010483
2025-02-26,48.694885993867445,34.267844317817776,11.404165440612179,2.2425576083145136,0.7341181954526637,0.8343503871798842,0.8456402769074007,0.5763351024315173,0.0,0.4001026774166243
2025-02-27,48.69367923376481,34.26699508968053,11.403882821779078,2.242502033093537,0.7341000024837142,0.8343297102496826,0.845619320190355,0.5763208196543188,0.0,0.4025709691039723
2025-02-28,43.79875319811865,30.822309679432724,10.25750892253432,2.017074795729072,0.6617907483040374,0.750458820120222,0.7606135434287795,0.5171478602016579,0.0,0.36210257261246354
2025-03-06,48.69314291514013,34.26744372838511,11.403757217905081,2.2424773338794877,0.7357440368524055,0.834320520831882,0.8456100064272968,0.5749377054445445,0.0,0.4025665351340632
2025-03-07,48.69260660832949,34.26816770748153,11.403631616797886,2.242452635209513,0.7357359333595063,0.8343113316165061,0.8456006928694026,0.5749313730743447,0.0,0.4025621012618256
2025-03-10,48.69416058679551,34.26712980648583,11.403286228018695,2.242384716672323,0.7357136496744164,0.8342860623179198,0.8455750816430139,0.5749139597755171,0.0,0.4025499086167653
2025-03-12,48.694294662608556,34.26722415852382,11.403317626134074,2.2399128066787566,0.7403965011873603,0.8342883594636302,0.8510842637300597,0.5669306046652193,0.0,0.40255101700852386
2025-03-13,48.695113504868004,34.267412864158544,11.402829734465204,2.239374453200819,0.7404005784651422,0.8342929537930014,0.8510889505525304,0.5669337266863993,0.0,0.4025532338103525
2025-03-17,48.69618616189748,34.26816770748153,11.403080916248964,2.237220979994756,0.7404168880253414,0.8343113316165061,0.8511076983586205,0.5669462151149788,0.0,0.4025621012618256
2025-03-18,48.47328903345974,34.11131197029041,11.350885576286924,2.2269805449335056,0.7370277766555319,0.8304924370644334,0.8472119217710112,0.5643511313253031,0.45773015508171744,0.4007194531314197
2025-03-19,48.47620378478382,34.11355601387622,11.351632304586117,2.2271270488678,0.7307717799731144,0.8305470717623917,0.8458971166530499,0.56438825767616,0.4577602672749816,0.40211635454634614
2025-03-20,48.47752424578226,34.1146781463926,11.352005705580073,2.2252814893366586,0.714074683385316,0.8305743918071046,0.8459249416226814,0.5644068226834417,0.45777532485738104,0.4177542485524843
2025-03-24,48.47512407223016,34.11866408489052,11.351507843046853,2.225183895633119,0.7132210515443922,0.8305379654802109,0.845887842069944,0.5643820696118,0.4577552483009743,0.4177359271920268
2025-03-26,48.474451354694956,34.118383524367374,11.351414498683457,2.2262620085071605,0.713215186670233,0.8305311358996179,0.8458808862660795,0.5643774286525787,0.45775148414269373,0.4177324921158474
2025-03-28,48.50856139202656,34.14359943062096,11.357796563880523,1.961758839529553,0.873233628556144,0.8309980824513554,0.8463564628530966,0.5646947365568782,0.4580088441233543,0.45499201940158374
