date,THE HONGKONG AND SHANGHAI BANKING,STANDARD CHARTERED BANK (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,CMB WING LUNG BANK LTD,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,TAI YIP STOCK CO LTD
2025-03-10,63.413186447015626,14.344671382353583,10.970871374944435,4.165825198349123,3.4750246893428884,1.6225478473912955,2.007873060603051
2025-03-11,63.40536381057179,14.347334098083717,10.972907832316285,4.166598475616268,3.4767009820532193,1.6228490312637585,2.008245770094964
2025-03-17,63.47605990336602,14.363331174699795,10.98514247089755,4.059745574855447,3.4805774549645543,1.624658485209138,2.010484936007495
2025-03-18,63.45654114966117,14.370600877650954,10.990702373518207,4.061800331097403,3.4833719942103354,1.6254807724933964,2.0115025013685375
2025-03-19,63.45240948179352,14.370600877650954,10.990702373518207,4.061800331097403,3.487503662077992,1.6254807724933964,2.0115025013685375
2025-03-21,62.736994233791584,15.34218558101583,10.968911152415169,3.9077494891270534,3.448182644677871,1.60715375009231,1.9888231488801822
2025-04-09,62.74764676326211,15.337799647012831,10.965775424448301,3.9066323646294343,3.447196898453516,1.6066943064072265,1.9882545957865847
2025-04-10,62.75487179740542,15.334824905378957,10.963648629898003,3.905874679550039,3.446528320145676,1.6063826906242478,1.9878689769976488
2025-04-14,62.75423121411794,15.334668371993269,10.963536716195035,3.9058348095292574,3.4475139096072716,1.6063662931418619,1.9878486854153714
2025-04-15,62.50078980848516,15.272737250666166,10.919258998146377,3.890060570164919,3.4335906608591795,2.003742220621521,1.9798204910566841
