date,INTERACTIVE BROKERS HONG KONG LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,DBS VICKERS (HONG KONG) LTD,IFAST SECURITIES (HK) LTD,ABN AMRO CLEARING HONG KONG LTD,THE HONGKONG AND SHANGHAI BANKING,CHINA MERCHANTS BANK CO LTD,FOSUN INTERNATIONAL SECURITIES LTD,CITIC SECURITIES BROKERAGE (HK) LTD,HAFOO SECURITIES LTD
2025-02-26,26.42240620045799,19.816804650343492,3.3952791967588514,2.201867183371499,47.18161000528448,0.0,0.4271622335740708,0.4051435617403558,0.14972696846926192,0.0
2025-03-05,52.84481240091598,19.816804650343492,3.3952791967588514,2.201867183371499,20.75920380482649,0.0,0.4271622335740708,0.4051435617403558,0.14972696846926192,0.0
2025-03-06,66.63705019991116,24.98889382496668,4.281430475344291,2.7765437583296313,0.07774322523322967,0.0,0.5386494891159486,0.5108840515326522,0.18880497556641493,0.0
2025-03-12,66.63705019991116,24.844513549533538,4.281430475344291,2.7765437583296313,0.07774322523322967,0.0,0.6774766770324301,0.5108840515326522,0.18880497556641493,0.005553087516659262
2025-03-14,42.844901456726646,26.685232790631247,2.752784918594687,1.7852042273636106,25.04284490145673,0.0,0.4355898314767209,0.3284775778349043,0.1213938874607255,0.003570408454727221
2025-03-28,42.844901456726646,26.613824621536704,2.752784918594687,1.7852042273636106,25.04284490145673,0.0,0.5069980005712653,0.3284775778349043,0.1213938874607255,0.003570408454727221
2025-03-31,57.12109672505712,35.48172124904798,3.6700304645849204,2.38004569687738,0.06664127951256664,0.0,0.675932977913176,0.43792840822543794,0.16184310738766183,0.00476009139375476
2025-04-03,63.13131313131313,28.693181818181817,4.0561868686868685,2.6304713804713806,0.07365319865319865,0.0,0.7470538720538721,0.484006734006734,0.17887205387205388,0.00526094276094276
2025-04-08,63.13131313131313,12.910353535353536,4.0561868686868685,2.6304713804713806,15.856481481481483,0.0,0.7470538720538721,0.484006734006734,0.17887205387205388,0.00526094276094276
2025-04-09,50.9683995922528,6.252123683316343,4.366292898402991,2.831577755125156,34.05821723864537,0.0,0.8041680824555442,0.5210103069430286,0.1925472873485106,0.005663155510250311
2025-04-10,50.9683995922528,6.252123683316343,4.366292898402991,2.831577755125156,32.35927058557028,1.6989466530750934,0.8041680824555442,0.5210103069430286,0.1925472873485106,0.005663155510250311
2025-04-11,50.48238725600179,7.146062373794032,4.324657841597487,2.8045770697778774,32.05070675342158,1.6827462418667265,0.7964998878169172,0.5160421808391294,0.19071124074489565,0.005609154139555755
2025-04-14,35.53379658875553,34.64150347441567,3.0440619077700566,1.9740998104864182,22.560012634238788,1.184459886291851,0.5606443461781427,0.3632343651295009,0.13423878711307644,0.003948199620972836
2025-04-15,37.612838515546635,30.77566031427616,3.222166499498495,2.089602139752591,23.87997325309261,1.2537612838515546,0.6352390504847877,0.38448679371447675,0.1420929455031762,0.004179204279505182
2025-04-16,48.61186129415577,39.77530517446257,4.164416117532678,2.700658960786432,1.620395376471859,1.620395376471859,0.8210003240790752,0.4969212487847035,0.18364480933347735,0.005401317921572863
2025-04-17,41.833224876824396,48.173282513712,3.583712931114623,2.3240680487124665,1.39444082922748,1.39444082922748,0.7065166868085898,0.4276285209630938,0.15803662731244772,0.0046481360974249325
2025-04-23,41.833224876824396,48.126801152737755,3.583712931114623,2.3240680487124665,1.39444082922748,1.39444082922748,0.7529980477828391,0.4276285209630938,0.15803662731244772,0.0046481360974249325
2025-04-29,58.01211808688927,28.06497357225732,4.969704782776847,3.2228954492716255,1.9337372695629753,1.9337372695629753,1.0442181255640066,0.5930127626659791,0.21915689055047055,0.006445790898543251
2025-05-02,59.15604048902326,26.646509793611145,5.067700801892993,3.2864466938346255,1.9718680163007756,1.9718680163007756,1.0648087288024188,0.6047061916655712,0.22347837518075456,0.006572893387669252
