date,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,ABCI SECURITIES CO LTD,FUTU SECURITIES INTERNATIONAL,HANG SENG SECURITIES LTD,TIGER BROKERS (HK) GLOBAL LTD,BRIGHT SMART SECURITIES INTERNATIONAL,STANDARD CHARTERED BANK (HONG KONG) LTD,BOCI SECURITIES LTD,ICBC (ASIA) SECURITIES LTD,TOTAL_CCASS_PCT
2024-03-25,6.39462475,5.55475,0.0,3.987,4.1815,0.9884999999999999,1.8259999999999998,0.0,0.0,1.0135,23.94587475
2024-03-28,6.39462475,5.541250000000001,0.0,3.9960000000000004,4.184,0.9915,1.8259999999999998,0.0,0.0,1.0135,23.94687475
2024-04-02,6.39462475,5.541250000000001,0.0,4.0075,4.184,0.9915,1.8259999999999998,0.0,0.0,1.0135,23.95837475
2024-04-03,6.39462475,5.541250000000001,0.0,4.0075,4.184,0.9939999999999999,1.8259999999999998,0.0,0.0,1.0135,23.96087475
2024-04-05,6.39462475,5.541250000000001,0.0,4.024500000000001,4.184,0.9939999999999999,1.8259999999999998,0.0,0.0,1.0135,23.97787475
2024-04-12,6.38212475,5.541250000000001,0.0,4.0305,4.184,0.9939999999999999,1.8259999999999998,0.0,0.0,1.0135,23.97137475
2024-04-15,6.38212475,5.541250000000001,0.0,4.0305,4.184,1.009,1.8259999999999998,0.0,0.0,1.0135,23.98637475
2024-04-16,6.38212475,5.541250000000001,0.0,4.0305,4.184,1.009,1.8259999999999998,1.5075,0.0,1.0135,25.49387475
2024-04-17,6.38212475,5.55125,0.0,4.0305,4.184,1.009,1.8259999999999998,1.5075,0.0,1.0135,25.50387475
2024-04-18,6.38212475,5.54625,0.0,4.044,4.184,1.0210000000000001,1.8075,1.5075,0.0,1.0135,25.50587475
2024-04-19,6.38212475,5.54625,0.0,4.042,4.184,1.0210000000000001,1.8075,1.5075,0.0,1.0135,25.50387475
2024-04-22,6.38212475,5.54625,0.0,4.042,4.184,1.038,1.8075,1.5075,0.0,1.0135,25.52087475
2024-04-23,6.38212475,5.54625,0.0,4.042,4.184,1.0455,1.8075,1.5075,0.0,1.0135,25.528374749999998
2024-04-24,6.38012475,5.54625,0.0,4.0415,4.221500000000001,1.0565,1.8075,1.5075,0.0,1.0135,25.57437475
2024-04-25,6.38012475,5.54625,0.0,4.0415,4.221500000000001,1.065,1.8075,1.5,0.0,1.0135,25.57537475
2024-04-26,6.405124750000001,5.54625,0.0,4.034,4.221500000000001,1.0699999999999998,1.8075,1.5,0.0,1.0135,25.59787475
2024-04-29,6.405124750000001,5.54625,0.0,4.0184999999999995,4.221500000000001,1.0725,1.8075,1.5,0.0,1.0135,25.584874749999997
2024-04-30,6.40012475,5.54625,0.0,4.011,4.2315,1.0835,1.8075,1.5,0.0,1.0135,25.59337475
2024-05-02,6.40012475,5.54625,0.0,4.0120000000000005,4.221500000000001,1.097,1.7925,1.5,0.0,1.0135,25.582874750000002
2024-05-03,6.3751247499999995,5.54625,0.0,4.056,4.221500000000001,1.1105,1.7925,1.498,0.0,1.0135,25.613374750000002
2024-05-06,6.3751247499999995,5.55075,0.0,4.0625,4.205,1.1205,1.7925,1.496,0.0,1.0135,25.61587475
2024-05-07,6.3751247499999995,5.54075,0.0,4.0625,4.205,1.1280000000000001,1.7870000000000001,1.496,0.0,1.0135,25.607874749999997
2024-05-09,6.3751247499999995,5.54075,0.0,4.0680000000000005,4.205,1.1305,1.7865,1.496,0.0,1.0085,25.61037475
2024-05-10,6.3751247499999995,5.54075,0.0,4.0655,4.205,1.138,1.7865,1.496,0.0,1.0085,25.615374749999997
2024-05-13,6.3751247499999995,5.54175,0.0,4.0655,4.18,1.138,1.7865,1.496,0.0,1.0085,25.59137475
2024-05-14,6.42512475,5.51675,0.0,4.0365,4.18,1.138,1.7865,1.506,0.0,1.004,25.59287475
2024-05-16,6.42512475,5.51675,0.0,4.0415,4.172499999999999,1.138,1.7865,1.506,0.0,1.004,25.59037475
2024-05-20,6.42512475,5.51675,0.0,4.1185,4.172499999999999,1.1455,1.7865,1.506,0.0,1.004,25.674874749999997
2024-05-22,6.42512475,5.51175,0.0,4.1185,4.172499999999999,1.1480000000000001,1.7865,1.506,0.0,1.004,25.67237475
2024-05-23,6.42512475,5.50725,0.0,4.1185,4.172499999999999,1.153,1.7865,1.505,0.0,1.004,25.67187475
2024-05-24,6.42512475,5.50725,0.0,4.12,4.172499999999999,1.1605,1.7865,1.5105,0.0,1.004,25.686374750000002
2024-05-27,6.42512475,5.50725,0.0,4.1274999999999995,4.172499999999999,1.163,1.7865,1.5105,0.0,1.004,25.69637475
2024-05-28,6.42512475,5.50725,0.0,4.109999999999999,4.172499999999999,1.163,1.7865,1.5105,0.0,1.004,25.678874750000002
2024-05-29,6.42512475,5.50725,0.0,4.1025,4.172499999999999,1.1655,1.7865,1.5095,0.0,1.004,25.672874750000002
2024-06-04,6.42512475,5.50725,0.0,4.12,4.1695,1.1705,1.7865,1.5095,0.0,1.004,25.692374750000003
2024-06-05,6.42512475,5.50725,0.0,4.1205,4.1695,1.173,1.7865,1.5095,0.0,1.004,25.69537475
2024-06-06,6.42512475,5.50725,0.0,4.1205,4.1695,1.1755,1.7865,1.5095,0.0,1.004,25.69787475
2024-06-07,6.42512475,5.50725,0.0,4.101,4.1695,1.194,1.7865,1.5095,0.0,1.004,25.69687475
2024-06-11,6.42512475,5.49225,0.0,4.099,4.1695,1.194,1.7865,1.5095,0.0,1.004,25.679874749999996
2024-06-12,6.42512475,5.41725,0.0,4.0995,4.1695,1.199,1.7865,1.5095,0.0,1.004,25.61037475
2024-06-13,6.43512475,5.41725,0.0,4.0995,4.1695,1.199,1.7865,1.5095,0.0,1.004,25.620374750000003
2024-06-17,6.43512475,5.41675,0.0,4.103,4.1695,1.2015,1.7865,1.5095,0.0,1.004,25.62587475
2024-06-20,6.43512475,5.41675,0.0,4.107,4.1695,1.2015,1.7865,1.5095,0.0,1.004,25.62987475
2024-06-21,6.43512475,5.40075,0.0,4.1209999999999996,4.1695,1.2015,1.7865,1.508,0.0,1.004,25.626374750000004
2024-06-24,6.43512475,5.39825,0.0,4.131,4.1695,1.204,1.7865,1.508,0.0,1.004,25.63637475
2024-06-25,6.45462475,5.51325,0.0,3.9895,4.5225,1.2475,1.825,1.4955,1.0645,0.9690000000000001,27.08137475
2024-06-26,6.48112475,5.4857499999999995,0.0,3.9895,4.4225,1.2475,1.8255000000000001,1.517,1.0645,0.968,27.00137475
2024-06-27,6.46862475,5.47825,0.0,3.9505,4.4225,1.265,1.8245,1.517,1.0645,0.968,26.95887475
2024-06-28,6.463624749999999,5.47825,0.0,3.966,4.3825,1.275,1.8245,1.517,1.035,0.968,26.90987475
2024-07-02,6.463624749999999,5.4872499999999995,0.0,3.9705,4.3825,1.275,1.8239999999999998,1.5145,1.035,0.968,26.920374749999997
2024-07-03,6.47812475,5.4872499999999995,0.0,3.972,4.3795,1.2775,1.8165,1.5145,1.035,0.968,26.92837475
2024-07-04,6.48412475,5.49725,0.0,3.9364999999999997,4.405,1.2775,1.8165,1.5145,1.0475,0.968,26.94687475
2024-07-05,6.48412475,5.49725,0.0,3.9440000000000004,4.405,1.28,1.8165,1.5145,1.0475,0.963,26.951874749999998
2024-07-08,6.507624750000001,5.49725,0.0,3.972,4.3125,1.2825,1.8255000000000001,1.5145,1.0475,0.9610000000000001,26.920374749999997
2024-07-09,6.507624750000001,5.4822500000000005,0.0,4.026,4.3125,1.2850000000000001,1.788,1.5145,1.0475,0.9610000000000001,26.924374750000002
2024-07-10,6.507624750000001,5.4822500000000005,0.0,4.0305,4.331,1.2874999999999999,1.778,1.5145,1.0475,0.9610000000000001,26.939874749999998
2024-07-11,6.509124750000001,5.474749999999999,0.0,4.011,4.3575,1.2925,1.778,1.5145,1.0475,0.9610000000000001,26.945874749999998
2024-07-12,6.509124750000001,5.474749999999999,0.0,4.003,4.3575,1.3025,1.778,1.506,1.0475,0.9610000000000001,26.93937475
2024-07-15,6.5081247499999995,5.48475,0.0,4.0024999999999995,4.3575,1.3074999999999999,1.778,1.5110000000000001,1.0475,0.9610000000000001,26.95787475
2024-07-16,6.5081247499999995,5.46725,0.0,4.0075,4.361000000000001,1.3299999999999998,1.778,1.5110000000000001,1.0475,0.9610000000000001,26.97137475
2024-07-17,6.5081247499999995,5.46725,0.0,4.002,4.361000000000001,1.3375,1.778,1.5110000000000001,1.0475,0.9610000000000001,26.97337475
2024-07-19,6.5081247499999995,5.45975,0.0,4.0035,4.361000000000001,1.3375,1.778,1.5110000000000001,1.0475,0.9610000000000001,26.96737475
2024-07-22,6.5081247499999995,5.46725,0.0,4.0015,4.361000000000001,1.34,1.778,1.5110000000000001,1.0475,0.9610000000000001,26.975374749999997
2024-07-23,6.5081247499999995,5.47975,0.0,4.0015,4.361000000000001,1.34,1.7675,1.5110000000000001,1.0475,0.9610000000000001,26.97737475
2024-07-24,6.506124750000001,5.49225,0.0,3.991,4.361000000000001,1.3425,1.7675,1.5110000000000001,1.0475,0.9610000000000001,26.97987475
2024-07-25,6.506124750000001,5.49225,0.0,3.9945,4.361000000000001,1.345,1.7675,1.5110000000000001,1.0475,0.959,26.98387475
2024-07-26,6.50862475,5.45275,0.0,4.0095,4.2725,1.6985000000000001,1.7735,1.5214999999999999,1.043,0.959,27.238874749999997
2024-07-29,6.50862475,5.45275,0.0,3.997,4.2725,1.7225000000000001,1.7694999999999999,1.5214999999999999,1.043,0.9464999999999999,27.23387475
2024-07-30,6.50862475,5.45275,0.0,4.0195,4.2225,1.725,1.7694999999999999,1.5190000000000001,1.043,0.9464999999999999,27.206374750000002
2024-08-01,6.50862475,5.45275,0.0,3.9919999999999995,4.2225,1.7500000000000002,1.7694999999999999,1.5115,1.043,0.9464999999999999,27.19637475
2024-08-02,6.49612475,5.47275,0.0,4.0009999999999994,4.2225,1.7525,1.7685,1.5165,1.0425,0.9464999999999999,27.218874749999998
2024-08-05,6.491124750000001,5.47225,0.0,4.0009999999999994,4.2225,1.755,1.7685,1.5165,1.0425,0.9464999999999999,27.21587475
2024-08-06,6.491124750000001,5.4712499999999995,0.0,4.0009999999999994,4.221500000000001,1.76,1.7685,1.5165,1.0425,0.9464999999999999,27.218874749999998
2024-08-07,6.491124750000001,5.48175,0.0,3.9865,4.2365,1.7624999999999997,1.8435,1.5165,1.0425,0.9464999999999999,27.30737475
2024-08-08,6.491124750000001,5.48175,0.0,3.998,4.237500000000001,1.7675,1.846,1.5155,1.04,0.9464999999999999,27.323874749999998
2024-08-09,6.491124750000001,5.48275,0.0,3.998,4.237500000000001,1.7675,1.846,1.5155,1.04,0.9464999999999999,27.32487475
2024-08-12,6.53912475,5.4807500000000005,0.0,4.0,4.1875,1.775,1.846,1.5155,1.04,0.9464999999999999,27.330374750000004
2024-08-13,6.53912475,5.48025,0.0,4.0005,4.1875,1.7774999999999999,1.846,1.5155,1.04,0.9464999999999999,27.332874750000002
2024-08-14,6.53912475,5.48025,0.0,4.0005,4.1875,1.78,1.846,1.5155,1.04,0.9464999999999999,27.335374750000003
2024-08-15,6.53762475,5.48025,0.0,4.0005,4.1875,1.7825,1.846,1.5155,1.04,0.9464999999999999,27.336374749999997
2024-08-16,6.53762475,5.48025,0.0,3.9935,4.1875,1.79,1.846,1.5155,1.04,0.9464999999999999,27.33687475
2024-08-20,6.53762475,5.46975,0.0,3.9915,4.1655,1.7765,1.8515,1.5155,1.04,0.9464999999999999,27.29437475
2024-08-21,6.53762475,5.46975,0.0,3.991,4.1655,1.7765,1.8515,1.5155,1.04,0.9464999999999999,27.29387475
2024-08-22,6.53762475,5.46575,0.0,3.9765,4.1655,1.799,1.8515,1.5155,1.04,0.9495,27.30087475
2024-08-23,6.537124749999999,5.46575,0.0,3.9765,4.1655,1.8065000000000002,1.8515,1.5155,1.04,0.964,27.32237475
2024-08-26,6.537124749999999,5.46575,0.0,3.9765,4.1655,1.8114999999999999,1.8515,1.5155,1.04,0.964,27.32737475
2024-08-28,6.537124749999999,5.46825,0.0,3.9765,4.1655,1.8239999999999998,1.839,1.5155,1.04,0.964,27.32987475
2024-08-29,6.537124749999999,5.47075,0.0,3.9805,4.1655,1.8265,1.839,1.5155,1.04,0.9785,27.353374749999997
2024-09-02,6.537124749999999,5.46825,0.0,3.9530000000000003,4.1655,1.8290000000000002,1.839,1.5155,1.04,0.9785,27.32587475
2024-09-03,6.537124749999999,5.46375,0.0,3.9469999999999996,4.1655,1.8339999999999999,1.839,1.5155,1.04,0.9785,27.32037475
2024-09-04,6.537124749999999,5.46375,0.0,3.9469999999999996,4.1655,1.8365,1.839,1.513,1.04,0.9785,27.32037475
2024-09-05,6.537124749999999,5.45625,0.0,3.972,4.173,1.838,1.839,1.476,1.035,0.9785,27.304874750000003
2024-09-09,6.5321247499999995,5.46125,0.0,3.948,4.1739999999999995,1.8405,1.849,1.481,1.035,0.993,27.31387475
2024-09-10,6.5321247499999995,5.46375,0.0,3.988,4.139,1.8405,1.849,1.486,1.035,0.993,27.32637475
2024-09-11,6.539624750000001,5.43375,0.0,3.9985,4.1315,1.8405,1.849,1.486,1.035,0.993,27.30687475
2024-09-12,6.5321247499999995,5.43125,0.0,3.9985,4.1315,1.8655000000000002,1.855,1.4735,1.035,0.993,27.31537475
2024-09-13,6.52812475,5.42025,0.0,3.9989999999999997,4.1315,1.8905,1.8555,1.4735,1.035,0.993,27.32637475
2024-09-16,6.528124774999999,5.42025,0.0,4.003,4.101,1.9005,1.8555,1.4735,1.035,0.993,27.309874774999997
2024-09-17,65.28124775,54.1725,0.0,40.03,41.035,19.08,18.555,14.785,10.35,9.93,273.21874775000003
2024-09-19,6.52812475,5.44975,5.272,4.0215,4.1035,1.9455,1.8679999999999999,1.489,1.035,0.9854999999999999,32.69787475
2024-09-20,6.55262475,5.44975,5.272,3.9815000000000005,4.103,1.9555,1.8679999999999999,1.489,1.035,0.9854999999999999,32.69187475
2024-09-23,6.587124749999999,5.44125,5.272,3.963,4.101500000000001,1.9605000000000001,1.8679999999999999,1.4935,1.03,0.9854999999999999,32.702374750000004
2024-09-24,6.58462475,5.43875,5.272,3.971,4.101500000000001,1.973,1.8679999999999999,1.4935,1.028,0.9854999999999999,32.715874750000005
2024-09-25,6.57762475,5.43875,5.272,3.971,4.101500000000001,1.983,1.8624999999999998,1.4935,1.028,0.9854999999999999,32.71337475
2024-09-26,6.57512475,5.43875,5.272,3.9684999999999997,4.101500000000001,1.9879999999999998,1.8624999999999998,1.4935,1.028,0.9854999999999999,32.71337475
2024-09-27,6.57512475,5.44175,5.272,3.9684999999999997,4.099,1.9929999999999999,1.8624999999999998,1.4935,1.028,0.9854999999999999,32.71887475
2024-09-30,6.57512475,5.43675,5.272,3.9684999999999997,4.0965,2.003,1.8579999999999999,1.4935,1.028,0.9854999999999999,32.71687475
2024-10-02,6.57512475,5.42775,5.272,3.966,4.0925,2.029,1.8579999999999999,1.4874999999999998,1.028,0.9854999999999999,32.721374749999995
2024-10-03,6.57262475,5.42775,5.272,3.962,4.075,2.0365,1.8579999999999999,1.4925000000000002,1.028,0.9854999999999999,32.70987475
2024-10-04,6.5576247500000004,5.41625,5.272,3.9595,4.075,2.0465,1.8579999999999999,1.493,1.028,0.9854999999999999,32.69137475
2024-10-07,6.5626247499999995,5.41275,5.272,3.9495000000000005,4.069,2.0564999999999998,1.863,1.493,1.0354999999999999,0.984,32.69787475
2024-10-08,6.5671247500000005,5.40775,5.272,3.902,4.069,2.1014999999999997,1.864,1.455,1.0425,0.984,32.66487475
2024-10-09,6.6201247500000004,5.401750000000001,5.272,3.857,4.041,2.3064999999999998,1.859,1.4144999999999999,1.04,0.9764999999999999,32.788374749999996
2024-10-10,6.645124750000001,5.39325,5.272,3.8249999999999997,4.041,2.3365,1.8565000000000003,1.4085,1.03,0.9764999999999999,32.78437475
2024-10-14,6.67012475,5.3782499999999995,5.272,3.82,4.041,2.3415,1.854,1.4085,1.03,0.9764999999999999,32.79187475
2024-10-15,6.67012475,5.3782499999999995,5.272,3.82,4.041,2.3465,1.854,1.4085,1.03,0.9764999999999999,32.79687475
2024-10-16,6.67012475,5.3732500000000005,5.272,3.82,4.041,2.3515,1.854,1.4085,1.03,0.9714999999999999,32.79187475
2024-10-17,6.667624749999999,5.3732500000000005,5.272,3.82,4.041,2.3565,1.854,1.406,1.03,0.9714999999999999,32.79187475
2024-10-18,6.667624749999999,5.36375,5.272,3.805,4.041,2.4065,1.849,1.4055,1.03,0.9714999999999999,32.811874749999994
2024-10-21,6.667624749999999,5.36675,5.272,3.8150000000000004,4.04,2.4515,1.849,1.4005,1.03,0.9315,32.82387475
2024-10-22,6.672624750000001,5.36625,5.272,3.8135000000000003,4.04,2.4764999999999997,1.849,1.4000000000000001,1.03,0.9315,32.85137475
2024-10-23,6.672624750000001,5.36625,5.272,3.8135000000000003,4.0395,2.4764999999999997,1.849,1.4000000000000001,1.03,0.9315,32.850874749999996
2024-10-24,6.755124749999999,5.35625,5.272,3.8600000000000003,4.0145,2.4815,1.839,1.4000000000000001,1.03,0.9315,32.93987475
2024-10-25,6.69012475,5.3557500000000005,5.272,3.8600000000000003,4.0395,2.4815,1.839,1.4000000000000001,1.03,0.9315,32.89937475
2024-10-28,6.716624749999999,5.3557500000000005,5.272,3.8725,4.0395,2.4915,1.8325,1.4024999999999999,1.03,0.9315,32.94437475
2024-10-29,6.74162475,5.3557500000000005,5.272,3.8725,4.0120000000000005,2.4915,1.8325,1.396,1.03,0.9315,32.93537475
2024-11-01,6.74162475,5.37075,5.272,3.8725,4.0120000000000005,2.4915,1.8325,1.396,1.03,0.9315,32.95037475
2024-11-04,6.7466247500000005,5.36825,5.272,3.8725,4.0120000000000005,2.4915,1.8325,1.396,1.03,0.9315,32.95287475
2024-11-05,6.756624749999999,5.36825,5.272,3.8725,4.0120000000000005,2.4965,1.8175000000000001,1.396,1.03,0.9315,32.95287475
2024-11-06,6.756624749999999,5.36825,5.272,3.8625,4.0120000000000005,2.5065,1.8175000000000001,1.396,1.03,0.9315,32.95287475
2024-11-07,6.756624749999999,5.36825,5.272,3.8625,4.0120000000000005,2.5215,1.8175000000000001,1.396,1.03,0.9315,32.96787475
2024-11-08,6.756624749999999,5.36325,5.272,3.8625,4.0120000000000005,2.5215,1.8175000000000001,1.401,1.03,0.9315,32.96787475
2024-11-12,6.756624749999999,5.32175,5.272,3.8875,4.0120000000000005,2.5265,1.7925,1.401,1.03,0.9315,32.931374749999996
2024-11-13,6.756624749999999,5.35175,5.272,3.8875,4.0120000000000005,2.5265,1.7675,1.396,1.03,0.9315,32.931374749999996
2024-11-15,6.756624749999999,5.34675,5.272,3.8925,4.0120000000000005,2.5265,1.7675,1.396,1.03,0.9315,32.931374749999996
2024-11-18,6.76912475,5.34675,5.272,3.8925,4.0120000000000005,2.5265,1.7675,1.396,1.03,0.9315,32.94387475
2024-11-19,6.76912475,5.34675,5.272,3.9425000000000003,4.0120000000000005,2.5265,1.7675,1.361,1.03,0.9315,32.95887475
2024-11-25,6.77912475,5.34675,5.272,3.9774999999999996,4.0120000000000005,2.5265,1.7675,1.366,1.03,0.9315,33.00887475
2024-11-29,6.80412475,5.34675,5.272,3.9524999999999997,4.0120000000000005,2.5265,1.7675,1.366,1.03,0.9315,33.00887475
2024-12-05,6.84412475,5.34675,5.272,3.9524999999999997,3.987,2.5265,1.7675,1.366,1.03,0.9315,33.02387475
2024-12-10,6.84412475,5.34675,5.272,3.9524999999999997,3.987,2.5265,1.7624999999999997,1.366,1.03,0.9415,33.02887475
2024-12-12,6.84412475,5.34675,5.272,3.9524999999999997,3.987,2.5364999999999998,1.7624999999999997,1.361,1.03,0.9415,33.033874749999995
2024-12-16,6.84412475,5.33975,5.272,3.9524999999999997,3.987,2.5515,1.7624999999999997,1.366,1.03,0.9415,33.04687475
2024-12-18,6.84412475,5.33975,5.272,3.9524999999999997,3.987,2.5614999999999997,1.7624999999999997,1.371,1.03,0.9415,33.06187475
2024-12-23,6.84412475,5.33975,5.272,3.9524999999999997,3.987,2.5614999999999997,1.7624999999999997,1.381,1.03,0.9415,33.07187475
2024-12-30,6.84412475,5.33975,5.272,3.9524999999999997,3.9855,2.5715,1.7624999999999997,1.381,1.03,0.9415,33.080374750000004
2025-01-02,6.84412475,5.33975,5.272,3.9524999999999997,3.9855,2.5715,1.7624999999999997,1.391,1.03,0.9415,33.09037475
2025-01-03,6.84412475,5.33925,5.272,3.9524999999999997,3.9855,2.5715,1.7624999999999997,1.391,1.03,0.9415,33.08987475
2025-01-09,6.84412475,5.33925,5.272,3.9625,3.9805,2.5715,1.7575,1.391,1.03,0.9415,33.08987475
2025-01-13,6.84412475,5.32975,5.272,3.975,3.9730000000000003,2.5715,1.7575,1.391,1.03,0.9415,33.08537475
2025-01-14,6.84412475,5.32975,5.272,3.9800000000000004,3.9730000000000003,2.5915,1.7575,1.406,0.9780000000000001,0.9415,33.07337475
2025-01-16,6.84412475,5.32975,5.272,3.9849999999999994,3.9730000000000003,2.5915,1.7575,1.406,0.9780000000000001,0.9415,33.07837475
2025-01-17,6.84412475,5.32975,5.272,3.9849999999999994,3.9730000000000003,2.6015,1.7225000000000001,1.406,0.9780000000000001,0.9415,33.053374749999996
2025-01-20,6.84412475,5.32975,5.272,3.9899999999999998,3.9730000000000003,2.6015,1.7225000000000001,1.406,0.9780000000000001,0.9415,33.058374750000006
2025-01-21,6.84412475,5.32725,5.272,3.9899999999999998,3.9114999999999998,2.6715,1.6925,1.396,0.9780000000000001,0.9565,33.03937475
2025-01-22,6.889124750000001,5.32725,5.272,3.9899999999999998,3.9114999999999998,2.6665,1.6925,1.381,0.9780000000000001,0.9565,33.06437475
2025-01-23,6.889124750000001,5.32725,5.272,4.0,3.9114999999999998,2.6814999999999998,1.6775000000000002,1.3785,0.9780000000000001,0.9565,33.07187475
2025-01-24,6.889124750000001,5.32725,5.272,4.0,3.9114999999999998,2.7015000000000002,1.6525,1.3785,0.9780000000000001,0.9565,33.066874750000004
2025-01-27,6.88562475,5.32725,5.272,4.01,3.9114999999999998,2.7064999999999997,1.6424999999999998,1.3785,0.9780000000000001,0.9615,33.07337475
2025-02-03,6.88562475,5.32725,5.272,4.015,3.9114999999999998,2.7215,1.6424999999999998,1.3735000000000002,0.9780000000000001,0.9615,33.08837475
2025-02-06,6.88562475,5.29975,5.272,4.07,3.9114999999999998,2.7165000000000004,1.6424999999999998,1.3585,0.9780000000000001,0.9615,33.09587475
2025-02-07,6.88562475,5.2947500000000005,5.272,4.095,3.9114999999999998,2.7115,1.6424999999999998,1.3585,0.9780000000000001,0.9615,33.11087475
2025-02-11,6.881624749999999,5.2947500000000005,5.272,4.095,3.9114999999999998,2.7265,1.6400000000000001,1.3585,0.9780000000000001,0.9615,33.119374750000006
2025-02-12,6.87162475,5.2947500000000005,5.272,4.1375,3.9114999999999998,2.7415,1.6400000000000001,1.3585,0.9780000000000001,0.9615,33.166874750000005
2025-02-13,6.87162475,5.2947500000000005,5.272,4.137,3.9114999999999998,2.7415,1.6400000000000001,1.3585,0.9780000000000001,0.9615,33.16637475
2025-02-14,6.87162475,5.2947500000000005,5.272,4.137,3.9114999999999998,2.7415,1.669,1.3585,0.9780000000000001,0.9615,33.19537475
2025-02-17,6.87162475,5.2947500000000005,5.272,4.137,3.9114999999999998,2.7415,1.6740000000000002,1.3585,0.9780000000000001,0.9615,33.20037475
2025-02-18,6.87162475,5.28975,5.272,4.1419999999999995,3.9114999999999998,2.7415,1.6740000000000002,1.3585,0.9780000000000001,0.9615,33.20037475
2025-02-19,6.87162475,5.28975,5.272,4.1419999999999995,3.9015,2.7465,1.6740000000000002,1.3545,0.9780000000000001,0.9615,33.19137475
2025-02-20,6.86962475,5.31975,5.272,4.1419999999999995,3.8215,2.7865,1.6729999999999998,1.3545,0.971,0.959,33.16887475
2025-02-21,6.86962475,5.33975,5.272,4.117,3.8015,2.8165,1.653,1.3545,0.971,0.9740000000000001,33.16887475
2025-02-24,6.86962475,5.31475,5.272,4.137,3.8015,2.8365,1.653,1.3545,0.971,0.9740000000000001,33.18387475
2025-02-25,6.8621247499999996,5.30975,5.272,4.152,3.8015,2.8415,1.653,1.3545,0.971,0.9740000000000001,33.19137475
2025-02-26,6.8621247499999996,5.31475,5.272,4.157,3.8015,2.8465000000000003,1.653,1.3545,0.971,0.9740000000000001,33.20637475
2025-02-27,6.8621247499999996,5.30275,5.272,4.172,3.8015,2.8465000000000003,1.653,1.3545,0.971,0.9740000000000001,33.209374749999995
2025-02-28,6.8621247499999996,5.28275,5.272,4.192,3.8015,2.8514999999999997,1.653,1.3695000000000002,0.971,0.9740000000000001,33.22937475
2025-03-03,6.8621247499999996,5.28275,5.272,4.186999999999999,3.8015,2.8514999999999997,1.653,1.3695000000000002,0.976,0.9740000000000001,33.22937475
2025-03-04,6.8621247499999996,5.28275,5.272,4.217,3.8015,2.8465000000000003,1.653,1.3695000000000002,0.976,0.9740000000000001,33.25437475
2025-03-05,6.8571247500000005,5.27775,5.272,4.2125,3.8015,2.8514999999999997,1.6480000000000001,1.3695000000000002,0.976,0.9740000000000001,33.23987475
2025-03-06,6.8571247500000005,5.27775,5.272,4.2125,3.8015,2.8315,1.6480000000000001,1.3644999999999998,0.976,0.9740000000000001,33.21487475
2025-03-07,6.8571247500000005,5.27775,5.272,4.217499999999999,3.8015,2.8315,1.6480000000000001,1.3644999999999998,0.976,0.9740000000000001,33.21987475
2025-03-10,6.8571247500000005,5.30775,5.272,4.1975,3.8015,2.8765,1.6480000000000001,1.3095,0.976,0.9740000000000001,33.21987475
