date,DEUTSCHE BANK AG,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,UBS SECURITIES HONG KONG LTD,BNP PARIBAS,GOLDMAN SACHS (ASIA) SECURITIES LTD,MERRILL LYNCH FAR EAST LTD
2024-04-12,0.0,311882770.0,99706153.0,69087181.0,2123049.0,8234412.0,6634890.0,15620289.0,1830950.0,5720815.0
2024-04-15,842970550.0,316226951.0,95665294.0,69260481.0,2059349.0,8277247.0,7205654.0,15764225.0,1817746.0,5649315.0
2024-04-16,842970750.0,314357523.0,95681300.0,69425381.0,2039549.0,8306747.0,7294474.0,15928560.0,1894275.0,5727830.0
2024-04-17,842810750.0,313022002.0,95582197.0,69479081.0,2084549.0,8199297.0,6753374.0,16830920.0,2239094.0,5931530.0
2024-04-18,842716550.0,313096139.0,95019982.0,69510981.0,2082249.0,8766397.0,6501874.0,16805320.0,2191416.0,6272130.0
2024-04-19,0.0,312777224.0,95149195.0,69510881.0,2010749.0,8856097.0,6517660.0,17186250.0,2138029.0,6259692.0
2024-04-22,841976550.0,312819326.0,95272450.0,69617081.0,1990949.0,8620097.0,6289060.0,17596550.0,2290343.0,6368553.0
2024-04-23,0.0,313414392.0,95280969.0,69527081.0,1989749.0,8653997.0,6326960.0,17114394.0,2171693.0,6278961.0
2024-04-24,841476550.0,314703866.0,94828912.0,69456581.0,1978749.0,8486397.0,6527408.0,17127094.0,2150429.0,6088625.0
2024-04-25,840795570.0,315341877.0,93942898.0,69645781.0,2003949.0,8843997.0,6560468.0,17330964.0,2389321.0,6305193.0
2024-04-26,840537720.0,315782623.0,93901736.0,69778081.0,1996149.0,8596501.0,6616251.0,17260914.0,2195225.0,6383093.0
2024-04-29,838048320.0,318461494.0,90720347.0,70410481.0,1899349.0,10561901.0,6728146.0,17317211.0,2608636.0,6260473.0
2024-04-30,837001960.0,322518835.0,88427180.0,68871209.0,1941249.0,10918173.0,8300810.0,17357166.0,2532986.0,6603257.0
2024-05-02,832727940.0,322766604.0,88743400.0,68808436.0,1954849.0,11506589.0,8838248.0,18014605.0,3852882.0,7261331.0
2024-05-03,832096740.0,321613869.0,88787526.0,69549136.0,1958749.0,11767589.0,8342497.0,18168625.0,3761159.0,7067198.0
2024-05-06,832115040.0,320739441.0,90829118.0,68275836.0,1995749.0,11116989.0,8484325.0,18074892.0,4543159.0,6470039.0
2024-05-07,831551340.0,320046727.0,92126232.0,68585008.0,1700449.0,11423689.0,7909925.0,18059116.0,4093575.0,6300965.0
2024-05-08,0.0,319175197.0,91399995.0,68019708.0,1699549.0,12922789.0,7005725.0,18113116.0,4732673.0,6208372.0
2024-05-09,831851340.0,317316976.0,93196791.0,67789088.0,1671149.0,12625063.0,6978239.0,18390267.0,4861465.0,6217254.0
2024-05-10,0.0,316299849.0,93580302.0,67728788.0,1632049.0,12566607.0,8831351.0,18404672.0,5442365.0,6250454.0
2024-05-13,831871340.0,316010985.0,94783263.0,67990288.0,1640049.0,12563307.0,7899793.0,18387140.0,5866012.0,6236579.0
2024-05-14,831826340.0,316341349.0,96488537.0,67623888.0,1600149.0,11511507.0,7867210.0,18811340.0,4520512.0,6345125.0
2024-05-16,831815140.0,316897161.0,95232611.0,67600588.0,1613849.0,12403507.0,8263365.0,17799152.0,4185012.0,6029355.0
2024-05-17,0.0,318306461.0,96296628.0,67386788.0,1601649.0,11864871.0,8102371.0,17894355.0,3632712.0,5782062.0
2024-05-20,831763140.0,317479006.0,95056037.0,67241163.0,1649749.0,12877121.0,9153452.0,17503555.0,4124176.0,6263313.0
2024-05-21,831860640.0,316165146.0,95124082.0,67089188.0,1619049.0,13365018.0,8716822.0,17505792.0,4091213.0,6478385.0
2024-05-22,830673040.0,316828945.0,96988469.0,66679688.0,1630049.0,13426118.0,8415966.0,17757947.0,3620448.0,6325714.0
2024-05-23,830685640.0,317849166.0,97230675.0,66650788.0,1619049.0,12272582.0,7807210.0,17645019.0,3886971.0,6184107.0
2024-05-24,830726640.0,316988700.0,97790665.0,66627488.0,1670849.0,12652582.0,7059595.0,18229106.0,4023459.0,6043016.0
2024-05-27,830746640.0,316264244.0,97828448.0,66662688.0,1618849.0,12725348.0,7161495.0,18563347.0,4428550.0,6005117.0
2024-05-28,830759340.0,315821743.0,97724067.0,66516188.0,1625649.0,13571748.0,6014103.0,17285287.0,4883504.0,6015490.0
2024-05-29,830847240.0,315599627.0,97688279.0,66206988.0,1638849.0,13787448.0,6025966.0,17212719.0,4883598.0,6015474.0
2024-05-30,0.0,315341959.0,101356808.0,65817988.0,1641049.0,12888848.0,5798745.0,17178519.0,5103088.0,4305544.0
2024-05-31,831047240.0,314772970.0,100492197.0,65869358.0,1620149.0,12894965.0,6177553.0,17299019.0,5476719.0,4094616.0
2024-06-03,831795260.0,313227484.0,101159151.0,65421988.0,1622849.0,12766966.0,6190573.0,17490669.0,5860092.0,3837956.0
2024-06-04,833953960.0,315054001.0,96993224.0,66433178.0,1563049.0,12676587.0,6230210.0,17565011.0,5904092.0,4877590.0
2024-06-05,835939650.0,313868742.0,95734337.0,64198125.0,1616149.0,14967132.0,6231329.0,16830647.0,5895839.0,5518241.0
2024-06-06,0.0,310009393.0,97673930.0,65204025.0,1624649.0,14957102.0,6641429.0,19735284.0,6479174.0,5575162.0
2024-06-07,836099650.0,309481910.0,100726201.0,65783065.0,1644249.0,14865619.0,6289736.0,17342020.0,6291369.0,5768797.0
2024-06-11,837258290.0,309610012.0,102200404.0,64079725.0,1675749.0,15279301.0,6029197.0,17316396.0,5761124.0,5777915.0
2024-06-12,837841090.0,308066495.0,103740596.0,64287625.0,1700949.0,15511101.0,6773709.0,16514813.0,5740828.0,5669504.0
2024-06-13,837776090.0,307217222.0,103196056.0,61181065.0,1697749.0,15803201.0,6919261.0,16561325.0,6346090.0,5468456.0
2024-06-14,838199130.0,306523155.0,102122496.0,60839555.0,1615449.0,15634701.0,7710661.0,17086365.0,6767693.0,5568556.0
2024-06-17,840592760.0,305262571.0,102363293.0,65243075.0,1599249.0,15607001.0,7931016.0,17930467.0,6174915.0,5837356.0
2024-06-18,841344610.0,304267820.0,101705446.0,64544725.0,1620849.0,15611701.0,7807954.0,18113564.0,6941141.0,5615530.0
2024-06-19,840533310.0,304283019.0,105072504.0,64500225.0,1620149.0,15649201.0,7644573.0,19261864.0,6406788.0,3831060.0
2024-06-20,842022410.0,304454555.0,101562924.0,65509054.0,1714549.0,15538994.0,7740257.0,19788689.0,7946442.0,3497248.0
2024-06-21,843453490.0,303633026.0,101930251.0,64432074.0,1715649.0,15999494.0,7902175.0,20177389.0,6956921.0,3567829.0
2024-06-24,843474790.0,302709809.0,101985388.0,63113085.0,1730149.0,15229365.0,7823069.0,20367591.0,8256461.0,4634911.0
2024-06-25,843987190.0,301855649.0,106798915.0,62473107.0,1724149.0,15541532.0,7776478.0,19832158.0,6467370.0,4151989.0
2024-06-26,844105390.0,301458091.0,100646867.0,64551452.0,1736649.0,15675532.0,7584332.0,19667365.0,10506150.0,5225729.0
2024-06-27,845264990.0,301555846.0,103664179.0,64277882.0,1610449.0,15267532.0,7540332.0,19709316.0,7590664.0,5401615.0
2024-06-28,846700720.0,302511881.0,103052610.0,64546652.0,1644349.0,14076797.0,7545636.0,19247505.0,7331972.0,5246928.0
2024-07-02,846785720.0,301749112.0,106053323.0,64818652.0,1565449.0,14687121.0,7471606.0,18292522.0,5584546.0,5321814.0
2024-07-03,847773120.0,301310648.0,105247788.0,66110342.0,1564349.0,14669076.0,7550299.0,17967517.0,5853814.0,5106005.0
2024-07-04,849077110.0,301875803.0,104658982.0,64942052.0,1594449.0,14616311.0,8262866.0,17677703.0,5681645.0,5125915.0
2024-07-05,0.0,302432641.0,105619536.0,64940952.0,1576449.0,14767969.0,8138109.0,17273907.0,4463993.0,5153715.0
2024-07-08,0.0,302291556.0,104570955.0,64933252.0,1536849.0,14925761.0,8138610.0,17148107.0,5460486.0,5191653.0
2024-07-09,849047110.0,301906241.0,106814444.0,64955352.0,1534649.0,15025152.0,8191030.0,17155707.0,4094063.0,5136413.0
2024-07-10,848144910.0,302154925.0,108433497.0,64534652.0,1534749.0,14959152.0,8178876.0,17117319.0,3531510.0,5038915.0
2024-07-11,848394910.0,301603955.0,107889361.0,64594241.0,1534449.0,15118252.0,8165444.0,17477477.0,4058236.0,5072756.0
2024-07-12,0.0,303254811.0,109692140.0,64857786.0,1533849.0,13201638.0,8179865.0,17376877.0,3568775.0,5017756.0
2024-07-15,849139710.0,302753378.0,110008730.0,65523886.0,1546949.0,13063238.0,8120983.0,16741134.0,3420380.0,5201356.0
2024-07-16,0.0,301733794.0,110695504.0,66029486.0,1548149.0,14142693.0,7747062.0,17251664.0,3043001.0,5371356.0
2024-07-17,0.0,301145878.0,111519726.0,65864036.0,1521549.0,14791195.0,7727062.0,17233708.0,3196700.0,5201718.0
2024-07-18,849134810.0,301188985.0,112301719.0,65670936.0,1518449.0,14722461.0,7835494.0,17095120.0,3259122.0,5070214.0
2024-07-19,849132110.0,300745513.0,112487066.0,65736936.0,1520349.0,14593804.0,7780568.0,20382118.0,3216701.0,5077892.0
2024-07-22,849129710.0,315690109.0,112621468.0,65802936.0,1535249.0,14279414.0,7957426.0,19196415.0,3172500.0,5178270.0
2024-07-23,849082710.0,317507240.0,110328121.0,65746236.0,1553449.0,14067113.0,7911248.0,19583301.0,3699800.0,5213970.0
2024-07-24,0.0,319702013.0,110545915.0,66229676.0,1536249.0,13982956.0,8020418.0,19163724.0,1835254.0,4981263.0
2024-07-25,848082710.0,319256725.0,112353348.0,66254676.0,1554849.0,13744456.0,7992918.0,19281026.0,1729903.0,5027655.0
2024-07-26,847920410.0,318504982.0,113929519.0,66254476.0,1554749.0,13790456.0,8034993.0,19290753.0,2129100.0,4094893.0
2024-07-29,847933010.0,317737839.0,114001137.0,66560426.0,1555449.0,14022426.0,8121960.0,19289153.0,2213000.0,3967993.0
2024-07-30,848123060.0,317592378.0,117052619.0,65326776.0,1608249.0,14219235.0,8019226.0,16201220.0,1945146.0,4376624.0
2024-07-31,848039290.0,317027825.0,116758059.0,65352876.0,1572849.0,14390987.0,7964299.0,16262849.0,4188677.0,4745528.0
2024-08-01,849215790.0,316742245.0,117807272.0,64825576.0,1381849.0,14546817.0,7667097.0,16398922.0,4034170.0,5040159.0
2024-08-02,849067890.0,316257042.0,119040168.0,65336967.0,1379749.0,14431847.0,7753697.0,16479202.0,3911572.0,3883915.0
2024-08-05,849607990.0,318679992.0,111888284.0,66781707.0,1737549.0,14593770.0,8037616.0,16032586.0,4910270.0,5924701.0
2024-08-06,849989950.0,315368460.0,112839631.0,66636767.0,1867649.0,14096196.0,8385843.0,15899983.0,5346870.0,6559875.0
2024-08-07,849995750.0,312521242.0,115074540.0,67214996.0,1844249.0,14771152.0,8664178.0,16377274.0,5248890.0,4869688.0
2024-08-08,850094950.0,316580524.0,112491904.0,66431741.0,1800749.0,15558539.0,7709578.0,16132573.0,4817475.0,5036403.0
2024-08-09,850186020.0,314892776.0,109039797.0,67852449.0,1745849.0,16132939.0,7651458.0,15919444.0,5445180.0,6811369.0
2024-08-12,851436000.0,389022868.0,111924632.0,66151469.0,1663149.0,15188575.0,7648216.0,16548733.0,6370178.0,5553297.0
2024-08-13,852260000.0,387964990.0,112287584.0,66315169.0,1689649.0,14527338.0,7814486.0,16807533.0,5614069.0,6366384.0
2024-08-14,852467300.0,387744479.0,114458862.0,66123269.0,1687649.0,14293738.0,7807962.0,16969600.0,5052665.0,4873317.0
2024-08-15,852482400.0,388467860.0,116308470.0,66266253.0,1678349.0,14166875.0,7674391.0,16547925.0,4256387.0,3992126.0
2024-08-16,852561790.0,388281502.0,117357540.0,66294253.0,1670649.0,12638275.0,7687423.0,16886440.0,4436784.0,4026800.0
2024-08-19,852523190.0,390064145.0,116734070.0,66455167.0,1671349.0,11968275.0,8406514.0,16110759.0,4691587.0,3713931.0
2024-08-20,852513190.0,390154199.0,113850655.0,65820367.0,1653349.0,14062002.0,8728214.0,16580786.0,5052068.0,4626752.0
2024-08-21,853513190.0,389981650.0,112822786.0,65638267.0,1647849.0,13660261.0,8688115.0,14855382.0,5228489.0,4726452.0
2024-08-22,853550890.0,389913627.0,112910679.0,66052867.0,1646549.0,13306142.0,8495978.0,15303709.0,6398230.0,3756972.0
2024-08-23,853920890.0,390258680.0,111603969.0,66050267.0,1784149.0,13014742.0,8673178.0,15313004.0,6527297.0,4387072.0
2024-08-26,854920890.0,389982723.0,111911364.0,66433806.0,1776149.0,11750942.0,8046278.0,15387164.0,5696989.0,4536676.0
2024-08-27,0.0,389541824.0,109600310.0,68534993.0,1827449.0,12220984.0,7811678.0,15643512.0,6029589.0,4636692.0
2024-08-28,855897760.0,394579457.0,107103928.0,66274223.0,1939549.0,12263884.0,7749798.0,15745716.0,5687557.0,3512381.0
2024-08-29,855922760.0,394980579.0,104324336.0,66496523.0,1988949.0,12913343.0,7779542.0,14762701.0,6223305.0,3644131.0
2024-08-30,856098760.0,392863326.0,105677090.0,66224534.0,1985749.0,12887543.0,7799206.0,17638676.0,4691230.0,3837438.0
2024-09-02,856949360.0,394753328.0,98868538.0,66222634.0,1984549.0,12588443.0,7828434.0,22921641.0,4504816.0,3803834.0
2024-09-03,856971760.0,391763757.0,97372814.0,66172734.0,2079849.0,15368186.0,8683460.0,24130803.0,4811814.0,2730970.0
2024-09-04,856971000.0,393026253.0,91037159.0,66265334.0,1993449.0,20193584.0,7765660.0,22416658.0,4341985.0,6070985.0
2024-09-05,857517700.0,387339758.0,87200827.0,65654434.0,2001049.0,20355784.0,13125660.0,20037325.0,4426117.0,6039848.0
2024-09-09,857057800.0,390586801.0,75332878.0,63094621.0,2007449.0,19187584.0,13821986.0,31284029.0,4352456.0,6077848.0
2024-09-10,0.0,390114702.0,75589634.0,63094421.0,0.0,19049783.0,13737586.0,31812959.0,4195600.0,6131148.0
2024-09-11,0.0,399866108.0,87050867.0,67081861.0,2004849.0,18425083.0,13153722.0,16198780.0,4070007.0,5685348.0
2024-09-12,857741640.0,409225632.0,88256669.0,67064121.0,1966349.0,14190383.0,8275622.0,16149758.0,3867300.0,5852345.0
2024-09-13,857837640.0,410822137.0,91077503.0,0.0,1948149.0,13666083.0,8544922.0,15699536.0,3529527.0,2650721.0
2024-09-16,857330640.0,411730407.0,88472328.0,67066521.0,1906449.0,12934998.0,8502622.0,16177699.0,3876740.0,3205143.0
2024-09-17,858030640.0,410012505.0,89320646.0,67040221.0,1904449.0,13262298.0,10731922.0,15680179.0,3478870.0,2719960.0
2024-09-19,857766640.0,409461058.0,88653460.0,67037821.0,1903349.0,13823098.0,10201722.0,17417569.0,3318985.0,3417703.0
2024-09-20,0.0,412396558.0,88728433.0,67038821.0,1917749.0,13665898.0,8522422.0,16358829.0,3201507.0,3264664.0
2024-09-23,857747640.0,411418621.0,89480656.0,66481921.0,1927949.0,12151867.0,9887260.0,16671169.0,3387938.0,3020848.0
2024-09-24,857686240.0,411875680.0,90276906.0,66685221.0,1927149.0,11124367.0,8830137.0,17232790.0,3166907.0,2891832.0
2024-09-25,856786940.0,414982333.0,87831517.0,66915285.0,1973249.0,11634685.0,8142445.0,16734830.0,3386670.0,2629987.0
2024-09-26,853379000.0,415030013.0,94914880.0,61912285.0,2117049.0,9930885.0,9426239.0,16893276.0,3923266.0,2780028.0
2024-09-27,853347000.0,415655496.0,88788988.0,61919621.0,2071749.0,10210285.0,9115464.0,16054152.0,9680170.0,3431648.0
2024-09-30,853453400.0,417105386.0,88289942.0,62459157.0,2165049.0,9895893.0,9449468.0,16355873.0,10226017.0,2189104.0
2024-10-02,853211500.0,416698787.0,92632923.0,63293657.0,2174649.0,13212638.0,8804462.0,16158361.0,3466404.0,1912490.0
2024-10-03,850183730.0,420759112.0,86111855.0,63320157.0,2373049.0,13266145.0,9526290.0,16932147.0,9289497.0,1581999.0
2024-10-04,850072530.0,422638309.0,84573475.0,63539657.0,2379849.0,12409745.0,9594420.0,15741290.0,9374680.0,2611607.0
2024-10-07,849945930.0,421121804.0,85096287.0,65625957.0,2390249.0,12498645.0,9311338.0,15808093.0,9402060.0,2270810.0
2024-10-08,849684230.0,423109941.0,91880399.0,65641637.0,2292749.0,11804565.0,9063938.0,15740129.0,3092360.0,2109807.0
2024-10-09,846356590.0,422618095.0,88060651.0,66213737.0,2349149.0,11673565.0,9192537.0,16079629.0,3345878.0,1904651.0
2024-10-10,845911190.0,422386938.0,88171193.0,66794201.0,2284449.0,11426165.0,9090437.0,18142183.0,4391490.0,2054809.0
2024-10-14,846986290.0,420368975.0,89687044.0,66488421.0,2203449.0,10941965.0,11660984.0,18820163.0,2964362.0,2005521.0
2024-10-15,0.0,424259217.0,89664407.0,68788321.0,1914949.0,9623765.0,9434108.0,18856140.0,2721421.0,2017566.0
2024-10-16,844833770.0,427305622.0,89841361.0,69771121.0,1916949.0,9878265.0,8459330.0,18845865.0,2144508.0,2062327.0
2024-10-17,844773170.0,428170097.0,88494363.0,69785321.0,1954749.0,9179064.0,8317105.0,18962276.0,3289923.0,1868995.0
2024-10-18,844086620.0,430062998.0,87792584.0,69668441.0,1963049.0,8409364.0,8974705.0,19559318.0,2314667.0,1736058.0
2024-10-21,843671930.0,431921828.0,88432177.0,69579521.0,1909849.0,7543003.0,8536527.0,19250789.0,2639008.0,1386376.0
2024-10-22,843270340.0,429252281.0,93509008.0,69091021.0,1969049.0,7320786.0,8164544.0,18013646.0,2618646.0,2042152.0
2024-10-23,843096740.0,427939310.0,93794770.0,69123221.0,2007049.0,7445033.0,8166544.0,18219116.0,2932774.0,2361302.0
2024-10-24,842984740.0,427153941.0,94743738.0,69044621.0,2192249.0,7907033.0,8200744.0,17874051.0,3180528.0,1852044.0
2024-10-25,841702040.0,426118537.0,94728618.0,68969021.0,2393949.0,9630633.0,8274988.0,18718547.0,3076637.0,1890342.0
2024-10-28,841300240.0,426138896.0,94897825.0,67655521.0,2065549.0,9213533.0,8320948.0,19134546.0,3945837.0,3888715.0
2024-10-29,0.0,423728166.0,97550923.0,68046821.0,2044949.0,8790733.0,8289112.0,19188179.0,3991985.0,4011614.0
2024-10-30,841200240.0,423946698.0,96408370.0,67853721.0,2032249.0,8632138.0,8275035.0,18280787.0,4501275.0,5606216.0
2024-10-31,0.0,420863813.0,98615846.0,68274521.0,2055649.0,7917109.0,8478017.0,18406514.0,5778691.0,5374115.0
2024-11-01,0.0,420181376.0,99671740.0,68270621.0,2067849.0,8251662.0,8592190.0,18254583.0,4897817.0,5510846.0
2024-11-04,841129640.0,419657596.0,99329345.0,67480221.0,2070349.0,9380965.0,8300151.0,18117995.0,5874799.0,5573331.0
2024-11-05,0.0,420006111.0,101136422.0,67017321.0,2072849.0,9277434.0,8167684.0,18187157.0,6113269.0,4124427.0
2024-11-06,841178340.0,421577681.0,101584139.0,67015621.0,2076049.0,8753277.0,8157684.0,18069176.0,4242386.0,4710544.0
2024-11-07,841056080.0,418725225.0,100616907.0,66989721.0,2089449.0,9461638.0,8520184.0,19707626.0,5760018.0,3960851.0
2024-11-08,844814980.0,411345047.0,104436947.0,68070421.0,2130049.0,9893854.0,9265686.0,18411626.0,4422214.0,4469094.0
2024-11-11,845510350.0,406905122.0,105805349.0,69864071.0,2128349.0,9532054.0,9639506.0,18695600.0,3724661.0,5580197.0
2024-11-12,845501250.0,407919484.0,105424343.0,70959271.0,2131149.0,9650566.0,8585010.0,18388049.0,3597040.0,5038701.0
2024-11-13,848852690.0,407589722.0,102396339.0,71364271.0,2092349.0,9966217.0,8652105.0,18811839.0,4424209.0,2942983.0
2024-11-14,849037160.0,408484563.0,102753031.0,71056651.0,2092949.0,10118015.0,8138684.0,18837205.0,3357127.0,3287378.0
2024-11-15,848918860.0,408179488.0,101019219.0,70955791.0,2088549.0,10712373.0,7817936.0,18818788.0,5206990.0,3097226.0
2024-11-18,848899960.0,408264160.0,102050069.0,70525091.0,2033649.0,11275291.0,8528387.0,18688514.0,5205244.0,4261240.0
2024-11-19,849608560.0,406957795.0,103337636.0,70615721.0,2058449.0,11863334.0,8838395.0,18567623.0,4793281.0,3512241.0
2024-11-20,849458560.0,406422820.0,102050490.0,71591021.0,2064249.0,11474160.0,9948546.0,18584223.0,5304878.0,3250924.0
2024-11-21,849772160.0,407266398.0,104705842.0,70483991.0,2074449.0,11495640.0,8924282.0,18700232.0,3653827.0,3092630.0
2024-11-22,849760460.0,406010919.0,104133015.0,70484851.0,2080949.0,11595540.0,8848103.0,18467717.0,5218112.0,3088921.0
2024-11-25,851388460.0,405141766.0,104777903.0,70371121.0,2082149.0,11419811.0,8899304.0,18332309.0,3677786.0,3976116.0
2024-11-26,851188460.0,404172126.0,105169167.0,70367121.0,2092149.0,11824211.0,8537304.0,17703887.0,4948487.0,3621400.0
2024-11-27,851176560.0,402864541.0,108128516.0,69932521.0,2109849.0,11293611.0,8539372.0,17550582.0,3929088.0,3881104.0
2024-11-28,851932560.0,402944188.0,106917117.0,69938791.0,2097049.0,11187711.0,8539322.0,17436492.0,4867381.0,3802760.0
2024-11-29,850382460.0,402736926.0,107014425.0,70348191.0,2111549.0,11413611.0,8475357.0,17794122.0,4939618.0,3396381.0
2024-12-02,850209460.0,403143632.0,107575570.0,70065891.0,2100749.0,10802111.0,8491457.0,17294358.0,5448277.0,3653652.0
2024-12-03,850037460.0,401545888.0,109981174.0,69602391.0,2104949.0,10597711.0,8762865.0,17182133.0,5338090.0,3587876.0
2024-12-04,849637460.0,401548837.0,109716387.0,69680377.0,2217349.0,10832960.0,8566824.0,17696451.0,4863045.0,3704415.0
2024-12-05,849761760.0,401049524.0,108148575.0,70209477.0,2304949.0,10688102.0,8785007.0,18150862.0,5866935.0,3942131.0
2024-12-06,849835460.0,401550775.0,108070383.0,70749644.0,2306649.0,11342998.0,8082228.0,18174670.0,5363711.0,3427694.0
2024-12-09,0.0,401447285.0,107970588.0,70658677.0,2305749.0,12034098.0,8235528.0,18443234.0,5264704.0,3310651.0
2024-12-10,849776481.0,408526830.0,98326986.0,70670907.0,2312849.0,11530002.0,8241028.0,17624298.0,5899060.0,3405480.0
2024-12-11,0.0,408474732.0,100653956.0,70617807.0,2334849.0,10644787.0,8237528.0,17590119.0,3466596.0,3569461.0
2024-12-12,849770981.0,409119201.0,96755502.0,69663907.0,2362149.0,11143860.0,7944790.0,18709438.0,5599870.0,4091629.0
2024-12-13,850270981.0,409397602.0,96600714.0,69663807.0,2464149.0,11105260.0,8983859.0,17741917.0,4798202.0,4206245.0
2024-12-16,850766381.0,410089833.0,95915095.0,69966507.0,2456149.0,9407651.0,9121259.0,17929778.0,5575117.0,3839772.0
2024-12-17,851226381.0,408892513.0,95883989.0,69599007.0,2941549.0,9564032.0,9255684.0,18065657.0,5481563.0,4420230.0
2024-12-18,851056381.0,408215963.0,95366916.0,69005707.0,3014749.0,10728840.0,9373115.0,17399742.0,5842988.0,5364081.0
2024-12-19,851456381.0,410580500.0,93896861.0,68689267.0,3034449.0,11258137.0,9930345.0,15245145.0,6933568.0,4152917.0
2024-12-20,851419081.0,409499542.0,94602105.0,69304107.0,3132449.0,11218437.0,9625054.0,15107433.0,7260869.0,3837185.0
2024-12-23,851212971.0,410982005.0,93013740.0,69782273.0,3122849.0,10820583.0,8657820.0,14985433.0,7810783.0,5175221.0
2024-12-27,851946761.0,411674050.0,91220377.0,69645783.0,3110849.0,11155548.0,9000765.0,14769611.0,7980031.0,5795321.0
2024-12-30,852796761.0,411186671.0,90727940.0,69631583.0,3112149.0,11059058.0,8769270.0,14917199.0,8340507.0,5651234.0
2025-01-02,852916761.0,410952112.0,91188414.0,69492983.0,3116449.0,10361027.0,9254570.0,14826777.0,8682351.0,5479087.0
