date,THE HONGKONG AND SHANGHAI BANKING,YUANTA SECURITIES (HONG KONG) CO LTD,FUBON SECURITIES (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,KGI ASIA LTD,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,PHILLIP SECURITIES (HONG KONG) LTD,BRIGHT SMART SECURITIES INTERNATIONAL
2024-09-27,23.665986003779967,17.563624834684223,15.456766398409288,15.962351533582625,9.696424215423479,9.196292136619737,2.9016705101000366,3.5380692895150196,2.018815077885627
2024-09-30,10.167926192363213,7.547358634871036,6.6422943771830365,6.859266968736624,4.165276588827895,3.9517876018991767,1.2466071809140464,1.5203625706158688,0.8675157636138311
2024-10-02,23.749337375408874,17.587918338462945,15.462456367750562,15.967542267198148,9.69625913232684,9.165436750080797,2.8123583802425784,3.5392198201969496,2.0194715683323046
2024-10-03,24.20559618302894,17.961150721724493,15.702783312608904,14.405765885215155,9.865170980384642,9.306870949385267,2.829615862632558,3.6683947142374573,2.054651390782588
2024-10-04,24.203308272894,17.95945303584802,15.701299087357187,14.404404253899772,9.864238525571373,9.316118395417222,2.8286732656443587,3.6680479779958794,2.0544571853721867
2024-10-07,24.208066229916607,18.029508096588536,15.724123523076766,14.432104672998197,9.87857782812824,9.290445754199252,2.834813580558957,3.6057677468732794,1.9965925676601646
2024-10-08,24.181579662084328,18.00978162258407,15.706919420099618,14.490606402233553,9.867769462881462,9.263396284564356,2.8296857987401296,3.6558532941802597,1.994408052632219
2024-10-09,24.182064875355426,17.932511364021288,15.639529501096161,14.45197203590755,9.86309140208305,9.391773544808748,2.9042958357858617,3.6489103174905204,1.9858511234513936
2024-10-10,24.40087188989665,17.909988679283277,15.646752385970695,14.255835839781374,9.850703661532835,9.379977765043906,2.934230197542554,3.6443273979512645,1.9773121829974487
2024-10-14,24.397961369708142,17.907852387438368,15.615848750222325,14.25413541291946,9.846170869715039,9.368113947316873,2.989619788511326,3.6432211436870143,1.9770763304814576
2024-10-15,24.412565625888842,17.920929840398887,15.611445452633541,14.250116086074161,9.843394483932693,9.365472362205779,2.9773634647857,3.642193842056856,1.9765188420235391
2024-10-17,24.410435123495752,17.936148700245653,15.610083030411879,14.248872468058401,9.8425354437226,9.36465503060754,2.969047868528419,3.6418759851459717,1.9763463497837863
2024-10-18,24.41649983827906,17.94060489390331,15.61396131856382,14.252412566670545,9.844980798338721,9.366981656967019,2.9449407583170304,3.642780800607652,1.9768373683528462
2024-10-22,24.40601142188966,17.932898280111353,15.607254143953137,14.246290262550673,9.840751762291681,9.36295795149814,2.9866319868209907,3.6412159980313143,1.9759881928530514
2024-10-23,24.405519998458708,17.949316648212008,15.606939886525057,14.246003408598254,9.840553615371622,9.362769425120732,2.9718059311668776,3.6411426808953165,1.9759484056514287
2024-10-24,24.377214684264754,17.943918376771663,15.588839090593556,14.33004097023744,9.829140625116011,9.351910564898933,2.9683592559634624,3.636919714631362,1.9736567175228192
2024-10-25,24.376234175059707,17.943196629953135,15.588212070631585,14.322090482024777,9.82874527384289,9.338797326978549,2.992373280003305,3.636773429122357,1.9735773323836965
2024-10-28,24.37590735618597,17.942956060582503,15.588003075186432,14.32189846181988,9.828613497152624,9.338672119155119,2.9936738879266245,3.636724669901076,1.9735508720897736
2024-10-29,24.38571573605501,17.950175948910925,15.56745003777997,14.361192983071946,9.815802498357208,9.34242981491096,2.964699975728768,3.6381880155119806,1.9743449896732335
2024-10-31,10.366060748955922,7.630603657209269,6.617709014652504,6.104930225219636,4.172688816844313,3.9714585147119785,1.2620018083327604,1.5465904543662705,0.8392922800128553
2024-11-01,24.320389849812145,17.961860399254657,15.577583481455545,14.370541228279404,9.822191976499504,9.348511156819406,2.9827354920875493,3.6405562500813464,1.9756301657104427
2024-11-04,24.31971877978303,17.963202539312885,15.577583481455545,14.370541228279404,9.822191976499504,9.348511156819406,2.9820644220584356,3.6405562500813464,1.9756301657104427
2024-11-05,24.320208396671735,17.963564183599072,15.577897097251302,14.370830543289536,9.822389721840201,9.348699365778073,2.9801112078705456,3.640629543602561,1.9756699400969695
2024-11-06,24.21160004880184,17.987440429116784,15.595689314906444,14.387244115886347,9.850404565739515,9.359376936240247,2.9855304771002795,3.6447876705202784,1.9779264416882614
2024-11-07,24.211112061722396,17.98774972703368,15.596046818792322,14.386954139626074,9.850206029907694,9.35918829711655,2.98614213992527,3.644714209481481,1.9778865763945301
2024-11-08,24.20710235078704,17.99062543906483,15.596299528750619,14.386567522794774,9.849941327914069,9.358936790113201,2.9880773493702573,3.6446162660359827,1.9778334251692318
2024-11-11,24.198445121060036,17.9960398432349,15.598752867182398,14.388210787848504,9.844347458095823,9.360005788242386,2.991106234690176,3.6450325620381205,1.9780593376076592
2024-11-12,24.175851720749453,17.997585445441533,15.59718091663794,14.386760828613026,9.843355402674577,9.359062541925182,3.017677906432771,3.6446652371007207,1.9778600004247964
2024-11-13,24.175179893303657,17.997585445441533,15.59718091663794,14.386760828613026,9.843355402674577,9.359062541925182,3.0183497338785674,3.6446652371007207,1.9778600004247964
2024-11-14,24.153032348236938,18.000460854524952,15.596761783332678,14.386374222171108,9.843090888330167,9.358811041680468,3.0390947148086664,3.644567296287213,1.977806850627807
2024-11-15,24.150760889117777,17.99876801072929,15.595294994141518,14.385021263236283,9.842165200067232,9.357930897258905,3.048213351729148,3.6442245448884982,1.9776208488313443
2024-11-18,24.218465813985432,17.982701860954272,15.581374244398416,14.37218083404723,9.833379837640175,9.349577774462388,3.045492440374221,3.640971619059515,1.9758555750783522
2024-11-19,24.22159327068785,17.985024060960438,15.569801594052809,14.37403678865736,9.834649673224181,9.350785134164695,3.0465569539477464,3.641441796699205,1.9761107276057153
2024-11-20,24.212329561724964,17.97881654579315,15.600750530209021,14.368539342971445,9.830888346241826,9.347208864383871,3.046062754584437,3.640049103137187,1.975354950954097
2024-11-21,24.212167103762457,17.978695912960326,15.600645853534346,14.368442934089357,9.830822383729368,9.34714614722552,3.0467132883986934,3.6400246794253253,1.9753416968746111
2024-11-22,24.211192401767576,17.981326875120608,15.600017822983848,14.367864507964539,9.830426627242653,9.3467698619489,3.047261582802541,3.6398781440366816,1.975262176132652
2024-11-26,24.21086751854162,17.98444026886661,15.599808490703504,14.367671709605254,9.830294715494475,9.346644440255716,3.0452078843625117,3.63982930152889,1.9752356706414214
2024-11-27,24.205944628688876,17.985767671816888,15.600959887772566,14.368732164616965,9.831020273922336,9.347334301225516,3.0447616607659973,3.6400979515441882,1.9753814596466672
2024-11-29,24.20675674788857,17.98637110157233,15.597457257893616,14.369214241373115,9.832021116677392,9.347647908059226,3.0448638137470576,3.6402200782977836,1.9754477344909136
2024-12-02,24.213884641493692,17.992166088051224,15.583017062533921,14.373843824615385,9.845928460409038,9.343947362164535,3.0297354491771613,3.6413929122182456,1.9760841993367955
2024-12-03,24.213722113118436,17.992045321079512,15.582912466246205,14.373747344537216,9.845862372592928,9.343884643744682,3.030386332741644,3.6413684704699487,1.9760709354694304
2024-12-05,24.219207365926366,17.997118930158596,15.586635310611877,14.377800623290485,9.84863882495471,9.3465195425078,3.0050559248133615,3.642395306485665,1.976628171251144
2024-12-09,24.211249465226388,17.99868991292985,15.587995880358058,14.379055672899002,9.849498520441212,9.347335407604287,3.0066611737928386,3.6427132540579845,1.9768007126903742
2024-12-11,24.199062799655195,17.989630322056463,15.58082083532206,14.371818014926541,9.844540802555361,9.342630452134811,3.0064900384963997,3.6408797043990657,2.024127030454105
2024-12-12,24.194029227226256,17.982533404266825,15.577579916827563,14.368828577380445,9.84249306998119,9.340687120384862,3.030020309661104,3.64012237623934,2.0237059980324155
2025-01-02,24.1930552292625,17.98180946735022,15.57762376104494,14.368250120206383,9.841425869997181,9.340311085035399,3.033924106001801,3.6399758329848466,2.023624528116726
2025-01-03,24.138962425203864,17.994003511758066,15.588187449657914,14.344422791511013,9.84809965798905,9.346645050944717,3.072238081936984,3.6424442178841248,2.024996813114266
2025-01-06,24.141161833021883,17.993641074100594,15.587873470273625,14.344133864203037,9.847901296231019,9.346456789553343,3.071504795983465,3.6423708512790247,2.024956025354007
2025-01-08,24.126583005877965,18.048532637119028,15.578459966713348,14.335471453935384,9.8419541569955,9.340812472229864,3.064281924387183,3.640171226612982,2.023733156128745
2025-01-10,24.139331987962333,18.048532637119028,15.578459966713348,14.335471453935384,9.8419541569955,9.340812472229864,3.0515329423028175,3.640171226612982,2.023733156128745
2025-01-13,24.154324136229967,18.04720057511647,15.577310207062675,14.334413432366738,9.841227776994034,9.323349340355295,3.058688170473999,3.6399025657821404,2.0235837956186806
2025-01-14,24.15799915510554,18.04393180185356,15.624800889861405,14.331817132338253,9.839445298758822,9.308244101915788,3.031301049592262,3.639243293661951,2.023217276912422
2025-01-16,24.156216641765358,18.042600418863618,15.623648003985174,14.330759650091341,9.838719289026294,9.307557287201588,3.0384559467486647,3.638974769779759,2.023067992538206
