date,CHEER UNION SECURITIES LTD,BONUS EVENTUS SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,THE BANK OF EAST ASIA LTD,FUTU SECURITIES INTERNATIONAL,CHINA CITIC BANK INTERNATIONAL LTD,BANK OF CHINA (HONG KONG) LTD,CMB WING LUNG BANK LTD
2024-03-27,69.2992626609377,0.0,19.184456013519146,3.049385803381302,3.0190738172641916,0.0,2.5803078182190196,2.86751388667864
2024-04-05,69.83881601382227,0.0,18.644902660634582,3.049385803381302,3.0190738172641916,0.0,2.5803078182190196,2.86751388667864
2024-04-09,69.83881601382227,0.0,18.572153893953516,3.1221345700623666,3.0190738172641916,0.0,2.5803078182190196,2.86751388667864
2024-04-10,69.83458236404005,0.0,18.57102804446499,3.1219453053368595,3.0249528298312485,0.0,2.5801513991922342,2.8673400571346304
2024-04-12,69.81342181214917,0.0,18.565400843881857,3.120999325803544,3.0240362399533365,0.0,2.5793695884371517,2.8967721897749397
2024-04-15,69.77536511686012,0.0,18.55528047183168,3.1192980065262983,3.076899781194873,0.0,2.5779635223839916,2.8951931012030494
2024-04-16,69.771139156175,0.0,18.55415666709567,3.1191090855408095,3.070656905571244,0.0,2.5778073874433147,2.9071307981739585
2024-04-17,69.77536511686012,0.0,18.55528047183168,3.1192980065262983,3.082956670527934,0.0,2.5597928543848094,2.907306879869171
2024-04-18,69.771139156175,0.0,18.55415666709567,3.1191090855408095,3.0827699505636352,0.0,2.5656943424509233,2.9071307981739585
2024-04-23,69.76691370735142,0.0,17.687002732840263,4.003118920187438,3.0704709418079137,0.0,2.565538960006662,2.9069547378063088
2024-04-24,76.95069511125955,0.0,9.191333027178224,4.415313321922097,3.3999916503152003,0.0,2.8363879263557803,3.206278962969148
2024-04-25,79.67603222978332,0.0,9.191333027178224,4.415313321922097,3.3999916503152003,0.0,2.8363879263557803,0.48094184444537225
2024-04-26,79.67603222978332,0.0,9.177973531499186,4.415313321922097,3.3999916503152003,0.0,2.8363879263557803,0.49430134012441024
2024-04-29,79.66538933553736,0.0,9.176747564304856,4.414723537121914,3.399537489251217,0.0,2.8360090498493085,0.5075930239353487
2024-05-02,79.12871355001242,0.0,9.418942425514777,4.531237949974722,3.489258875245285,0.0,2.910857661888073,0.5209895373647183
2024-05-08,79.10702200748717,0.0,9.42321365851987,4.529995802386643,3.5294218430092603,0.0,2.9100597089083635,0.5002869796886913
2024-05-09,79.09618069533786,0.0,9.408217629273057,4.529374983939905,3.5289381493631637,0.0,2.9096608964530746,0.5276276456329391
2024-05-10,79.07450698315651,0.0,9.40563961603343,4.528133857391185,3.5348215891283687,0.0,2.9088635993868865,0.548034354903623
2024-05-16,79.04743154056206,0.0,9.402419085609608,4.526583405380881,3.5678516705044467,0.0,2.90786759229933,0.5478467056436771
2024-05-22,76.83232242551315,0.0,9.13893950361514,4.399737080764463,3.481183802178236,2.7889407516494855,2.8263817820266413,0.532494654252885
2024-05-24,76.832243827289,0.0,9.146854311529333,4.403547487196569,3.4841986925927464,2.791356122746388,2.828829579048174,0.5129699795977849
2024-05-27,76.7245616227248,0.0,9.14990212003832,4.405014786121871,3.4853596567953686,2.7856220583947686,2.829772168770045,0.619767587154817
2024-05-28,76.71369875571928,0.0,9.154172465809365,4.407070648142746,3.4869863070781486,2.7869221345289983,2.831092850177933,0.6200568385435331
2024-05-30,76.68302273465682,0.0,9.15051192548964,4.4053083632546635,3.4855919424844006,2.7858077092896356,2.829960762098353,0.6597965627264927
2024-05-31,76.66769392225619,0.0,9.148682752933924,4.404427749227477,3.4915584577839596,2.7852508308276622,2.829395057512431,0.6729912294583587
2024-06-03,76.66258567990072,0.0,9.148073191248365,4.404134289450233,3.4913258209862663,2.785065254145533,2.8292065395730788,0.6796092246957999
2024-06-04,51.74959654972701,32.489695851912664,6.176303552049302,2.9734425694862265,2.357161734358219,1.8803313071788845,1.910133208877593,0.4633352264101079
2024-06-06,51.749439156176024,32.48677308174545,6.175747932327656,2.973175078855485,2.3614476798776542,1.8801621527406849,1.9099613734629504,0.46329354481409224
2024-06-12,51.71454738533631,32.46486905611399,6.171583968715058,2.9711704321344894,2.359855486944942,1.8788944638914018,1.9086735926552307,0.5304056142085776
2024-06-13,51.71454738533631,32.46486905611399,6.171583968715058,2.9711704321344894,2.346370598448114,1.8788944638914018,1.917663518319783,0.5349005770408536
2024-06-18,51.70757467654676,32.46049179498991,6.17075184970871,2.9707698271358027,2.3460542356503615,1.8786411312295996,1.91740495839911,0.5483115263397397
2024-06-19,51.6959576726709,32.4531989822569,6.169365483231391,2.9701023921456295,2.345527153857819,1.8782190619014723,1.9169741801045828,0.5706550738313085
2024-06-20,51.67783350275473,32.450282774617115,6.168811111048709,2.9698355021144915,2.3677811038038383,1.8780502872675604,1.91680192297972,0.5706037954138281
2024-06-21,51.666526268497456,32.44882486732373,6.168533962317131,2.9697020750849408,2.376660208350883,1.8779659113245164,1.9167158060258895,0.5750709010754499
2024-06-24,51.65566633899733,32.4561157140851,6.169919955062491,2.97036933015026,2.377194214295745,1.8783878668726304,1.9171464681926695,0.575200112343772
2024-06-25,51.65566633899733,32.4561157140851,6.156438702429434,2.97036933015026,2.390675466928802,1.8783878668726304,1.9171464681926695,0.575200112343772
2024-06-26,51.59292482202662,32.4138743499554,6.148426148762741,3.0742130743813707,2.392051925029592,1.875943160717391,1.9146513180408065,0.5879152010860723
2024-06-27,51.55359234947559,32.389163251921325,6.1437388238327735,3.1436211062093244,2.3902283161334807,1.8745130134029921,1.9131916611077788,0.5919514779167344
2024-07-03,51.5351036944474,32.3775475324588,6.141535495945802,3.142493709969348,2.425234090004875,1.8738407571571865,1.912505533545896,0.5917391864706905
2024-07-04,51.42751475145273,32.3775475324588,6.141535495945802,3.142493709969348,2.425234090004875,1.8738407571571865,1.912505533545896,0.6993281294653614
2024-07-05,51.414066133578395,32.3775475324588,6.141535495945802,3.142493709969348,2.425234090004875,1.8738407571571865,1.912505533545896,0.7127767473396953
2024-07-10,51.324408681082836,32.3775475324588,6.141535495945802,3.142493709969348,2.425234090004875,1.8738407571571865,1.912505533545896,0.8024341998352544
2024-07-11,51.31980747788181,32.374644904271236,6.140984910882879,3.142211987247371,2.4250166691880564,1.8736727684299588,1.9123340785440934,0.8113272035545993
2024-07-15,51.234751228587285,32.3775475324588,6.141535495945802,3.142493709969348,2.4073025995057633,1.8738407571571865,1.912505533545896,0.9100231428299254
2024-07-17,51.16073179615051,32.37609615330737,6.14126019107388,3.1423528422940072,2.4071946880340684,1.8737567590283808,1.9079371305297959,0.9906704395819909
2024-07-18,51.15843853131846,32.374644904271236,6.140984910882879,3.142211987247371,2.4070867862365737,1.8736727684299588,1.88992172485474,1.0130383867587813
2024-07-23,51.130935380721176,32.3572400584648,6.137683472495226,3.1405227111088707,2.4057927187809756,1.872665468250368,1.9337062984056586,1.0214538917729281
2024-08-05,51.12864478628267,32.35579049933642,6.137408512854399,3.1403820200809736,2.410164802858151,1.8725815754548458,1.9336196710662625,1.0214081320662796
2024-08-06,51.105750124540315,32.341302048058566,6.179438812920848,3.1389758027953003,2.4090855661966786,1.8717430607253005,1.9327538243673632,1.0209507603956185
2024-08-08,51.057738012022924,32.310918495736054,6.173633440514469,3.136026841884524,2.4112959597371733,1.8699846218369915,2.0204110163567734,1.0199916119110863
2024-08-09,51.057738012022924,32.310918495736054,6.173633440514469,3.136026841884524,2.4068223123165104,1.8699846218369915,2.0204110163567734,1.024465259331749
2024-08-21,51.057738012022924,32.310918495736054,6.173633440514469,3.136026841884524,2.4068223123165104,1.8699846218369915,2.0606738431427374,0.984202432545785
2024-08-23,51.05317013436517,32.30802780123126,6.173081116746159,3.135746277419607,2.406606986093793,1.8698173237680398,2.0604894850733335,0.9930608753026432
2024-09-05,51.05088650202126,32.30658264793205,6.172804991920558,3.13560601401182,2.4109723845254933,1.869733685958546,2.0603973184082665,0.9930164552220029
2024-09-12,51.05545397102325,32.30947308382681,6.1733572662763585,3.1224662114934043,2.415661538977705,1.8699009690605202,2.0605816599844546,0.9931052993575011
2024-09-13,51.05545397102325,32.30947308382681,6.1733572662763585,3.117992764199001,2.4201349862721084,1.8699009690605202,2.0605816599844546,0.9931052993575011
2024-09-17,51.05545397102325,32.30947308382681,6.1733572662763585,3.109045869610195,2.429081880860915,1.8699009690605202,2.0605816599844546,0.9931052993575011
2024-09-19,51.057738012022924,32.310918495736054,6.173633440514469,3.1047113099398853,2.4291905494198236,1.8699846218369915,2.0606738431427374,0.9931497273871104
2024-10-02,53.65245351600727,29.71620299175171,6.173633440514469,3.1047113099398853,2.4291905494198236,1.8699846218369915,2.0606738431427374,0.9931497273871104
2024-10-03,58.797417046375756,24.521287004165153,6.1722528163698875,3.10401699605848,2.459955832611187,1.8695664327845023,2.064685656780253,1.0108182148547786
2024-10-04,58.722845454086304,24.613761483335484,6.12369733940166,3.1157228398421934,2.321078830257081,1.8766169265908312,2.0410453833764515,1.1852317431099986
2024-10-07,58.685959451501645,24.598300664591573,6.137797594010264,3.1137657384818147,2.355514427525869,1.8754381537253582,2.0846302683603937,1.14859370180309
2024-10-08,58.71493740776693,24.61044681483809,6.140828316041679,3.1108143443105876,2.3162773472788794,1.876364207679402,2.0991263459714844,1.131205216112941
2024-10-09,58.67279710673133,24.59278364966778,6.190249236031288,3.1085816815722334,2.3191006195856345,1.8750175222181724,2.1379909725531974,1.10347921164036
2024-10-10,58.61495286268842,24.56853815517502,6.202071464981711,3.1010357324908555,2.3571456579338004,1.8731689829207767,2.180695828501969,1.1023913153074427
2024-10-14,58.55984419857966,24.545439282776222,6.196240395323719,3.0981201976618595,2.462378769817952,1.8714078650616435,2.1786455797502926,1.0879237110286588
2024-10-15,58.43949133516143,24.494993214451263,6.384559106876581,3.091752905499366,2.4707216137877883,1.8675617261542414,2.1652323003289458,1.0856877977403843
2024-10-16,58.48829999385533,24.50046643614852,6.385985688510029,3.087974885066781,2.4176474859929504,1.8679790187524088,2.165716105174369,1.0859303864996062
2024-10-17,58.49352796911749,24.502656409740727,6.386556499684359,3.0837816548510903,2.413394338579114,1.86814598801124,2.1659096876553763,1.0860274523606015
2024-10-18,58.51444921955772,24.511420220524542,6.388840765185512,3.0848846241973433,2.4857910884836563,1.8688141636441877,2.0549131817343533,1.0908867366726838
2024-10-21,58.52229854733865,24.51470826602874,6.389697786074796,3.085298441141784,2.472710199929575,1.8690648527496605,2.055188834796801,1.0910330719399932
2024-10-24,58.51444921955772,24.511420220524542,6.388840765185512,3.0848846241973433,2.4857910884836563,1.8688141636441877,2.0549131817343533,1.0908867366726838
2024-10-28,58.51183324485177,24.51032440135237,6.393025790047221,3.084746709882925,2.4856799575288497,1.8687306155522647,2.0548213138115066,1.0908379669730923
2024-10-31,58.509217504037366,24.50922868015624,6.392739993182567,3.084608807899281,2.481098388962465,1.868647074930289,2.054729454102474,1.0997300967293087
2024-11-01,58.506601997083166,24.50813305692302,6.392454221869569,3.084470918244757,2.4809874777186094,1.8685635417772586,2.0546376026061544,1.1041511837774711
2024-11-05,58.38143506127034,24.50813305692302,6.392454221869569,3.084470918244757,2.4809874777186094,1.8685635417772586,2.0546376026061544,1.2293181195903018
2024-11-06,59.6545152763263,23.24617043987549,6.393311612466958,3.0759429296344525,2.4768493939207654,1.8688141636441877,2.0549131817343533,1.2294830023974919
2024-11-07,59.65718245784642,23.247209787122266,6.393597460445205,3.0760804564939166,2.472489087850488,1.8688977192070597,2.055005057872117,1.2295379731625393
2024-11-11,59.65718245784642,23.247209787122266,6.393597460445205,3.0716094093187802,2.4769601350256245,1.8688977192070597,2.055005057872117,1.2295379731625393
2024-11-12,59.66518543361001,23.25032838657388,6.394455157765294,3.0720214639054246,2.4772924177636173,1.8691484307313937,2.0552807355859253,1.2162879740644477
2024-11-14,59.6868173920816,23.23785900637427,6.391025748459506,3.0703739085256507,2.475963821431165,1.86814598801124,2.0541784682767137,1.21563566683985
2024-11-18,59.684149958940615,23.236820495058907,6.3952091794267325,3.0702366920098987,2.4758531693937176,1.8680624996508557,2.0540866660335513,1.2155813394857242
2024-12-09,59.69748950935637,23.24201398007476,6.387698428219412,3.070922897261537,2.4629963848487724,1.8684800160921726,2.0545457593214467,1.2158530248255286
2024-12-10,59.689415656624924,23.244092024162768,6.388269545634888,3.06672701770856,2.4721574938671047,1.868647074930289,2.054729454102474,1.2159617329689918
2024-12-12,59.689415656624924,23.244092024162768,6.388269545634888,3.06672701770856,2.481098388962465,1.868647074930289,2.054729454102474,1.2070208378736316
2024-12-13,59.68674739188985,23.243052955671907,6.392454221869569,3.066589927414353,2.4809874777186094,1.8685635417772586,2.0546376026061544,1.2069668810522964
2024-12-16,59.68674739188985,23.243052955671907,6.392454221869569,3.066589927414353,2.48545772542621,1.8685635417772586,2.0546376026061544,1.2024966333446951
2024-12-17,59.7027605596016,23.249288760458995,6.394169233090944,3.067412653077194,2.459295858881132,1.8690648527496605,2.055188834796801,1.202819247343681
2024-12-18,59.70810019173044,23.25136810566974,6.376853720297154,3.067686993074227,2.4684595046311566,1.8692320161880858,2.0553726445943754,1.202926823814821
2024-12-30,59.71878232186286,23.255527912112488,6.360103989042015,3.068235820311408,2.468901126547955,1.8695664327845023,2.0557403628434856,1.2031420344952897
2025-01-02,59.73214036068782,23.260729763735497,6.339158395078988,3.068922130574584,2.4694533762057875,1.8699846218369915,2.0562001957220746,1.2034111561582552
2025-01-03,59.74283109517711,23.26489292086379,6.362665205013619,3.06947139988702,2.4743698019497407,1.8703193078028781,2.0565682101648273,1.1588820591410178
2025-01-08,59.74015805280731,23.26385199187924,6.362380523598861,3.0693340641271583,2.48320758832445,1.8702356250803969,2.0520019462978394,1.1588302078847434
2025-01-09,59.734812685594775,23.261770413327593,6.361811237186621,3.0690594294725893,2.4740377033503527,1.8700682820984582,2.05181833941963,1.1766219095499868
2025-01-13,59.73214036068782,23.260729763735497,6.361526632182302,3.068922130574584,2.4739270236264503,1.8699846218369915,2.051726548301412,1.1810429190549419
2025-01-16,59.70543025628127,23.25032838657388,6.403398451692239,3.0675498169419524,2.4728207708001455,1.8691484307313937,2.050809088622453,1.1805147983566697
2025-01-21,59.71611143101531,23.254487820967952,6.404544006082529,3.0680985950926076,2.47773560011852,1.8694828174179445,2.028813739356974,1.1807259899481755
2025-01-22,59.71611143101531,23.254487820967952,6.4805756039201,3.0680985950926076,2.4866804939817637,1.8694828174179445,1.9438372476561585,1.1807259899481755
2025-01-23,59.69742188242264,23.247209787122266,6.51431573417389,3.067138362143644,2.4814311822007613,1.8688977192070597,1.9432288784937042,1.1803564542360379
2025-01-24,59.70810019173044,23.25136810566974,6.524424668943582,3.067686993074227,2.495290586203234,1.8692320161880858,1.9033298490192683,1.1805675891714227
2025-01-27,59.71611143101531,23.254487820967952,6.520827626304697,3.0680985950926076,2.495625387845007,1.8694828174179445,1.9035852252715615,1.1717810960849318
2025-02-04,59.729528771810166,23.254487820967952,6.520827626304697,3.0680985950926076,2.4866804939817637,1.8694828174179445,1.9035852252715615,1.1673086491533098
2025-02-13,59.72852702430734,23.254097810773942,6.5223954024016635,3.0680471388000625,2.486638788881683,1.8694514635837114,1.903553299492386,1.1672890717592075
2025-02-21,59.75511811199779,23.264450514663608,6.480555536912376,3.0694130306874188,2.487969556434022,1.8702837417308178,1.9044007597468406,1.1678087478271375
2025-02-24,59.804423613176475,23.254045810403163,6.4776571979310855,3.0680402780914644,2.482384484482022,1.869447283151942,1.9035490428027397,1.140452289961113
2025-02-25,59.80622122443321,23.25300585182386,6.477367506613209,3.0679030703627594,2.482273468228644,1.8693636784426142,1.9034639130075064,1.1404012870881977
2025-03-10,59.86512105754402,23.275906448717578,6.376309115855775,3.070924478088327,2.493671254401024,1.8712047111383683,1.9053385291346128,1.1415244051202966
2025-03-11,59.86244127567476,23.274864533976736,6.37602368892838,3.0707870122719574,2.498035994458259,1.8711209491686271,1.9052532392102794,1.1414733063110045
2025-03-12,59.85172454690504,23.270697807644712,6.3748822367081335,3.0702372720539035,2.515491047752036,1.8707859762660812,1.9049121558570594,1.14126895681304
2025-03-13,59.84904596422841,23.269656359156933,6.374596937508252,3.0700998677529867,2.5332799273200846,1.8707022517795169,1.9048269040996573,1.1277917881541584
2025-03-17,59.84636762129373,23.268615003882203,6.374311663843583,3.0699624757502053,2.5376417228486208,1.870618534786568,1.9047416599725673,1.1277413176225244
2025-03-18,59.81424619423864,23.256126006650998,6.370890370367058,3.0683147303707248,2.589952834724735,1.8696145150072347,1.9037193252391251,1.1271360234014907
2025-03-19,59.811570965022334,23.255085862008045,6.37060542834844,3.0681774980935708,2.5943095594302847,1.8740034572903876,1.9036341802129386,1.1226130495940032
2025-03-20,59.81424619423864,23.256126006650998,6.370890370367058,3.0683147303707248,2.5944255967223597,1.8740872770048596,1.9037193252391251,1.1181904994062408
2025-03-24,59.80889597509788,23.254045810403163,6.3703205118170985,3.0680402780914644,2.603138256360258,1.873919645073358,1.9035490428027397,1.1180904803540321
2025-03-26,59.760787038795584,23.235340776805323,6.365196368682005,3.0655724152107804,2.6814821104187008,1.8724123060835527,1.90201787058905,1.1171911134150074
2025-03-27,59.758116589323265,23.23430249055457,6.364911935759913,3.056498298593966,2.6902994161820137,1.8723286361270055,1.9019328776886797,1.1216097557705929
2025-03-28,59.75010667268352,23.231188188485604,6.364058789494025,3.056088608697789,2.703342708614908,1.8720776711175053,1.9016779445570124,1.1214594163496274
2025-04-01,59.74743717762274,23.230150273315598,6.395048821514974,3.0559520698043787,2.6987541633996126,1.8719940310643783,1.8792541511132557,1.121409312165057
2025-04-03,59.7127554357897,23.216665810841885,6.449383917787239,3.0541781737889893,2.697187610931636,1.8709073900841908,1.8781632958333239,1.1207583649430355
2025-04-10,59.63553337748137,23.186641426472328,6.548068969054005,3.050228432677579,2.7159965305881277,1.8684878849296864,1.8757344071564424,1.1193089716404565
2025-04-11,59.619581329927264,23.180439177817753,6.546317410852609,3.049412519978333,2.706353611480771,1.8902791059514812,1.87969086803489,1.127925975956898
2025-04-16,59.59035806350275,23.169077002256973,6.587668855315252,3.0479178131635294,2.700571038987949,1.8893525625458134,1.87876951458344,1.1362851496442983
2025-04-17,59.57973852278069,23.164948063201837,6.586494873148576,3.047374646644881,2.71791067717209,1.889015862832499,1.878434700864982,1.1360826533544512
2025-04-22,59.54790259845798,23.152570071089677,6.636409581632903,3.045746308034492,2.716458384819359,1.8880064833430181,1.8774309753290097,1.1354755972935604
2025-04-23,59.31021330477147,23.06015509445594,6.995771159172505,3.0335890152145133,2.7189206809609026,1.8804703837002248,1.8699370885085074,1.1309432732159368
2025-04-24,59.276037153349534,23.046867208467877,7.031632650799737,3.031840979054145,2.7040564170643004,1.9104144180882114,1.8688595801077543,1.1302915930684314
2025-04-25,59.25502524530818,23.038697656694826,7.029140108691077,3.030766265444612,2.6942360054146146,1.954046671141921,1.8681971150118195,1.1298909322929473
2025-04-29,59.24977459565673,23.036656173642204,7.0285172492473595,3.030497706081597,2.7028583707530385,1.953873521026293,1.8680315721149907,1.1297908114777886
2025-04-30,59.24977459565673,23.036656173642204,7.0285172492473595,3.030497706081597,2.698427818551165,1.958304073228167,1.8680315721149907,1.1297908114777886
