date,BRIGHT SMART SECURITIES INTERNATIONAL,FUTU SECURITIES INTERNATIONAL,USMART SECURITIES LTD,KARL-THOMSON SECURITIES CO LTD,HANG SENG SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,CHIEF SECURITIES LTD,PHILLIP SECURITIES (HONG KONG) LTD,TOTAL_CCASS_PCT
2025-02-18,6.148499999999999,2.815,2.2355,2.137,1.2919999999999998,0.718,0.66825,0.5910000000000001,0.41050000000000003,17.01575
2025-02-24,6.148499999999999,2.8129999999999997,2.2355,2.137,1.2954999999999999,0.718,0.66825,0.5910000000000001,0.41050000000000003,17.01725
2025-02-25,6.148499999999999,2.8160000000000003,2.2355,2.137,1.2925,0.718,0.66825,0.5910000000000001,0.41050000000000003,17.01725
2025-02-26,6.148499999999999,2.8165,2.2355,2.137,1.2919999999999998,0.718,0.66825,0.5910000000000001,0.41050000000000003,17.01725
2025-02-28,6.148499999999999,2.817,2.2355,2.137,1.2919999999999998,0.718,0.66825,0.5910000000000001,0.41050000000000003,17.01775
2025-03-04,6.149,2.817,2.2355,2.137,1.2919999999999998,0.718,0.66825,0.5910000000000001,0.41050000000000003,17.01825
2025-03-05,6.148499999999999,2.818,2.2355,2.137,1.2919999999999998,0.718,0.66825,0.5910000000000001,0.41050000000000003,17.01875
2025-03-11,6.148499999999999,2.817,2.2355,2.137,1.2919999999999998,0.718,0.66825,0.5910000000000001,0.41050000000000003,17.01775
2025-03-19,6.148499999999999,2.812,2.2355,2.137,1.2919999999999998,0.718,0.66825,0.5910000000000001,0.41050000000000003,17.012749999999997
2025-03-26,6.148499999999999,2.8155,2.2355,2.137,1.2919999999999998,0.718,0.66825,0.5910000000000001,0.41050000000000003,17.01625
2025-03-31,6.148499999999999,2.8160000000000003,2.2355,2.137,1.2919999999999998,0.718,0.68825,0.586,0.41050000000000003,17.031750000000002
2025-04-09,6.1495,2.815,2.2355,2.137,1.2919999999999998,0.718,0.68825,0.586,0.41050000000000003,17.031750000000002
2025-04-10,6.1495,2.8135,2.2355,2.137,1.2919999999999998,0.718,0.68825,0.586,0.41050000000000003,17.03025
2025-04-16,6.1495,2.8155,2.2355,2.137,1.2919999999999998,0.718,0.68825,0.586,0.41050000000000003,17.032249999999998
2025-04-22,6.1495,2.815,2.2355,2.137,1.2919999999999998,0.718,0.68825,0.586,0.41050000000000003,17.031750000000002
2025-04-23,6.1495,2.8160000000000003,2.2355,2.137,1.291,0.718,0.68825,0.586,0.41050000000000003,17.031750000000002
2025-04-25,6.1495,2.8175,2.2355,2.137,1.2895,0.718,0.68825,0.586,0.41050000000000003,17.031750000000002
2025-04-29,6.1495,2.8255,2.2355,2.137,1.2895,0.718,0.68825,0.583,0.41050000000000003,17.03675
2025-05-02,6.1495,2.826,2.2355,2.137,1.2895,0.718,0.68825,0.583,0.41050000000000003,17.03725
