date,SORRENTO SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,HANG SENG SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,DBS BANK (HONG KONG) LTD,CHRISTFUND SECURITIES LTD,CHINA CONSTRUCTION BANK (ASIA)
2024-10-09,82.3050070741306,4.621171110876056,6.792015933049179,4.408727650612751,0.0,1.3945545955898158,0.022085706264997083,0.45643792947660633,0.0
2024-10-10,82.30587268523917,4.622271423616741,6.792087365452265,4.408774017702248,0.0,1.392465839560538,0.022085938542878627,0.4564427298861583,0.0
2024-10-18,82.22631260600689,4.714467270583235,6.785521867859955,4.404512324110747,0.0,1.3911198275578789,0.02206458940990593,0.4560015144713893,0.0
2024-10-22,82.19867557702943,4.7464936249911345,6.783241190804816,4.403031926524195,0.0,1.390652259236172,0.022057173296042006,0.45584824811820146,0.0
2024-10-23,82.15984242240901,4.785195206542511,6.786335653570344,4.4009518003129005,0.0,1.3899952728087501,0.022046752816452988,0.45563289154002845,0.0
2024-10-24,82.0470033888857,4.774429564307878,6.777015241873634,4.394907495296141,0.0,1.4038122939412054,0.022016473616702996,0.5808155420787362,0.0
2024-10-25,79.88006175014351,4.699367915111492,6.60415192319514,4.278833688129317,2.5206535765351497,1.3687776659783908,0.021434997006373007,0.6267184839006203,0.0
2024-10-28,79.87435472829523,4.699032169309885,6.6108245788470725,4.278527987347315,2.520473488729531,1.3686798738150643,0.021433465585470806,0.6266737080704321,0.0
2024-10-29,79.87435472829523,4.699032169309885,6.61184522006543,4.278527987347315,2.520473488729531,1.3676592325967085,0.021433465585470806,0.6266737080704321,0.0
2024-10-30,79.90697727014968,4.66827750489859,6.615566709310307,4.280275437562311,2.5123133860024014,1.3682178163963497,0.02144221951068906,0.6269296561696707,0.0
2024-10-31,79.88903157522887,4.678458208635909,6.603872682339093,4.279314163343168,2.534207397542799,1.3668897100945852,0.021437403967129415,0.6267888588484505,0.0
2024-11-01,79.90452965520002,4.64975602947592,6.605153801222777,4.280144329284818,2.534699021338158,1.367154879988638,0.021441562718268407,0.6371207207714041,0.0
2024-11-04,79.81000339880154,4.718702196784312,6.5963201516552346,4.275080961512824,2.531700497842458,1.364517730559198,0.021416197564830465,0.682258865279599,0.0
2024-11-05,79.91187294992483,4.648141104779511,6.495479792546069,4.280537678215226,2.5175729116506775,1.3611537989171985,0.02144353321624994,0.7637982307502359,0.0
2024-11-06,79.91432101477788,4.654410409990194,6.4956787786941454,4.280668810592123,2.517650036382366,1.3601743453503596,0.013274974842008016,0.7638216293709227,0.0
2024-11-08,79.93064528101189,4.754433145048078,6.403040498297277,4.2815432318026945,2.518164322044261,1.3349181784270328,0.013277686549006447,0.7639776568197556,0.0
2024-11-11,79.88169247760935,4.845428953540711,6.38993239901888,4.278921039233761,2.516622094997814,1.310623715261486,0.013269554749532179,0.7635097655884668,0.0
2024-11-12,79.87272430040237,4.856111789979595,6.38921501253998,4.2784406522897145,2.5163395582586574,1.3104765738406474,0.013268064999944248,0.7634240476890999,0.0
2024-11-13,79.86864852186373,4.860966831810777,6.388888981023527,4.2782223302437075,2.5162111534388982,1.3104097022979295,0.01326738795161455,0.7633850913698218,0.0
2024-11-15,79.907793175122,4.814337966372079,6.39202025779478,4.280319142106417,2.5174443809311478,1.3110519509696181,0.013273890469318563,0.7637592362346374,0.0
2024-11-18,79.87924641137795,4.812618061929106,6.4254613625491395,4.278790013914489,2.516545033231434,1.3105835825062508,0.01326914842101344,0.7634863860706196,0.0
2024-11-20,79.88740054810751,4.81310933779195,6.426117278733312,4.269018716998078,2.5168019241412627,1.3107173679161959,0.013270502946192015,0.7635643233655098,0.0
2024-11-21,82.56167766155778,4.181269697901048,5.58016346973939,3.67866636554788,2.185482391387542,1.1381705092442116,0.011523533193282516,0.6630463714288709,0.0
2024-11-25,82.51048007854354,4.253976292940926,5.576703136924375,3.6630970369243503,2.1841271449908066,1.13746471473056,0.011516387298673896,0.6626352076467749,0.0
2024-11-26,82.51413494291128,4.254164726050994,5.572520585291385,3.6632592965891004,2.1842238925611674,1.1375150995938101,0.011516897425794028,0.6626645595764563,0.0
2024-11-29,83.09199274020018,4.283957224749559,4.911232003694089,3.688913603569227,2.199520311874227,1.145481273756442,0.011597551837097932,0.6673052903191733,0.0
2024-12-30,83.46354537419914,4.359568128546056,4.438541055515964,3.6964477965575497,2.2093556466454882,1.150603386855732,0.011649411237635915,0.6702892004424357,0.0
2025-01-02,83.45606680464158,4.359177498920342,4.447103632321612,3.6961165843877515,2.209157682135273,1.150500289540333,0.011648367417464427,0.6702291406356456,0.0
2025-01-03,83.4568146012877,4.359216558732749,4.447143479984083,3.695253666642108,2.209177476989844,1.1505105984404622,0.01164847179106387,0.6702351461319827,0.0
2025-01-09,83.45531902139626,4.361826500510765,4.446167765138939,3.695187446200985,2.2091378876354337,1.150489980824943,0.011648263045735404,0.6702231352469293,0.0
2025-01-13,83.41944117792666,4.440558483075487,4.44425633620921,3.655982196029475,2.2081881686209384,1.1499953796427844,0.011643255401367755,0.6699350030940832,0.0
2025-01-15,83.39404636396807,4.439206674013264,4.473345722313341,3.6548692301980927,2.207515944893042,1.149645294359224,0.011639710924197747,0.6697310593307627,0.0
2025-01-16,83.39329969173622,4.439166927382665,4.474201024379402,3.6548365061670105,2.207496179802735,1.1496350009599319,0.01163960670753825,0.6697250628645086,0.0
2025-01-27,83.39180638738392,4.440878112915101,4.474120905906007,3.654771059862791,2.2074566506839073,1.1496144147143124,0.011639398279817805,0.6697130702541322,0.0
2025-02-03,83.38210121252972,4.451999325262037,4.473600205760612,3.6543457160103827,2.2071997459146493,1.1494806220865583,0.011638043681561728,0.669635128754475,0.0
2025-02-07,83.38060830920404,4.4537100512559356,4.473520108803018,3.6542802872817552,2.207160227411359,1.1494600413693712,0.011637835309814507,0.6696231393647116,0.0
2025-02-12,82.77519616285306,4.422261152517597,4.44103865459281,3.6215261648933295,2.1911344195201234,1.1411140112203768,0.011553335004567677,0.6647611218012787,0.7314149775968615
2025-02-19,82.78255319800405,4.422654201791463,4.441433372805552,3.612960074413646,2.1913291669045125,1.1412154330989228,0.011554361861593455,0.6648202055747618,0.7314799855454933
2025-02-25,82.77151813563053,4.42650804701794,4.268437675715362,3.6124784603750104,2.191037058808017,1.1410633070409628,0.011552821644495727,0.8460220158123026,0.7313824779553834
2025-02-26,82.77372491274,4.423959955608432,4.268551476824344,3.612574772910462,2.1910954741969846,1.14109372900788,0.011553129655064207,0.8460445716631635,0.7314019773936802
2025-03-05,82.78255319800405,4.424431795924017,4.269006741947926,3.6022945096183285,2.1913291669045125,1.1412154330989228,0.011554361861593455,0.8461348070951514,0.7314799855454933
2025-03-07,82.77298930729583,4.423920640124787,4.268513542447121,3.6018783355616235,1.2868294670350926,1.141083588172002,0.9273525889855796,0.8460370529125747,0.7313954774653876
2025-03-12,82.79432717481963,4.425061072931971,4.269613913199156,3.5770280750257637,1.287161195983426,1.1413777456096124,0.9275916491772824,0.8462551509504291,0.7315840223027344
2025-03-25,82.79359120314923,4.425021737874841,4.269575959936041,3.5769962782660434,1.2871497542070651,1.1413675997250496,0.9275834036706301,0.8462476284565787,0.7324664347145178
2025-03-31,82.70536949374414,4.526862808374492,4.265026461790754,3.5731847667514622,1.2857782162664309,1.1401514017169179,0.9265950059903457,0.8453458990922943,0.7316859462731623
2025-04-01,82.69949473082585,4.526541254333615,4.263835601313558,3.5729309547741215,1.2856868843222982,1.1480615617601737,0.926529187700496,0.8452858521234998,0.7316339728463908
2025-04-11,82.73916558469773,4.5375959433821205,4.265880958417903,3.4964717371088536,1.307623576479734,1.1486122855898748,0.9269736427014961,0.8456913347885237,0.7319849368337641
2025-04-22,82.73622569775884,4.537434713582984,4.269282581871416,3.496347500521265,1.307577114016083,1.148571473113312,0.9269407054862653,0.8456612856951842,0.7319589279546551
2025-04-24,82.62613055102491,4.664464500646255,4.263601548100106,3.491694993256686,1.305837151949655,1.147043096107951,0.9257072473230061,0.844535984141353,0.7309849274500786
2025-04-25,82.61074060768966,4.663595697473753,4.281433409975629,3.491044630136305,1.3055939267176426,1.1468294478572771,0.9255348250882203,0.8443786808663015,0.7308487741952021
