date,CHINA CONSTRUCTION BANK (ASIA),THE HONGKONG AND SHANGHAI BANKING,STANDARD CHARTERED BANK (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,ICBC (ASIA) SECURITIES LTD,SHANGHAI COMMERCIAL BANK LTD,CS WEALTH SECURITIES LTD,LUK FOOK SECURITIES (HK) LTD
2025-04-07,53.694675363604304,10.498851753469697,8.283932998675601,7.2828226277739105,6.165505155372545,5.395023380303814,4.927104889295256,3.752083831504871
2025-04-08,53.65526732271382,10.49114634922985,8.277853185954223,7.287050535871089,6.16098011676065,5.391063820058101,4.923488747664187,3.8131499217480878
2025-04-14,53.7450189654522,10.507629930651726,8.274652838447013,7.137292522141153,6.171285872634198,5.4245869000183795,4.9317244945937295,3.8078084760615987
2025-04-15,53.78341209768218,10.51300372093118,8.28056389488906,7.099742916231759,6.175694374093457,5.401806878683534,4.935247506666057,3.810528610822772
2025-04-16,53.80176847816861,10.516591829026778,8.283390067040813,7.102166071945448,6.177802150288333,5.376986315036549,4.936931915994021,3.8043631724994547
2025-04-22,53.79449269009676,10.51516963612215,8.282269877271052,7.116861796432175,6.176966706018253,5.374126319320685,4.936264278640047,3.8038486960988758
2025-04-23,53.79047724747756,10.514384740527944,8.279518965346323,7.110998841613882,6.176505631768299,5.373725172385665,4.935895815532154,3.8184935853481647
2025-04-24,53.79391901873299,10.515057501005641,8.280048728453883,7.111453837231376,6.176900834053726,5.367670532059427,4.936211637685202,3.818737910777751
2025-04-25,53.8194816365938,10.519479137334715,8.283983368751063,7.098829373181285,6.17983606834164,5.339280556396422,4.938557302289602,3.820552557111471
2025-04-28,53.85280647218362,10.525992762179882,8.289112782401986,7.041305291880297,6.183662601312361,5.342586620321586,4.941615239771441,3.822918229948822
2025-05-02,53.913241016364296,10.537805212009403,8.298414967106613,6.961567348353926,6.190602013669086,5.324000262812574,4.947160805250672,3.827208374433424
