date,THE HONGKONG AND SHANGHAI BANKING,GOLDMAN SACHS (ASIA) SECURITIES LTD,SDICS INTERNATIONAL SECURITIES (HONG,CITIC SECURITIES BROKERAGE (HK) LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,CMB INTERNATIONAL SECURITIES LTD,CHINA CITIC BANK INTERNATIONAL LTD,CHINA SECURITIES (INTERNATIONAL)
2024-12-23,40.539371722638265,25.529393901599164,11.523298754399189,7.126279086161738,6.7618717090814435,5.927991583924863,2.043826494368496,0.0,0.5479667478268414
2024-12-27,40.529921063474504,25.51625897252402,11.52061240864832,7.124617786741267,6.752569774250211,5.926609632858413,2.081571357317893,0.0,0.5478390041853707
2024-12-30,40.51976102754362,25.505119967262562,11.51772442286038,7.122831788377397,6.750877040839141,5.925123951040185,2.1108601301096352,0.0,0.5477016719670782
2025-01-02,40.52031008844377,25.48988255827031,11.517880493182092,7.122928305936586,6.750968518245,5.925746257027601,2.12457468532473,0.0,0.5477090935699062
2025-01-03,40.45179260125021,25.281609451958992,11.498404427291531,7.11088384852949,6.739553023201076,5.936152742098906,2.4388792167016353,0.0,0.5427246889681603
2025-01-06,40.45988053118298,25.26122810696721,11.500395748912535,7.1121153286745455,6.740720195371429,5.943945718132065,2.4388956914105573,0.0,0.5428186793486717
2025-01-07,40.47613246596443,25.262795992344195,11.505361498458281,7.115186265034801,6.7436307672316484,5.944617250462245,2.4092226977771642,0.0,0.5430530627272309
2025-01-08,40.47912687142012,25.256776642565022,11.507059242402295,7.116236189836695,6.744490487723322,5.9441406731223525,2.40903669668881,0.0,0.5431331962413883
2025-01-09,40.48038729906018,25.251606300108037,11.507417545968748,7.116457773192862,6.744700495766624,5.941888895206686,2.414391582527137,0.0,0.543150108169725
2025-01-10,40.48551366311109,25.241890278082423,11.508913314864913,7.117382791872812,6.745577192312588,5.951191375626559,2.406310675667991,0.0,0.5432207084616238
2025-01-13,40.483733827248756,25.2354492626471,11.508445845315658,7.117093697704268,6.745303200160306,5.945940091092734,2.420835431932282,0.0,0.5431986438988989
2025-01-14,40.483679014986684,25.22905161057097,11.508430263651368,7.117084061636445,6.745294067471896,5.944848894310638,2.428414178927658,0.0,0.5431979084443446
2025-01-15,40.48376287089502,25.221876967444505,11.508492590561682,7.1171226060642985,6.745330598373918,5.941360845400326,2.438852670985736,0.0,0.5432008502745114
2025-01-16,40.48376287089502,25.2171381763778,11.508492590561682,7.1171226060642985,6.745330598373918,5.941360845400326,2.443591462052438,0.0,0.5432008502745114
2025-01-17,40.48614571372863,25.20635195736476,11.50913148031803,7.117517710522325,6.745705062934639,5.942096882514786,2.4498201867458134,0.0,0.543231005871011
2025-01-20,40.48770976272591,25.203483215596744,11.509614590399899,7.117816477164247,6.7459882222790934,5.941940087716803,2.4501938354504254,0.0,0.5432538086668752
2025-01-21,40.48883532613847,25.19695595065607,11.50997305312191,7.118038158945958,6.746198323606278,5.951197714254763,2.4455307451691968,0.0,0.5432707281073542
2025-01-22,40.49026086579711,25.193780604064653,11.510378298739004,7.118288772370759,6.746435845213849,5.9519489101703,2.4456168479438403,0.0,0.5432898557004809
2025-01-23,40.49212518451309,25.194128082553526,11.510908278374389,7.11861652424739,6.74674647563073,5.953035494224233,2.4411250897173735,0.0,0.5433148707392712
2025-01-24,40.494318720459376,25.190752854182747,11.511531846314279,7.1190021533336045,6.747111959804439,5.9526808326223275,2.4412573301371903,0.0,0.5433443031460339
2025-02-03,40.49541557755597,25.19089345450113,11.51184365561981,7.119194983544835,6.74729471674093,5.953383804867478,2.438614786624592,0.0,0.5433590205452551
2025-02-05,40.49503167081315,25.190654638484133,11.511734520441456,7.1191274917826535,6.747230750686979,5.954275390484807,2.438591667941986,0.0,0.5433538693648367
2025-02-13,40.49514135771119,25.190722871169797,11.511765701709836,7.119146775012696,6.747249026578636,5.954020653461995,2.4385982732351446,0.0,0.5433553411207043
2025-02-14,40.49530588917239,25.19055435471551,11.511812473929131,7.119175700053631,6.747276440601755,5.953909411516147,2.4386081812419755,0.0,0.543357548769455
2025-02-17,40.49525104520344,25.190520238416088,11.511796883147134,7.119166058347204,6.7472673025692975,5.954036780868206,2.438604878564086,0.0,0.5433568128845447
2025-02-18,40.49563495610578,25.179518016810093,11.51190601950794,7.129526549163964,6.747331269316301,5.954093227477972,2.4386279974971763,0.0,0.5433619641207749
2025-02-19,40.49776727971103,25.16791113001245,11.512358177905211,7.12980657883866,6.747596287332207,6.008367452802718,2.3928097874006045,0.0,0.5433833059971259
2025-02-20,40.49957740984743,25.16862972434119,11.512872746185852,7.130125260055478,6.747897884882108,6.00592709778086,2.3915622832871013,0.0,0.5434075936199723
2025-02-21,40.50437105325181,25.163694386576115,11.513465336342184,7.1304922615967685,6.748245212430208,6.017885152506007,2.378411033421558,0.0,0.5434355638753512
2025-02-24,40.50420646133049,25.162914872492276,11.513418550690872,7.130463286417281,6.748217790534344,6.01894431433529,2.378401368606836,0.0,0.5434333555926092
2025-02-25,40.50475510627029,25.162578444692173,11.513574504340617,7.130559871264691,6.748309197720583,6.018348574145388,2.3784335849613756,0.0,0.5434407166048771
2025-02-26,40.50681094085264,25.158894861180347,11.514120375387417,7.130897938836993,6.748629142374131,6.018633910574568,2.378546349075619,0.0,0.543466481718286
2025-02-28,40.506920682396355,25.15869210075018,11.514151569582049,7.130917257952214,6.748647425842091,6.018650216330589,2.3785527930622496,0.0,0.5434679540842727
2025-03-03,40.50697555339119,25.158726180913305,11.51416716674275,7.130926917549081,6.748656567613222,6.0185229084515335,2.378556015068658,0.0,0.5434686902702578
2025-03-04,40.50845712644644,25.15598880511085,11.514588306055048,7.131187736557057,6.748903404796029,6.0187430404473625,2.378643012541419,0.0,0.5434885680457983
2025-03-05,40.50856687691007,25.155786028567096,11.514619502785184,7.13120705724256,6.748921689750093,6.018759347161714,2.3786494570518237,0.0,0.5434900405314607
2025-03-06,40.50889613186921,25.154906757917384,11.514713093989862,7.131265019927227,6.748976545206764,6.019079202260677,2.3786687907925645,0.0,0.5434944580363215
2025-03-07,40.509883928861726,25.153081683302446,11.514993876732667,7.131438913634837,6.749141116927312,6.0192259756586575,2.3787267939005754,0.0,0.5435077109817819
2025-03-11,40.509938807884936,25.152980287658483,11.515009476175447,7.131448574645033,6.749150260036007,6.019234129946205,2.3787300163784075,0.0,0.543508447275481
2025-03-12,40.51345137467264,25.151909692820652,11.516007928432753,7.132066933747729,6.7497354705237615,6.014336752458668,2.378936273121773,0.0,0.5435555742220259
2025-03-13,40.51479793408809,25.149442604826604,11.516429202412759,7.132327836157794,6.74998238663769,6.014421279109468,2.3790232984137134,0.0,0.5435754583538822
2025-03-14,40.51485282660976,25.149341191613317,11.516444805744673,7.1323374995766,6.749991532025879,6.014429427903669,2.37902652169495,0.0,0.5435761948311486
2025-03-18,40.514962612099346,25.149138364362333,11.516476012535346,7.132356826492773,6.750009822876598,6.014445725558312,2.3790329682836253,0.0,0.5435776677916683
2025-03-21,40.51507239818392,25.149206512652576,11.516507219495145,7.132376153513686,6.750028113826448,6.014191046660822,2.379039414907238,0.0,0.5435791407601708
2025-03-25,40.51397456411202,25.14852504636962,11.51619515750768,7.132182888017873,6.749845208788619,6.01673777352657,2.3789749502432627,0.0,0.5435644114343624
2025-03-26,39.61375823989487,24.58972742109837,11.260306492295301,6.973706521969521,6.599864346425316,5.8830464825452005,2.326114372920155,2.22198965641493,0.5314864664363382
2025-04-01,39.61381071797134,24.58923009870665,11.260321409315333,6.973715760343267,6.5998730895539985,5.8834516991825,2.3261174544255048,2.2219925999817187,0.5314871705196837
2025-04-02,39.62294402064956,24.585226497272387,11.262917572669007,6.975323610122845,6.601394746710235,5.871425183088663,2.3266537606881776,2.2225048993691443,0.5316097094299771
2025-04-09,39.623521554888306,24.584259777017483,11.263081738171776,6.97542528071575,6.601490967008446,5.871378256686958,2.326687673418332,2.2225372940512376,0.5316174580417079
2025-04-10,39.62478168803187,24.581861356330187,11.263439934062497,6.9756471177519765,6.601700911941101,5.871564982097756,2.3267616682612164,2.22260797663565,0.5316343648877498
2025-04-14,39.62467667387525,24.571327863291355,11.26341008353475,6.975628630793368,6.601683416020014,5.871549421193232,2.3374888691006235,2.222602086248569,0.5316329559428402
2025-04-15,39.62572684048998,24.569328788979057,11.263708595932345,6.9758135047890635,6.60185837940411,5.871705033950143,2.3375508192029004,2.2226609915243905,0.5316470457280067
2025-04-16,39.63846334327955,24.56617324437858,11.267366657343473,6.978079006775001,6.604002433751198,5.860356234366529,2.330356539248215,2.223382834630848,0.5318197062266119
2025-04-17,39.63988207284547,24.55896622850507,11.267769935999066,6.978328764363092,6.604238802487923,5.865073094686385,2.330439946763101,2.2234624133707337,0.531838740979156
2025-04-22,39.64124835286039,24.55901731054249,11.268158305693204,6.978569288568255,6.60446643281924,5.862623916599721,2.330520270753959,2.2235390501340246,0.5318570720287192
2025-04-23,39.64316301070935,24.55474920919429,11.26881560770734,6.978976367305057,6.604851689129172,5.863231047840762,2.330656216276412,2.223668755153826,0.5318880966837863
2025-04-25,39.64200679821189,24.552972494286216,11.268486947115003,6.9787728220003284,6.604659055356111,5.8627949029319275,2.3348304954422283,2.2236039007524697,0.5318725839038282
2025-04-28,39.640955754464855,24.551128409621175,11.268188181393967,6.978587791116955,6.604483943494676,5.86263946039961,2.338613031858482,2.2235449454884826,0.5318584821617953
2025-04-29,39.640955754464855,24.549537606583804,11.268188181393967,6.978587791116955,6.604483943494676,5.861048657362236,2.3417946379332286,2.2235449454884826,0.5318584821617953
2025-04-30,39.64705258412665,24.548805388348228,11.269921243138608,6.979661106838854,6.605499721566652,5.859828697197105,2.333404046564663,2.223886929543104,0.5319402826761422
2025-05-02,39.646579487131895,24.54851245444023,11.269786762375883,6.979577820529309,6.60542090001843,5.821971841443381,2.3723564063434317,2.223860392533302,0.5319339351841418
