date,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,UBS SECURITIES HONG KONG LTD,CHINA INTERNATIONAL CAPITAL CORPORATION,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,GOLDMAN SACHS (ASIA) SECURITIES LTD,BOCI SECURITIES LTD,MORGAN STANLEY HONG KONG SECURITIES LTD
2025-01-21,29.15383551130625,18.191442488286736,15.346167348863366,11.368686791620012,9.288727049849745,0.0,0.0,7.851203999574804,3.7177105635350953,5.0822262469639865
2025-01-22,29.227071151843365,18.0298044479425,15.378741203657029,11.377440470328597,9.292495650770837,0.0,0.0,7.854389371958521,3.7180185562849744,5.122039147214176
2025-01-23,29.065436197869726,18.043055186628838,15.473887280594345,11.435731831350735,9.287535587373371,0.0,0.0,7.850196927786643,3.7178335475671003,5.126323440829244
2025-01-24,28.97525822378672,18.14258978956989,15.486263206397483,11.464848972111271,9.266513363116648,0.0,0.0,7.832428102168389,3.7131289515024215,5.118969391347177
2025-01-27,29.11583572461933,18.095005474875308,15.365891194829096,11.475767926353605,9.262283718675961,0.0,0.0,7.828853037342897,3.709639447644611,5.1467234756591935
2025-02-03,29.194508252346672,18.04579959413361,15.333317963684934,11.478124410141389,9.26186816911799,0.0,0.0,7.828501798218952,3.7095926549862046,5.148287157370249
2025-02-04,29.085932874888513,18.091234631479104,15.400842551521318,11.490954261982845,9.263048427298543,0.0,0.0,7.829499399687695,3.7001340572442873,5.138353795897693
2025-02-05,29.109378297350048,18.111061874406065,15.360364384107687,11.495461841316958,9.262341898589733,0.0,0.0,7.828902213335394,3.6844175882725767,5.148071902621541
2025-02-06,29.1972499037365,18.037629596227816,15.35269169453122,11.510525985977411,9.261466506653793,0.0,0.0,7.828162297022666,3.68353101775974,5.128742998090856
2025-02-07,29.18365884788881,18.159591282043955,15.305081897317427,11.502011436711012,9.245966859004335,0.0,0.0,7.815061374262816,3.6712752732536877,5.1173530295179575
2025-02-10,29.220395126802963,18.144065090026185,15.231169765580871,11.53625398062596,9.2432594032277,0.0,0.0,7.862024936174243,3.6629766014586442,5.099855096103436
2025-02-11,29.24741637358657,18.15209609184607,15.276756656740329,11.530583047561256,9.234223713768003,0.0,0.0,7.805135597743354,3.654326392753297,5.099462126001117
2025-02-12,29.294085665613817,18.114243871105685,15.307166747506137,11.54361881900899,9.235586993520988,0.0,0.0,7.806287896372837,3.6536728962549088,5.045337110616635
2025-02-13,29.365056183265885,18.01158786689367,15.274840529205317,11.589813767866735,9.246458041618222,0.0,0.0,7.815475645672766,3.6617359350372753,5.035032030440131
2025-02-14,29.298930800285945,18.0620333071013,15.267978891683285,11.602832354748667,9.24979035555969,0.0,0.0,7.818293146634494,3.668312841196355,5.031828302790271
2025-02-17,29.54773269841341,18.09594599593535,15.036302757260831,11.55368925766457,9.256558541208703,0.0,0.0,7.824009105301723,3.6596377832655707,5.026123860949847
2025-02-18,29.632411080551087,18.03779398259764,15.024560188154364,11.543394600296535,9.260817992268656,0.0,0.0,7.82760607196959,3.660903093940421,5.012512990221712
2025-02-19,29.592476837885823,17.979590753502936,14.897024986368868,11.605410191913991,9.298621714003536,0.0,0.0,7.960305737576909,3.6804116506979567,4.986158128049978
2025-02-20,29.717093415913304,17.99588181321326,14.864142523352719,11.578154838403332,9.282692428061681,0.0,0.0,7.836629949180511,3.672727865727769,5.052677166147424
2025-02-21,30.113148981553795,17.939000785163277,14.86537120334499,11.626023054168256,8.796576042537177,0.0,0.0,7.861497182474916,3.683724094279773,5.114658656477818
2025-02-24,30.231539228637306,17.79405877675654,14.85993246667243,11.620940001262339,8.796916794339044,0.0,0.0,7.86354593888165,3.680799357171891,5.1522674362788
2025-02-25,30.38957907864035,17.59556372896719,14.787185599277228,11.658140839425919,8.828641515905636,0.0,0.0,7.888160609130147,3.687131886476576,5.165596742176954
2025-02-26,30.10182429593651,17.329468740470336,15.016757550741355,11.680413694927662,8.859775271854748,0.0,0.0,8.035556605477357,3.697287320476729,5.278916520115306
2025-02-27,30.1000118859771,17.321238541259564,14.997237919255275,11.700404680727265,8.872776045145043,0.0,0.0,8.044677175484905,3.7005894402426693,5.26306431190818
2025-02-28,29.68639423967033,17.27206040215049,15.198736428134382,11.692889208067363,8.878216548764374,0.0,0.0,8.10138807965642,3.6831912042210853,5.48712388933555
2025-03-03,29.414938696966264,17.572958328408088,15.166481078602759,11.665128498877152,8.864685497341192,0.0,0.0,8.089041274687228,3.670062224261597,5.556704400855721
2025-03-04,29.53313175194535,17.95933562281157,14.792934373247002,11.640876061120196,8.837485116993188,0.0,0.0,7.976814912780606,3.6592843988118724,5.600137762290219
2025-03-05,29.15034756852444,18.213789888478406,14.971139201539357,11.565769846814474,8.785619304753146,0.0,0.0,8.01688992963044,3.7881600973263527,5.508284162933377
2025-03-06,29.109795095703088,18.25296903312675,14.98630473020687,11.573863652398805,8.791767541795076,0.0,0.0,8.022503811181036,3.7866033401329076,5.476192795455467
2025-03-07,29.202094302946378,18.066892606829548,15.181322966866734,11.58250166566479,8.803770286555379,0.0,0.0,8.033455434632828,3.789666166219336,5.3402965702850045
2025-03-10,31.14166402029197,17.80384131045893,15.215729319234466,11.57625440373783,8.808635006246657,0.0,0.0,8.03789510192496,3.9372056946422056,3.478775143462979
2025-03-11,31.132356942412397,19.551463952622125,15.122864152937776,11.718015235334505,8.724106571648306,0.0,0.0,7.957163300619524,3.8882101119886943,1.9058197324366737
2025-03-12,30.275584423907965,18.426334937412843,14.80377302227229,11.456809693895034,8.59526647873635,1.5261211211972123,1.7962144121603758,7.779550655147537,3.823148202110434,1.5171970531599601
2025-03-13,30.058913875116065,17.931178394823295,14.440119926213107,11.449335847945989,8.541247289682545,1.7885462925003919,2.927710184745964,7.747768569946721,3.867095552596596,1.2480840664293202
2025-03-14,29.024305962773443,18.176885384896345,14.559732410777999,11.492121948706748,8.573165880595788,2.1564800543355602,3.18255190405407,7.776720763230049,3.8752749614647155,1.1827607291652842
2025-03-17,28.400415184484995,19.626693316169376,14.09141001964801,11.515849066277639,8.590866398890979,2.315763015470229,3.349533346527806,7.062899811593301,3.887622551233401,1.1589472897042645
2025-03-18,28.13723625084763,19.836679332542165,13.989562082677873,11.50988036749315,8.524401095950443,2.402471697870221,3.582190263880231,7.011851273345133,3.8550923887839357,1.1506352466092151
2025-03-19,27.71625676764459,19.43377865523016,13.977932013244665,11.506138148579387,8.517314428330932,2.9969806721926773,3.8282906031939823,7.006021756158136,3.867793556181008,1.1494933992444571
2025-03-20,27.75555782357254,19.027473836082848,13.828188716152665,11.496917897127739,8.533130970362453,3.3527788533411678,4.14909155777517,7.0190318473685105,3.7071561021770303,1.130672396039872
2025-03-21,27.64985198032991,18.93977806864432,13.808407931025258,11.449652176435816,8.523973331698258,3.419152089640677,4.368022480082417,7.011499119035388,3.7087753446842537,1.1208874784237017
2025-03-24,27.98589214095274,18.97366231729831,13.762286972430923,11.352246734919836,8.487332833551148,3.60568675510388,4.228135674681824,6.994241253084602,3.4850985258376364,1.1254167921390965
2025-03-25,27.66391945938408,18.662936094795537,13.736131167288946,11.349058124477036,8.577319132138111,3.9733015945684826,4.1185658257379885,7.327021946698725,3.4767114113372632,1.11503524357383
2025-03-26,28.91919610820018,17.369799852773816,13.46138191216266,11.321349773668686,8.704926955827226,4.127866148746422,4.139050563051289,7.3326141142827,3.4643805094252467,1.1594340618617762
2025-03-27,30.153293258345503,15.216554619363407,10.127464594557933,11.343491780373347,8.889211627524055,4.29932128194424,4.162272920095706,11.211366000308756,3.4733866853091295,1.123637232177924
2025-03-28,29.378849517080706,19.895676518783443,9.779709014072655,11.289280525332297,9.257457694080028,4.508166580389084,4.12594629336114,7.225826107507998,3.4819262160721918,1.057161533320455
2025-03-31,29.35989725565858,20.03705479364823,9.87197035616508,10.986662130695967,9.252804599174963,5.1054422510272675,4.0796192374949785,6.8292072477386165,3.4604621149668544,1.0168800134294667
2025-04-01,29.18995646261952,19.991689911543496,9.955895971738553,10.980141519064427,9.234425837883801,5.1757157475161,4.27352747441152,6.702203724997051,3.445601665326148,1.0508416848993865
2025-04-02,29.21521143020257,19.754224693553844,10.22281125317681,10.948592389751703,9.222419934611173,5.196190314914259,4.290723324968356,6.697302047816418,3.4278658734433054,1.0246587375615643
2025-04-03,30.421071478178664,14.64817695400976,13.81512734583038,10.946476263393174,9.255233129039881,5.171455076464321,4.426275373146599,6.798120639804894,3.425430669365882,1.0926330707664453
2025-04-07,29.545687022531038,15.922180454984483,13.383174162382105,10.946587590067361,9.255327255615255,5.189063016957058,4.447878582787427,6.779125929256804,3.4254655063120274,1.1055104791064445
2025-04-08,29.775670957229465,15.08616092856872,13.30325733970836,10.900645841317324,9.209267358921034,5.504860573735996,4.383524321235664,6.675554398003116,3.403183691401618,1.7578745898786983
2025-04-09,30.26736292929602,14.782368215480767,13.178532128065665,10.872264873204319,9.266463268726307,5.715756552629457,4.3870238636058465,6.760141695411183,3.3894451688296114,1.3806413047508257
2025-04-10,30.228136924738543,14.768989441680036,13.194194095000666,10.856885302575568,9.259642020785787,5.664908419559859,4.246198920581856,6.996483049025873,3.3701549543582914,1.4144068716935239
2025-04-11,30.171276955451916,14.453646393374777,13.039481548712725,10.762122515796856,9.169092853520493,6.199909855860398,4.356489170061493,6.875823469861664,3.3280964629943246,1.644060774365353
2025-04-14,30.280111107608242,14.559353002987873,12.998814790038294,10.743934128532677,9.14142701152566,6.378099320352802,4.166557715452231,6.724632241757559,3.317774539751419,1.6892961419932442
2025-04-15,30.75617450095973,15.871569694871368,11.29213973768255,10.701335048886708,9.120255324899043,6.372884103265536,4.202399363229097,6.555569200199245,3.3114876803635442,1.816185345643177
2025-04-16,30.829031908313187,15.265677816837275,11.781541303227515,10.706643683089453,9.124779629496025,6.544123112244921,4.133417313982089,6.494073897547242,3.313130417151211,1.8075809181110787
2025-04-17,31.023220468127004,14.485665311348766,11.8218928129716,10.711124887003809,9.130076852725278,7.172229154226438,4.282732397312056,6.231376617152757,3.313711078213638,1.827970420918653
2025-04-22,29.420993687967172,15.549886266599252,11.859446335836955,10.742882136041185,9.152366000151234,7.338302709195789,4.58173522495055,6.19031768366966,3.3316153403576383,1.8324546152305636
2025-04-23,29.485097847234965,13.740051757251914,13.528869822839312,10.722833588475025,9.135285700584198,7.421450505391476,4.572289058849748,6.198209031585124,3.325397823700797,1.870514864087442
2025-04-24,28.96296604249038,14.60667440224232,13.506706496651946,10.713778618554635,9.127571346299911,7.437835524646613,4.508469770743047,6.193478292020782,3.306649292514083,1.635870213836289
2025-04-25,28.667850896956292,14.590764424222716,13.454628507161551,10.704073417025192,9.119303029159513,7.529726920089446,4.6362077709752425,6.187364933040182,3.311700714614655,1.7983793867552167
2025-04-28,29.679050754102416,14.996946291329555,12.827789686642198,10.730413973727854,9.141743786913125,7.7699752560697135,4.6102525401889585,5.108064527928951,3.328588945716899,1.8071742373803317
2025-04-29,29.602170098094316,14.96694249990586,12.65960348475289,10.71531902094374,9.12888368746442,7.922499188105638,4.665076440520972,5.212701219442663,3.323682714175154,1.8031216465943487
2025-04-30,29.46859025636227,15.12554211426533,12.594579278077795,10.701311071276937,9.112192648457874,7.990094130363292,4.826123614908943,5.070445826280132,3.319001692578631,1.7921193674287978
2025-05-02,30.343292909595288,15.305474991044154,11.95489052433049,10.671872412818937,9.086651438541402,8.01369013982949,4.851795132600436,4.6755377143182075,3.3083066177616436,1.7884881191599526
