date,PHILLIP SECURITIES (HONG KONG) LTD,KINGSWAY FINANCIAL SERVICES GROUP LTD,BANK OF CHINA (HONG KONG) LTD,CGS INTERNATIONAL SECURITIES HK LTD,UOB KAY HIAN (HONG KONG) LTD,DBS BANK (HONG KONG) LTD,MINERVA HOLDING FINANCIAL SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,STANDARD CHARTERED BANK (HONG KONG) LTD
2024-04-29,55.05262093575119,0.0,14.92925203364828,0.0,8.599911028583445,6.997890981622808,6.699758285210369,3.446277210955226,4.274289524228672
2024-05-02,54.98247932936091,0.0,14.927905432666172,0.0,8.599135326719011,6.997259780083221,6.699153974889503,3.5201621679425936,4.273903988338583
2024-05-03,54.96060432024419,0.0,14.92541594665826,0.0,8.597701272412293,6.996092866185298,6.698036775282326,3.51957512011447,4.302573699103161
2024-05-06,54.974652069117624,0.0,14.929230833660384,0.0,8.574339146852349,6.997881044406679,6.699748771351656,3.520474711886432,4.303673422724871
2024-05-08,54.9680940560681,0.0,14.927449902141191,0.0,8.57331630039676,6.997046256127335,6.698949547741911,3.5200547488992715,4.315089188625437
2024-05-10,54.97144253206315,0.0,14.926147050690078,0.0,8.572568030755527,6.996435561606298,6.698946730127467,3.5197475223825077,4.314712572374976
2024-05-16,54.97163444662103,0.0,14.926199160381588,0.0,8.572248842202763,6.996459987340383,6.698970117277973,3.5197598104135017,4.314727635762757
2024-05-17,54.969235610956616,0.0,14.925547815388104,0.0,8.571874768983836,6.996154677921966,6.6986777896331064,3.5196062161926194,4.318903120923757
2024-05-20,54.96693417070794,0.0,14.926310632918337,0.0,8.572312861871389,6.996512238629188,6.699020146839054,3.519786096847885,4.3191238521862045
2024-05-24,54.969303761211584,0.0,14.923462752047426,0.0,8.571862815760976,6.996813853940454,6.699308937450413,3.5199378326475212,4.319310046941627
2024-05-27,54.96946369234135,0.0,14.923506171303167,0.0,8.571596809021363,6.996834210908213,6.699328428838763,3.5199480737747644,4.3193226138123775
2024-05-29,54.9773231998189,0.0,14.920901463077104,0.0,8.570100745799849,6.995613002472585,6.698159146254136,3.5193337116002303,4.3185687309772
2024-05-30,54.97556406412454,0.0,14.920424031859506,0.0,8.569826524189034,6.995389160498836,6.697944822053632,3.5224208496055907,4.318430547668864
2024-06-03,54.97767461235322,0.0,14.919339074529717,0.0,8.569203358514748,6.99488048201033,6.698621232652008,3.5221647123596775,4.318116527580302
2024-06-11,54.9813410311354,0.0,14.918124109631089,0.0,8.568505520544997,6.994310849923191,6.698075726606048,3.521877882864662,4.317764879294611
2024-06-13,39.999498312212715,27.289666202525776,10.851426023893783,0.0,6.195555608313329,5.087653529243634,4.872172447122878,2.5618098515764807,3.1422180251113994
2024-06-14,39.999159827098666,27.289435270984963,10.851334196587684,0.0,6.195503180072096,5.087610476329028,4.87213121765961,2.562634396340726,3.142191434927234
2024-06-17,40.00563205396525,27.28273995603533,10.857343542359471,0.0,6.1939831469658735,5.086362258689425,4.870935866687549,2.562005667889079,3.1409975074080236
2024-06-18,40.008678371565125,27.284817460792382,10.861766139736341,0.0,6.19445480155312,5.086749571027025,4.871306774904635,2.550990194790264,3.1412366856311067
2024-06-20,40.012444534025974,27.287241616262666,10.869711949470833,0.0,6.195005156031913,5.071124557850367,4.871739572557864,2.551216840867124,3.1415157729332615
2024-06-24,40.01265607286977,27.287453155106455,10.869711949470833,0.0,6.195005156031913,5.071124557850367,4.871739572557864,2.551216840867124,3.1410926952456752
2024-06-26,39.97972943706567,27.30252732772229,10.875716610780902,0.0,6.198427409349114,5.073925955492974,4.874430825671107,2.5526261876031886,3.1426162463147556
2024-06-27,39.95634564648874,27.313164343771447,10.879953770613993,0.0,6.200842305634771,5.075902748013789,4.876329895244439,2.553620686222276,3.1438406040105513
2024-07-02,39.96664184240136,27.308480723260587,10.878088092437862,0.0,6.199778994484084,5.07503233981346,4.875493709497976,2.553182795171924,3.143301502932753
2024-07-05,40.00267354331946,27.308943231574744,10.878272328471931,0.0,6.199883996639274,5.075118292769817,4.858639847782011,2.554284564186838,3.122184195255919
2024-07-09,40.0226535491398,27.30293184520745,10.880957558807898,0.0,6.198519245985242,5.074001131382104,4.84592910264758,2.55372230180718,3.1212852650227463
2024-07-10,40.050804174632354,27.30293184520745,10.880957558807898,0.0,6.198519245985242,5.074001131382104,4.838944360984013,2.55372230180718,3.1001193811937546
2024-07-12,40.04331686111083,27.306341826074878,10.88231652850775,0.0,6.199293405777128,5.0746348452586,4.839548717607069,2.5540412471951424,3.100506568468606
2024-07-15,40.10249820670257,27.288348707851735,10.87514578373768,0.0,6.195208471227471,5.071290988168858,4.822609291002721,2.5523582987284357,3.092540252580528
2024-07-17,40.11098661654989,27.284481523395726,10.87360460602913,0.0,6.1943305135995415,5.0705723071709246,4.821925852078394,2.5519965897644865,3.0921019914119103
2024-07-22,40.1326447129281,27.284250681383682,10.873512609237352,0.0,6.194278106090247,5.070529407286145,4.811309355009377,2.551974998442437,3.0815001296226643
2024-07-23,40.13230517112424,27.284019843277708,10.873420614002253,0.0,6.194225699467739,5.070486508127274,4.811903185662762,2.551953407485734,3.0816855708522923
2024-07-24,40.15460052194329,27.28436610190144,10.866578615335373,0.0,6.1943043097340444,5.070550857137795,4.796100634603008,2.551985794057793,3.0815131652872525
2024-07-25,40.11651568750661,27.30134354727613,10.873340243740541,0.0,6.198158658508722,5.073705960682262,4.799931550127333,2.5535737437009614,3.083430608457442
2024-07-29,40.1397941624464,27.292563455413678,10.869843385572137,0.0,6.196165335275178,5.072074260603446,4.793944748034909,2.5527525162764424,3.0828621363778073
2024-08-05,40.1428517730402,27.294642440443234,10.870671385540302,0.0,6.196637322268768,5.072460621029935,4.794309922210649,2.552946969768295,3.0754795656986187
2024-08-07,40.144546058913086,27.29493121341424,10.870786395512669,0.0,6.196702881704973,5.072514286855639,4.79203308027592,2.55297397954074,3.075512103782728
2024-08-08,40.14913359047168,27.298050350896762,10.860601124527095,0.0,6.197411012019544,5.073093950138871,4.792580691474545,2.553265721504448,3.0758635589670567
2024-08-09,40.14904862665517,27.297992582613027,10.860578141263485,0.0,6.197397897024402,5.073083214429655,4.792570549389025,2.5532603182695377,3.0760686703556877
2024-08-12,40.158799619918206,27.29354515887691,10.858808722033581,0.0,6.196388209061963,5.072256701247966,4.791789737688169,2.5528443378449843,3.0755675133282216
2024-08-13,40.159224476543194,27.293833908630134,10.858923601882298,0.0,6.19645376322709,5.072310362758857,4.791840432022532,2.5518134039012224,3.075600051034677
2024-08-19,40.113841066495795,27.30960892416666,10.865199733300958,0.0,6.200035127234562,5.0752420056730205,4.794821682348358,2.5532882753402304,3.0879631854404197
2024-08-27,40.14010014825111,27.327486176366385,10.805579750468961,0.0,6.204093756998338,5.078564330117944,4.798172288914471,2.554959693578536,3.0910438553042536
2024-08-29,40.170055325919336,27.347879740423664,10.728840669358346,0.0,6.208723659018385,5.082354288195933,4.8021770146155776,2.556866372218441,3.1031029302503166
2024-08-30,35.91377456636628,24.45019256002713,9.59204965070532,10.595466163045963,5.550868676324082,4.54384552602048,4.293354871717311,2.2859496145360185,2.7744983712574216
2024-09-10,35.91030321435632,24.447829254412166,9.591122502800745,10.594442026953176,5.55033214070873,4.543406327203587,4.293697986423564,2.285728659320787,2.7831378878209265
2024-09-19,35.90975874943878,24.447458581258573,9.59097708409761,10.594281396117783,5.550247987670165,4.543337440975128,4.293632886223597,2.285694003554764,2.7846118706636025
2024-09-23,35.90778957125479,24.444956831441797,9.589995623178755,10.59319726537047,5.549680021399149,4.542872513564668,4.295088542847616,2.2854601046185787,2.790959526324181
2024-09-26,35.90589453991005,24.444956831441797,9.589995623178755,10.59319726537047,5.549680021399149,4.542872513564668,4.296983574192354,2.2854601046185787,2.790959526324181
2024-09-27,35.905568351381675,24.443057696661445,9.589250574031933,10.592374277238378,5.549248865377024,4.54251957666841,4.301955416002983,2.2852825466542215,2.7907426959839374
2024-09-30,35.90448483964576,24.44296506348879,9.589214233132399,10.5923341347469,5.549227835089625,4.542502361637237,4.302886551119838,2.285273885995832,2.7911110951436147
2024-10-02,35.85689346756155,24.461041822461336,9.596305922458066,10.600167679924958,5.553331758398361,4.545861762598219,4.306258372388654,2.2869639569473756,2.793175257261486
2024-10-03,35.85613382622987,24.481886409372553,9.527808531519213,10.609200660534752,5.558064055057061,4.549735539164426,4.345039012800304,2.2898617506859087,2.782270214635912
2024-10-04,35.81052093049524,24.467225083178157,9.55320949292105,10.602847189689205,5.547148498743599,4.547010865267876,4.342436924332577,2.3656884700300083,2.7639125453422877
2024-10-07,35.8198883370226,24.474791991186645,9.567168582996205,10.606126301604828,5.50199964666707,4.54841710618053,4.347574585728523,2.3759068208552945,2.7581266277583025
2024-10-08,35.89377993635015,24.525280186638913,9.572264673488966,10.628005309928971,5.5133495299935245,4.557799877316562,4.356543045828475,2.401721836466175,2.55125560398826
2024-10-09,35.90240422640012,24.5271454841006,9.572992702725012,10.628813634693318,5.500459034288449,4.55814652585543,4.356874387555186,2.40190450209165,2.5512595022902276
2024-10-10,35.957296168749345,24.517122844978374,9.56908084713459,10.624470334188702,5.463810029217608,4.556283909689008,4.355664205886813,2.400923000919974,2.555348659235584
2024-10-14,35.9779471146181,24.531203485924046,9.57457654874854,10.630572165670298,5.411417849410084,4.5589006685226,4.358165745082533,2.4004001783906,2.5568162436331985
2024-10-16,35.98479040479073,24.535869514900163,9.576397708955218,10.632594184597586,5.39342635276877,4.55976780749647,4.358994702685895,2.400856753494755,2.557302570310414
2024-10-17,35.98095784160217,24.533256320012978,9.575377773895836,10.631461759241972,5.392851925432461,4.55928216903503,4.369180956158441,2.4006010500402972,2.557030204580817
2024-10-18,35.97704368705316,24.529290926979055,9.573830073263418,10.629743360190066,5.406242029008484,4.5585452368676505,4.368474750691808,2.4002130327890656,2.5566169031572916
2024-10-22,35.98607318470797,24.527798405246262,9.573247539121157,10.629096577409987,5.405913078051645,4.558267865301705,4.368208944251501,2.400066988204025,2.5513274177057497
2024-10-23,35.982104923510704,24.52509367249684,9.57219187665567,10.627924484214555,5.4053169564633485,4.557765215362553,4.367727252515755,2.3998023276879623,2.562073291092609
2024-10-28,36.00058531316216,24.537689747358762,9.525748203251945,10.633382980488523,5.408093124332276,4.560106081115093,4.369970514873234,2.401034864867108,2.5633891705509013
2024-10-29,36.03859725487827,24.54881113987083,9.53006562619723,10.638202424660927,5.4075354046400745,4.562172890588475,4.371951147844897,2.3400161999506843,2.5626479113686123
2024-10-30,36.04385268317699,24.550446393137754,9.530700445979761,10.638911060006647,5.407895613119664,4.562476787509637,4.372242373654433,2.330656028123402,2.562818615291713
2024-10-31,36.04378408431742,24.550399668592537,9.530682307098015,10.638890811972338,5.407885320782855,4.562468104178608,4.372234052378592,2.3306515924059723,2.563004058273656
2024-11-07,36.04769463609816,24.553063251553667,9.531716333563727,10.640045072948723,5.40847204651403,4.562963106804514,4.372708415659075,2.3309044552494966,2.552432681608613
2024-11-08,36.044058481322395,24.550586567840522,9.530754863039263,10.638971804572009,5.4079264903651545,4.56250283770104,4.372267337672005,2.330669335376996,2.562262282110618
2024-11-12,36.0423435685818,24.549418494225396,9.530301406529905,10.63846562105486,5.40766919075936,4.562285761861776,4.372059312902361,2.330558446240041,2.5668981978444974
2024-11-13,36.04416931196648,24.548717703406684,9.530029353335372,10.638161934063897,5.407514822747734,4.562155526272896,4.371934507541856,2.330491917822597,2.566824922842483
2024-11-18,35.869621880838345,24.429838126087727,9.483879249894144,10.586645589729683,5.381328400945954,4.540062839918391,4.350762985159219,2.8034661064560136,2.554394820970525
2024-11-19,35.86780002038154,24.430532145947794,9.484148674542638,10.58694634253258,5.381481277471967,4.540191817186295,4.350886584664977,2.8035457492741465,2.5544673879980695
2024-11-26,35.873804550621536,24.428172639292224,9.483232693188395,10.585923852714998,5.380961532719166,4.539753324371394,4.350466374994847,2.8032749821531078,2.554410049944331
2024-12-02,35.86402453341705,24.421512962358623,9.4806473476959,10.583037888466103,5.379494559895238,4.53851568408839,4.3492803386508365,2.8297730259151757,2.553713659512686
2024-12-03,35.864092431816076,24.421559197594444,9.480475974872975,10.583057924458682,5.379504744448503,4.5385242764857265,4.349288572784504,2.8297783832910017,2.5537184942480873
2024-12-04,35.863956635275116,24.421466727297865,9.480440077802767,10.583017852549387,5.379295054346951,4.538507091723587,4.349272104548345,2.8303356316603896,2.553708824795591
2024-12-05,35.84000464374348,24.405156681805916,9.474108500314843,10.575949910867399,5.375702454933053,4.5354760183667695,4.3463674130867656,2.895231064190381,2.552003312691396
2024-12-06,35.83386690524753,24.407419380190696,9.47498688230109,10.57693044891896,5.376200857521506,4.535896520246546,4.346770381961478,2.895310280352442,2.552618343259755
2024-12-09,35.83230752654179,24.40635724502833,9.474574560270078,10.576470173722935,5.375966901940961,4.535699132103542,4.346581224001208,2.894995081531064,2.5570481548600936
2024-12-12,35.836240133277144,24.409035850217688,9.475614397732476,10.577630944566694,5.3765569159564395,4.536196926473698,4.347058262622977,2.9134783761090324,2.5281881930438557
2024-12-17,35.83617232239959,24.40898966238841,9.475596467566666,10.577610929117693,5.376546742203799,4.536188342886436,4.3470500369320435,2.913472863099725,2.528372633405635
2024-12-20,35.82803687979958,24.403448391614962,9.473445340195441,10.57520962504468,5.375326171351145,4.535158548198702,4.346063179972639,2.9124330907180878,2.550878773104756
2024-12-27,35.8212601654016,24.398832587499573,9.471653479992469,10.57320937100988,5.3743094522274735,4.534300743057608,4.345241141382439,2.9118822169059038,2.569310842523059
2025-01-03,35.81753406509117,24.396294639441393,9.470668245782141,10.572109553791345,5.3737504206349,4.53382908853378,4.344789152694966,2.9115793251264903,2.5794455089038126
2025-01-07,35.81780502806642,24.396479199678524,9.470739892267932,10.572189532783035,5.3737910735564425,4.533863387372357,4.344822021428852,2.9108448421975317,2.579465022648905
2025-01-10,35.80940708175665,24.390759130503273,9.468519355161687,10.569710746603832,5.372531118936659,4.532800364630646,4.343803321873342,2.910162357084843,2.6023065234490654
2025-01-16,35.80913624582755,24.390574656800723,9.468447742268717,10.569630805111816,5.372490485076012,4.532766081873733,4.343770468550588,2.9101403467643707,2.603043167726484
2025-01-21,35.808459173928,24.39011348475232,9.468268714775435,10.569430956672086,5.372388903113435,4.532680377250192,4.343688337417846,2.9100853224197727,2.604884729670907
2025-01-23,35.81082903760081,24.391727663224575,9.468895340622767,10.570130459276896,5.372744456789616,4.532980357612773,4.34397580997138,2.892881591717147,2.6158352831840346
2025-01-24,35.81089675260069,24.391773785748967,9.46891324543715,10.570150446426092,5.372754616157607,4.532988929063719,4.343984024032024,2.892508880197803,2.6160293203359446
2025-01-27,35.81076132285702,24.391681540874607,9.468877435876095,10.57011047220329,5.372734297460046,4.532971786194246,4.343967595941799,2.8873925077437326,2.6215030408491713
2025-02-04,35.83456494963684,24.39823266121377,9.471420587952561,10.572949393562016,5.374177306990735,4.534189252223212,4.345134299205891,2.84712442480923,2.622207124405744
2025-02-05,35.839784602340494,24.401786500956298,9.472800192425192,10.574489446412251,5.374960108153514,4.534849700960973,4.345767210252095,2.832973164137424,2.6225890743617613
2025-02-06,35.84161523026815,24.403032897728743,9.47328404501465,10.575029571190235,5.375234650877285,4.535081332445437,4.345989183763111,2.8280100574963796,2.622723031216011
2025-02-07,35.84297137152871,24.40395623669053,9.473642486208885,10.575429699193425,5.375438033940476,4.535252926579112,4.346153623206261,2.8243333553141414,2.622822267338457
2025-02-10,35.84303918128565,24.404002405472784,9.473660408980622,10.575449706388419,5.375448203497646,4.535261506626659,4.346161845505068,2.824149512901447,2.622827229341707
2025-02-11,35.84399217284498,24.40465125693286,9.473912293826658,10.57573088551096,5.372932334273752,4.535382089758945,4.34627740087227,2.8242246011392065,2.6228969648403764
2025-02-12,35.84426342886219,24.4048359436293,9.473983989404092,10.575810919303665,5.372972994929484,4.535416412098832,4.34631029212757,2.8234892055482756,2.6229168140965875
2025-02-13,35.84453468898501,24.40502063312106,9.474055686066672,10.575890954307718,5.3730136562006345,4.535450734958204,4.346343183880695,2.822753798826777,2.6229366636532263
2025-02-14,35.85111400416531,24.409500209271798,9.475794662424859,10.577832174092116,5.37399988047775,4.536283223373213,4.3471409613364935,2.804916777460526,2.6234181073979386
2025-02-19,35.85104616385221,24.409454019685146,9.475776731576833,10.57781215788156,5.373989711370189,4.53627463945936,4.347132735332586,2.8051006976833923,2.6234131431587304
2025-02-21,35.85111400416531,24.409500209271798,9.475794662424859,10.577832174092116,5.37399988047775,4.536283223373213,4.3471409613364935,2.804916777460526,2.6234181073979386
2025-03-04,35.8541813956996,24.411717515023337,9.476655422941265,10.578793041292075,5.37448804290392,4.536695289445667,4.347535846138464,2.805171569981878,2.614761876573794
2025-03-11,35.85431710103093,24.411809911504996,9.476691291356442,10.578833081213748,5.374508384929654,4.536712460489977,4.347552301228763,2.8051821873414866,2.614393280904
2025-03-12,35.857710068208135,24.41412005088187,9.4681248859678,10.579834177771145,5.375016985623185,4.537141778845908,4.3479637189729,2.805447647455004,2.614640686274054
2025-03-14,35.857922794711186,24.414264888083512,9.468181055787168,10.57989694282567,5.375969742853318,4.537168695520248,4.347989513345032,2.8054642908230942,2.6131420760507713
2025-03-21,40.05144701933999,24.41435730384944,9.468216895867064,6.386548500130044,5.375990092610464,4.537185870148362,4.348005971869709,2.805096378559396,2.6131519676255346
2025-03-24,40.05319058124845,24.41542013544686,9.468629076288728,6.386826526107134,5.37622412589124,4.537383387717477,4.348195253859612,2.8067326862504096,2.607398227190089
2025-03-25,40.05531338325918,24.416714142296357,9.469130909589655,6.387165025187858,5.376509063475962,4.537623867100995,4.34842570635276,2.8015814845536338,2.607536418183593
2025-03-27,40.05607158136723,24.417176320841563,9.469310148660181,6.38728592641241,5.3766108342188526,4.537709758772798,4.348508016734705,2.799741637332425,2.607585775659841
2025-03-31,40.05622322443327,24.41726875865025,9.469345997288556,6.387310107206565,5.376631188829768,4.537726937497357,4.3485244791850235,2.7993736595298975,2.607595647379318
2025-04-01,40.05629904639685,24.41731497781705,9.46936392170453,6.3873221976723,5.376641366193019,4.537735526908413,4.348532710456925,2.7991896695838223,2.6076005832670854
2025-04-02,40.05637486864749,24.41736119715883,9.46938184618836,6.3873342881838076,5.376651543594799,4.537744116351987,4.348540941759989,2.7990056789412012,2.607605519173539
2025-04-09,40.05622322443327,24.406100737744318,9.469345997288556,6.387310107206565,5.376631188829768,4.537726937497357,4.3485244791850235,2.7989950825500354,2.619142245265109
2025-04-10,40.05629904639685,24.406146935771304,9.46936392170453,6.3873221976723,5.376641366193019,4.537735526908413,4.348532710456925,2.7988110918873566,2.619147203009299
