date,VALUABLE CAPITAL LTD,KINGSTON SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,HANG SENG SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,BRIGHT SMART SECURITIES INTERNATIONAL,CHONG HING SECURITIES LTD
2024-12-19,36.905014630389886,0.0,24.435209230303805,23.83904570398176,4.636492988809326,5.849104698279452,4.335132748235774
2024-12-20,36.757497322012355,0.0,24.337536425363957,23.743755893321598,5.017681507839158,5.8257245644372055,4.317804287025726
2024-12-30,36.766142157608364,0.0,24.2609452898813,23.74934008378841,5.077658004916674,5.827094691207426,4.318819772597827
2025-01-02,36.758037505134,0.0,24.27911063697687,23.74410482829031,5.075069110231959,5.8258101784836,4.31786774088326
2025-01-03,36.242466858058705,0.0,24.518159726864972,23.411068455256647,5.282088812699919,5.8716066701708645,4.674609476948886
2025-01-08,36.242466858058705,0.0,24.34428288001031,23.411068455256647,5.455965659554582,5.8716066701708645,4.674609476948886
2025-01-09,36.246668495676715,0.0,24.335512011616782,23.413782531709685,5.456598176944955,5.87228737337907,4.67515141067279
2025-01-13,36.02531595542261,0.0,24.186898976937528,23.270798349840135,6.033959435960901,5.836426264451098,4.646601017387724
2025-01-14,35.9012161900001,0.0,24.10358011047567,23.19063526063966,6.013173693193278,5.850768915173172,4.940625830518123
2025-01-20,35.83537860572205,0.0,24.11668560025275,23.148107024399597,6.1282238649605025,5.840039459950666,4.931565444714435
2025-01-22,35.8271658823677,0.0,24.134076477442377,23.142801959780083,6.126819403525612,5.838701044386797,4.930435232497428
2025-01-23,35.77796848547377,0.0,24.238254574100058,23.111022565981777,6.1184061350331405,5.83068341626715,4.9236648231441045
2025-01-24,35.61900593377916,0.0,24.244487126636752,23.008339622402914,6.09122187911532,5.804777520733993,5.232167917331863
2025-02-07,35.61849870934694,0.0,24.245565905956884,23.00801197732424,6.091135138441958,5.804694859107006,5.232093409822975
2025-02-12,35.63879896096175,0.0,24.20239075459535,23.02112506319874,6.094606693403867,5.808003161546944,5.235075366293357
2025-02-13,35.634737059675885,0.0,24.21102972154808,23.018501250381743,6.093912065877507,5.807341199410229,5.234478703106553
2025-02-17,35.646925542193664,0.0,24.185106910956495,23.02637448372722,6.0959964236364925,5.80932753865458,5.236269100831549
2025-02-20,35.6509902227734,0.0,24.176462032922647,23.02900009184804,6.096691526451123,5.809989953728771,5.23686617227602
2025-02-24,35.598221571059426,0.0,24.288691899237843,22.99491382166103,6.087667536100321,5.801390323412354,5.229114848529028
2025-02-27,27.783224734374095,21.923303427195687,18.99767868031784,17.93529051085595,4.748184169779987,4.5337776901370574,4.078540787339383
2025-02-28,27.78569224424571,21.925250500227783,18.990484626013817,17.93688339673615,4.748605869975813,4.53418034826307,4.078903014537657
2025-03-06,27.768428873591688,21.911628247352432,18.978685755857313,17.925739133576034,4.8077859727324626,4.531363242420387,4.076368774469683
2025-03-10,27.770893755918724,21.913573247030644,18.971493847143172,17.927330323260936,4.8082127389254765,4.531765471773171,4.0767306159478744
2025-03-18,27.76966126005842,21.91260070403117,18.975089961091754,17.926534693109307,4.807999346358847,4.5315643481711385,4.076549687179362
2025-03-21,27.772126361187173,21.91454587636235,18.967897413969073,17.92812602404031,4.808426150434875,4.531966613228859,4.076911560777357
2025-03-27,27.652739846420925,21.932506391872597,19.04563257539127,17.942819387404583,4.812366994700688,4.533681926951081,4.0802528772588555
2025-03-28,27.677329030845076,21.48072601243716,19.284871533796487,17.958774381284265,4.816646215501469,4.537713337279365,4.243939488856179
2025-04-01,27.655196798584225,21.214768275724992,19.598196180497634,17.94441361094823,4.812794574592007,4.534084745611365,4.240545814041543
2025-04-16,27.642338809597938,21.21853881963091,19.601679407757764,17.947602908069303,4.813649962358578,4.534890597713273,4.241299494872231
2025-04-22,27.652168161754194,21.226083929751148,19.573090531421506,17.953984904562407,4.815361650394921,4.5365031615770635,4.242807660538761
2025-04-25,27.664464686638183,21.23552286660793,19.537325831603468,17.961968785640174,4.817502973057692,4.538520479846153,4.244694376606399
2025-04-30,27.603091181385082,21.188411943300032,19.71583195531452,17.92212022908545,4.806815361807198,4.52845179015104,4.23527753895668
