date,BANK OF COMMUNICATIONS TRUSTEE LTD,ZHONGTAI INTERNATIONAL SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,FUTU SECURITIES INTERNATIONAL,UBS SECURITIES HONG KONG LTD,CELESTIAL SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,MANGO FINANCIAL LTD,BOCI SECURITIES LTD
2024-10-07,0.0,0.0,19.797954430621953,0.0,14.708696211122371,32.38868010647405,8.112118648206115,21.183641823054163,0.0,3.808908780521348
2024-10-08,0.0,0.0,19.803085597058146,0.0,14.688584367464566,32.397074494331505,8.114221119503338,21.187138461109058,0.0,3.8098959605333853
2024-10-09,0.0,0.0,19.802690797520327,0.0,14.69028515834876,32.396428617709184,8.114059352250854,21.186716068728277,0.0,3.8098200054426
2024-10-28,0.0,0.0,50.81381209356012,0.0,9.009767701475273,19.869205604705517,4.976471803763166,12.994124217382561,0.0,2.336618579113369
2024-10-30,0.0,0.0,19.802690797520327,0.0,14.69028515834876,32.396428617709184,8.114059352250854,21.186716068728277,0.0,3.8098200054426
2024-11-11,0.0,0.0,36.00090510637492,0.0,14.69028515834876,16.198214308854592,8.114059352250854,21.186716068728277,0.0,3.8098200054426
2024-11-18,0.0,0.0,35.97938627033155,0.0,14.681504328066334,16.188532143451315,8.109209332165767,21.233825165845285,0.0,3.8075427601397496
2024-12-02,0.0,0.0,60.72613957001693,0.0,9.006463985450074,9.930959966314184,4.974647023125997,13.026027671015713,0.0,2.335761784077096
2024-12-06,0.0,34.34979602548755,29.94036694621575,16.346284512128943,4.440539749794881,4.896352503633093,2.4526959618199005,6.422342192065377,0.0,1.1516221088545036
2024-12-11,0.0,35.690838443541324,31.10926186649936,16.98445601370278,4.613901832035784,5.0875098658556706,2.548451095880933,2.768998562034904,0.0,1.1965823204492538
2024-12-12,0.0,35.69039148915654,31.11012458138145,16.984243318304756,4.613844052399756,5.087446155252577,2.5484191817695985,2.7689638860199173,0.0,1.196567335715406
2024-12-16,0.0,35.68927415216842,31.109150635973474,16.983711603115236,4.613699609640737,5.087286885725762,2.5483393999881665,2.7720078378655058,0.0,1.1965298755226992
2024-12-23,0.05399241751834211,35.78567207611047,31.298651052812904,17.029585176570116,4.7580033164528555,5.101027817866624,2.555850368804311,2.2275011320357887,0.0,1.1897166418285852
2024-12-27,0.061548268680174316,35.79848280377485,31.320532235513195,17.035681509691106,4.6862255131704655,5.102853908432819,2.556765324459078,2.2565605037537377,0.0,1.1813499325245702
2024-12-30,0.06155909398204893,35.80477915282438,31.32541283459998,17.038677798602826,4.683908971060159,5.103751414328036,2.55721501633593,2.243138006223436,0.0,1.1815577120432044
2025-01-02,0.061578434352597806,35.816028143857906,31.403116465712046,17.044030936879746,4.686637244113722,5.105354888927113,2.5580184311165883,2.1433065262929705,0.0,1.1819289287473107
2025-01-03,0.061571857263240895,35.812202693925826,31.381542108003636,17.042210492504175,4.7012154944322235,5.104809594528901,2.5577452134556498,2.156899856986796,0.0,1.181802688899552
2025-01-06,0.06155677395394705,35.803429748724305,31.375110806118933,17.038035647967487,4.717651483447587,5.103559065059385,2.557118640474678,2.162652782892242,0.0,1.1808850513614333
2025-01-07,0.06155832061991741,35.80432934015605,31.375899132294645,17.038463743012855,4.714629287784364,5.103687296294174,2.557182890241671,2.1633352674999546,0.0,1.1809147220963747
2025-01-10,0.06154865523253851,35.79870763525199,31.386673931082775,17.03578850186334,4.713889034997162,5.102885956779342,2.5567813821598397,2.1629955981720674,0.0,1.1807293044609428
2025-01-13,0.06154749559001203,35.79803314929271,31.384826501221134,17.03546752937833,4.71694039862994,5.102789812947426,2.5567332096626427,2.162954845020423,0.0,1.1807070582573738
2025-01-14,0.06156566834480229,35.8086030168748,31.394093308110254,17.040497488293493,4.688806748979337,5.104296482668557,2.557488120731532,2.1635934875459095,0.0,1.1810556784513093
2025-01-15,0.06157766050444985,35.815578048506545,31.400208452947677,17.04381674676737,4.669613073942674,5.1052907305985205,2.5586146283073448,2.1640149262992376,0.0,1.181285732126181
2025-01-16,0.0740770385506639,35.78297624904951,31.37037028317988,17.02830229395558,4.73441733779365,5.100643544272409,2.556285601511046,2.1563951476400893,0.0,1.1965325040471644
2025-01-17,0.061475682995622206,35.75626459949455,31.33377924113601,17.01559082914543,4.824351270798031,5.0968359626472495,2.560650387633978,2.15541272217304,0.0,1.195639303976081
2025-01-20,0.06143945431733635,35.73519281722624,31.30904437354875,17.00556324854845,4.881066852238896,5.093832309473039,2.559141352279255,2.169188897326365,0.0,1.1855306950416635
2025-01-21,0.061161793226331404,35.57369606021316,31.206868843839274,16.9287106251453,5.271616091168518,5.070811938407578,2.547575917855967,2.159385760848027,0.0,1.1801729692958436
2025-01-22,0.06116141151800439,35.57347404618623,31.206674083007897,16.928604973733357,5.2722072872573635,5.070780291671283,2.5475600185356524,2.1593722842070937,0.0,1.1801656038831254
2025-01-23,0.06115950304783391,35.57236401761768,31.16638349192679,16.928076736454027,5.287644688250355,5.070622063914801,2.547480524910796,2.1861401956792057,0.0,1.1801287781985093
2025-01-24,0.0611495809225787,35.566592985581494,31.166943035733507,16.925330433928035,5.293026607867392,5.069799438734203,2.547067238020064,2.190153357533176,0.0,1.1799373216795543
2025-01-27,0.06117744737100844,35.58280102191308,31.181146109535725,16.933043468761266,5.251116254317146,5.072109794790241,2.548227960902617,2.196769768352844,0.0,1.1736081740560804
2025-02-03,0.061190052870078844,35.590132791780555,31.187570926607837,16.936532490825396,5.2309690350235005,5.073154893565211,2.5487530185271616,2.1978467969660973,0.0,1.1738499938341656
2025-02-04,0.061186614491550155,35.588132918554685,31.185818441208564,16.93558079676835,5.230675097516166,5.072869823916786,2.5486097995357935,2.203342474904903,0.0,1.173784033103207
2025-02-07,0.06493151754009444,35.58746634409022,31.177742224997075,16.935263589183283,5.236196199321029,5.0727748078198776,2.5485620634487063,2.2033012057595505,0.0,1.1737620478401685
2025-02-10,0.06492867990316886,35.58591110077524,31.176379695428302,16.93452348436015,5.232845795946015,5.072553117435068,2.548450686199378,2.210696687856932,0.0,1.1737107520957448
2025-02-11,0.06493476085745103,35.58924393148759,31.179299547485883,16.93610950248422,5.22709215584967,5.073028191988362,2.548689363654953,2.207781869153335,0.0,1.1738206770385378
2025-02-12,0.06493354457547354,35.58857731540377,31.178715533321366,16.93579227509346,5.22387244304657,5.07293316995887,2.5486416245873365,2.2127354036103672,0.0,1.1737986904027908
2025-02-14,0.06493435542506247,35.58902172335155,31.175358660853792,16.93600375870019,5.226435150714824,5.072996517583006,2.548673450433702,2.212763034869437,0.0,1.173813348068437
2025-02-17,0.06493354457547354,35.58857731540377,31.174969367288163,16.93579227509346,5.2244968040521025,5.07293316995887,2.5486416245873365,2.2158572086380346,0.0,1.1737986904027908
2025-02-18,0.06493151754009444,35.58746634409022,31.17524485893784,16.935263589183283,5.211222538728685,5.0727748078198776,2.5485620634487063,2.230772232411129,0.0,1.1737620478401685
2025-02-19,0.06494084295087445,35.59257738653695,31.17972222178859,16.93769581771605,5.195735759456619,5.073503355537066,2.5489280858218217,2.232965907618529,0.0,1.1739306225734996
2025-02-20,0.06495544462470274,35.60058022700054,31.20047342525986,16.94150418697175,5.151310273109539,5.0746441113049015,2.5495012015195826,2.242836554301034,0.0,1.174194575908088
2025-02-21,0.06495463324834061,35.60013553034052,31.200083691546688,16.941292565973455,5.151870490454323,5.07458072252661,2.549469354997369,2.243433102192687,0.0,1.1741799087200033
2025-02-24,0.06495057667056474,35.59791221367491,31.198135169019825,16.940234540279505,5.156544941583514,5.07426380238787,2.5493101343196662,2.2445420437885546,0.0,1.1741065782755935
2025-02-25,0.06494408719992631,35.594355484575,31.18814895301077,16.93854197401924,5.149785106884542,5.073756812494244,2.5490554225971076,2.2674228906051197,0.0,1.1739892686140527
2025-02-26,0.06496721186026427,35.60702957726022,31.19925412643307,16.94457328566989,5.115387078084029,5.075563426583146,2.5499630655153727,2.2688549372738445,0.0,1.1744072913201618
2025-02-27,0.06497695348681014,35.61236873796325,31.20393235524275,16.94711407047813,5.116154114087659,5.076324491157043,2.5503454243572983,2.254200463273183,0.0,1.1745833899538756
2025-02-28,0.06497289412073401,35.610143893094595,31.201982922749416,16.94605531754721,5.115834487799622,5.076007353182344,2.5501860942388097,2.260307028161689,0.0,1.1745100091055762
2025-03-03,0.06498101336015882,35.61459386085628,31.205882031343968,16.9481729557145,5.116473780317313,5.0766416687624085,2.550504774386234,2.2480931352870335,0.0,1.174656779972102
2025-03-05,0.06497857737527159,35.61325875375462,31.20471219644773,16.94753760869463,5.116281975786108,5.076451357443093,2.5485347799397386,2.253632005698121,0.0,1.1746127448606787
2025-03-10,0.06499075912643672,35.61993529045089,31.210562248180334,16.9507148202365,5.11786605342053,5.0774030567528685,2.5490125622763014,2.2346822561167086,0.0,1.1748329534394328
2025-03-12,0.0649830434870901,35.61570652657822,31.206856960761804,16.948702447954986,5.117258465369193,5.076800272428913,2.548709945998466,2.2462888590008547,0.0,1.1746934784204748
2025-03-18,0.0649891346290542,35.61904494092394,31.209782114552727,16.95029112320284,5.108364695277508,5.07727614289486,2.5489488476145397,2.2464994133793255,0.0,1.1748035875252105
2025-03-24,0.06498182539570964,35.6150389188024,31.206271995801178,16.948384748640617,5.107790164938244,5.076705109039816,2.5486621710490347,2.25749360725672,0.0,1.1746714590762894
2025-03-26,0.06497695348681014,35.61236873796325,31.20393235524275,16.94711407047813,5.114904557289837,5.076324491157043,2.5484710891605635,2.257324355267741,0.0,1.1745833899538756
2025-03-28,0.06492736251318837,35.58518906972824,31.18011724383346,16.934179886252252,5.187321683866174,5.0724501963428414,2.5465260739547633,2.255601545770669,0.0,1.1736869377384052
2025-04-01,0.06493547037631354,35.58963280240261,31.184010889178875,16.9362945572837,5.187969455353742,5.073083623149495,2.5468440737017586,2.2433956255970626,0.0,1.173833502956437
2025-04-02,0.06493465949887925,35.58918837919344,31.19985514575958,16.93608306641442,5.188529042650833,5.073020273349941,2.546812270153158,2.227758318192319,0.0,1.1738188447874327
2025-04-07,0.06493465949887925,35.58918837919344,31.221083784441905,16.93608306641442,5.167300403968507,5.073020273349941,2.546812270153158,2.227758318192319,0.0,1.1738188447874327
2025-04-08,0.06493060541546222,35.58696642962833,31.225377877393534,16.93502569129243,5.166977792484283,5.072703548082987,2.546653264323754,2.227619231945858,0.0,1.1737455594333555
2025-04-09,0.06489738101626803,35.5687569031469,31.28740179591022,16.926360192944905,5.124397047169164,5.0701078918959395,2.5453501650515125,2.2395836583402495,0.0,1.173144964524845
2025-04-14,0.06490143095174204,35.57097657932016,31.296842919815532,16.927416486211566,5.1172282096565835,5.070424293104847,2.5455090081938057,2.233482897848892,0.0,1.1732181748968753
2025-04-15,30.89762067090694,24.595893780259424,21.64568104735357,11.704624891044507,3.538356649089952,3.5059936309580317,1.7601166794680383,1.540479663079406,0.0,0.8112329878401353
2025-04-22,30.89762067090694,24.595893780259424,21.639208443727185,11.704624891044507,3.544829252716336,3.5059936309580317,1.7601166794680383,1.540479663079406,0.0,0.8112329878401353
2025-04-23,30.896954058450664,24.595363126804198,21.640899068396685,11.704372365167789,3.5447527734508153,3.505917989566388,1.760078705162006,1.5404464274156313,0.0,0.8112154855858228
2025-04-24,30.896954058450664,24.595363126804198,21.64435104918641,11.704372365167789,3.541300792661089,3.505917989566388,1.760078705162006,1.5404464274156313,0.0,0.8112154855858228
2025-04-25,30.896954058450664,24.595363126804198,21.64435104918641,11.704372365167789,3.5348283286803506,3.505917989566388,1.760078705162006,1.5469188913963694,0.0,0.8112154855858228
2025-04-29,30.467453556748847,24.253461436996314,21.343471563880215,11.541669148746053,3.485690457752172,3.4571820030806153,1.7356117403773328,1.5254150745900315,1.3901062897309993,0.7999387280974223
