date,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,TIGER BROKERS (HK) GLOBAL LTD,BRIGHT SMART SECURITIES INTERNATIONAL,VALUABLE CAPITAL LTD,MIB SECURITIES (HONG KONG) LTD,TOTAL_CCASS_PCT
2024-06-11,2.8228,1.60702,1.06,1.3264,1.1152,1.9028,1.0528,0.6015999999999999,0.7468,0.4184,12.65382
2024-06-12,2.8848,1.6186200000000002,1.0648,1.27,1.1044,1.9012000000000002,1.0504,0.6172000000000001,0.6616000000000001,0.4184,12.591420000000001
2024-06-13,2.8912,1.6186200000000002,1.0604,1.27,1.1044,1.9040000000000001,1.0088,0.6172000000000001,0.6684,0.4184,12.561420000000002
2024-06-14,2.8916,1.62342,1.0316,1.2696,1.106,1.9103999999999999,1.0096,0.6332,0.6644,0.4184,12.55822
2024-06-17,2.8804,1.62342,1.0316,1.2684000000000002,1.1076000000000001,1.9120000000000001,1.0151999999999999,0.6228,0.6172000000000001,0.4184,12.497020000000001
2024-06-18,2.9128000000000003,1.62342,1.0316,1.2684000000000002,1.1076000000000001,1.8991999999999998,1.0044000000000002,0.6308,0.6304,0.4184,12.52702
2024-06-19,2.9248,1.62342,1.0316,1.2656,1.1076000000000001,1.8991999999999998,1.006,0.6212,0.6484,0.4184,12.54622
2024-06-20,2.9512,1.62342,1.0316,1.2656,1.1168,1.9028,1.0064,0.6304,0.6292,0.4184,12.575819999999998
2024-06-21,2.9452,1.62342,1.0316,1.2656,1.1168,1.9028,0.9988,0.6304,0.6316,0.4184,12.564620000000001
2024-06-24,2.9484,1.62342,1.0316,1.2648,1.1168,1.9028,0.9808000000000001,0.6236,0.6212,0.4184,12.53182
2024-06-25,2.9628,1.62342,1.0316,1.2552,1.1143999999999998,1.9028,0.976,0.6236,0.6232,0.4184,12.531419999999999
2024-06-26,2.9748,1.62342,1.0324,1.2552,1.11,1.9028,0.9756,0.6156,0.6316,0.4184,12.539819999999999
2024-06-27,2.9792,1.62342,1.0324,1.2552,1.11,1.9028,0.9428000000000001,0.6164000000000001,0.5784,0.4184,12.45902
2024-06-28,2.9924,1.62342,1.0356,1.2552,1.1096,1.9028,0.9063999999999999,0.6164000000000001,0.586,0.4184,12.44622
2024-07-02,3.0008,1.62382,1.0356,1.2451999999999999,1.1084,1.9028,0.9107999999999999,0.6164000000000001,0.5808,0.4184,12.44302
2024-07-03,2.9992,1.62382,1.0352000000000001,1.2451999999999999,1.1084,1.9028,0.9116000000000001,0.61,0.5836,0.4184,12.43822
2024-07-04,3.0072,1.62382,1.0352000000000001,1.2352,1.1084,1.9028,0.918,0.624,0.588,0.4184,12.461020000000001
2024-07-05,3.0068,1.62382,1.0336,1.2352,1.1084,1.9040000000000001,0.9172,0.624,0.588,0.4184,12.45942
2024-07-08,3.004,1.62382,1.0324,1.2352,1.1084,1.9040000000000001,0.9172,0.624,0.5936,0.4184,12.461020000000001
2024-07-09,3.004,1.60742,1.0324,1.2352,1.1008,1.9040000000000001,0.9172,0.624,0.5952,0.4184,12.43862
2024-07-10,3.0236,1.60742,1.0324,1.2352,1.1008,1.9043999999999999,0.9216,0.63,0.5956,0.4184,12.469420000000001
2024-07-11,3.0052,1.60742,1.032,1.2352,1.1008,1.9043999999999999,0.9196,0.63,0.596,0.4184,12.449019999999999
2024-07-12,3.008,1.60742,1.026,1.2172,1.1008,1.9043999999999999,0.9196,0.63,0.596,0.4184,12.42782
2024-07-15,3.0148,1.60742,1.026,1.2172,1.1008,1.9043999999999999,0.9224,0.63,0.5871999999999999,0.4184,12.42862
2024-07-16,3.0128,1.63142,1.0444,1.2172,1.1008,1.9043999999999999,0.9232,0.63,0.5848,0.4184,12.46742
2024-07-17,3.0140000000000002,1.6366200000000002,1.0788,1.2172,1.1008,1.9043999999999999,0.9268000000000001,0.63,0.5828,0.4184,12.50982
2024-07-18,3.0128,1.6366200000000002,1.0784,1.2172,1.1008,1.9060000000000001,0.9252,0.63,0.5848,0.4184,12.51022
2024-07-19,3.0224,1.6366200000000002,1.0784,1.2172,1.1008,1.9060000000000001,0.9252,0.638,0.5868,0.4184,12.529819999999999
2024-07-22,3.0252,1.6366200000000002,1.0784,1.2172,1.1008,1.9060000000000001,0.9272,0.638,0.5848,0.4184,12.53262
2024-07-23,3.0252,1.6366200000000002,1.0784,1.2172,1.1008,1.9060000000000001,0.9272,0.638,0.5856,0.4184,12.533420000000001
2024-07-24,3.0176000000000003,1.6366200000000002,1.0784,1.2172,1.1008,1.9060000000000001,0.9351999999999999,0.638,0.5720000000000001,0.4184,12.520220000000002
2024-07-25,3.0204,1.6366200000000002,1.0784,1.2172,1.1084,1.9060000000000001,0.9523999999999999,0.644,0.5740000000000001,0.4184,12.55582
2024-07-26,2.9736,1.6894200000000001,1.0764,1.2172,1.1092,1.9088,0.9860000000000001,0.6479999999999999,0.5672,0.4184,12.59422
2024-07-29,3.0284,1.6894200000000001,1.0764,1.2172,1.1092,1.9088,0.988,0.6387999999999999,0.5628,0.4184,12.637419999999999
2024-07-30,3.0216,1.6894200000000001,1.0764,1.2172,1.1092,1.9088,0.9892,0.6387999999999999,0.5640000000000001,0.4184,12.63302
2024-07-31,3.0216,1.6890200000000002,1.0764,1.2172,1.1092,1.9088,0.9932,0.6387999999999999,0.5664,0.4184,12.63902
2024-08-01,3.0216,1.6890200000000002,1.0764,1.2172,1.1092,1.9088,0.9932,0.6387999999999999,0.5680000000000001,0.4184,12.64062
2024-08-02,3.0228,1.6890200000000002,1.0764,1.2172,1.1092,1.9103999999999999,0.9955999999999999,0.634,0.5688000000000001,0.4184,12.641820000000001
2024-08-05,3.0228,1.6890200000000002,1.0764,1.2172,1.1092,1.9103999999999999,1.0004000000000002,0.6344,0.5692,0.4184,12.64742
2024-08-06,3.0231999999999997,1.6890200000000002,1.0764,1.2212,1.1092,1.9103999999999999,1.0004000000000002,0.6344,0.5728,0.4184,12.655420000000001
2024-08-07,3.0048,1.6890200000000002,1.0764,1.2212,1.1092,1.9103999999999999,1.0004000000000002,0.6312,0.5732,0.4184,12.63422
2024-08-08,3.0056,1.6890200000000002,1.0764,1.2212,1.1092,1.9103999999999999,1.0004000000000002,0.6372,0.5672,0.4184,12.635019999999999
2024-08-09,3.0224,1.68822,1.0764,1.2212,1.1092,1.9103999999999999,1.0012,0.6372,0.5576,0.4184,12.642220000000002
2024-08-12,3.0396,1.68822,1.0764,1.2212,1.1092,1.9103999999999999,1.0012,0.6372,0.5624,0.4184,12.66422
2024-08-13,3.0396,1.68822,1.0764,1.2212,1.1092,1.9103999999999999,1.0012,0.6372,0.5596,0.4184,12.661420000000001
2024-08-14,3.0396,1.68822,1.0764,1.2212,1.1092,1.9103999999999999,1.0012,0.6372,0.5612,0.4184,12.66302
2024-08-15,3.0496,1.68822,1.0764,1.2212,1.1092,1.9103999999999999,1.0016,0.6432,0.562,0.4184,12.68022
2024-08-16,3.0536,1.68822,1.0764,1.2212,1.1088,1.9103999999999999,1.0016,0.6432,0.5628,0.4184,12.684619999999999
2024-08-20,3.0544000000000002,1.69662,1.0764,1.2212,1.1088,1.9103999999999999,1.0016,0.6432,0.5632,0.4184,12.694220000000001
2024-08-21,3.0544000000000002,1.69662,1.0764,1.2212,1.1088,1.9103999999999999,1.002,0.6432,0.5640000000000001,0.4184,12.695419999999999
2024-08-22,3.0552,1.69662,1.0764,1.2212,1.1088,1.9103999999999999,1.0031999999999999,0.6432,0.5648,0.4184,12.69822
2024-08-23,3.0547999999999997,1.69662,1.0764,1.2212,1.1088,1.9103999999999999,1.0031999999999999,0.6432,0.5648,0.4184,12.697820000000002
2024-08-26,3.06,1.69662,1.0764,1.2212,1.1088,1.9103999999999999,1.0031999999999999,0.6432,0.5612,0.4184,12.69942
2024-08-27,3.0188,1.69622,1.1164,1.2212,1.1088,1.91,1.0031999999999999,0.6432,0.562,0.4184,12.69822
2024-08-28,3.0596,1.69622,1.1164,1.2212,1.1088,1.91,1.0056,0.6412,0.6524,0.4184,12.82982
2024-08-29,3.0596,1.69622,1.1164,1.2212,1.1088,1.91,1.0056,0.6412,0.6528,0.4184,12.83022
2024-08-30,3.0596,1.69622,1.1164,1.2212,1.1088,1.91,1.0056,0.6412,0.6536,0.4184,12.83102
2024-09-02,3.0620000000000003,1.69622,1.1164,1.2212,1.1088,1.91,1.0056,0.6412,0.6548,0.4184,12.83462
2024-09-03,3.0672,1.69382,1.1164,1.2212,1.1088,1.91,1.0056,0.6412,0.6487999999999999,0.4184,12.83142
2024-09-04,3.0664000000000002,1.69382,1.1164,1.2212,1.1088,1.9092000000000002,1.0056,0.6412,0.65,0.4184,12.83102
2024-09-05,3.084,1.69062,1.1164,1.2212,1.1088,1.9092000000000002,1.006,0.6436,0.6512,0.4184,12.84942
2024-09-09,3.0867999999999998,1.69062,1.1164,1.2212,1.1088,1.9108,1.006,0.6496,0.6484,0.4184,12.85702
2024-09-10,3.1199999999999997,1.69062,1.1164,1.2212,1.1088,1.9136,1.0084,0.6556000000000001,0.6536,0.4184,12.906619999999998
2024-09-11,3.128,1.69302,1.1164,1.2212,1.1088,1.9136,1.0071999999999999,0.6556000000000001,0.6532,0.4184,12.91542
2024-09-12,3.1292,1.69302,1.1159999999999999,1.2232,1.1088,1.9136,1.0071999999999999,0.6556000000000001,0.6536,0.4184,12.91862
2024-09-13,3.1404,1.69302,1.1156,1.2232,1.1088,1.9036000000000002,1.0144,0.6616000000000001,0.6536,0.4184,12.93262
2024-09-16,3.148,1.69902,1.1228,1.2232,1.1088,1.9036000000000002,1.0148000000000001,0.6604,0.654,0.4184,12.95302
2024-09-17,3.1524000000000005,1.69902,1.1228,1.2232,1.1088,1.9036000000000002,1.0151999999999999,0.6544,0.656,0.4184,12.953819999999999
2024-09-19,3.1475999999999997,1.69902,1.1204,1.2232,1.1088,1.9036000000000002,1.0151999999999999,0.6544,0.656,0.4184,12.946620000000001
2024-09-20,3.222,1.7002199999999998,1.1424,1.2232,1.1088,1.9036000000000002,1.0071999999999999,0.6456,0.6564000000000001,0.4184,13.027820000000002
2024-09-23,3.1776,1.7002199999999998,1.1424,1.2232,1.1176,1.9047999999999998,1.0031999999999999,0.6456,0.6628000000000001,0.418,12.99542
2024-09-24,3.1767999999999996,1.7002199999999998,1.1424,1.2232,1.1216,1.902,0.9991999999999999,0.6456,0.6628000000000001,0.418,12.99182
2024-09-25,3.1759999999999997,1.7002199999999998,1.1424,1.2232,1.1216,1.8996,0.996,0.6456,0.672,0.418,12.994620000000001
2024-09-26,3.1832,1.7002199999999998,1.1424,1.2232,1.1216,1.8932,0.9944,0.6456,0.6712,0.418,12.99302
2024-09-30,3.1848,1.7002199999999998,1.1424,1.2232,1.1216,1.8932,0.9944,0.6456,0.6712,0.418,12.994620000000001
2024-10-02,3.1940000000000004,1.7002199999999998,1.1732,1.2232,1.1216,1.8972,0.9900000000000001,0.644,0.6456,0.418,13.007019999999999
2024-10-03,3.2064000000000004,1.7006199999999998,1.2232,1.2352,1.1072,1.8988,0.9804,0.6608,0.6552,0.418,13.08582
2024-10-04,3.2731999999999997,1.7266199999999998,1.2232,1.2344000000000002,1.1128,1.8984,0.9804,0.6779999999999999,0.6596000000000001,0.418,13.20462
2024-10-07,3.334,1.7346199999999998,1.2276,1.2404,1.1152,1.918,0.9804,0.6911999999999999,0.662,0.418,13.32142
2024-10-08,3.3364,1.7334200000000002,1.2044,1.2404,1.118,1.9307999999999998,0.972,0.7020000000000001,0.6656,0.418,13.32102
2024-10-09,3.3476,1.7414200000000002,1.2044,1.2552,1.118,1.9304000000000001,0.972,0.7016,0.6688000000000001,0.418,13.357420000000001
2024-10-10,3.3776,1.74742,1.2052,1.242,1.118,1.9547999999999999,0.9712000000000001,0.7132000000000001,0.6544,0.418,13.40182
2024-10-14,3.3756,1.74742,1.2052,1.2475999999999998,1.118,1.9547999999999999,0.9676,0.7132000000000001,0.6544,0.418,13.40182
2024-10-15,3.38,1.74742,1.2052,1.2475999999999998,1.118,1.9707999999999999,0.9676,0.7132000000000001,0.6548,0.418,13.422619999999998
2024-10-16,3.3952000000000004,1.74742,1.2052,1.2588,1.118,1.968,0.9676,0.7132000000000001,0.6568,0.418,13.44822
2024-10-17,3.4188000000000005,1.74742,1.2052,1.2588,1.118,1.97,0.9676,0.7204,0.6664,0.418,13.49062
2024-10-18,3.4332000000000003,1.74742,1.2056,1.2888,1.118,1.97,0.9852,0.7132000000000001,0.6668000000000001,0.418,13.54622
2024-10-21,3.4628,1.74742,1.2056,1.2888,1.118,1.97,0.962,0.7132000000000001,0.6672,0.418,13.553019999999998
2024-10-22,3.5548,1.74742,1.2056,1.2884,1.118,1.97,0.9535999999999999,0.7132000000000001,0.5792,0.418,13.54822
2024-10-23,3.5915999999999997,1.76742,1.2056,1.3004,1.168,1.9696000000000002,0.9795999999999999,0.7152000000000001,0.5824,0.418,13.69782
2024-10-24,3.598,1.76742,1.2056,1.3084,1.168,1.9696000000000002,0.9835999999999999,0.7152000000000001,0.5824,0.418,13.716220000000002
2024-10-25,3.6060000000000003,1.76742,1.2056,1.3084,1.168,1.9696000000000002,0.9863999999999999,0.7296,0.5844,0.418,13.74342
2024-10-28,3.6887999999999996,1.79662,1.2056,1.3259999999999998,1.1692,1.9736,0.9868,0.7355999999999999,0.5724,0.418,13.87262
2024-10-29,3.6892,1.79742,1.2096,1.3259999999999998,1.1692,1.9736,0.9868,0.7396,0.5736,0.418,13.883019999999998
2024-10-30,3.7544,1.8338199999999998,1.2136,1.318,1.1692,1.9716,1.002,0.7548,0.5836,0.418,14.01902
2024-10-31,3.7564,1.8338199999999998,1.2136,1.318,1.1692,1.9724,1.002,0.7548,0.5864,0.418,14.024619999999999
2024-11-01,3.7536,1.8338199999999998,1.2136,1.318,1.1708,1.9724,1.002,0.7548,0.5868,0.418,14.02382
2024-11-04,3.744,1.8338199999999998,1.2136,1.318,1.1708,1.9724,1.002,0.7648,0.588,0.418,14.02542
2024-11-05,3.7448,1.8338199999999998,1.2136,1.3288,1.1736,1.974,1.002,0.7648,0.588,0.418,14.041419999999999
2024-11-06,3.7628000000000004,1.8338199999999998,1.2136,1.3288,1.1736,1.9756,1.002,0.7548,0.5824,0.418,14.04542
2024-11-07,3.7628000000000004,1.8490199999999999,1.2136,1.3448,1.1964000000000001,1.9756,1.002,0.7548,0.5828,0.418,14.09982
2024-11-08,3.7648,1.8490199999999999,1.2136,1.3448,1.1964000000000001,1.9756,0.9896,0.7756,0.5608,0.418,14.088220000000002
2024-11-11,3.7859999999999996,1.8490199999999999,1.2136,1.3448,1.1964000000000001,1.9756,0.9768000000000001,0.7756,0.5608,0.418,14.096620000000001
2024-11-12,3.7859999999999996,1.79742,1.2136,1.3448,1.1964000000000001,2.0271999999999997,0.9768000000000001,0.7756,0.5612,0.418,14.097019999999999
2024-11-13,3.8047999999999997,1.79742,1.2124,1.3448,1.1964000000000001,1.9720000000000002,0.9768000000000001,0.8255999999999999,0.5632,0.418,14.111419999999999
2024-11-14,3.8016,1.79742,1.2124,1.3448,1.1964000000000001,1.9736,0.9768000000000001,0.8255999999999999,0.5632,0.418,14.109820000000001
2024-11-15,3.8184000000000005,1.79742,1.2124,1.3448,1.1964000000000001,1.9736,0.9768000000000001,0.8255999999999999,0.5636,0.418,14.127020000000002
2024-11-18,3.8011999999999997,1.8050199999999998,1.2124,1.3444,1.1964000000000001,1.9736,0.9768000000000001,0.8255999999999999,0.5652,0.418,14.118620000000002
2024-11-19,3.8019999999999996,1.8050199999999998,1.2124,1.3412,1.1964000000000001,1.9736,0.9768000000000001,0.8255999999999999,0.5660000000000001,0.418,14.11702
2024-11-20,3.8216,1.8098199999999998,1.2124,1.3412,1.184,1.9724,0.9768000000000001,0.8148000000000001,0.5660000000000001,0.418,14.11702
2024-11-21,3.8280000000000003,1.8098199999999998,1.2124,1.3412,1.196,1.9696000000000002,0.9772,0.818,0.5676,0.418,14.137820000000001
2024-11-22,3.8539999999999996,1.80942,1.2124,1.3412,1.1856,1.9844,0.9776,0.8212,0.5676,0.418,14.171420000000001
2024-11-25,3.8888,1.80942,1.2124,1.3412,1.1856,1.9844,0.9780000000000001,0.8212,0.5688000000000001,0.418,14.207819999999998
2024-11-26,3.9328000000000003,1.80942,1.2124,1.3412,1.1856,1.986,0.9783999999999999,0.8324,0.5700000000000001,0.418,14.266219999999999
2024-11-27,3.9328000000000003,1.80942,1.2124,1.3412,1.1856,1.986,0.9788,0.8324,0.5708000000000001,0.418,14.26742
2024-11-28,3.9324,1.80902,1.2124,1.3412,1.1856,1.986,0.9795999999999999,0.8324,0.5716,0.418,14.268220000000001
2024-11-29,3.934,1.80902,1.2124,1.3412,1.1856,1.9831999999999999,0.98,0.8324,0.5732,0.418,14.26902
2024-12-02,3.9600000000000004,1.80902,1.2124,1.3412,1.1856,1.9848000000000001,0.98,0.8324,0.5772,0.418,14.30062
2024-12-03,3.9612000000000003,1.80902,1.2124,1.3412,1.1856,1.9848000000000001,0.98,0.8324,0.5780000000000001,0.418,14.30262
2024-12-04,3.9612000000000003,1.80902,1.2068,1.3412,1.1856,1.9948000000000001,0.98,0.8324,0.5796,0.418,14.30862
2024-12-05,3.988,1.80902,1.2068,1.3412,1.1856,1.9956,0.9804,0.8324,0.5728,0.418,14.329819999999998
2024-12-06,3.9776,1.80902,1.2068,1.3596000000000001,1.1856,1.9956,0.9804,0.8324,0.5732,0.418,14.338219999999998
2024-12-09,3.9795999999999996,1.80902,1.2068,1.3596000000000001,1.1856,1.9956,0.9804,0.83,0.5732,0.418,14.33782
2024-12-11,3.9972,1.88902,1.2068,1.3596000000000001,1.1856,1.9996,0.9804,0.83,0.5684,0.418,14.43462
2024-12-12,3.9823999999999997,1.88902,1.2068,1.3596000000000001,1.1856,1.9996,0.9804,0.83,0.5688000000000001,0.418,14.42022
2024-12-13,4.008,1.88902,1.2068,1.3596000000000001,1.1856,1.9991999999999999,0.9804,0.8268,0.5664,0.418,14.439820000000001
2024-12-16,4.050800000000001,1.80902,1.2068,1.3596000000000001,1.1856,1.9911999999999999,0.9804,0.8268,0.5668000000000001,0.418,14.39502
