date,SDICS INTERNATIONAL SECURITIES (HONG,CHINA MERCHANTS BANK CO LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,YUE XIU SECURITIES CO LTD
2024-07-29,89.04511695315695,7.203852976969426,1.8316894121863356,1.087084186062998,0.8322564716242901
2024-07-30,89.04647705301781,7.201770468364188,1.8311599026342675,1.0867699289315251,0.8338226470522009
2024-07-31,80.17568117120781,6.483936559577064,1.648639690931273,0.9784465229768199,0.7507116714111427
2024-08-01,89.04845574112686,7.200469511799,1.8308291145998936,1.0865736104734316,0.8336720220008124
2024-08-02,89.04904920816627,7.200079316478371,1.830729901492718,1.0865147287661165,0.8336268450965298
2024-08-05,89.04934591756651,7.199884234676217,1.8306802989713093,1.0864852903055053,0.83360425848045
2024-08-06,89.05001198543526,7.198258964002859,1.830267049132113,1.088045917163001,0.8334160842667635
2024-08-07,89.05258205703946,7.196569460695793,1.8298374671668367,1.0877905419140026,0.8332204731839207
2024-08-09,89.0524699400524,7.1960497730687525,1.8251920009118727,1.0940306478875224,0.8322576380794517
2024-08-13,89.05256875874295,7.1959848173927465,1.825175525681156,1.094020772538887,0.8322501256442689
2024-08-15,89.05345804668485,7.195400269073852,1.825027261987958,1.0939319024231697,0.832182519830167
2024-08-16,89.05375444389341,7.19520544073781,1.8249778461095651,1.093902282259687,0.8321599869995309
2024-08-19,89.05484109634678,7.194491160430045,1.8247966774482507,1.0937936887156567,0.8320773770592702
2024-08-21,89.05584233413106,7.1944262328887305,1.8247802093535617,1.0928813557486519,0.8320698678779992
2024-08-26,89.05594110009247,7.194361306519297,1.8247637415561069,1.092871492999858,0.8320623588322619
2024-08-28,89.05643490316126,7.194036692249249,1.8246814070270587,1.092822181925971,0.8320248156364535
2024-08-29,89.05733731619341,7.194036692249249,1.8246814070270587,1.092822181925971,0.8311224026043099
2024-08-30,89.05753480865725,7.193906854743294,1.824648475295795,1.0928024587423644,0.8311074025612862
2024-09-03,89.05901577494078,7.192933222813716,1.8244015251959849,1.0926545575548683,0.8309949194946603
2024-09-04,89.05960804921624,7.192543843830493,1.8243027638716591,1.0925954082888518,0.8309499347927601
2024-09-05,89.05970675536128,7.192478951431842,1.8242863046904874,1.0925855507004467,0.8309424378159468
2024-09-09,89.05990416230819,7.192349170147303,1.8242533872191133,1.0925658360572486,0.8309274442681468
2024-09-10,89.06000286311016,7.19228428126135,1.824236928928895,1.0925559790024453,0.8309199476971529
2024-09-11,89.06029895483069,7.192089621628378,1.8241875558400196,1.0925264089051638,0.8308974587957522
2024-09-20,89.06210329241765,7.192089621628378,1.822383218253058,1.0925264089051638,0.8308974587957522
2024-09-23,89.07212573701733,7.1920247374255775,1.812443010229532,1.092516552561763,0.8308899627658
2024-09-24,89.07142076304679,7.191894972532071,1.8124103085241299,1.092496840408472,0.8317771154885311
2024-09-25,89.07242148995874,7.191830091841303,1.8123939581139497,1.0924869845985723,0.8308674754874361
2024-09-26,89.07252007071511,7.191765212321148,1.812377607998773,1.0924771289664965,0.8308599799984668
2024-10-02,89.073422198815,7.191765212321148,1.811475479898883,1.0924771289664965,0.8308599799984668
2024-10-03,89.0743243269149,7.191765212321148,1.8105733517989935,1.0924771289664965,0.8308599799984668
2024-10-08,89.0738314867329,7.192089621628378,1.8106550239378085,1.0925264089051638,0.8308974587957522
2024-10-09,89.07271722689202,7.191635456792554,1.8060301258890286,1.0987722010001668,0.8308449894262345
2024-10-10,89.07281580231263,7.19157058078405,1.8060138336247016,1.0987622889356463,0.8308374943429642
2024-10-15,89.07671983499347,7.191375959781336,1.802356641505646,1.0987325538150612,0.8308150099044922
2024-10-16,89.08083623330334,7.191635456792554,1.797911119477697,1.0987722010001668,0.8308449894262345
2024-10-17,89.08113173450819,7.191440832278475,1.7978624632881433,1.0987424653430984,0.8308225045820966
2024-10-21,89.08674115323616,7.191311088454593,1.792417600481309,1.098722642465842,0.8308075153621024
2024-10-23,89.09215358004633,7.191311088454593,1.7870051736711325,1.098722642465842,0.8308075153621024
2024-10-24,89.09225197569273,7.191246218298208,1.7869890537586925,1.0987127312954361,0.8308000209549236
2024-10-25,89.0940561016883,7.191246218298208,1.7851849277631333,1.0987127312954361,0.8308000209549236
2024-10-29,89.09576186458645,7.191311088454593,1.783396889131015,1.098722642465842,0.8308075153621024
2024-10-31,80.32940219601464,6.483936559577064,1.6079727531516879,0.9906466043106955,0.7490849938999593
2024-11-01,89.0955651330677,7.191440832278475,1.7825269773186585,1.0987424653430984,0.8317245919920663
2024-11-04,89.09627049813557,7.19157058078405,1.782559137801773,1.0987622889356463,0.8308374943429642
2024-11-05,89.1043086306565,7.192219393546233,1.7727959218347755,1.0988614176291158,0.8318146363333702
2024-11-06,89.10521081572846,7.192219393546233,1.7727959218347755,1.0988614176291158,0.8309124512614251
2024-11-08,89.10762256273463,7.192414060204124,1.7701372763617211,1.0988911597251156,0.8309349409744102
2024-11-11,89.10742601506207,7.192543843830493,1.7701692176310884,1.0989109886835853,0.8309499347927601
2024-11-14,89.10762256273463,7.192414060204124,1.7701372763617211,1.0988911597251156,0.8309349409744102
2024-11-15,89.11103491814478,7.192543843830493,1.7710714434017647,1.0943998598302043,0.8309499347927601
2024-11-18,88.98017817612211,7.1819818202256345,1.9153175244297853,1.092792768180343,0.8297297110421237
2024-11-19,88.98037672788831,7.181852417482289,1.915283014826692,1.092773078575767,0.8297147612269428
2024-11-21,88.98047600108835,7.181787717859253,1.914364883958882,1.0927632340395477,0.8306081630539678
2024-11-22,88.98417874616729,7.181723019401935,1.9116450327996057,1.092753389680701,0.8296998119504745
2024-11-26,88.98598048300104,7.181723019401935,1.9089424275489524,1.092753389680701,0.8306006803673589
2024-11-27,88.98778221983483,7.181723019401935,1.9071406907151838,1.092753389680701,0.8306006803673589
2024-11-28,88.9888814796299,7.181593625984324,1.9071063296779829,1.0927337014951062,0.8296848632126899
2024-11-29,88.9921873960121,7.181787717859253,1.9026534890351277,1.0927632340395477,0.8306081630539678
2024-12-02,88.99288151984322,7.18133485313632,1.9025335126895435,1.092694327252177,0.8305557870787363
2024-12-04,88.9961874252032,7.181528931023968,1.898981552988065,1.0927238576683485,0.8305782331164198
2024-12-05,88.99648479874595,7.18133485313632,1.8989302337868157,1.092694327252177,0.8305557870787363
2024-12-06,88.99668303884528,7.181205473705423,1.8988960225269333,1.0926746411947663,0.8305408237275965
2024-12-10,88.99858374698046,7.1811407857381395,1.8970773265951437,1.0926647984320577,0.8305333422542102
2024-12-11,88.99958363360514,7.181076098936258,1.8970602379641253,1.0926549558466736,0.829625073647804
2024-12-12,89.00298866332044,7.181205473705423,1.8970944155340321,1.0890714272089632,0.8296400202311457
2024-12-16,89.00398851927278,7.1811407857381395,1.8961765312130892,1.0890616169038396,0.8296325468721558
2024-12-17,89.00398851927278,7.1811407857381395,1.8961765312130892,1.0881608215217853,0.8305333422542102
2024-12-18,89.00408756994416,7.181076098936258,1.8961594506963209,1.0881510195076518,0.8305258609156084
2024-12-19,89.0041866188311,7.181011413299747,1.8961423704872682,1.0881412176701073,0.8305183797117871
2024-12-20,89.00598817713849,7.181011413299747,1.8952415913335678,1.0881412176701073,0.8296176005580868
2024-12-23,89.0068889562922,7.181011413299747,1.8943408121798673,1.0881412176701073,0.8296176005580868
2024-12-27,89.0077897354459,7.181011413299747,1.893440033026167,1.0881412176701073,0.8296176005580868
2024-12-30,89.00788875009258,7.180946728828576,1.8934229774666946,1.0881314160091469,0.8296101276030002
2025-01-02,89.01078903847149,7.180817363382124,1.8906866028327252,1.08811181321696,0.8295951820967054
2025-01-03,89.01318433372099,7.180429295007627,1.888783013384876,1.0880530090779246,0.8295503488085831
2025-01-06,89.01238259373153,7.180364621023089,1.8896666991743594,1.0880432090060075,0.8295428770650106
2025-01-07,89.01508468779363,7.180364621023089,1.8869646051122582,1.0880432090060075,0.8295428770650106
2025-01-08,89.01698500763369,7.180299948203575,1.8842455396878763,1.088033409110627,0.8304360953642368
2025-01-10,89.02659608759905,7.180493970157221,1.8743885979844581,1.0880628093263824,0.8304585349328847
2025-01-13,89.02759563185447,7.180429295007627,1.8743717152513935,1.0880530090779246,0.8295503488085831
2025-01-15,89.0278921112006,7.1802352765490545,1.8743210688769156,1.0880236093917783,0.8295279339816455
2025-01-20,89.02709026040525,7.180170606059494,1.8734035136766511,1.0880138098494565,0.8313218100091462
2025-01-21,89.02808975519707,7.180105936734864,1.8733866405761863,1.0880040104836572,0.8304136570082218
2025-01-22,89.02818857452516,7.180041268575131,1.8733697677796595,1.0879942112943752,0.8304061778256736
2025-01-23,89.02899042076866,7.180105936734864,1.8733866405761863,1.0880040104836572,0.8295129914366293
2025-01-24,89.02748556660501,7.179911935750235,1.8733360230983855,1.0879746134453443,0.8312918611010369
2025-01-27,89.029780860664,7.179588624071512,1.8732516667135355,1.0879256219114886,0.8294532266394709
2025-02-03,89.02987965764244,7.179523965229833,1.873234796348214,1.0879158241341742,0.829445756645343
2025-02-04,89.03137294605352,7.179136036635566,1.873133580537139,1.0869564972678285,0.8294009395059405
2025-02-06,89.03327279406383,7.178170850146993,1.8722161765001535,1.0869467088354563,0.8293934704535668
2025-02-07,89.03607313554578,7.175404625664035,1.872199316675087,1.0869369205793789,0.829386001535715
2025-02-11,89.0435733540245,7.175210781384552,1.8649447121328262,1.0869075568688698,0.8293635955892534
2025-02-12,89.04457251137838,7.175146168952135,1.864027423142111,1.086897769317925,0.8293561272094524
2025-02-14,89.0454730066305,7.175146168952135,1.8631269278899836,1.086897769317925,0.8293561272094524
2025-02-17,89.04637350188264,7.175146168952135,1.8613259373857285,1.086897769317925,0.8302566224615799
2025-02-18,89.04937081732662,7.17495233863668,1.8585742425109126,1.0868684077226998,0.8302341938030897
2025-02-19,89.05187506074067,7.175081557683372,1.8559062535252666,1.0868879819432515,0.8302491461074384
2025-02-21,89.05277554788395,7.175081557683372,1.8559062535252666,1.0868879819432515,0.8293486589641549
2025-02-25,89.05397173775884,7.174887730858688,1.8549556554704096,1.0868586208768116,0.8293262550352475
2025-02-26,89.06027497748224,7.174887730858688,1.8495528785646425,1.085958158059184,0.8293262550352475
2025-02-27,89.06187891569087,7.17501694757823,1.844183314028939,1.0859777157102593,0.8329431069916997
2025-02-28,80.44408296055306,6.480683204554697,1.6657198047986987,0.980886539243595,0.7523383489223262
2025-03-04,89.06387682875275,7.174887730858688,1.8441501016588753,1.085958158059184,0.8311271806705032
2025-03-05,89.06407377665157,7.174758518793254,1.8441168904850505,1.0859386011125334,0.8311122129576023
2025-03-07,89.06417224794087,7.174693914505752,1.8441002853467072,1.0859288229033555,0.8311047293033144
2025-03-10,89.06705601372457,7.173983344122894,1.8439176485594941,1.0858212742234201,0.8292217193696266
2025-03-11,89.06445342389746,7.173918753794515,1.8439010470090427,1.0858114981270313,0.8319152771719543
2025-03-12,89.06535376510651,7.173918753794515,1.8439010470090427,1.0858114981270313,0.8310149359628939
2025-03-13,89.06584598857864,7.17359581959784,1.8438180437407032,1.084862319605346,0.8318778284774604
2025-03-14,89.07396369076748,7.174177122086681,1.839465586830559,1.0804483617600422,0.8319452385552326
2025-03-19,89.07406206503201,7.174112528268946,1.839449024916513,1.0804386337754437,0.8319377480070914
2025-03-20,89.07465227342057,7.173724989787593,1.839349659694845,1.0803802695463243,0.8318928075506696
2025-03-21,89.07574929606052,7.17359581959784,1.8393165403398513,1.080360816204494,0.83097752779729
2025-03-24,89.0767479388533,7.173531236247327,1.8392999811096111,1.0803510897962842,0.8300697539934784
2025-03-25,89.0768462791952,7.173466654059683,1.839283422177531,1.0803413635632053,0.8300622810043962
2025-03-26,89.0768462791952,7.173466654059683,1.8383831377078952,1.0803413635632053,0.830962565474032
2025-03-27,89.07604434140181,7.173402073034875,1.8383665871790158,1.0803316375052523,0.8318553608790443
2025-03-28,89.0761426863073,7.173337493172872,1.838350036948135,1.0803219116224205,0.8318478719492638
2025-04-01,89.07692938180938,7.1728208961340565,1.8382176458280601,1.0802441108635625,0.8317879653649431
2025-04-02,89.07792790610225,7.172756326735883,1.8382010982788017,1.080234386556609,0.8308802823264585
2025-04-03,89.08031808754112,7.172368934758065,1.838101819239245,1.0801760443912747,0.8290351140703034
2025-04-07,89.07699723061525,7.171594276324327,1.837903293328309,1.080059378964507,0.8334458207676112
2025-04-08,89.0846571277118,7.170109981955268,1.8366230419736014,1.0798358406559139,0.8287740077034139
2025-04-09,89.08544285637771,7.169593849661814,1.8364908347319762,1.0797581098888276,0.8287143493396751
2025-04-10,89.0855410645073,7.169529338349754,1.8364743101650598,1.0797483943297823,0.8287068926481079
2025-04-11,89.08563927086956,7.169464828198617,1.8364577858955133,1.0797386789455747,0.8286994360907287
2025-04-14,89.0884206398581,7.168819790531098,1.8353928582747134,1.0769424308817426,0.8304242804543428
2025-04-15,89.09179030325038,7.167787971650265,1.8351286874543762,1.076787424958003,0.8285056126869847
2025-04-16,89.0910869984733,7.167659015174175,1.8350956714486517,1.0767680523548555,0.8293902625490198
2025-04-22,89.09398187666456,7.167530063338144,1.8323640383841564,1.076748680448765,0.8293753411643786
2025-04-23,89.09576420717046,7.166949837489997,1.8322157048621632,1.0766615154964265,0.8284087349809597
2025-04-24,89.09416146272764,7.166820911169805,1.8321827451186208,1.076642147423476,0.8301927335604581
2025-04-25,89.0957474615566,7.166369705575123,1.832067395354015,1.0765743646552992,0.8292410728589689
2025-04-28,89.09584553284454,7.166305252270831,1.832050918001859,1.0765646820994208,0.8292336147833467
2025-04-30,80.58641724278162,6.480683204554697,1.6437596583977228,0.9735664904432697,0.7498983326555511
2025-05-02,89.11602357393981,7.166047450646918,1.8175953580416724,1.0720291868939664,0.8283044304776369
