date,GLORY SUN SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,LEHIN SECURITIES LTD,BRIGHT SMART SECURITIES INTERNATIONAL,WANHAI SECURITIES (HK) LTD,PHILLIP SECURITIES (HONG KONG) LTD,VALUABLE CAPITAL LTD,DBS BANK (HONG KONG) LTD
2025-03-21,65.45891239863595,8.516937633223444,5.696943934776319,5.581004208602664,3.1139693145902285,2.8636194445484633,2.6650741993648532,2.2193303665166186,1.9828324062817113,1.9013760934597497
2025-03-24,65.47959419452475,8.51962856650164,5.698237789099774,5.55167855081508,3.1149531756934525,2.864524207409396,2.6659162316962814,2.220031565726446,1.9834588837712652,1.9019768347619166
2025-03-25,65.47975989095346,8.51965012546279,5.697999158035976,5.551692599364411,3.114961058097477,2.8645314561017097,2.665922977810155,2.220037183527024,1.9834639029235306,1.9019816477234643
2025-03-26,65.48331073024113,8.520112129422992,5.692885345003478,5.5519936567938775,3.1151299763421845,2.86468679403899,2.6660675455981746,2.2201575718006596,1.9835714622909426,1.9020847884675722
2025-03-27,65.46248463566619,8.55354295280127,5.686737934879287,5.550227919177889,3.114139250754594,2.863775718568997,2.665219638334039,2.219451480263045,1.9829406138135341,1.9014798557411652
2025-03-28,65.45798983122975,8.559821876418667,5.686347470401184,5.549846827790765,3.1139254268064525,2.8635790851555782,2.6650366382367903,2.219299087630601,1.982804460559991,1.9013492957702298
2025-03-31,53.448952167369946,6.989407182271533,4.643120186491192,4.531662191271503,2.542639204461625,2.3382218418956007,2.176104340641506,1.8121425831390716,1.6190356752928676,1.552524417952728
2025-04-01,65.47219788679826,8.57612012257969,5.687581726770035,5.5149055618395595,3.114601323295397,2.864200642445554,2.665615100678821,2.219780800021121,1.9832348403505986,1.9017619952209635
2025-04-02,65.4557544872819,8.552284132971689,5.686153285666271,5.506293125314788,3.1138190884606702,2.8634812959598865,2.6649456291249094,2.222656297655426,2.033328291524772,1.9012843660396956
2025-04-03,65.46994974042644,8.554138849018928,5.687386429886226,5.4858004719161535,3.1144943759209296,2.864102293184489,2.6655235703329545,2.223138320497355,2.033769255196343,1.9016966936201682
2025-04-07,65.46604543207336,8.55362872191643,5.6857822745020075,5.485473325543035,3.1143086426729925,2.8639314920986214,2.665364611513187,2.223005743375344,2.0408764705966544,1.9015832857083648
2025-04-08,65.37672863448253,8.570833363832078,5.677303170170037,5.477989370960568,3.1100597213758974,2.9466478156280296,2.661728194650964,2.219972846662035,2.0597479693575766,1.898988912880271
2025-04-09,65.43813727915528,8.571658566804532,5.682635885653946,5.468684034191892,3.1129810139570653,2.9494156146975925,2.6642283674851623,2.222058076782465,1.9894285198721176,1.9007726413999484
2025-04-10,65.4286822876223,8.584868817433119,5.681814815916666,5.46789387781841,3.112531227175945,2.9489894610687806,2.663843419842948,2.2217370172111606,1.9891410723591998,1.9004980035514736
2025-04-11,65.45232489128556,8.587970953130418,5.6838679352992365,5.419280805480378,3.1136559379239035,2.9645090451420435,2.664805997599282,2.2225398401613616,1.9898598469448987,1.901184747032922
2025-04-14,65.43813727915528,8.586109402741315,5.682635885653946,5.4181061084131485,3.1129810139570653,2.9855427045395526,2.6642283674851623,2.222058076782465,1.9894285198721176,1.9007726413999484
2025-04-15,65.43872830685945,8.584741854582699,5.682687210391793,5.418155043956661,3.1130091299471947,2.986111580767521,2.6642524304068913,2.2220781460866696,1.9894464881001204,1.9007898089009976
2025-04-17,65.43991039429683,8.584896929654633,5.680983459211713,5.4182529176956065,3.1130653634511174,2.9861655219897534,2.664300557554369,2.222118285782677,1.9894824255298622,1.9008241448334389
2025-04-28,65.42851684959602,8.58340223923818,5.678585611013755,5.417309562082096,3.112523357064475,2.9856456097503603,2.663836684249593,2.2405508461425496,1.9891360427672613,1.900493198095706
2025-05-02,65.41906463772114,8.596608851469693,5.6777652470970805,5.4165269437340395,3.1120737025154632,2.9852142847525536,2.663451849777531,2.2402271621843317,1.988848679760586,1.9002186409875805
