date,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,KINGSTON SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,SDICS INTERNATIONAL SECURITIES (HONG,THE HONGKONG AND SHANGHAI BANKING,MIB SECURITIES (HONG KONG) LTD,WOCOM SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,UOB KAY HIAN (HONG KONG) LTD
2024-11-06,35.40535765003746,21.393371550347183,13.358663678237903,13.109916919036879,0.046010362362449854,7.608051238872568,0.0,3.132071826837905,3.2745650242976625,2.6719917499699894
2024-11-07,35.38869187177182,21.383301402486037,13.399446921103294,13.103745904734094,0.045988704665763554,7.604470026779358,0.0,3.1305975184833876,3.2730236424776904,2.6707340074985595
2024-11-08,35.52732712465267,21.46707051743673,13.320095738254572,13.13145197490512,0.04616886548448223,7.587004801703777,0.0,2.953838648179399,3.2858457174502296,2.6811966119330117
2024-11-11,35.64523809106127,21.538317167143628,13.222065797571878,13.293565159374793,0.046322094448996314,7.304003371603665,0.0,2.9636420867662614,3.2967510479484883,2.6900951840810166
2024-11-12,35.652844861800055,21.542913490511452,13.296021467688043,13.20392776630965,0.04633197968392484,7.3055620616867865,0.0,2.9642745343837587,3.2974545817372234,2.6906692561991075
2024-11-13,35.6359453337016,21.532702101398844,13.242318900455121,13.17396896337655,0.046310018222067866,7.4205997673502235,0.0,2.962869461633477,3.295891580900308,2.689393872961808
2024-11-14,35.637634565540004,21.53372280466954,13.219245383959297,13.193554430147175,0.046312213431328776,7.4209515221099105,0.0,2.963009908964978,3.2960478143029084,2.6895213568748537
2024-11-15,35.66299227449317,21.549044974118097,13.20493334573632,13.155506012135035,0.04634516656201451,7.426231848123331,0.0,2.9651182178865114,3.298393094010435,2.691435066935086
2024-11-18,35.66299227449317,21.549044974118097,13.228651445307463,13.155506012135035,0.04634516656201451,7.402513748552188,0.0,2.9651182178865114,3.298393094010435,2.691435066935086
2024-11-19,35.68838609534145,21.564388963857166,13.2855408778917,13.046198445291827,0.04637816662122999,7.407784705809807,0.0,2.9672295292492668,3.3007417136291095,2.693351502308441
2024-11-20,35.68838609534145,21.564388963857166,13.309275865927129,13.046198445291827,0.04637816662122999,7.384049717774379,0.0,2.9672295292492668,3.3007417136291095,2.693351502308441
2024-11-21,35.83297026583214,21.65175265921028,13.649169410703912,12.479442658141217,0.0465660582432242,7.390133534010642,0.0,2.9792506506021867,3.2664517002020927,2.7042630630543036
2024-11-22,35.747779213175704,21.60027672553214,13.569170232800262,12.44977342199569,0.3317492074893251,7.372563869805767,0.0,2.9721676346766506,3.2586858784818395,2.6978338160426154
2024-11-25,35.70533540951637,21.5746304357624,13.386835557669288,12.482484164687534,0.6875492230294843,7.292571547601255,0.0,2.9686387413494155,3.20732427755446,2.694630642829791
2024-11-26,35.61534959228812,21.52025730836021,13.329411178954793,12.451025377766332,0.9700534086005466,7.274192557378088,0.0,2.9611570756506644,3.1907139592139844,2.6878395417872643
2024-11-27,35.56648792346841,21.490733080813566,12.87116131797172,12.405558774853823,1.5127626844491147,7.302059163464045,0.0,2.9807485017489945,3.1863365317688443,2.684152021461484
2024-11-28,35.19947541375357,21.2689690455067,12.71493327706234,12.279417930442554,2.6676440115519093,7.2032989884564715,0.0,2.926580164839865,3.0832270565970616,2.6564541117895333
2024-11-29,13.953408500371195,8.431222624350408,5.045332219747587,4.866193856718634,1.1131588715664438,2.8461766889383817,0.0,1.1601243504083147,1.2222206755753526,1.0530438010393466
2024-12-02,35.13055825422712,21.227326466592032,12.702655229584693,12.228273783253218,2.9895169946683824,7.165831629591662,0.0,2.9208502046709586,2.9837344051738732,2.6512530322380647
2024-12-03,34.52470757772386,21.228318423368602,12.726613916705418,12.224172194730079,3.573783939370022,7.166166490190144,0.0,2.9209866965253823,2.983873835618276,2.651376925768222
2024-12-04,33.80828913222202,21.23327959820602,12.682847095790791,12.343881802600459,4.439329513868715,7.167841262735139,0.0,2.9216693471908854,2.750865680239363,2.651996567146606
2024-12-05,32.84276498010899,21.213448799308242,12.717699411056472,12.379050694141203,5.4158297900478125,7.114449418189506,0.0,2.918940657211461,2.748296512163027,2.6495197377732893
2024-12-06,32.336643258464356,21.218403025542884,12.74402370131279,12.381941719466177,5.884178138744079,7.116110939250323,0.0,2.9196223517590156,2.7489383541760795,2.650138511284294
2024-12-09,31.62244633603097,21.193655007754575,12.752486686500472,12.367500080594567,6.670431012285971,7.084484148343086,0.0,2.9162170593904286,2.74573213855249,2.647047530547441
2024-12-10,30.418581090013653,21.183771957374326,12.74653993175949,12.361732853264996,7.90307159704328,7.081180503279007,0.0,2.91485716558697,2.744451745479844,2.6458131561984324
2024-12-11,28.452426989054054,21.353047390609024,12.754385578153924,12.695536809957975,8.718299469781753,7.607812320574067,0.0,3.0556610942695714,2.6958750091130455,2.666955338486589
2024-12-12,28.454834511191766,21.35485419374467,12.755464799467598,12.696611051741705,8.719037174828314,7.599994490577501,0.0,3.0559196511839826,2.6961031224746033,2.66718100478986
2024-12-16,28.21424088424902,21.17429289681336,13.696366937203036,12.57294369682326,8.645315263828778,7.533403837513733,0.0,2.9135528602132736,2.605254383939776,2.6446292394157616
2024-12-17,28.144712288953478,21.122112905597874,14.29031609964864,12.393171642764345,8.62401053942924,7.3521018482918645,0.0,2.9063729669628753,2.5290896514058856,2.6381120569458
2024-12-18,28.081549505270647,21.07471034433935,14.490205758903723,12.244739397818332,8.604656406170104,7.335602151514362,0.0,3.015830541383045,2.520514328135167,2.6321915664652726
2024-12-19,27.531231174962606,21.079599972566662,15.027199931398094,12.247580349006624,8.60665280707728,7.337304114044728,0.0,3.016530256344864,2.52109912279212,2.6328022718070208
2024-12-20,27.277091628548355,21.080431435018756,15.07419729728275,12.418136425168909,8.606992287364221,7.3839981601490745,0.0,3.016649240179805,2.521198564871729,2.6213049614164032
2024-12-23,27.152980142544518,21.110211628960446,15.165197805937886,12.388279855749097,8.619151331659044,7.394429488272132,0.0,3.0209108417368475,2.523830842562158,2.6250080625778724
2024-12-24,27.16048995357367,21.116050166730023,15.169392106863397,12.364048723152674,8.621535165676253,7.396474595948482,0.0,3.0217463474322908,2.5245288688044965,2.625734071818717
2024-12-27,27.19835460818073,21.145488219857757,15.237087721088297,12.380354584720614,8.633554516276662,7.221758398813738,0.0,3.0259589879977313,2.52804833453675,2.6293946285277214
2024-12-30,26.390824829885446,21.24484813656511,15.659434076842238,12.532061404314879,8.674122473313476,7.276854379714684,0.0,3.0401775782653693,2.539927306984208,2.6417498141145894
2025-01-02,26.26813460219305,21.240179484303376,15.74810273497642,12.529307426670824,8.672216295343022,7.322011547213776,0.0,3.039509485378303,2.539369146375567,2.641169277545661
2025-01-03,25.986651494915346,21.18224090957394,16.031546586526147,12.448501461601435,8.648560381688014,7.511868065634812,0.0,3.031218366765602,2.53244230147006,2.626970431824643
2025-01-06,25.609264888783812,21.217263348611905,16.221523388628537,12.56249533817296,8.662859797884197,7.522419855924616,0.0,3.036230143419168,2.5366294083252328,2.631313830249572
2025-01-07,25.603321639814624,21.212339369767797,16.264453796623737,12.536092320133294,8.660849371861133,7.520674096557892,0.0,3.0355255128197167,2.5360407221531887,2.6307031702686183
2025-01-08,25.530939200742473,21.365233283861702,16.288317503001686,12.500651881922579,8.636364525293532,7.4994126078247625,0.0,3.026943863001985,2.5288711519060887,2.6232659824451923
2025-01-09,25.496248022829477,21.37518621063489,16.295905364515384,12.506475271311537,8.640387748563072,7.502906185617054,0.0,3.0283539552867142,2.530049218583824,2.6244880226580456
2025-01-10,24.468597153501058,20.732220235350578,16.18206636807822,11.996178724232347,8.353177592630495,7.298542590579434,3.0132927245001766,2.927690184513049,2.4909854997201113,2.53724892689453
2025-01-13,24.310349300292106,20.750911075230487,16.286808666527275,12.006993709465961,8.360708281726978,7.305122488408447,3.016009315930596,2.9303296021844574,2.4932312124604694,2.539536347773226
2025-01-14,24.2646095267022,20.769635646444996,16.278946323951672,12.017828212489468,8.368252561448356,7.311714260970577,3.018730809990063,2.93297378320953,2.4954809780357112,2.541827896757428
2025-01-15,24.185286380026835,20.711303860690748,16.399138869453918,12.023252799691004,8.37202980929559,7.315014610326556,3.020093399654953,2.9342976640110803,2.4966073840664667,2.5429752227828515
2025-01-16,24.1909644040975,20.716166291509552,16.380414710451042,12.025172552219745,8.373995326099095,7.31673196973186,3.020802432525164,2.934986554458973,2.4971935171640447,2.5435722417430235
2025-01-20,24.031195299125844,20.75364607287625,16.47789539943945,12.114773717478107,8.38914559616217,7.2168941526487815,3.0262676818927283,2.9402965453533985,2.5017114509234393,2.548174084099831
2025-01-21,24.019444264510543,20.76303721799075,16.46272645284848,12.120255722789882,8.392941733159189,7.2201598390744595,3.0276370855558814,2.9416270465790686,2.5028434898522973,2.5493271476394503
2025-01-22,23.98504705780067,20.772436866048057,16.44754377197019,12.125742691626023,8.396741307259493,7.246064014779735,3.029007729106277,2.942958752468886,2.5039765537533123,2.5504812551873566
2025-01-23,23.933392813123234,20.78655230643044,16.45872032891664,12.133982466244646,8.402447123196893,7.250987913947999,3.031066022906552,2.944958573630273,2.5056780744748006,2.5522143771285206
2025-01-24,23.906317815770816,20.76303721799075,16.553227611840256,12.120255722789882,8.392941733159189,7.242785128822405,3.0276370855558814,2.9416270465790686,2.5028434898522973,2.5493271476394503
2025-01-27,23.867492258185923,20.748953685317844,16.632439358041314,12.112034574039638,8.387248815120282,7.237872360043266,3.0255834444932344,2.9396317459789176,2.5011458153890462,2.547597943390536
2025-02-03,23.840540594926246,20.725523539969178,16.726579722554572,12.098357415430018,8.377777761215876,7.22969920567689,3.0221668934254495,2.936312253337293,2.4983214700807705,2.544721143383708
2025-02-04,23.75154938563565,20.918161275786783,16.77664382478094,12.053197052872713,8.346505459685217,7.193487370430028,3.0108858452691347,2.925351680642272,2.488995815407215,2.5352222894900485
2025-02-05,23.81048061081653,20.699391208540018,16.840825178216136,12.083102877462919,8.367214415750864,7.211335512341941,3.0183563133577893,2.9326099253919584,2.4951713945448333,2.541512563577005
2025-02-06,23.831982717206795,20.71808383886759,16.85603332208356,12.003709331976408,8.374770446958225,7.217847724587327,3.0210820466025043,2.9352582251742096,2.4974246645087783,2.5438076820346054
2025-02-07,23.834538672265708,20.720305831549744,16.9029985654155,11.950807775363534,8.37566863227269,7.216928426726356,3.021406054471763,2.9355730285289647,2.4976925106750523,2.5440805027306825
2025-02-10,23.84800010861983,20.73200838984234,16.844770724625494,11.957557435613328,8.380399100597117,7.1984129757858435,3.02311250517599,2.9372310018604306,2.499103174805243,2.5794045830743877
2025-02-11,23.84800010861983,20.73200838984234,16.957728114229017,11.957557435613328,8.380399100597117,7.085455586182319,3.02311250517599,2.9372310018604306,2.499103174805243,2.5794045830743877
2025-02-14,23.837229743630946,20.722645286173513,16.995232121845667,11.952157097749756,8.37661429865755,7.08225561375578,3.0217471904772775,2.9359044734386512,2.497974516082712,2.578239658188143
2025-02-17,23.837229743630946,20.722645286173513,16.88232574667978,12.065063472915647,8.37661429865755,7.08225561375578,3.0217471904772775,2.9359044734386512,2.497974516082712,2.578239658188143
2025-02-20,23.874968649975497,20.75545320798646,16.750734527483633,12.084164782310337,8.389876085614398,7.093468182673825,3.0265311958103136,2.9405525732871354,2.5019292888196194,2.58232150603878
2025-02-21,23.90524592117405,20.781774435663873,16.749331425115436,11.98626089453851,8.400515787692777,7.125109540117992,3.030369320465046,2.9442816633245,2.491514710006203,2.585596301901612
2025-02-24,23.92149749824824,20.795902573483215,16.760718174764193,11.994409551256004,8.406226736253474,7.061970116849031,3.032429465787842,2.9462832834097905,2.4932085241369863,2.587354075811224
2025-02-25,23.90037475310737,20.777539736872917,16.8591238816234,11.983818456108848,8.398804015959344,7.033093285672927,3.029751822602327,2.943681707529651,2.4887429051587935,2.585069435364423
2025-02-26,23.922039598047284,20.79637384224918,16.829082848807204,11.99468136396371,8.4064172349388,6.994145303428732,3.032498185541032,2.946350050951245,2.4909988626361366,2.5874127094366752
2025-02-27,23.93831402470876,20.81052184411721,16.772500759056996,12.002841477627326,8.412136213047463,6.9989034974085484,3.0345612274116625,2.9483544852983545,2.4926935165613435,2.5891729547623346
2025-02-28,9.796021714922048,8.516068578322198,6.835792501855977,4.874675668151448,3.442409057164068,2.864086859688196,1.2418012249443207,1.2065237564959168,1.0200584632516705,1.059539717891611
2025-03-03,23.970929398569794,20.838875676784312,16.74993702523253,11.92836333796492,8.423597545172829,7.008439334140812,3.038695743686872,2.952371546972523,2.4960897511867106,2.592700640288696
2025-03-04,23.970929398569794,20.838875676784312,16.795352885663593,11.882947477533852,8.423597545172829,7.008439334140812,3.038695743686872,2.952371546972523,2.4960897511867106,2.592700640288696
2025-03-07,23.970929398569794,20.838875676784312,16.90889253674126,11.973779198395984,8.423597545172829,6.804067962201016,3.038695743686872,2.952371546972523,2.4960897511867106,2.592700640288696
2025-03-10,23.99817684482441,20.862562957972656,16.700775236516737,11.987389638765158,8.433172539849352,6.8118020584903265,3.042149789943634,2.955727469628346,2.6125957343452213,2.595647729664162
2025-03-11,24.004179597916423,20.86778138831897,16.704952663445386,11.965374717698522,8.435281960613535,6.81350591983501,3.0429107341676898,2.9564667967164904,2.613249232618191,2.5962969886697844
2025-03-12,24.004234182173114,20.86782884056916,16.704990649639434,11.965174531536578,8.435301142006256,6.813521413393313,3.0429176535885323,2.956473519568312,2.6132551750111124,2.5963028925141836
2025-03-14,24.009693861757412,20.872575155666105,16.708790141667112,11.94515131664584,8.43721972191524,6.815071125143146,3.0436097546263703,2.957145959188497,2.6138495508124517,2.5968934125778245
2025-03-17,24.004234182173114,20.86782884056916,16.704990649639434,11.965174531536578,8.435301142006256,6.813521413393313,3.0429176535885323,2.956473519568312,2.6132551750111124,2.5963028925141836
2025-03-19,23.995831130175482,20.860523735582507,16.69914281029644,11.983717457755004,8.432348234882705,6.8234112559985345,3.0418524333830645,2.955438560463763,2.612340364775882,2.595394016686618
2025-03-20,23.99037775268132,20.85578289914142,16.71807405786934,11.980993995720036,8.430431869584181,6.821860543411211,3.0411611312351714,2.954766897038413,2.61174667506057,2.594804178258338
2025-03-21,24.006745326360345,20.870011877390723,16.729480060381455,11.989168098020324,8.436183580382316,6.758289220001765,3.0432359809686114,2.95678280380696,2.613528554302977,2.5965744983845207
2025-03-24,24.006745326360345,20.870011877390723,16.615770765153716,12.102877393248065,8.436183580382316,6.758289220001765,3.0432359809686114,2.95678280380696,2.613528554302977,2.5965744983845207
2025-03-25,23.995831130175482,20.860523735582507,16.653679770486207,12.097375057280589,8.432348234882705,6.755216696283186,3.0418524333830645,2.955438560463763,2.612340364775882,2.595394016686618
2025-03-26,24.039547566496907,20.898528160291573,16.501836557339207,12.119414474189261,8.447710578976999,6.7675235840479155,3.0473941855099973,2.9608228808038044,2.6170996169387717,2.60012239540557
2025-03-31,9.796021714922048,8.516068578322198,6.548116184112843,4.985013455827765,3.442409057164068,2.757739420935412,1.2418012249443207,1.2065237564959168,1.0664578693392723,1.059539717891611
2025-04-02,24.121946687770624,20.97016097083256,16.10137924237495,12.275210521034806,8.476666362215301,6.790720276705386,3.057839581887199,2.970971541170664,2.6260701147455636,2.6090347012629445
2025-04-09,24.116435843286148,20.965370176067097,16.120546528392186,12.272406154659604,8.474729802505857,6.789168884362685,3.057140994886226,2.9702927998425652,2.625470168804425,2.608438647193206
2025-04-10,24.094417622256334,20.946228866899013,16.128653438154156,12.329676227025613,8.466992404029062,6.782970397070614,3.0543498359196963,2.9675809329723863,2.6230731237825338,2.606057151890591
2025-04-11,24.072439569669456,20.92712247774486,16.113941466319986,12.318429544215299,8.459269121099968,6.867999585604041,3.0515637689408224,2.964874013435122,2.6206804517554465,2.603680001215002
2025-04-24,24.105421704836427,20.955795150500737,15.999007484943691,12.335307273084291,8.470859336406496,6.877409570412748,3.055744778032425,2.9689362471435565,2.624271098920188,2.6072473557194376
2025-04-25,24.116435843286148,20.965370176067097,15.914934597472039,12.340943464966319,8.474729802505857,6.926243504976116,3.057140994886226,2.9702927998425652,2.625470168804425,2.608438647193206
2025-04-28,24.144015274401344,20.989346064806742,15.818775352210624,12.355056503990838,8.484421459611696,6.934164321172751,3.0606371254929954,2.9736896113033278,2.6284726428904004,2.611421644119284
2025-04-29,24.144015274401344,20.989346064806742,16.070366212683158,12.446544089617213,8.484421459611696,6.591085875073839,3.0606371254929954,2.9736896113033278,2.6284726428904004,2.611421644119284
2025-04-30,9.796021714922048,8.516068578322198,6.47387713437268,5.049972624350408,3.442409057164068,2.674220489977728,1.2418012249443207,1.2065237564959168,1.0664578693392723,1.059539717891611
2025-05-02,24.19381753835891,21.032641139844426,15.897243153894781,12.472217784198072,8.501922417603005,6.604681418101242,3.0669503528609274,2.9798234905801113,2.633894437354938,2.61680826720359
