date,SINOLINK SECURITIES (HONG KONG) CO LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,DAH SING SECURITIES LTD,CHANGJIANG SECURITIES BROKERAGE (HK) LTD,LIVERMORE HOLDINGS LTD,SHANGHAI COMMERCIAL BANK LTD,BOCI SECURITIES LTD,HANG SENG SECURITIES LTD
2024-05-16,0.0,36.369581337868304,24.8036382598021,0.0,0.0,19.68050956116855,0.0,11.14740563231763,7.998865208843416
2024-05-17,0.0,36.38404055252766,24.81349927872887,0.0,0.0,19.68833381159659,0.0,11.14189834770826,7.972228009438618
2024-05-21,0.0,36.7983622529188,25.444789776411543,0.0,0.0,18.218677725929478,0.0,11.271855387330909,8.266314857409277
2024-05-22,0.0,36.81316852817649,25.455027801645226,0.0,0.0,18.185772001478885,0.0,11.276390757475443,8.269640911223963
2024-05-24,0.0,36.86508445433294,25.480852617538435,0.0,0.0,18.211418563132607,0.0,11.161341157804273,8.281303207191746
2024-05-30,0.0,36.984301063558384,25.5632541878644,0.0,0.0,18.270311784250044,0.0,11.197435398925304,7.984697565401877
2024-06-03,0.0,29.98481561031239,20.721168999046842,18.931020440774578,0.0,14.812553279084364,0.0,9.076892696820229,6.473548973961606
2024-06-05,0.0,30.03403079714444,20.75517942008528,18.962092624776727,0.0,14.836865670614936,0.0,8.92765723806563,6.4841742493129875
2024-06-06,0.0,30.066107396274916,20.78556157713029,18.98234430021477,0.0,14.852711568745741,0.0,8.822175755334268,6.4910994023000175
2024-06-07,0.0,30.075990907931526,20.792394331947172,18.98858429060289,0.0,14.857594041424601,0.0,8.792203232557396,6.49323319553641
2024-06-24,0.0,30.07516703378193,20.794564072553925,18.98806413471568,0.0,14.857187046100876,0.0,8.791962386994454,6.493055325853131
2024-06-26,0.0,25.659040651014713,17.74116713162259,16.19992696863427,14.68363044436895,12.675612605822767,0.0,7.500983121280269,5.5396390772564414
2024-06-27,0.0,25.66263918713706,17.743655230520908,16.202198917269016,14.671665303432905,12.677390289191964,0.0,7.502035091970917,5.540415980477235
2024-06-28,0.0,25.659225530431577,17.746144027400863,16.204471503249177,14.673723210575293,12.679168471251288,0.0,7.496074155450598,5.541193101641207
2024-07-04,0.0,25.661025190045105,17.747388687675745,16.205608035327604,14.674752380649455,12.673044055152467,0.0,7.496599907169081,5.541581743980547
2024-07-11,0.0,25.664625266714143,17.749878532078984,16.207881577828864,14.676811153955596,12.674822001664374,0.0,7.483622275526762,5.542359192231281
2024-07-16,0.0,25.664625266714143,17.74286385389997,16.207881577828864,14.676811153955596,12.674822001664374,0.0,7.490636953705778,5.542359192231281
2024-07-18,0.0,23.944806272468604,18.98865942520335,15.963726963361719,14.455720498048844,12.483889197497708,0.0,7.377798420874495,6.785399222545287
2024-07-24,0.0,23.943152037828728,18.987347587561874,15.962624104151926,14.45472181995055,12.489935276149977,0.0,7.377288723298538,6.78493045105841
2024-07-29,0.0,23.924970530734644,19.090285190740495,15.95050270246967,14.443745461161313,12.508064044868414,0.0,7.3026538337186375,6.779778236306823
2024-08-14,0.0,23.929375632752315,19.075387970804634,15.953439533323746,14.446404865576962,12.51036704867318,0.0,7.303998409466221,6.781026539402944
2024-08-29,0.0,23.931027964247896,19.07670513280745,15.954541123729127,14.447402394727895,12.518135927640492,0.0,7.290692685263987,6.781494771583148
2024-09-09,0.0,24.192753766182655,19.011069094676024,15.89964732198107,14.397694111883519,12.47506555247031,0.0,7.265608050377456,6.758162102428964
2024-09-12,0.0,24.189424683954083,19.008453046379874,15.89745942580969,14.395712894364276,12.487109559805823,0.0,7.264608254865376,6.757232134820877
2024-09-30,0.0,24.1944186509456,18.99173213972902,15.900741495915069,14.398684925156784,12.48968755468482,0.0,7.266108051338632,6.758627182230074
2024-10-03,0.0,24.222756792379556,19.01397654242437,15.919365521063877,14.4155496399391,12.504316322480271,0.0,7.1574918376707,6.766543344042127
2024-10-04,0.0,24.24614397820056,19.032334626370194,15.93473574348673,14.429467921042727,12.48880344989546,0.0,7.095437807479486,6.773076473524843
2024-10-07,0.0,24.247816219687426,19.033647274665228,15.935834752311248,14.430463112480698,12.48966479491053,0.0,7.08903023754353,6.773543608401339
2024-10-14,0.0,24.248931175499518,19.02992430412071,15.936567509084748,14.431126649707007,12.490239090930755,0.0,7.089356203205502,6.7738550674517635
2024-10-16,0.0,24.22720801536903,19.102460528805796,15.922290896007471,14.418198670621823,12.479049836366228,0.0,7.083005275038412,6.767786777791242
2024-10-17,0.0,24.227245023016,19.350416076923636,15.922315217692415,14.418220694769468,12.479068898417067,0.0,6.834936973431967,6.767797115749445
2024-11-07,0.0,21.85227546528886,17.428729830338092,14.341073034268332,12.986349860611233,11.239774870994065,9.899947859295324,6.156160645010433,6.09568843419366
2024-11-08,0.0,21.878075831361784,17.449307440689157,14.358005135218201,13.001682478071922,11.253045356564757,9.793569265811444,6.1634290504676725,6.102885441815063
2024-11-12,0.0,21.88034192814731,17.440756969409435,14.35949231487396,13.003029171953829,11.254210929355821,9.794583668357772,6.164067448783262,6.103517569118613
2024-11-18,0.0,21.996524816536517,17.414818331550368,14.338136265268489,12.983690512206786,11.237473186710927,9.780016745649112,6.154899984689053,6.094440157388748
2024-12-04,0.0,22.27216203017132,17.51344182074172,14.292018197421397,12.941928967409776,11.021948681846524,9.74855969520148,6.135102983891011,6.074837623316775
2024-12-09,0.0,22.268029860873845,17.510192540025873,14.289366589610966,12.939527842568069,11.038456839936789,9.746751038322433,6.133964734081561,6.073710554580466
2024-12-10,0.0,22.268443008804336,17.50866207264947,14.289631706115275,12.939767914958086,11.038661640973421,9.746931873809258,6.1340785400559295,6.073823242634224
2024-12-16,0.0,22.268546986781445,17.5087438257951,14.28969842865164,12.939828334579321,11.03871318376458,9.746977385130318,6.134107181891274,6.073384673406322
2024-12-20,0.0,22.27819154931919,17.51632690586249,14.295887332230414,12.945432606096208,11.043494077628027,9.707888578781796,6.136763878817394,6.076015071264484
2024-12-27,0.0,22.318628654230885,17.54015819678239,14.344705877495503,12.990576570067452,11.082005505861204,9.468557228204306,6.158164310604812,6.097203656753448
2024-12-30,0.0,22.33856312705592,17.53341436808387,14.341559683722178,12.987727374589644,11.07957491320798,9.46648050972376,6.156813653548849,6.095866370067796
2025-01-02,0.0,22.330246370795212,17.564117081076308,14.33622025093908,12.982891980193834,11.075449933302096,9.462956092750373,6.154521441726275,6.09359684921682
2025-01-06,0.0,22.31096369878175,17.568477634484232,14.339779430929934,12.986115176304839,11.078199578543472,9.46530541240298,6.156049393249428,6.095109675303364
2025-02-12,0.0,22.35915243791224,17.557580308092312,14.330884792470183,12.978060184939993,11.071328023753475,9.45943429911564,6.152230936071821,6.091329017644333
2025-02-20,0.0,22.36470136378936,17.561937615999298,14.334441323411495,12.981280982069714,11.074075622471078,9.43696462414286,6.153757750361316,6.092840717754877
2025-02-26,0.0,22.366089025626152,17.563027280923208,14.335330731986762,12.982086431153004,11.07476273525068,9.431345462680751,6.154139572351429,6.093218760028018
2025-03-10,0.0,22.28411443384013,17.58157229525793,14.350467582238451,12.995794374271776,11.086456712057398,9.441304135180859,6.160637803252154,6.099652663901302
2025-03-24,0.0,22.201966543126655,17.60015651480275,14.36563643264844,13.009531296758281,11.098175410593058,9.451283860878371,6.167149771780854,6.106100169411585
2025-03-26,0.0,22.206477017096127,17.58341645043023,14.368554905165661,13.012174267693089,11.100430077142569,9.453203950693377,6.168402668386089,6.107340663392854
2025-03-31,0.0,22.099894335318314,17.607506986611693,14.388240851454542,13.03000187564852,11.115638459037921,9.466155515165898,6.176853820531834,6.115708156231277
2025-04-03,0.0,22.118577127282634,17.588824194647373,14.388240851454542,13.03000187564852,11.115638459037921,9.466155515165898,6.176853820531834,6.115708156231277
2025-04-23,29.794379053458886,15.489898476643383,12.317659473789497,10.076253493341444,9.125062839386384,7.784411729685398,6.629259515666308,4.500173407304265,4.282902010724438
2025-04-28,29.78268895082628,15.549214092271274,12.312826525159029,10.072299981261935,9.121482535835504,7.781357443107007,6.600501175105297,4.498407722276847,4.281221574156826
