date,BOCOM INTERNATIONAL SECURITIES LTD,FIRST SHANGHAI SECURITIES LTD,KGI ASIA LTD,MOUETTE SECURITIES CO LTD,BOCI SECURITIES LTD,CHINA CONSTRUCTION BANK (ASIA),THE HONGKONG AND SHANGHAI BANKING,WING FUNG SECURITIES LTD,FUTU SECURITIES INTERNATIONAL
2024-12-11,87.10839703372815,4.142589954087838,0.0,1.5564869262024565,1.516796509584294,1.4872232579864473,1.3743779558367692,1.369708495058162,1.4444198675158797
2024-12-12,87.1450198564325,4.144331615541747,0.0,1.5571413171300945,1.5174342135432772,1.5065342243233664,1.3749557830258734,1.370284359074483,1.384298630928654
2024-12-13,87.1484124162749,4.1444929545722,0.0,1.557201936716964,1.5174932873306812,1.5065928737736627,1.3750093101210792,1.3703377043109284,1.3804595168995883
2024-12-16,87.17420450589168,4.145719541847133,0.0,1.557662799867418,1.5179423984707987,1.507038758871727,1.3785315778826648,1.370743263883328,1.3481571532852503
2024-12-20,87.17556240719787,4.14578411918412,0.0,1.5576870633793425,1.5179660432631694,1.5070622338195139,1.3785530510907182,1.3707646157738216,1.3466204662914416
2025-01-13,87.13823552909031,4.144008975162057,0.0,1.557020092114243,1.5173160797653298,1.50641693912053,1.4059891431791613,1.3701776810605337,1.3608355605078484
2025-01-22,87.11246471610134,4.1427833997338315,0.0,1.556559609142901,1.5168673391097571,1.5059714218457567,1.4359262394343262,1.3697724560457532,1.3596548185863242
2025-01-24,87.11517671540973,4.142912373535128,0.0,1.556608068207826,1.5169145624685263,1.5060183059910717,1.4359709429217196,1.3698151000228869,1.3565839314431203
2025-02-12,87.11924503100107,4.143105849294902,0.0,1.55668076246286,1.5123153607326685,1.506088637682817,1.4360380033719886,1.369879070967317,1.3566472844863826
2025-02-18,84.48497678528327,4.0178286826532315,3.019976058481229,1.5096106265839684,1.4665867237263253,1.4605482812199893,1.3963898295901709,1.3284573513938922,1.3156256610679284
2025-02-19,84.49964636515423,4.018526319807324,3.020500433129646,1.5098727483777286,1.4668413750489633,1.4608018840554524,1.396632292249399,1.3286880185724013,1.2984905636048465
2025-02-26,84.4830637373215,4.017737704360232,3.0199076752104617,1.5095764434943573,1.4665535148547681,1.4605152090807907,1.415982703997707,1.3284272702750344,1.298235741405147
2025-03-04,84.4696748270341,4.017100971655447,3.0194290790143614,1.509337205205879,1.4663210948575116,1.460283746036688,1.4316063391377765,1.3282167405811736,1.298029996477056
2025-04-25,84.45692742875354,4.016494747159808,3.0189734141248143,1.509109429704981,1.466099810958389,1.4600633732395691,1.4464813883722243,1.3280162981403834,1.2978341095462835
