date,STANDARD CHARTERED BANK (HONG KONG) LTD,REALINK FINANCIAL TRADE LTD,KINGSWAY FINANCIAL SERVICES GROUP LTD,BANK OF CHINA (HONG KONG) LTD,PHILLIP SECURITIES (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,BOCI SECURITIES LTD
2024-11-22,78.46055417182248,7.845649248681035,5.141922870293502,4.278610029080895,0.0,2.165379842166491,2.1078838379555935
2024-12-02,78.44224864435122,7.867149657607279,5.140723215111981,4.27761179226938,0.0,2.164874640277403,2.1073920503827273
2024-12-03,78.44590906647947,7.867516769580618,5.140963101363803,4.277811402366376,0.0,2.164975661795464,2.102823998414267
2024-12-05,78.44334673512085,7.876592265007082,5.140795178636858,4.277671673342479,0.0,2.1649049457429013,2.096689202149825
2024-12-06,78.44795059058751,7.872715849689431,5.14131097619843,4.276000852000676,0.0,2.16512215974448,2.0968995717794763
2024-12-17,76.50979863434709,7.67821083700104,5.0142886403548355,4.1703570543769155,2.4706215288598834,2.111630185539717,2.0450931195205215
2024-12-18,76.53418232652528,7.680657884737023,5.015886695412898,4.171686148225052,2.4395388912707308,2.1123031626139923,2.0457448912150267
2024-12-20,76.50979863434709,7.67821083700104,5.0142886403548355,4.1703570543769155,2.4706215288598834,2.111630185539717,2.0450931195205215
2024-12-23,76.50310834426938,7.683461658940456,5.01474512359905,4.170736709050639,2.4708464455752166,2.1118224209427447,2.045279297622517
2024-12-30,76.5181090790926,7.698168353991025,5.015430004324027,4.171306320688037,2.4393167738784824,2.1121108396828863,2.045558628342945
2025-01-02,76.49373272676597,7.695715950679902,5.013832240208757,4.169977468815467,2.470396653088353,2.111437985131191,2.0449069753103575
2025-01-03,76.45198080814527,7.696063975911809,5.011095583123152,4.21773503687689,2.469048257653278,2.110285517029748,2.0437908212598677
2025-01-08,76.44850353884853,7.700262240486648,5.010867663210155,4.217543201421609,2.4689359578069205,2.110189534807206,2.043697863418925
2025-01-15,76.4285153772488,7.698248936381291,5.009557525954738,4.216440486114421,2.4773846635718013,2.126689490838863,2.043163519890091
2025-01-23,76.45070786581549,7.710498615808705,5.011608478743578,4.218166730464181,2.437458127373166,2.127560174471027,2.0440000073238536
2025-02-03,76.45418574950014,7.706300196198362,5.011836466055255,4.21835862264753,2.437569011838331,2.1276569611068274,2.0440929926535563
2025-02-04,76.41727647804397,7.698949096649768,5.010013148158087,4.216823973856526,2.486705041978869,2.1268829144988644,2.0433493468139083
2025-02-05,76.44963656508872,7.710849380609777,5.011836466055255,4.21835862264753,2.437569011838331,2.1276569611068274,2.0440929926535563
2025-02-06,76.44856516688662,7.711200177326178,5.012064474111001,4.218550532290733,2.437679906392633,2.127753756549034,2.0441859864437917
2025-02-07,76.44508738067731,7.715398565021192,5.011836466055255,4.21835862264753,2.437569011838331,2.1276569611068274,2.0440929926535563
2025-02-10,76.44160991087541,7.719596570748785,5.011608478743578,4.218166730464181,2.437458127373166,2.127560174471027,2.0440000073238536
2025-02-12,76.42770319487859,7.736384775027301,5.010696736880966,4.217399336281664,2.4370146903763388,2.1271731159678504,2.043628150587287
2025-02-14,76.41247201831493,7.756656034089538,5.009101986614531,4.216057068116501,2.4362390637457785,2.1264961023564544,2.042977726762262
2025-02-20,76.41461673266873,7.755950754098063,5.008646530114862,4.215673719843741,2.4360175468113474,2.126302749042043,2.0427919674212025
2025-02-24,76.4180909198878,7.7563033780610375,5.00432775236975,4.215865385265665,2.4361283002429337,2.126399421303849,2.0428848428689617
2025-02-25,76.40205069679564,7.773782491261946,5.0038727506567415,4.215482071848353,2.4359068034496447,2.126206085569838,2.0426991004178316
2025-02-28,76.37774533084377,7.8031219127364215,5.002280896023624,4.214141023624052,2.435131881759159,2.125529687272573,2.0420492677404045
2025-03-03,76.37427439803946,7.807311734879255,5.002053570893993,4.213949514955428,2.4350212189071128,2.1254330940740425,2.041956468250701
2025-03-04,76.31878234567156,7.783474584540465,4.998419176709683,4.210887741747071,2.524074532664893,2.1238887960039077,2.040472822662416
2025-03-05,76.38816002240993,7.7905501610503425,5.002962995402622,4.21471565408463,2.435463930674214,2.1258195195530596,2.042327716825204
2025-03-06,76.38989608047895,7.790727215288397,5.003076696718043,4.214811441064152,2.435519280964199,2.125867832617926,2.040101452868337
2025-03-07,76.31704951836248,7.787838884313871,4.998305686989519,4.188087010434558,2.5467223458333246,2.1238405728484264,2.038155981217823
2025-03-10,76.32588776041833,7.811448542377473,4.998884538449441,4.186074178119312,2.5152264276815037,2.1240865338386548,2.0383920191152947
2025-03-12,76.38833362466595,7.817839462543195,5.002974365301602,4.1894990058878125,2.4354694655900007,2.125824350760728,2.040059725250711
2025-03-13,76.37097730406518,7.838784324880692,5.001837631157509,4.188547102835966,2.4349160985134803,2.1253413386668396,2.0395961998803296
2025-03-14,76.3085598018581,7.823296698796101,4.997749661847658,4.185123830576468,2.523736444690929,2.123604311036973,2.037929251193779
2025-03-17,76.31549004106127,7.846711858548979,4.998203550647606,4.1537173957270666,2.523965646988717,2.1237971738807557,2.0381143331456153
2025-03-18,76.38486172946172,7.8538446129835835,5.00274697714059,4.157493174258069,2.4353587720540064,2.125727730779401,2.0399670033226314
2025-03-19,76.3033629484052,7.868166009015336,4.997409299342399,4.150787234413739,2.5190243601456315,2.123459686889629,2.037790461788065
2025-03-20,76.31289105385068,7.869148517682052,4.998033332686651,4.138818411929284,2.5193389141678364,2.1237248462092726,2.038044923474227
2025-03-26,76.378786672205,7.8759434693649695,5.002349097591698,4.142392251089929,2.435165082576197,2.125558666944181,2.039804760228039
2025-03-27,76.37358024933445,7.884495375624871,5.002008108347394,4.139837687404464,2.4349990875436514,2.125413776487833,2.0396657152573368
2025-03-28,76.29383722194075,7.8671837456617615,4.996785421807033,4.135515208491802,2.5459477446875987,2.1231945937750663,2.037536063635994
2025-03-31,76.27998586475552,7.883910713302776,4.995878241592016,4.134764394266386,2.5454855208321643,2.1228091219235643,2.03716614332758
2025-04-01,76.35276165391947,7.9096050459579885,5.000644616119714,4.138709213321982,2.434335333655541,2.1248344121401406,2.039109724885155
2025-04-02,76.34929299142341,7.913788660175808,5.000417439681556,4.138521194118493,2.434224743187144,2.124737882122416,2.039017089291171
2025-04-03,76.34582464407175,7.917971894292471,5.000190283883453,4.138333191997438,2.434114162766415,2.124641360874901,2.0389244621135703
2025-04-07,76.2696006470295,7.900990154951095,4.995198072571488,4.1342014624829915,2.540600761857336,2.122520109875751,2.036888791231841
2025-04-09,76.27219668634456,7.901259086227726,4.9953680974630945,4.1309384142978445,2.5406872379815804,2.1225923555097324,2.0369581221754625
2025-04-10,76.35536335763089,7.909874564025941,5.000815011995061,4.13544276073248,2.4344182831014445,2.1249068154096022,2.039179207104583
2025-04-17,76.3661847402413,7.910054252942331,5.000928615696775,4.124178187034799,2.4344735858726563,2.124955086997223,2.039225531214919
2025-04-22,76.24839937384526,7.934145174253268,4.99321530369456,4.117817153803994,2.5486651082091836,2.1216776073856853,2.036080278808041
2025-04-24,76.3384378098791,7.943514263029185,4.999111575621798,4.122679705928976,2.433589042939346,2.124183004680655,2.0384845979209496
2025-04-29,76.25877758303766,7.9352250948687475,4.993894932819761,4.118377632032902,2.535400956464495,2.1219663900254404,2.036357410751
