date,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,HANG SENG SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,BRIGHT SMART SECURITIES INTERNATIONAL
2024-10-22,0.0,22.963011138862306,22.343606718736055,19.23529456481068,16.69013364776554,11.898195815697903,6.869758114127516
2024-11-04,0.0,22.960425359052238,22.341090687768336,19.233128549385885,16.688254233504374,11.90811663423136,6.8689845360578055
2024-11-05,0.0,22.91140595297656,22.293393531488718,19.192066743094202,16.652625611726954,12.096188576939317,6.854319583774253
2024-11-14,0.0,22.78340208486566,22.168842440595128,19.643533058699663,16.559588960162287,12.028608310131379,6.816025145545882
2024-11-18,0.0,22.780856594842913,22.166365612637733,19.652510935844628,16.55773882960137,12.027264406252277,6.815263620821077
2024-11-19,0.0,22.679501329042136,22.067744304472583,20.00998832378297,16.484071098401394,11.973753399074969,6.784941545225945
2024-11-26,0.0,22.57904395632688,21.9699966696187,20.364298866147738,16.411055980027676,11.920716438933736,6.754888088945266
2024-12-10,0.0,22.47947259783711,21.8731111496365,20.274494315223613,16.33868484060549,12.309137398472355,6.725099698224931
2024-12-30,0.0,22.524170815843913,21.916603677603888,20.11596799667716,16.37117270675855,12.33361290627255,6.7384718968439365
2025-01-02,97.20669434807749,0.6271598075394498,0.6102427945847319,0.5690260304308304,0.45583660361621603,0.3434153629807728,0.18762505277050728
2025-01-07,97.20818932280302,0.6256315189222122,0.6102521797156681,0.5690347816751697,0.4558436140819658,0.3434206444821288,0.18762793831983748
2025-01-15,97.20041595632937,0.6255814895665794,0.61020338018687,0.5689892781437798,0.45580716201458743,0.3513897993263604,0.187612934432455
2025-02-10,97.19981805655587,0.6261927620774526,0.6101996267002289,0.5689857781735669,0.4558043582508766,0.35138763785534854,0.1876117803866631
2025-02-11,97.19832333930239,0.6277209104545896,0.610190243185647,0.5689770284364108,0.45579734899250446,0.3513822342941541,0.18760889533429673
2025-02-21,97.20280762898174,0.6277498706496171,0.6102183945952182,0.5643897321251203,0.45581837741437164,0.35139844547632904,0.18761755075760236
2025-02-26,97.19832333930239,0.6338720217770255,0.610190243185647,0.5628259171139748,0.45579734899250446,0.3513822342941541,0.18760889533429673
2025-03-04,97.19473620544828,0.6375391591244459,0.6101677239280756,0.562805145851345,0.45578052765191934,0.3513692664253157,0.18760197157062808
2025-03-10,97.16921854820866,0.6623565855130387,0.6103648238076491,0.5629869463991625,0.45592775649341527,0.351482767742056,0.18766257183602117
2025-03-13,97.1569637653665,0.6748848456584268,0.6102878458460889,0.5629159436384717,0.45587025581849977,0.35143843945521996,0.1876389042167914
2025-03-18,97.14799880927957,0.6840498633903365,0.6102315328086454,0.5628640017444502,0.4558281913419418,0.35140601120659143,0.18762159022846459
2025-03-19,97.16294132203541,0.6687738940449738,0.610325393645459,0.5629505768940051,0.4558983031162148,0.35146006161287147,0.1876504486510736
2025-03-20,97.16921854820866,0.6688171002811639,0.6042119525999108,0.5629869463991625,0.45592775649341527,0.3511751241816691,0.18766257183602117
2025-03-24,97.1641369216345,0.6681668684305528,0.6041803543267061,0.5688024260179195,0.45590391298990757,0.351156758892024,0.18765275770839654
