date,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,ABCI SECURITIES CO LTD,THE HONGKONG AND SHANGHAI BANKING,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,FORTHRIGHT SECURITIES CO LTD,FUTU SECURITIES INTERNATIONAL,STANDARD CHARTERED BANK (HONG KONG) LTD,TOTAL_CCASS_PCT
2024-04-17,5.6416,3.5186,2.4265,1.3328,5.5503,0.46169999999999994,0.2382,0.0,0.16631,0.1591,19.49511
2024-04-18,5.6343,3.5355999999999996,2.4265,1.3278,5.5503,0.46169999999999994,0.2362,0.0,0.16811,0.1591,19.49961
2024-04-19,5.6434999999999995,3.5457,2.4265,1.3278,5.5503,0.4612,0.22769999999999999,0.0,0.16251,0.1591,19.50431
2024-04-22,5.641100000000001,3.4955,2.4265,1.3293,5.5503,0.4612,0.22769999999999999,0.0,0.16251,0.1591,19.453210000000002
2024-04-23,5.6467,3.5105999999999997,2.4265,1.3293,5.5503,0.4612,0.22769999999999999,0.0,0.16251,0.1591,19.47391
2024-04-24,5.655600000000001,3.5029999999999997,2.4265,1.3293,5.5503,0.4612,0.22769999999999999,0.0,0.16251,0.1591,19.47521
2024-04-25,5.6715,3.4926,2.4265,1.3293,5.5503,0.4612,0.22769999999999999,0.0,0.16251,0.1591,19.480710000000002
2024-04-26,5.6616,3.5340999999999996,2.4265,1.3093000000000001,5.5473,0.4601,0.22769999999999999,0.0,0.15891,0.1591,19.48461
2024-04-29,5.628699999999999,3.5446999999999997,2.4265,1.3077999999999999,5.5473,0.4606,0.22269999999999998,0.0,0.15411,0.1591,19.45151
2024-04-30,5.6075,3.6292,2.4265,1.304,5.5473,0.4488,0.21960000000000002,0.0,0.15651,0.1591,19.49851
2024-05-02,5.6465000000000005,3.5435000000000003,2.4265,1.304,5.5473,0.4488,0.2186,0.0,0.15421,0.1591,19.44851
2024-05-03,5.6694,3.5326999999999997,2.4265,1.304,5.5473,0.4632,0.2186,0.0,0.15521000000000001,0.1591,19.47601
2024-05-06,5.6694,3.5326999999999997,2.4265,1.304,5.5473,0.4632,0.2186,0.0,0.15131,0.1591,19.47211
2024-05-07,5.6694,3.5326999999999997,2.4265,1.304,5.5473,0.4632,0.2187,0.0,0.15111,0.1591,19.47201
2024-05-08,5.7071,3.5163,2.4265,1.304,5.5473,0.45840000000000003,0.2177,0.0,0.15141,0.1591,19.48781
2024-05-09,5.7002,3.5587,2.4265,1.304,5.5473,0.45710000000000006,0.2207,0.0,0.15141,0.1591,19.52501
2024-05-10,5.6882,3.5886,2.4265,1.304,5.5473,0.45589999999999997,0.2207,0.0,0.15141,0.1591,19.541710000000002
2024-05-13,5.6457,3.6107,2.4265,1.304,5.5473,0.4573,0.2207,0.0,0.15141,0.1591,19.52271
2024-05-14,5.5681,3.7361999999999997,2.4265,1.303,5.5473,0.4508,0.2197,0.0,0.15261,0.1576,19.561809999999998
2024-05-16,5.570399999999999,3.6155,2.4314999999999998,1.3073,5.5473,0.4476,0.22999999999999998,0.0,0.15170999999999998,0.1566,19.457910000000002
2024-05-17,5.5963,3.6303,2.4265,1.3073,5.5473,0.44470000000000004,0.2383,0.0,0.15150999999999998,0.1666,19.508809999999997
2024-05-20,5.6664,3.5938999999999997,2.4265,1.2975999999999999,5.5473,0.441,0.2383,0.0,0.15011,0.1616,19.52271
2024-05-21,5.689,3.6258,2.4285,1.2972,5.5473,0.4405,0.2343,0.0,0.14901,0.1616,19.57321
2024-05-22,5.691,3.6348,2.4285,1.2972,5.5473,0.4406,0.2383,0.0,0.14901,0.1616,19.58831
2024-05-23,5.7406,3.5793,2.4265,1.3092,5.5473,0.4393,0.2366,0.0,0.15271,0.1616,19.59311
2024-05-24,5.7701,3.5591,2.4265,1.3092,5.5473,0.4394,0.24659999999999999,0.0,0.15271,0.1616,19.61251
2024-05-27,5.7034,3.592,2.4265,1.3182,5.5473,0.43920000000000003,0.24659999999999999,0.0,0.15331,0.1616,19.58811
2024-05-28,5.7256,3.6250999999999998,2.4265,1.3162,5.5473,0.43,0.24659999999999999,0.0,0.15331,0.1616,19.63221
2024-05-29,5.7144,3.6294,2.4265,1.3162,5.5473,0.42979999999999996,0.24659999999999999,0.0,0.15111,0.1616,19.622909999999997
2024-05-30,5.7229,3.6099,2.4265,1.3162,5.5473,0.42979999999999996,0.24659999999999999,0.0,0.15111,0.1616,19.611909999999998
2024-05-31,5.7263,3.618,2.4265,1.3162,5.5473,0.4283,0.24659999999999999,0.0,0.15111,0.1616,19.62191
2024-06-03,5.7467999999999995,3.6072,2.4265,1.3162,5.5473,0.4283,0.24659999999999999,0.0,0.15111,0.1616,19.63161
2024-06-04,5.7683,3.5975,2.4265,1.3062,5.5473,0.4283,0.24659999999999999,0.0,0.15100999999999998,0.1616,19.63331
2024-06-05,5.7398,3.6285,2.4265,1.3062,5.5472,0.4289,0.24659999999999999,0.0,0.15111,0.1616,19.63641
2024-06-06,5.7197,3.6383,2.4266,1.3062,5.5472,0.4283,0.24659999999999999,0.0,0.15111,0.1616,19.625609999999998
2024-06-07,5.705699999999999,3.6428000000000003,2.4266,1.3062,5.5472,0.4283,0.24659999999999999,0.0,0.15091,0.1616,19.61591
2024-06-11,5.71,3.6096999999999997,2.4266,1.3072,5.5472,0.4283,0.24659999999999999,0.0,0.15211,0.1616,19.589309999999998
2024-06-12,5.7123,3.6195,2.4266,1.3072,5.5472,0.4283,0.24659999999999999,0.0,0.15341,0.1616,19.602710000000002
2024-06-13,5.7215,3.6206,2.4266,1.3042,5.5472,0.4299,0.2477,0.0,0.15631,0.1616,19.61561
2024-06-14,5.7371,3.5991000000000004,2.4265,1.3042,5.5472,0.4283,0.2477,0.0,0.15531,0.1616,19.60701
2024-06-17,5.7410000000000005,3.5843,2.4261,1.3062,5.5472,0.4291,0.2477,0.0,0.15531,0.1616,19.59851
2024-06-18,5.7694,3.4216,2.4261,1.3062,5.5472,0.4283,0.2567,0.0,0.18931,0.1616,19.50641
2024-06-19,5.7755,3.4885,2.4261,1.3062,5.5472,0.4283,0.2477,0.0,0.15741,0.1616,19.538510000000002
2024-06-20,5.7787,3.4795,2.4261,1.3062,5.5472,0.4294,0.2477,0.0,0.15751,0.1616,19.53391
2024-06-21,5.7521,3.4494999999999996,2.4261,1.3062,5.5472,0.46629999999999994,0.2477,0.0,0.15731,0.1616,19.514010000000003
2024-06-24,5.7588,3.4757000000000002,2.4261,1.3062,5.5472,0.46629999999999994,0.24480000000000002,0.0,0.15731,0.1616,19.54401
2024-06-25,5.777299999999999,3.4646000000000003,2.4261,1.3062,5.5472,0.46629999999999994,0.24480000000000002,0.0,0.15631,0.1616,19.55041
2024-06-26,5.7675,3.4732,2.4261,1.3082,5.5472,0.46629999999999994,0.24480000000000002,0.0,0.15501,0.1616,19.54991
2024-06-27,5.7769,3.4692,2.4261,1.3082,5.5472,0.46629999999999994,0.24480000000000002,0.0,0.15501,0.1616,19.555310000000002
2024-06-28,5.7817,3.4730999999999996,2.4261,1.3082,5.5472,0.46629999999999994,0.24480000000000002,0.0,0.15541000000000002,0.1616,19.56441
2024-07-02,5.8002,3.4726,2.4261,1.3082,5.5472,0.07110000000000001,0.24280000000000002,0.0,0.15541000000000002,0.1616,19.18521
2024-07-03,5.7997,3.4733,2.4261,1.3082,5.5472,0.07110000000000001,0.24280000000000002,0.0,0.15541000000000002,0.1616,19.18541
2024-07-04,5.8064,3.4866,2.4255,1.3081,5.5472,0.07110000000000001,0.24280000000000002,0.0,0.15531,0.1616,19.20461
2024-07-05,5.8141,3.4816,2.4255,1.3081,5.5472,0.07110000000000001,0.24280000000000002,0.0,0.15511,0.1616,19.20711
2024-07-08,5.8285,3.4808,2.4255,1.3081,5.5472,0.07110000000000001,0.24280000000000002,0.0,0.15511,0.1616,19.22071
2024-07-09,5.8379,3.4817,2.4255,1.3081,5.5472,0.07110000000000001,0.24280000000000002,0.0,0.15511,0.1596,19.22901
2024-07-10,5.8407,3.4561,2.4255,1.3081,5.5472,0.07110000000000001,0.24280000000000002,0.0,0.15401,0.1596,19.20511
2024-07-11,5.8388,3.4576000000000002,2.4255,1.3092,5.5472,0.07110000000000001,0.24280000000000002,0.0,0.15451,0.1596,19.20631
2024-07-12,5.8449,3.4652000000000003,2.4255,1.3092,5.5472,0.07110000000000001,0.2431,0.0,0.15671000000000002,0.1596,19.22251
2024-07-15,5.8453,3.4607,2.4255,1.3092,5.5472,0.07110000000000001,0.2431,0.0,0.15661,0.1596,19.21831
2024-07-16,5.8264000000000005,3.4715999999999996,2.4255,1.3087,5.5472,0.07110000000000001,0.2431,0.0,0.15061,0.1596,19.203809999999997
2024-07-17,5.8319,3.4751,2.4255,1.3087,5.5472,0.07110000000000001,0.2431,0.0,0.15061,0.1596,19.21281
2024-07-18,5.8335,3.4797000000000002,2.4255,1.3087,5.5472,0.07110000000000001,0.2427,0.0,0.15061,0.1596,19.218609999999998
2024-07-19,5.8413,3.5042999999999997,2.4255,1.3087,5.5472,0.07110000000000001,0.2427,0.0,0.15061,0.1596,19.251009999999997
2024-07-22,5.8354,3.5184,2.4255,1.3087,5.5472,0.07110000000000001,0.2427,0.0,0.14861,0.1586,19.256210000000003
2024-07-23,5.8007,3.5877,2.4255,1.3087,5.5472,0.07110000000000001,0.2427,0.0,0.14851,0.1586,19.29071
2024-07-24,5.8394,3.5562000000000005,2.4255,1.3119,5.5472,0.07110000000000001,0.2419,0.0,0.14891,0.158,19.30011
2024-07-25,5.7931,3.6188,2.4255,1.3125,5.5472,0.07110000000000001,0.24280000000000002,0.0,0.14891,0.158,19.317909999999998
2024-07-26,5.863,3.5588,2.4255,1.3125,5.5472,0.07110000000000001,0.24280000000000002,0.0,0.14881,0.158,19.32771
2024-07-29,5.7753,3.6336,2.4255,1.3125,5.5472,0.07110000000000001,0.24280000000000002,0.0,0.15200999999999998,0.158,19.31801
2024-07-30,5.8347999999999995,3.5721000000000003,2.4255,1.322,5.5472,0.07110000000000001,0.24280000000000002,0.0,0.14761,0.158,19.32111
2024-07-31,5.7931,3.6235999999999997,2.4255,1.3105,5.5472,0.07110000000000001,0.24280000000000002,0.0,0.14881,0.158,19.32061
2024-08-01,5.8142,3.5999999999999996,2.4255,1.3105,5.5472,0.07110000000000001,0.24580000000000002,0.0,0.14951,0.158,19.32181
2024-08-02,6.7912,3.5911,2.4255,1.18,5.5474000000000006,0.0677,0.2919,0.0009,0.16130999999999998,0.04970000000000001,20.10671
2024-08-05,6.4166,4.1437,2.4255,1.2534,5.546,0.046700000000000005,0.24689999999999998,0.0009,0.20111,0.0468,20.32761
2024-08-06,5.9391,4.1777,2.4255,1.2247,5.546,0.0475,0.2406,0.0009,0.19951000000000002,0.0482,19.84971
2024-08-07,5.9526,4.1528,2.4255,1.2609000000000001,5.546,0.0313,0.2589,0.0009,0.20951,0.0472,19.88561
2024-08-08,6.0541,4.1059,2.4255,1.2596,5.556,0.0327,0.24710000000000001,0.0009,0.23171,0.0482,19.96171
2024-08-09,6.0169,3.9555,2.4255,1.2382,5.556,0.0339,0.24130000000000001,0.0009,0.24951,0.0482,19.76591
2024-08-12,6.0058,4.0429,2.4255,1.2590999999999999,5.556,0.5499,0.24180000000000001,0.0009,0.24411,0.0482,20.37421
2024-08-13,5.9073,4.0564,2.4255,1.2261,5.556,0.5499,0.2405,0.0009,0.24531000000000003,0.0482,20.25611
2024-08-14,5.8205,4.014,2.4255,1.2130999999999998,5.556,0.5499,0.2474,0.0009,0.24161,0.0482,20.11711
2024-08-15,5.8881000000000006,3.9915,2.4255,1.2128,5.556,0.5499,0.24789999999999998,0.0009,0.23311,0.0482,20.15391
2024-08-16,5.9101,4.0537,2.4255,1.2128,5.556,0.5499,0.24789999999999998,0.0009,0.23411,0.0482,20.23911
2024-08-19,5.9555,4.1986,2.4255,1.2168999999999999,5.556,0.5477,0.24589999999999998,0.0009,0.26451,0.0482,20.45971
2024-08-20,5.9832,4.217,2.4255,1.2172,5.556,0.5495,0.24589999999999998,0.0009,0.25911,0.0482,20.502509999999997
2024-08-21,6.067,4.401,2.4255,1.2087,5.5452,0.545,0.2585,0.0009,0.25041,0.0981,20.80031
2024-08-22,6.1496,4.2201,2.4255,1.2461,5.5452,0.5476,0.2365,0.0009,0.21591000000000002,0.0998,20.68721
2024-08-23,6.035,4.1477,2.4255,1.2721,5.5452,0.5488999999999999,0.24320000000000003,0.0009,0.21641,0.1008,20.535709999999998
2024-08-26,5.951,4.1999,2.4255,1.2962,5.5452,0.5488999999999999,0.24320000000000003,0.0009,0.19341,0.1008,20.505010000000002
2024-08-27,6.0861,4.165900000000001,2.4255,1.2738,5.5452,0.672284,0.2362,0.0009,0.20151000000000002,0.0996,20.706994
2024-08-28,6.1176,4.125,2.4255,1.2772999999999999,5.5452,0.5488999999999999,0.2362,0.0009,0.20231,0.0996,20.57851
2024-08-29,6.1108,4.103,2.4255,1.2683,5.5452,0.5488999999999999,0.2412,0.0009,0.19881000000000001,0.0996,20.54221
2024-08-30,6.1641,4.0887,2.4255,1.2721,5.5452,0.5471,0.2532,0.0009,0.19231,0.0996,20.58871
2024-09-02,6.0482000000000005,4.0584,2.4255,1.2746,5.5452,0.5488999999999999,0.2646,0.0009,0.19891,0.0996,20.46481
2024-09-03,6.075699999999999,4.2897,2.4255,1.2423,5.5452,0.5436,0.28769999999999996,0.0058,0.19671,0.0986,20.71081
2024-09-04,6.0146999999999995,4.2838,2.4255,1.2399,5.5452,0.5436,0.2867,0.0058,0.18500999999999998,0.0986,20.62881
2024-09-05,6.0387,4.1864,2.4255,1.2421,5.5452,0.5459999999999999,0.2852,0.0058,0.18661,0.0989,20.56041
2024-09-09,6.0797,4.2439,2.4255,1.2451,5.5452,0.5436,0.2826,0.0058,0.17981,0.0985,20.64971
2024-09-10,6.2309,4.1579999999999995,2.4255,1.2337,5.5452,0.656508,0.28609999999999997,0.0058,0.21061000000000002,0.0985,20.850818
2024-09-11,6.634900000000001,4.0515,2.4255,1.2253999999999998,5.5452,0.5428,0.2556,0.0058,0.19361,0.0979,20.97821
2024-09-12,6.1743,4.5908,2.4255,1.1820000000000002,5.5452,0.5436,0.25339999999999996,0.0058,0.18541,0.0985,21.00451
2024-09-13,6.1993,4.607,2.4255,1.2114,5.5452,0.5428,0.24480000000000002,0.0058,0.18461,0.1016,21.06801
2024-09-16,6.1831,4.6052,2.4263,1.2189,5.5452,0.5428,0.244,0.0058,0.19111,0.1037,21.06611
2024-09-17,6.317699999999999,4.4179,2.4263,1.0721,5.5443,0.5428,0.24420000000000003,0.0058,0.31481,0.1038,20.98971
2024-09-19,6.317699999999999,4.4179,2.4263,1.0767,5.5443,0.5451,0.25730000000000003,0.0058,0.31461,0.1038,21.009510000000002
2024-09-20,6.317699999999999,4.4179,2.4263,1.0767,5.5443,0.5451,0.2787,0.0058,0.32081000000000004,0.1038,21.037110000000002
2024-09-23,6.4037,4.6767,2.4263,1.1008,5.6123,0.7578001,0.30720000000000003,0.0057,0.21491000000000002,0.0553,21.560710099999998
2024-09-24,6.4677999999999995,4.3968,2.4263,1.1012,5.5443,0.7517001,0.2917,0.0057,0.23401,0.06319999999999999,21.2827101
2024-09-25,5.9137,4.4685999999999995,2.4263,1.1579000000000002,5.5443,0.7546001,0.2909,0.0007999999999999999,0.25121000000000004,0.06369999999999999,20.8720101
2024-09-26,6.3833,4.26,2.4263,1.0964,5.545,1.0496266,0.2984,0.0052,0.32541,0.0583,21.447936600000002
2024-09-27,6.4816,4.0645,2.4263,1.134,5.5423,1.0747266,0.3156,0.0052,0.27331,0.0583,21.3758366
2024-09-30,6.360399999999999,3.8452,2.4293,1.1403,5.5413,1.0759665999999999,0.32070000000000004,0.0053,0.35121,0.0585,21.1281766
2024-10-02,6.379,3.8641,2.4293,1.2365,5.5433,1.0519666,0.34030000000000005,0.0095,0.32601,0.0803,21.2602766
2024-10-03,6.8712,3.7102999999999997,2.4293,1.0259,5.5582,1.4811596999999999,0.3023,0.006,0.27091,0.0674,21.7226697
2024-10-04,6.8712,3.7102999999999997,2.4293,1.0394,5.1858,1.4615597,0.3149,0.0063,0.47470999999999997,0.0945,21.587969700000002
2024-10-07,6.8712,3.7102999999999997,2.4293,1.4149,3.7407000000000004,1.3918897,0.4647,0.2864,0.6681819999999999,0.12739999999999999,21.1049717
2024-10-08,6.8712,3.7102999999999997,2.4293,1.4886,2.3133999999999997,1.3313297,0.5322,0.5525,0.883482,0.1737,20.2860117
2024-10-09,6.8712,3.7102999999999997,2.4293,1.4286,1.1007,1.7441680000000002,0.5764,0.5531999999999999,1.0189768,0.2494,19.6822448
2024-10-10,7.796200000000001,4.6634,2.4293,1.4668,1.0455,1.379568,0.5163,0.5524,0.7383067999999999,0.24520000000000003,20.832974800000002
2024-10-14,7.9859,4.9052999999999995,2.4293,1.2269,1.0393,1.419268,0.5465,0.5459,0.5956068,0.23800000000000002,20.9319748
2024-10-15,8.167,5.0041,2.4255,1.1962000000000002,1.0392000000000001,1.395238,0.4574,0.5456,0.5324068000000001,0.0984,20.861044800000002
2024-10-16,8.315100000000001,4.9927,2.4255,1.1774,1.0361,1.3223479999999999,0.46959999999999996,0.5456,0.5255168,0.1237,20.933564800000003
2024-10-17,8.5355,5.1158,2.4255,1.1738,1.0361,1.0180179,0.48260000000000003,0.5459,0.5346168,0.1462,21.0140347
2024-10-18,8.6052,5.0859000000000005,2.4255,1.1803,1.0359,0.9498179000000001,0.4664,0.5463,0.5547168,0.1497,20.9997347
2024-10-21,8.6046,5.0645999999999995,2.4255,1.2004000000000001,1.0362,0.9498179000000001,0.46699999999999997,0.5466000000000001,0.5216168,0.1505,20.9668347
2024-10-22,8.372,4.817699999999999,2.4255,1.2351,1.0290000000000001,1.3844718,0.5204,0.5467,0.5616168,0.106,20.9984886
2024-10-23,8.3608,4.7786,2.4255,1.2531,1.0248,1.3879717999999999,0.524,0.5466000000000001,0.6071168,0.1101,21.018588599999998
2024-10-24,8.3427,4.839799999999999,2.4255,1.2694,1.0248,1.2616639,0.5283,0.5466000000000001,0.6237168000000001,0.1021,20.9645807
2024-10-25,8.559899999999999,4.8409,2.4255,1.2946,1.0261,1.2285639,0.5363,0.5464,0.6455168,0.1156,21.219380700000002
2024-10-28,8.6022,5.0542,2.4255,1.2943,1.0227,1.1398939000000001,0.5345,0.5464,0.6507168,0.1181,21.388510699999998
2024-10-29,8.5634,5.1225,2.4255,1.3135000000000001,1.0227,1.1149539,0.543,0.5464,0.6455168,0.10809999999999999,21.405570700000002
2024-10-30,8.4167,5.1857,2.4255,1.3046,1.0226000000000002,1.155686,0.5423,0.5466000000000001,0.6393168,0.10759999999999999,21.3466028
2024-10-31,8.4466,5.2151000000000005,2.4255,1.2983,1.0175,1.053886,0.5468999999999999,0.5466000000000001,0.6703668,0.10740000000000001,21.328152799999998
2024-11-01,8.7201,5.1654,2.4255,1.2942,1.0145,0.9032,0.547,0.5466000000000001,0.6605668,0.12539999999999998,21.4024668
2024-11-04,8.024000000000001,5.438400000000001,2.4255,1.2759,1.009,1.0946516,0.5357999999999999,0.5466000000000001,0.6542667999999999,0.1394,21.1435184
2024-11-05,8.1703,5.5847,2.4255,1.2889,1.0114,0.9971916000000001,0.5296000000000001,0.5466000000000001,0.6571668,0.1372,21.3485584
2024-11-06,8.1232,5.4665,2.4255,1.3045,1.0134,0.9188916,0.5329,0.5466000000000001,0.6618668,0.1355,21.1288584
2024-11-07,8.0556,5.2237,2.4255,1.4246999999999999,1.0147,1.0536401,0.5037,0.5462,0.6812668,0.1399,21.0689069
2024-11-08,8.1801,5.1556999999999995,2.4265,1.3999,1.0099,1.0564400999999999,0.5254,0.5454,0.6613667999999999,0.1318,21.0925069
2024-11-11,8.2901,4.8815,2.4255,1.4205,1.0103,0.9875900999999999,0.4723,0.5455,0.6380668,0.1313,20.8026569
2024-11-12,8.1013,4.9188,2.4255,1.4856,1.0083,0.9874901,0.48129999999999995,0.5455,0.7079668,0.132,20.793756899999998
2024-11-13,8.1992,4.8953999999999995,2.4255,1.5032,1.0083,1.0770811,0.486,0.5455,0.6754668,0.1321,20.9477479
2024-11-14,8.309,5.036700000000001,2.4255,1.5131999999999999,1.0027,0.894691,0.4965,0.5455,0.6675668,0.1296,21.0209578
2024-11-15,8.269400000000001,4.9605999999999995,2.4255,1.5292,1.0027,0.9569768,0.49760000000000004,0.5455,0.6576668,0.1296,20.9747436
2024-11-18,8.4285,4.997999999999999,2.4255,1.809,1.0031,0.9273468,0.5011,0.5455,0.6301668,0.1296,21.397813600000003
2024-11-19,8.293000000000001,4.8569,2.4255,1.9373999999999998,1.0048,1.031427,0.4895,0.5455,0.6218668,0.1296,21.3354938
2024-11-20,8.192,4.7592,2.4255,2.0306,1.0048,1.0913953,0.45599999999999996,0.5525,0.6110667999999999,0.135,21.2580621
2024-11-21,8.301,4.8966,2.4255,1.9609,1.0048,0.9459853,0.46369999999999995,0.5525,0.6228667999999999,0.135,21.3088521
2024-11-22,8.2483,4.8605,2.4255,2.0022,1.0063,0.9459853,0.46290000000000003,0.5525,0.6135668000000001,0.135,21.2527521
2024-11-25,8.267,4.8997,2.4255,1.9692999999999998,1.0113,0.8912753000000001,0.4568,0.5525,0.6060668,0.1364,21.2158421
2024-11-26,8.136000000000001,4.9054,2.4255,2.0256,1.0094,0.9711190999999999,0.4598,0.5525,0.6194668000000001,0.1361,21.240885900000002
2024-11-27,8.164,4.8357,2.4255,2.0803,1.0141,0.9137891,0.4592,0.5522,0.6173668,0.1361,21.1982559
2024-11-28,8.172699999999999,4.8001000000000005,2.4255,2.0975,1.0191000000000001,0.9051891,0.4592,0.5522,0.6165668,0.1361,21.1841559
2024-11-29,7.9978,4.7659,2.4255,2.1936,1.0241,0.8994890999999999,0.4602,0.5522,0.6138668,0.1361,21.0687559
2024-12-02,7.9228000000000005,4.7908,2.4255,2.2407,1.0241,0.8876891,0.4622,0.5554,0.5937668,0.1361,21.0390559
2024-12-03,8.1549,4.8464,2.4255,1.9078000000000002,1.0253,1.0265436,0.4771,0.5559,0.6282668,0.1342,21.1819104
2024-12-04,8.1539,4.868399999999999,2.4255,1.9494999999999998,1.0253,1.0265436,0.47850000000000004,0.5559,0.6371667999999999,0.1312,21.2519104
2024-12-05,8.3176,4.8629999999999995,2.4255,1.9515,1.0259,0.9725936,0.47879999999999995,0.5559,0.6333668,0.1312,21.355360400000002
2024-12-06,8.254100000000001,4.8445,2.4255,1.9724,1.026,0.9723936000000001,0.4803,0.5559,0.6307668,0.1312,21.293060399999998
2024-12-09,8.302900000000001,4.8845,2.4261999999999997,1.9179000000000002,1.026,0.9214936,0.48129999999999995,0.5452,0.6424668,0.1312,21.2791604
2024-12-10,8.4269,4.9179,2.4261999999999997,1.9178000000000002,1.026,0.9163935999999999,0.4808,0.5452,0.6429668000000001,0.1391,21.4392604
2024-12-11,8.433200000000001,4.9618,2.4283,1.9241000000000001,1.026,0.9163935999999999,0.47850000000000004,0.5452,0.6996668,0.1391,21.5522604
2024-12-12,8.5912,5.0913,2.4283,1.6312,1.0257,0.9243935999999999,0.46699999999999997,0.5452,0.6872668000000001,0.1419,21.533460400000003
2024-12-13,8.51,5.1426,2.4283,1.7253999999999998,1.0257,0.9246936000000001,0.4588,0.5452,0.6906668,0.1419,21.5932604
2024-12-16,8.5714,5.0988999999999995,2.4283,1.7471,1.0257,0.9243935999999999,0.46509999999999996,0.5452,0.7041668,0.14170000000000002,21.6519604
