date,THE HONGKONG AND SHANGHAI BANKING,UBS SECURITIES HONG KONG LTD,VALUABLE CAPITAL LTD,ZHONGTAI INTERNATIONAL SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,HUNG SING SECURITIES LTD,DAH SING SECURITIES LTD,CHINA RENAISSANCE BROKING SERVICES (HONG,TOTAL_CCASS_PCT
2024-05-02,21.514196439691297,0.0,2.3806235963858566,0.3909027724769094,0.7404731008272033,0.12293550706879165,0.0,0.0,25.149131416450054
2024-05-06,21.507768439321683,0.0,2.3806235963858566,0.3909027724769094,0.750516851404719,0.12293550706879165,0.0,0.8975740324855069,26.050321199143468
2024-05-10,21.507768439321683,0.0,2.3806235963858566,0.3909027724769094,0.7336433504344927,0.12293550706879165,0.0,0.8975740324855069,26.03344769817324
2024-05-13,21.507768439321683,0.0,2.381427096432058,0.3909027724769094,0.7276171000879832,0.12293550706879165,0.0,0.8975740324855069,26.028224947872936
2024-05-16,21.507768439321683,0.0,2.381828846455159,0.3909027724769094,0.7187785995797694,0.12293550706879165,0.0,0.8975740324855069,26.019788197387822
2024-05-17,21.506964939275484,0.0,2.381828846455159,0.3909027724769094,0.7103418490946564,0.12293550706879165,0.0,0.8975740324855069,26.010547946856505
2024-05-20,21.506964939275484,0.0,2.381828846455159,0.3909027724769094,0.710743599117757,0.11690925672228225,0.0,0.8975740324855069,26.004923446533095
2024-05-21,21.506964939275484,0.0,2.3810253464089577,0.3909027724769094,0.7103418490946564,0.11690925672228225,0.0,0.8975740324855069,26.003718196463797
2024-05-22,21.46076368661891,0.0,2.3810253464089577,0.3909027724769094,0.6926648480782288,0.2394430137679733,0.0,0.8975740324855069,26.06237369983649
2024-05-23,21.45915668652651,0.0,2.3810253464089577,0.3909027724769094,0.6802105973621093,0.30974926781058293,0.0,0.8975740324855069,26.118618703070574
2024-05-24,21.45915668652651,0.0,2.378213096247253,0.3909027724769094,0.6806123473852099,0.30974926781058293,0.0,0.8975740324855069,26.116208202931972
2024-05-27,21.45915668652651,0.0,2.3774095962010517,0.3909027724769094,0.6906560979627256,0.45076352591890273,0.0,0.8975740324855069,26.266462711571602
2024-05-28,21.45915668652651,0.0,2.3910690969864734,0.3909027724769094,0.7019050986095432,0.45076352591890273,0.0,0.8975740324855069,26.291371213003845
2024-05-29,21.45915668652651,0.0,2.3866498467323662,0.3909027724769094,0.7006998485402414,0.5656640325256819,0.0,0.8975740324855069,26.400647219287215
2024-05-30,21.45915668652651,0.0,2.3995058474715862,0.3909027724769094,0.7276171000879832,0.5596377821791725,0.0,0.8975740324855069,26.43439422122767
2024-05-31,21.45915668652651,0.0,2.3995058474715862,0.3909027724769094,0.7308311002727883,0.5596377821791725,0.0,0.8975740324855069,26.43760822141247
2024-06-03,21.45915668652651,0.0,2.3995058474715862,0.3909027724769094,0.7328398503882914,0.5596377821791725,0.0,0.8975740324855069,26.439616971527975
2024-06-04,21.45915668652651,0.0,2.4035233477025923,0.3909027724769094,0.7264118500186814,0.5596377821791725,0.0,0.8975740324855069,26.437206471389374
2024-06-05,21.45915668652651,0.0,2.4035233477025923,0.3909027724769094,0.7336433504344927,0.5596377821791725,0.0,0.8975740324855069,26.444437971805186
2024-06-07,21.45915668652651,0.0,2.4031215976794917,0.3909027724769094,0.7316346003189895,0.5596377821791725,0.0,0.8975740324855069,26.44202747166658
2024-06-11,21.45915668652651,0.0,2.4031215976794917,0.3909027724769094,0.7332416004113921,0.5596377821791725,0.0,0.8975740324855069,26.44363447175898
2024-06-12,21.47924418768154,0.0,2.4031215976794917,0.3909027724769094,0.7280188501110838,0.5596377821791725,0.0,0.8975740324855069,26.458499222613707
2024-06-13,21.47924418768154,0.0,2.4023180976332905,0.3909027724769094,0.7272153500648826,0.5596377821791725,0.0,0.8975740324855069,26.456892222521304
2024-06-14,21.50535793918308,0.0,2.3902655969402717,0.3909027724769094,0.7135558492794614,0.5596377821791725,0.0,0.8975740324855069,26.457293972544406
2024-06-18,21.50937543941409,0.0,2.4083443479798,0.3909027724769094,0.7075295989329519,0.6154810353901595,0.0,0.8823075316076832,26.513940725801593
2024-06-20,21.50937543941409,0.0,2.4083443479798,0.3909027724769094,0.7075295989329519,0.6403895368223984,0.0,0.8766830312842743,26.53322472691042
2024-06-21,21.50937543941409,0.0,2.4083443479798,0.3909027724769094,0.7131540992563608,0.6918135397792785,0.0,0.8670410307298593,26.580631229636296
2024-06-24,21.489287938259054,0.0,2.4083443479798,0.3909027724769094,0.7280188501110838,0.7018572903567941,0.0,0.8634252805219537,26.581836479705593
2024-06-25,21.488886188235956,0.0,2.4083443479798,0.3909027724769094,0.7284206001341844,0.7018572903567941,0.0,0.8622200304526517,26.580631229636296
2024-06-26,21.488886188235956,0.0,2.4083443479798,0.3909027724769094,0.7284206001341844,0.704267790495398,0.0,0.8582025302216455,26.57902422954389
2024-06-27,21.488886188235956,0.0,2.4083443479798,0.3909027724769094,0.7284206001341844,0.7123027909574104,0.0,0.8561937801061424,26.585050479890405
2024-06-28,21.488886188235956,0.0,2.4083443479798,0.3909027724769094,0.7272153500648826,0.7123027909574104,0.0,0.8509710298058342,26.578622479520792
2024-07-02,21.488886188235956,0.0,2.4119600981877056,0.3909027724769094,0.7340451004575933,0.7123027909574104,0.0,0.8413290292514192,26.579425979566995
2024-07-03,21.47723543756604,0.0,2.4155758483956116,0.3909027724769094,0.7549973685373487,0.7452462928516619,0.0,0.8300800286046017,26.614037748432175
2024-07-04,21.47723543756604,0.0,2.4155758483956116,0.3909027724769094,0.7549973685373487,0.7452462928516619,0.0,0.8252590283273942,26.609216748154964
2024-07-05,21.47723543756604,0.0,2.4155758483956116,0.3909027724769094,0.7517833683525437,0.7452462928516619,0.0,0.8212415280963878,26.60198524773915
2024-07-08,21.45313043618,0.0,2.4155758483956116,0.3909027724769094,0.7525868683987449,0.7452462928516619,0.0,0.8172240278653816,26.57466624616831
2024-07-09,21.454737436272403,0.0,2.4155758483956116,0.3909027724769094,0.7533903684449462,0.7452462928516619,0.0,0.813608277657476,26.57346099609901
2024-07-10,21.454737436272403,0.0,2.4155758483956116,0.3909027724769094,0.7574078686759524,0.7452462928516619,0.0,0.8107960274957715,26.57466624616831
2024-07-11,21.454737436272403,0.0,2.4183880985573154,0.40536577330853196,0.7630323689993612,0.7452462928516619,0.0,0.8011540269413565,26.58792399693063
2024-07-12,21.454737436272403,0.0,2.4187898485804165,0.4158112739091483,0.7594166187914556,0.7452462928516619,0.0,0.797538276733451,26.591539747138537
2024-07-15,21.454737436272403,0.0,2.4187898485804165,0.4158112739091483,0.7598183688145562,0.7452462928516619,0.0,0.7971365267103504,26.591539747138537
2024-07-16,21.454737436272403,0.0,2.4187898485804165,0.4158112739091483,0.7630323689993612,0.7452462928516619,0.0,0.7935207765024446,26.591137997115432
2024-07-17,21.454737436272403,0.0,2.4187898485804165,0.4158112739091483,0.7666481192072668,0.7452462928516619,0.0,0.7891015262483378,26.590334497069236
2024-07-18,21.454737436272403,0.0,2.4187898485804165,0.4158112739091483,0.7879408704316001,0.7452462928516619,0.0,0.7826735258787277,26.605199247923956
2024-07-19,21.457147936411005,0.0,2.4187898485804165,0.4158112739091483,0.7991898710784175,0.7452462928516619,0.0,0.7754420254629165,26.61162724829357
2024-07-22,40.24770399861798,0.0,2.4187898485804165,0.4158112739091483,0.7991898710784175,0.7452462928516619,0.0,0.7702192751626084,45.396960560200235
2024-07-23,40.24770399861798,0.0,2.4187898485804165,0.4158112739091483,0.7995916211015182,0.7452462928516619,0.0,0.7641930248160989,45.39133605987683
2024-07-24,40.24850749866418,0.0,2.4187898485804165,0.4158112739091483,0.8060196214711282,0.7452462928516619,0.0,0.7605772746081932,45.39495181008473
2024-07-25,40.24971274873349,0.0,2.4187898485804165,0.4158112739091483,0.8160633720486439,0.7452462928516619,0.0,0.757765024446489,45.40338856056984
2024-07-26,40.25051624877968,0.0,2.4187898485804165,0.4158112739091483,0.8152598720024427,0.7452462928516619,0.0,0.7553545243078852,45.40097806043124
2024-07-29,40.25051624877968,0.0,2.4187898485804165,0.4158112739091483,0.8164651220717445,0.7452462928516619,0.0,0.7525422741461807,45.39937106033884
2024-07-30,40.25051624877968,0.0,2.420798598695919,0.4158112739091483,0.8184738721872478,0.7452462928516619,0.0,0.750131774007577,45.40097806043124
2024-07-31,40.25051624877968,0.0,2.420798598695919,0.4158112739091483,0.8220896223951533,0.7452462928516619,0.0,0.746917773822772,45.40137981045434
2024-08-01,40.25051624877968,0.0,2.420798598695919,0.4158112739091483,0.8257053726030589,0.7452462928516619,0.0,0.7437037736379669,45.40178156047744
2024-08-02,40.25051624877968,0.0,2.420798598695919,0.4158112739091483,0.8281158727416628,0.7452462928516619,0.0,0.7412932734993632,45.40178156047744
2024-08-05,40.25051624877968,0.0,2.420798598695919,0.4158112739091483,0.8277141227185622,0.7452462928516619,0.0,0.7388827733607595,45.398969310315735
2024-08-06,40.25051624877968,0.0,2.420798598695919,0.4158112739091483,0.828919372787864,0.7452462928516619,0.0,0.7368740232452564,45.39816581026954
2024-08-07,40.251319748825885,0.0,2.425619598973127,0.4158112739091483,0.8341421230881721,0.7452462928516619,0.0,0.7368740232452564,45.40901306089325
2024-08-08,40.251319748825885,0.0,2.4328510993889383,0.4158112739091483,0.8273123726954614,0.7452462928516619,0.0,0.7368740232452564,45.40941481091635
2024-08-09,40.2601582493341,0.0,2.4328510993889383,0.4158112739091483,0.8273123726954614,0.7452462928516619,0.0,0.7368740232452564,45.418253311424564
2024-08-12,40.2601582493341,0.0,2.4336545994351395,0.4158112739091483,0.8357491231805746,0.7452462928516619,0.0,0.7352670231528537,45.42588656186348
2024-08-13,40.2601582493341,0.0,2.4336545994351395,0.4158112739091483,0.8397666234115808,0.7452462928516619,0.0,0.7320530229680489,45.42669006190968
2024-08-14,40.2601582493341,0.0,2.4336545994351395,0.4158112739091483,0.8417753735270839,0.7452462928516619,0.0,0.7292407728063445,45.42588656186348
2024-08-15,40.2613634994034,0.0,2.4336545994351395,0.4158112739091483,0.8473998738504928,0.7452462928516619,0.0,0.7268302726677407,45.43030581211758
2024-08-16,40.2613634994034,0.0,2.4336545994351395,0.4158112739091483,0.8731118753289328,0.7452462928516619,0.0,0.7244197725291369,45.453607313457425
2024-08-19,40.2613634994034,0.0,2.4336545994351395,0.4158112739091483,0.8759241254906373,0.7452462928516619,0.0,0.7216075223674325,45.453607313457425
2024-08-20,40.25252499889519,0.0,2.43405634945824,0.4158112739091483,0.8759241254906373,0.7452462928516619,0.0,0.7187952722057281,45.442358312810605
2024-08-21,40.25252499889519,0.0,2.43405634945824,0.4158112739091483,0.8506138740352976,0.7452462928516619,0.0,0.7163847720671244,45.41463756121666
2024-08-22,40.25252499889519,0.0,2.4348598495044413,0.4158112739091483,0.8506138740352976,0.7452462928516619,0.0,0.7139742719285206,45.41303056112426
2024-08-23,40.25252499889519,0.0,2.4348598495044413,0.4158112739091483,0.8506138740352976,0.7452462928516619,0.0,0.7115637717899169,45.41062006098565
2024-08-26,40.25252499889519,0.0,2.4348598495044413,0.4158112739091483,0.8506138740352976,0.7452462928516619,0.0,0.7087515216282125,45.40780781082395
2024-08-27,40.25252499889519,0.0,2.4348598495044413,0.4158112739091483,0.8526226241508009,0.7452462928516619,0.0,0.70714452153581,45.40820956084705
2024-08-28,40.25252499889519,0.0,2.410754848118404,0.4158112739091483,0.8811468757909453,0.7452462928516619,0.0,0.7031270213048038,45.40861131087015
2024-08-29,40.255738999079995,0.0,2.410754848118404,0.4158112739091483,0.8831556259064485,0.7452462928516619,0.0,0.7003147711430994,45.41102181100876
2024-08-30,40.13512390404896,0.0,2.4034357489315856,0.41454886269420715,0.8808748783389208,0.7429837104326128,0.0,0.6945838289895822,45.27155093343587
2024-09-02,40.13512390404896,0.0,2.4034357489315856,0.41454886269420715,0.8804743480368008,0.7429837104326128,0.0,0.6945838289895822,45.271150403133745
2024-09-03,40.13512390404896,0.0,2.4034357489315856,0.41454886269420715,0.8780711662240808,0.7429837104326128,0.0,0.6945838289895822,45.26874722132103
2024-09-04,40.13512390404896,0.0,2.4034357489315856,0.47743212012704817,0.8195937421145596,0.7429837104326128,0.0,0.6945838289895822,45.27315305464435
2024-09-05,40.13512390404896,0.0,2.4050378701400654,0.48263901405460835,0.8203948027187997,0.7429837104326128,0.0,0.6945838289895822,45.28076313038463
2024-09-09,40.13552443435108,0.0,2.4050378701400654,0.49105015039912847,0.8171905603018396,0.7429837104326128,0.0,0.6945838289895822,45.28637055461431
2024-09-10,40.439126403358046,0.0,2.4050378701400654,0.5122782564114888,0.8135857875827596,0.7429837104326128,0.0,0.6945838289895822,45.60759585691456
2024-09-11,40.439126403358046,0.0,2.4050378701400654,0.5122782564114888,0.8143868481869996,0.7429837104326128,0.0,0.6945838289895822,45.608396917518796
2024-09-12,40.439126403358046,0.0,2.4034357489315856,0.5447212108832094,0.8151879087912397,0.7429837104326128,0.0,0.6945838289895822,45.640038811386276
2024-09-13,40.439126403358046,0.0,2.4030352186294657,0.5447212108832094,0.8151879087912397,0.7429837104326128,0.0,0.6945838289895822,45.63963828108415
2024-09-16,40.439126403358046,0.0,2.4030352186294657,0.5615434835722496,0.8151879087912397,0.7429837104326128,0.0,0.6945838289895822,45.6564605537732
2024-09-17,40.439126403358046,0.0,2.4030352186294657,0.5795673471676499,0.8139863178848796,0.7429837104326128,0.0,0.6925811774789822,45.67128017495163
2024-09-19,40.439126403358046,0.0,2.4030352186294657,0.5795673471676499,0.8143868481869996,0.7429837104326128,0.0,0.6901779956662621,45.66927752344104
2024-09-20,40.439126403358046,0.0,2.4030352186294657,0.5859758320015701,0.8131852572806396,0.7429837104326128,0.0,0.6889764047599021,45.673282826462234
2024-09-23,40.439126403358046,0.0,2.4030352186294657,0.6544665136640913,0.8131852572806396,0.7429837104326128,0.0,0.6845705714365821,45.73736767480144
2024-09-24,40.13512390404896,0.0,2.4030352186294657,0.6572702257789313,0.8131852572806396,0.7429837104326128,0.0,0.681766859321742,45.433365175492355
2024-09-25,40.13512390404896,0.0,2.4030352186294657,0.6572702257789313,0.8123841966763995,0.7429837104326128,0.0,0.6789631472069019,45.429760402773276
2024-09-26,40.13512390404896,0.0,2.4030352186294657,0.6572702257789313,0.8123841966763995,0.7429837104326128,0.0,0.6769604956963019,45.42775775126267
2024-09-27,40.13512390404896,0.0,2.4030352186294657,0.6572702257789313,0.8123841966763995,0.7429837104326128,0.0,0.6757589047899418,45.42655616035631
2024-09-30,40.13512390404896,0.0,2.4026346883273453,0.6973232559909319,0.8023709391233993,0.7429837104326128,0.0,0.6725546623729819,45.45299116029623
2024-10-02,40.1339223131426,0.0,2.4026346883273453,0.7189518923054123,0.8019704088212793,0.7429837104326128,0.0,0.6693504199560217,45.469813432985276
2024-10-03,40.1299170101214,0.0,2.4026346883273453,0.749792725568653,0.7899544997576792,0.7602065134237731,0.0,0.6653451169348217,45.49785055413367
2024-10-04,40.1299170101214,0.0,2.4026346883273453,0.757002271006813,0.7995672270085593,0.7794319679255335,0.0,0.6609392836115016,45.52949244800115
2024-10-07,40.433518979128365,0.0,2.4026346883273453,0.811073861793014,0.7843470755279991,0.7894452254785337,0.0,0.6569339805903016,45.87795381084556
2024-10-08,40.433518979128365,0.0,2.4018336277231054,0.8138775739078541,0.7899544997576792,0.7894452254785337,0.0,0.6545307987775816,45.88316070477312
2024-10-09,40.431516327617764,0.0,2.4042368095358255,0.8202860587417741,0.7923576815703992,0.7894452254785337,0.0,0.6545307987775816,45.89237290172188
2024-10-10,40.431516327617764,0.0,2.4042368095358255,0.9100048464166557,0.779941242204679,0.7894452254785337,0.0,0.6545307987775816,45.96967525003104
2024-10-14,40.431516327617764,0.0,2.4018336277231054,0.9504584069307764,0.779140181600439,0.7894452254785337,0.0,0.6545307987775816,46.0069245681282
2024-10-15,40.431516327617764,0.0,2.4018336277231054,0.9504584069307764,0.778339120996199,0.7894452254785337,0.0,0.6545307987775816,46.00612350752396
2024-10-17,40.431516327617764,0.0,2.4018336277231054,0.9504584069307764,0.776336469485599,0.7894452254785337,0.7421826498283728,0.6517270866627414,46.7434997937269
2024-10-18,40.431516327617764,0.0,2.4018336277231054,0.9504584069307764,0.776336469485599,0.7894452254785337,0.7421826498283728,0.6493239048500213,46.74109661191417
2024-10-21,40.431516327617764,0.0,2.4018336277231054,0.9504584069307764,0.779140181600439,0.7894452254785337,0.7421826498283728,0.6477217836415414,46.742298202820535
2024-10-22,40.43111579731565,0.0,2.4018336277231054,0.9504584069307764,0.7795407119025589,0.7894452254785337,0.7421826498283728,0.6473212533394214,46.74189767251841
2024-10-23,40.43111579731565,0.0,2.4018336277231054,0.9632753765986166,0.783145484621639,0.7894452254785337,0.7421826498283728,0.6441170109224613,46.755115172488374
2024-10-24,40.43111579731565,0.0,2.4018336277231054,0.9632753765986166,0.783145484621639,0.7894452254785337,0.7421826498283728,0.6429154200161014,46.75391358158201
2024-10-25,40.43111579731565,0.0,2.4018336277231054,0.9632753765986166,0.7847476058301192,0.7894452254785337,0.7421826498283728,0.6397111775991412,46.752311460373534
2024-10-28,40.43111579731565,0.0,2.4018336277231054,0.9632753765986166,0.7875513179449591,0.7894452254785337,0.7421826498283728,0.6389101169949013,46.754314111884135
2024-10-29,40.43111579731565,0.0,2.4018336277231054,0.9632753765986166,0.7891534391534392,0.7894452254785337,0.7421826498283728,0.6365069351821813,46.753513051279896
2024-10-30,40.43111579731565,0.0,2.4026346883273453,0.9632753765986166,0.7891534391534392,0.7894452254785337,0.7421826498283728,0.6345042836715812,46.752311460373534
2024-10-31,40.43111579731565,0.0,2.4046373398379455,0.9632753765986166,0.7891534391534392,0.7894452254785337,0.7421826498283728,0.6321011018588611,46.75191093007142
2024-11-01,40.43111579731565,0.0,2.4046373398379455,0.9632753765986166,0.7891534391534392,0.7894452254785337,0.7421826498283728,0.6304989806503811,46.75030880886293
2024-11-04,40.43111579731565,0.0,2.4046373398379455,0.9632753765986166,0.7879518482470791,0.7894452254785337,0.7421826498283728,0.627695268535541,46.74630350584174
2024-11-05,40.43111579731565,0.0,2.4046373398379455,0.9632753765986166,0.7851481361322391,0.7894452254785337,0.7421826498283728,0.624891556420701,46.74069608161206
2024-11-06,40.43111579731565,0.0,2.4046373398379455,0.9632753765986166,0.7851481361322391,0.7894452254785337,0.7421826498283728,0.6216873140037409,46.737491839195094
2024-11-07,40.43111579731565,0.0,2.4046373398379455,0.9632753765986166,0.7851481361322391,0.7894452254785337,0.7421826498283728,0.6196846624931409,46.73548918768449
2024-11-08,40.431516327617764,0.0,2.4046373398379455,0.9632753765986166,0.7847476058301192,0.7894452254785337,0.7421826498283728,0.6172814806804209,46.733086005871776
2024-11-11,40.431516327617764,0.0,2.4046373398379455,0.9632753765986166,0.7847476058301192,0.7894452254785337,0.7421826498283728,0.6144777685655808,46.730282293756936
2024-11-13,40.39386647921849,0.0,2.4066399913485457,0.9632753765986166,0.7943603330809993,0.7894452254785337,0.7421826498283728,0.6144777685655808,46.704247824119136
2024-11-15,40.39506807012484,0.0,2.4066399913485457,0.9632753765986166,0.7943603330809993,0.7894452254785337,0.7421826498283728,0.6144777685655808,46.7054494150255
2024-11-18,40.42190360036689,0.0,2.4066399913485457,0.9632753765986166,0.7943603330809993,0.7894452254785337,0.7421826498283728,0.6144777685655808,46.73228494526753
2024-11-20,40.42190360036689,0.0,2.400632036816745,0.9632753765986166,0.7943603330809993,0.7894452254785337,0.7421826498283728,0.6144777685655808,46.726276990735734
2024-11-21,40.42190360036689,0.0,2.400632036816745,0.9632753765986166,0.7931587421746391,0.7894452254785337,0.7421826498283728,0.6144777685655808,46.72507539982937
2024-11-25,40.42190360036689,0.0,2.400632036816745,0.9632753765986166,0.7899544997576792,0.7894452254785337,0.7421826498283728,0.6144777685655808,46.721871157412416
2024-11-28,40.401877085260885,0.0,2.401032567118865,0.9632753765986166,0.8264027572505998,0.7894452254785337,0.7421826498283728,0.6144777685655808,46.73869343010145
2024-11-29,40.401877085260885,0.0,2.401032567118865,0.9632753765986166,0.83881919661632,0.7894452254785337,0.7421826498283728,0.6144777685655808,46.75110986946717
2024-12-02,40.42190360036689,0.0,2.401032567118865,0.9632753765986166,0.83881919661632,0.7894452254785337,0.7421826498283728,0.6144777685655808,46.771136384573175
2024-12-03,40.34580284296408,0.0,2.401032567118865,1.046986209741698,0.8239995754378797,0.7894452254785337,0.7421826498283728,0.6144777685655808,46.76392683913502
2024-12-04,40.315362540002965,0.0,2.399830976212505,1.0670127248476984,0.8244001057399997,0.7894452254785337,0.7421826498283728,0.6144777685655808,46.75271199067566
2024-12-05,40.233253828068364,0.0,2.399830976212505,1.1671453003777001,0.8227979845315198,0.7894452254785337,0.7421826498283728,0.6144777685655808,46.769133733062574
2024-12-06,40.21522996447297,0.0,2.399830976212505,1.217211588142701,0.9253337418742414,0.7894452254785337,0.7421826498283728,0.6144777685655808,46.9037119145749
2024-12-09,40.1779806463758,0.0,2.399830976212505,1.2436465880826215,0.9325432873124015,0.7894452254785337,0.7421826498283728,0.6144777685655808,46.90010714185582
2024-12-10,40.17637852516732,0.0,2.399830976212505,1.283699618294622,0.9313416964060416,0.7894452254785337,0.7421826498283728,0.6144777685655808,46.93735645995298
2024-12-11,40.17637852516732,0.0,2.399830976212505,1.2877049213158223,0.9329438176145217,0.7894452254785337,0.7421826498283728,0.6144777685655808,46.94296388418266
2024-12-12,40.182386479699126,0.0,2.399830976212505,1.3077314364218224,0.9329438176145217,0.7894452254785337,0.7421826498283728,0.6144777685655808,46.96899835382046
2024-12-13,40.192399737252124,0.0,2.399830976212505,1.3477844666338232,0.9329438176145217,0.7894452254785337,0.7421826498283728,0.6144777685655808,47.01906464158546
2024-12-16,40.192399737252124,0.0,2.399830976212505,1.3730178756673836,0.9345459388230016,0.7894452254785337,0.7421826498283728,0.6144777685655808,47.0459001718275
2024-12-17,40.20041034329452,0.0,2.399830976212505,1.393044390773384,0.9345459388230016,0.7894452254785337,0.7421826498283728,0.6144777685655808,47.0739372929759
2024-12-18,40.200810873596645,0.0,2.399830976212505,1.4371027240065848,0.9241321509678815,0.7894452254785337,0.7421826498283728,0.6144777685655808,47.107982368656096
2024-12-19,40.20761988873268,0.0,2.399830976212505,1.4495191633723048,0.9385512418442018,0.7894452254785337,0.7421826498283728,0.6144777685655808,47.14162691403418
2024-12-20,40.20761988873268,0.0,2.399830976212505,1.4495191633723048,0.9413549539590418,0.7894452254785337,0.7421826498283728,0.6144777685655808,47.14443062614902
2024-12-27,40.21042360084752,0.0,2.3978283247019054,1.4495191633723048,0.9425565448654019,0.7914478769891335,0.7421826498283728,0.6144777685655808,47.148435929170226
2025-01-03,40.200810873596645,0.0,2.3978283247019054,1.4495191633723048,0.9377501812399618,0.8335035587117343,0.7421826498283728,0.6144777685655808,47.176072520016504
2025-01-06,40.20041034329452,0.0,2.3978283247019054,1.4495191633723048,0.9417554842611617,0.8335035587117343,0.7421826498283728,0.6144777685655808,47.17967729273558
2025-01-07,40.20041034329452,0.0,2.3978283247019054,1.4495191633723048,0.9437581357717618,0.8335035587117343,0.7421826498283728,0.6144777685655808,47.18167994424618
2025-01-08,40.2040151160136,0.0,2.3978283247019054,1.4495191633723048,0.947763438792962,0.8335035587117343,0.7421826498283728,0.6144777685655808,47.189290019986466
2025-01-09,40.2040151160136,0.0,2.3978283247019054,1.4495191633723048,0.9481639690950819,0.8335035587117343,0.7421826498283728,0.6144777685655808,47.18969055028858
2025-01-10,40.2040151160136,0.0,2.3974277943997855,1.4495191633723048,0.9493655600014419,0.8335035587117343,0.7421826498283728,0.6144777685655808,47.19049161089282
