date,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,SPDB INTERNATIONAL SECURITIES LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,CMB INTERNATIONAL SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,CITIC SECURITIES BROKERAGE (HK) LTD,TOTAL_CCASS_PCT
2024-11-18,4.096166666666667,0.0,3.4846666666666666,3.065,6.510433333333333,2.311,1.2161666666666666,0.5031,21.186533333333333
2024-11-25,4.096166666666667,0.0,3.4846666666666666,3.065166666666667,6.510433333333333,2.311,1.2161666666666666,0.5031,21.1867
2024-12-03,4.096166666666667,0.0,3.4846666666666666,3.065166666666667,6.510766666666666,2.3106666666666666,1.2161666666666666,0.5031,21.1867
2024-12-12,4.096166666666667,0.0,3.4846666666666666,3.065166666666667,6.510933333333334,2.3106666666666666,1.2161666666666666,0.5031,21.186866666666667
2024-12-18,4.096166666666667,0.0,3.4846666666666666,3.065166666666667,6.5111,2.3106666666666666,1.2161666666666666,0.5031,21.187033333333332
2024-12-19,4.096166666666667,0.0,3.4846666666666666,3.065166666666667,6.512266666666666,2.3106666666666666,1.2161666666666666,0.5031,21.1882
2025-01-22,4.096166666666667,0.0,3.4846666666666666,3.065166666666667,6.512266666666666,2.2488333333333332,1.278,0.5031,21.1882
2025-02-04,4.096166666666667,0.0,3.4846666666666666,3.065166666666667,6.5126,2.2488333333333332,1.278,0.5031,21.188533333333336
2025-02-11,4.096166666666667,0.0,3.4846666666666666,3.065166666666667,6.5126,2.2488333333333332,1.278,0.5144333333333333,21.199866666666665
2025-02-13,4.096166666666667,0.0,3.4846666666666666,3.065166666666667,6.514266666666667,2.2488333333333332,1.278,0.5144333333333333,21.201533333333334
2025-02-20,4.096,0.0,3.4846666666666666,3.065166666666667,6.179433333333333,2.2488333333333332,1.278,0.5144333333333333,20.866533333333333
2025-02-21,4.096,0.0,3.4846666666666666,3.065166666666667,6.179433333333333,2.1784999999999997,1.3483333333333334,0.5144333333333333,20.866533333333333
2025-02-26,4.096,0.0,3.4846666666666666,3.065166666666667,6.180933333333334,2.1784999999999997,1.3483333333333334,0.5144333333333333,20.868033333333333
2025-03-13,4.096,0.0,3.486,3.065166666666667,6.180933333333334,2.1784999999999997,1.3483333333333334,0.5144333333333333,20.869366666666668
2025-04-03,4.096,0.0,3.486,3.065166666666667,6.293933333333333,2.0655,1.3483333333333334,0.5144333333333333,20.869366666666668
2025-04-09,4.096,0.0,3.486,3.065166666666667,6.2937666666666665,2.0655,1.3483333333333334,0.5144333333333333,20.8692
2025-04-16,4.096,3.7055,3.486,3.065166666666667,2.588433333333333,2.0655,1.3483333333333334,0.5144333333333333,20.869366666666668
2025-04-17,4.0945,3.7055,3.486,3.065166666666667,2.5901,2.0655,1.3483333333333334,0.5144333333333333,20.869533333333333
2025-04-24,4.0945,3.7055,3.486,3.065166666666667,2.9344333333333332,1.7496666666666667,1.3483333333333334,0.5144333333333333,20.89803333333333
2025-04-28,4.0945,3.7055,3.486,3.065166666666667,2.934766666666667,1.7496666666666667,1.3483333333333334,0.5144333333333333,20.898366666666668
2025-04-30,4.0945,3.7055,3.486,3.065166666666667,2.934766666666667,1.7496666666666667,1.3483333333333334,1.0477666666666667,21.4317
2025-05-02,4.0945,3.7055,3.486,3.065166666666667,2.9349333333333334,1.7495,1.3483333333333334,1.0477666666666667,21.4317
