date,ABN AMRO CLEARING HONG KONG LTD,CMB WING LUNG BANK LTD,THE HONGKONG AND SHANGHAI BANKING,BNP PARIBAS,MERRILL LYNCH FAR EAST LTD,PHILLIP SECURITIES (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD
2024-08-20,71.90522243713733,17.311411992263057,7.833655705996131,2.6595744680851063,0.0,0.2901353965183753,0.0
2024-08-21,71.74124513618678,17.412451361867703,7.879377431906614,2.6750972762645913,0.0,0.2918287937743191,0.0
2024-08-27,71.51960784313725,17.549019607843135,7.941176470588235,2.696078431372549,0.0,0.29411764705882354,0.0
2024-08-28,71.21062992125984,17.61811023622047,8.169291338582676,2.706692913385827,0.0,0.2952755905511811,0.0
2024-08-29,71.18226600985221,17.635467980295566,8.177339901477833,2.70935960591133,0.0,0.2955665024630542,0.0
2024-08-30,70.86653386454184,17.828685258964143,8.266932270916334,2.739043824701195,0.0,0.29880478087649404,0.0
2024-09-02,68.75,19.12393162393162,8.867521367521368,2.938034188034188,0.0,0.3205128205128205,0.0
2024-09-10,72.16880341880342,19.12393162393162,5.235042735042735,2.938034188034188,0.2136752136752137,0.3205128205128205,0.0
2024-09-23,69.37682570593962,17.429406037000973,4.771178188899708,7.935735150925025,0.19474196689386564,0.2921129503407984,0.0
2024-10-07,69.24198250728864,17.395529640427597,4.761904761904762,8.114674441205054,0.1943634596695821,0.2915451895043732,0.0
2024-10-22,75.52660753880266,9.922394678492239,2.7161862527716183,11.557649667405764,0.11086474501108648,0.1662971175166297,0.0
2024-10-23,45.08706467661692,22.263681592039802,6.0945273631840795,25.932835820895523,0.24875621890547264,0.3731343283582089,0.0
2024-11-08,74.49451184286539,10.340843443096476,2.8307336799537843,12.045060658578857,0.11554015020219525,0.17331022530329288,0.0
2024-11-12,54.99490316004078,18.246687054026502,4.994903160040775,21.253822629969417,0.20387359836901123,0.3058103975535168,0.0
2024-12-06,54.89296636085626,18.246687054026502,5.09683995922528,21.253822629969417,0.20387359836901123,0.3058103975535168,0.0
2024-12-27,58.46905537459284,19.435396308360477,5.428881650380022,16.123778501628664,0.21715526601520088,0.32573289902280134,0.0
2025-01-02,58.360477741585235,19.435396308360477,5.537459283387622,16.123778501628664,0.21715526601520088,0.32573289902280134,0.0
2025-01-03,58.360477741585235,19.435396308360477,6.080347448425624,15.580890336590663,0.21715526601520088,0.32573289902280134,0.0
2025-01-06,67.313713212273,22.417031934877897,7.013149655604257,2.6299311208515967,0.25046963055729493,0.37570444583594237,0.0
2025-01-27,67.27272727272727,22.44514106583072,7.021943573667712,2.633228840125392,0.25078369905956116,0.3761755485893417,0.0
2025-02-04,68.26747720364742,21.762917933130698,6.808510638297872,2.553191489361702,0.24316109422492402,0.364741641337386,0.0
2025-02-05,68.26747720364742,21.762917933130698,6.808510638297872,2.553191489361702,0.24316109422492402,0.364741641337386,0.0
2025-02-06,8.098591549295776,63.02816901408451,19.718309859154928,7.394366197183098,0.7042253521126761,1.056338028169014,0.0
2025-02-07,5.582524271844661,43.44660194174757,13.592233009708737,36.16504854368932,0.48543689320388345,0.7281553398058253,0.0
2025-02-10,72.26821192052981,14.817880794701988,4.635761589403973,7.864238410596027,0.16556291390728478,0.24834437086092717,0.0
2025-02-24,75.35606387570134,15.451014242555027,4.833836858006042,3.927492447129909,0.17263703064307295,0.2589555459646094,0.0
2025-02-26,74.51319774989183,15.49112938122025,5.884898312418866,3.851146689744699,0.17308524448290782,0.08654262224145391,0.0
2025-03-03,74.57773928107406,15.504547423126894,5.8899956691208315,3.854482459939368,0.08661758336942399,0.08661758336942399,0.0
2025-03-04,74.57773928107406,15.504547423126894,5.63014291901256,4.11433521004764,0.08661758336942399,0.08661758336942399,0.0
2025-03-07,74.08048463868455,15.49112938122025,6.057983556901774,4.110774556469061,0.08654262224145391,0.08654262224145391,0.08654262224145391
2025-03-12,73.53588727432849,15.76398062527521,6.252752091589608,4.183179216204316,0.08806693086745927,0.08806693086745927,0.08806693086745927
2025-03-14,73.53588727432849,15.76398062527521,6.428885953324527,4.007045354469397,0.08806693086745927,0.08806693086745927,0.08806693086745927
2025-04-02,73.512560599383,15.777875716174528,6.434552666372852,4.010577346848832,0.08814455707360071,0.08814455707360071,0.08814455707360071
2025-04-03,73.512560599383,15.777875716174528,6.698986337593654,3.7461436756280304,0.08814455707360071,0.08814455707360071,0.08814455707360071
2025-04-08,63.746701846965706,18.89182058047493,8.021108179419526,9.023746701846965,0.10554089709762532,0.10554089709762532,0.10554089709762532
2025-04-09,56.14775725593667,18.89182058047493,9.076517150395778,15.461741424802112,0.21108179419525064,0.10554089709762532,0.10554089709762532
2025-04-10,81.66196460630931,9.181841497819953,4.411387535265453,4.539625545011542,0.10259040779687098,0.05129520389843549,0.05129520389843549
2025-04-11,86.74521354933727,8.787432498772704,4.221894943544428,0.049091801669121256,0.09818360333824251,0.049091801669121256,0.049091801669121256
2025-04-16,87.51156336725255,8.279370952821461,3.9777983348751156,0.04625346901017577,0.09250693802035154,0.04625346901017577,0.04625346901017577
2025-04-23,87.69371011850501,8.158614402917047,3.919781221513218,0.04557885141294439,0.09115770282588878,0.04557885141294439,0.04557885141294439
2025-04-24,89.49007395873882,6.9676917088361225,3.3476060724017125,0.038925652004671074,0.07785130400934215,0.038925652004671074,0.038925652004671074
2025-04-30,87.73364485981308,6.970404984423675,3.348909657320872,1.791277258566978,0.0778816199376947,0.03894080996884735,0.03894080996884735
