date,NANYANG COMMERCIAL BANK LTD,CITIBANK N.A.,OCBC BANK (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,THE HONGKONG AND SHANGHAI BANKING,HANG SENG BANK LTD,CMB WING LUNG BANK LTD,UOB KAY HIAN (HONG KONG) LTD
2024-08-15,18.173684312447786,26.55098627261069,21.279479856174767,13.09022327936112,8.184807639280239,5.957348821109904,5.298454464890161,1.4650153541253375
2024-08-19,18.174017232714903,26.55147265507944,21.279869670919872,13.090463076672215,8.183125694230418,5.957457952650144,5.298551526269979,1.465042191463031
2024-08-26,18.174065574424382,26.55154328027809,21.2799262739958,13.090497896456688,8.182881467287835,5.9574737991026865,5.298565620074078,1.465046088380432
2024-08-27,26.618191897750247,23.811524640566173,19.08391853060586,11.739608124785935,7.33843911189466,5.342685081067546,4.751773728940447,1.313858884389125
2024-08-28,27.14110478294986,23.64184562375249,18.947928056156822,11.655952617863964,7.286145982737696,5.304613535234808,4.717912970059259,1.3044964312451013
2024-09-23,27.140750956409292,23.641537415500963,18.947681040425934,11.655800664381422,7.287354652115454,5.3045443813418025,4.7178514647212015,1.3044794251039311
2024-10-04,27.142427941196,23.642998189325677,18.94885178816608,11.65652085817497,7.287804926424611,5.298693296429017,4.7181429734250315,1.304560026858613
2024-10-07,27.146062119265597,23.646163818638765,18.95138890465993,11.658081583418943,7.288780711674791,5.299402753778121,4.705385410395426,1.3047346981684294
2024-10-08,27.144664243306156,23.650095629873118,18.950413010225166,11.657481255021143,7.288405378733841,5.299129863084939,4.705143108395372,1.3046675113602653
2024-10-09,27.145502951605344,23.64773659172611,18.950998534824855,11.657841444640312,7.2886305738596375,5.2992935941281685,4.7052884866007725,1.304707822614796
2024-10-21,27.145502951605344,23.64773659172611,18.950998534824855,11.657841444640312,7.2628824718977105,5.3250416960900955,4.7052884866007725,1.304707822614796
2024-10-24,27.146062119265597,23.64822370922634,18.95138890465993,11.658081583418943,7.263032079330135,5.325151386122777,4.703325519807853,1.3047346981684294
2024-10-25,27.13410989651152,23.63781156044877,18.943044739650194,11.652948611006297,7.259834216711949,5.322806758924679,4.7452839842107455,1.3041602325358461
2024-11-18,27.13383055594657,23.637568213618508,18.942849724562556,11.65282864608905,7.260788959299856,5.322751961628846,4.7452351324034066,1.304146806451205
2024-12-27,27.089210023276987,23.59869714885931,18.9116989423961,11.63366602103234,7.248848873277082,5.478445026434123,4.7374317771486565,1.3020021875753995
2025-01-21,27.08976687417265,23.597126629309802,18.91208769483611,11.633905164858907,7.248997881977746,5.478557642380368,4.737529160687193,1.302028951777223
2025-01-24,27.090602193442702,23.594770728917204,18.91267085346431,11.634263899033895,7.249221406515536,5.478726574981082,4.737675243502109,1.3020691001431592
2025-03-07,27.146406578010357,23.643373991780837,18.951629380483084,11.658229513830761,7.058162526368801,5.490012295488442,4.747434459977149,1.304751254060566
2025-03-14,27.143051832422984,23.64045215001362,18.949287343246773,11.656788792978604,7.069648253522086,5.489333841252888,4.746847773309792,1.3045900132532566
2025-03-20,27.157315230544732,23.65287496756839,18.95924500133065,11.662914317123859,7.020814297313407,5.492218430446631,4.749342193614189,1.3052755620581433
2025-03-25,27.119604087611915,23.758891976987993,18.932917848146545,11.646718981720026,7.011065066609888,5.484591835825971,4.7427471704765995,1.3034630326210608
