date,UOB KAY HIAN (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,BANK OF COMMUNICATIONS TRUSTEE LTD,THE HONGKONG AND SHANGHAI BANKING,DBS BANK LTD,HANG SENG SECURITIES LTD,DEUTSCHE BANK AG,INTERACTIVE BROKERS HONG KONG LTD,BOCI SECURITIES LTD
2024-11-14,0.0,22.821825265344344,0.0,37.3891957989884,12.326720576756603,8.973896060374669,8.152592974045373,10.335769324490604,0.0
2024-11-18,0.0,22.73532772457834,0.0,37.626498491731105,12.28000078098206,8.939883884254343,8.121693638215648,10.296595480238507,0.0
2024-11-20,0.0,22.743186073844708,0.0,37.553345481566055,12.374889354805397,8.93021342324801,8.112908230860182,10.285457435675644,0.0
2024-12-05,0.0,22.751542202499195,0.0,37.54928369632922,12.373550881701489,8.929247527704504,8.11203073538122,10.284344956384368,0.0
2024-12-06,0.0,22.77071139498418,0.0,37.54522278964607,12.372212698105866,8.917466969842115,8.111153429702272,10.2832327177195,0.0
2024-12-09,0.0,22.758404934035163,0.0,37.52493142456449,12.365526119466267,8.966692644720244,8.106769746153583,10.277675131060255,0.0
2024-12-27,0.0,22.763325921819288,0.0,37.53304533806923,12.368199883429716,8.968631488197921,8.1085226508499,10.258274717633943,0.0
2025-01-10,0.0,22.788368812235092,0.0,37.520875783222515,12.364189670949465,8.965723537302582,8.105893577982604,10.254948618307749,0.0
2025-01-16,0.0,22.75594523792316,0.0,37.520875783222515,12.364189670949465,8.998147111614513,8.105893577982604,10.254948618307749,0.0
2025-01-20,0.0,22.748569338638745,0.0,37.508714117427196,12.360182058134756,9.027643601194793,8.103266209441491,10.251624675163017,0.0
2025-02-04,0.0,22.7264703019758,0.0,37.47227637771171,12.348174792429502,9.116018452792913,8.095394313218643,10.241665761871428,0.0
2025-02-06,0.0,21.508886766115737,0.0,35.46467791818616,11.686614324595775,8.627622593988907,7.661678971544432,9.69296271006702,5.35755671550197
2025-02-12,21.943920485361527,21.43411134321982,0.0,13.745113814113227,11.64598593048847,8.59762875306785,7.635043223659399,9.659265225225479,5.338931224864229
2025-02-14,21.94168680899904,21.431929560439013,0.0,13.743714696036454,11.644800483088211,8.606932619998371,7.634266050975663,9.658282006550994,5.338387773912249
2025-02-19,21.939453587323058,21.42974822178127,0.0,13.742315862763748,11.643615276997282,8.616234593036461,7.633489036492973,9.657298988020216,5.337844433584986
2025-02-24,21.928294294384045,21.418848185594673,0.0,13.735325965419104,11.637692863604988,8.662716070069939,7.629606335405368,9.652386895384089,5.335129390137794
2025-03-04,21.917146347808764,21.407959232168945,0.0,13.728343175148188,11.631776471907516,8.709150286425887,7.6257275821072,9.647479797185337,5.332417107248162
2025-03-10,21.914918118534683,21.415949373000682,0.0,13.72694746898909,11.630593915363294,8.708264861685246,7.624952304652509,9.646498976207821,5.331874981566678
2025-03-11,21.914918118534683,21.46678238836503,0.0,13.72694746898909,11.630593915363294,8.708264861685246,7.624952304652509,9.595665960843471,5.331874981566678
2025-03-19,20.336368248275452,19.920512109336375,0.0,12.738183968754901,10.792832513890984,8.081001264657697,7.075720616624334,16.10756570860875,4.9478155698515085
2025-03-21,20.336368248275452,19.929946403491876,0.0,12.7287496745994,10.792832513890984,8.081001264657697,7.075720616624334,16.10756570860875,4.9478155698515085
2025-03-28,20.32486320398725,19.91867128724524,0.0,12.77812228566852,10.786726604785114,8.07642953993734,7.071717616773459,16.098453056113957,4.94501640548912
2025-04-02,17.2589556336714,16.914035808162758,14.956411308709129,10.850604178566709,9.15960092995891,6.8581391032883605,6.0049831271583765,13.766158799088565,4.2311111113957915
2025-04-09,18.567169999801287,17.937699308188805,16.090094745592648,11.836728158133521,9.853891000512842,7.377980297058809,6.460155813273278,7.324454891406461,4.551825786032353
2025-04-10,18.56237336683273,17.933065292348875,16.085938038947276,11.83367026398359,9.851345351475207,7.376074273494927,6.458486900005599,7.322562695567828,4.576483817343966
2025-04-14,18.557579211543388,17.92843367018902,16.08178347943005,11.830613949375149,9.848801017381145,7.374169234478954,6.456818848807569,7.320671477134455,4.601129111660274
2025-04-17,18.712230711009735,18.077842120427665,16.215802679932235,11.929205590344152,9.93087701597563,7.435622634000019,6.510627414319687,6.5483187385466675,4.639473095444209
2025-04-22,18.728488605855876,18.093548834436174,16.22989158354227,11.939570136029863,9.939505338100831,7.44208298459991,6.516284094034637,6.467124377991359,4.643504045409082
2025-04-24,18.72360827182529,18.088833955196897,16.225662342524757,11.936458881743855,9.936915267584755,7.440143700997663,6.514586058294201,6.456753037714563,4.677038484118016
2025-04-30,3.752892206229691,3.6256603419968663,3.2522129742377657,2.3925005723755555,1.9917192947152056,1.491275447730837,1.3057600271297238,1.294168186014214,0.9426716889191854
