date,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA INTERNATIONAL CAPITAL CORPORATION,CMB INTERNATIONAL SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,TRADEGO MARKETS LIMITED,CHINA SECURITIES DEPOSITORY AND CLEARING,VICTORY SECURITIES CO LTD,AAA SECURITIES CO. LTD
2025-02-12,85.94854009603608,5.254872923747296,4.158232899137654,0.46357759856935726,1.7543279285446456,0.0,1.9272952768732505,0.0,0.37126504707302843,0.12188823001868736
2025-02-13,85.9323877283608,5.253885371899918,4.15754797933038,0.47060223847709626,1.7535798976574561,0.0,1.9389361858138605,0.0,0.3711952749798829,0.12186532348060829
2025-02-14,85.93789102101677,5.254221841879944,4.1577176916188145,0.46120305904576375,1.7537887465552497,0.0,1.9420854647748393,0.0,0.3712190471138213,0.12187312799480203
2025-02-17,85.93786336451763,5.254220150968285,4.1577163535837025,0.4597225403856103,1.7565558308536435,0.0,1.9408297432692376,0.0,0.37121892764824993,0.12187308877363871
2025-02-18,85.92605566576684,5.253498231126623,4.15653371801711,0.45444661391854035,1.7715666373458487,0.0,1.9448748673070653,0.0,0.37116792287460704,0.12185634364335819
2025-02-19,85.9299819876703,5.2537382854968,4.156240962323856,0.4517643426305423,1.7800463093284975,0.0,1.936211046012902,0.0,0.3711205250734053,0.12089654146369407
2025-02-20,85.94676967729714,5.2547646807744135,4.147397356244356,0.45021115131834294,1.7947808953407591,0.0,1.9150573497896586,0.0,0.3711930289427763,0.11982586029254799
2025-02-21,85.96741065158692,5.256026664943009,4.141697245588475,0.4533132254831319,1.8180045926442838,0.0,1.8725717725658741,0.0,0.3712499816258301,0.11972586556247505
2025-02-24,86.03596216233572,5.260217887706227,4.142615704221892,0.45454460807239855,1.8310208051660029,0.0,1.8462602491462865,0.0,0.3095572468553246,0.11982133649614407
2025-02-25,86.05262490838531,5.2613010938387665,4.133718306185876,0.4503789488301442,1.879422804192276,0.0,1.7945745437855982,0.0,0.3096171993875277,0.11836219539450345
2025-02-26,86.0461642092131,5.260906083417435,4.13308572777093,0.4538896120588624,1.8822783941913266,0.0,1.795728710603243,0.0,0.3095939538027949,0.11835330894230493
2025-02-27,86.05778307280993,5.261616466625574,4.133611593871401,0.45295186809459975,1.8728322717340726,0.0,1.7925551407692524,0.0,0.3096357584544339,0.11901382764073942
2025-02-28,54.35795649743847,3.323473006004083,2.6109745240225872,0.2902166192634247,1.1758199478514704,0.0,1.1351284312101066,0.0,0.19557983586304256,0.07517447271463532
2025-03-03,86.06019597489428,5.261763992681743,4.133727492743933,0.46118265007028325,1.8389811656320014,0.0,1.8154871193359425,0.0,0.3096444400720667,0.11901716456974838
2025-03-04,86.03790258275352,5.260400963389139,4.132688894155834,0.4703101581613519,1.8352828458520476,0.0,1.8342196048507995,0.0,0.30956422848471743,0.11963072235259739
2025-03-05,86.03565724708481,5.260263682428537,4.132581043156412,0.46739821194207704,1.8293711681915155,0.0,1.8455448970825357,0.0,0.30955614977076573,0.11962760034334444
2025-03-06,86.04394616712362,5.2607704712000976,4.132979187773618,0.46206222060695623,1.8165298532742284,0.0,1.8544870011236152,0.0,0.3095859732910953,0.11963912560676901
2025-03-07,86.04097971457583,5.260589100788084,4.13280447853642,0.4610152320907096,1.8056411128216443,0.0,1.8697600602612423,0.0,0.3095752999998279,0.11963500092624492
2025-03-10,85.9972829047819,5.25791745569404,4.130705590636571,0.4626811492619609,1.858247501215532,0.0,1.8648171606770407,0.0,0.3094180789518358,0.11893015878113339
2025-03-11,85.99719982061755,5.2579123758861295,4.1307015998567405,0.46055522624632583,1.8603389777409785,0.0,1.86494417575744,0.0,0.3094177800151526,0.11893004387967929
2025-03-12,86.01428253151239,5.258956821486858,4.131522133331904,0.34527808114416925,1.8790685504512752,0.028925099993233203,1.8788752869769332,0.03369226569367698,0.30947924358016105,0.11991998582940669
2025-03-13,85.97415570286839,5.256503446849399,4.128725442343387,0.31250290967304684,1.9268072236053362,0.044944991129932145,1.8808963659038436,0.04626500877773101,0.30933486731832954,0.11986404153061417
2025-03-14,85.96881382291193,5.256176841601878,4.128468909952858,0.2569496156231547,1.9418506671959115,0.08041949279908794,1.8903087905060239,0.04783961821434936,0.3093156472432494,0.11985659395156302
2025-03-17,85.95766167464815,5.255494993605709,4.127933351820336,0.24059626981531293,1.9264697575600516,0.09743724027760788,1.89553576750165,0.06975437716603114,0.30927552183259216,0.11984104577255833
2025-03-18,85.95666559374283,5.255434092714396,4.127885517159526,0.23087240296068268,1.9118980043294722,0.10451769176472821,1.9065868188840829,0.07702828345949941,0.3092719379351736,0.11983965704960983
2025-03-19,85.97379586626806,5.25648144625731,4.1287081619581985,0.19382929232334264,1.9137922104140017,0.12282551827346228,1.9158205217249398,0.06554987030269178,0.3093335726268481,0.11986353985114025
2025-03-20,85.98655806647967,5.257261733645459,4.12932103940123,0.16577949328405003,1.9185521266510506,0.1412300632320417,1.9028384306051689,0.06919822295614628,0.3093794910017001,0.11988133274347725
2025-03-21,85.95766167464815,5.255494993605709,4.127965541196047,0.15510128792653644,1.9245705843930945,0.1966448962193282,1.8803745715417053,0.07306988286427812,0.30927552183259216,0.11984104577255833
2025-03-24,85.73048774739569,5.2416054645737065,4.113781273853698,0.13658776030225664,1.866480011388552,0.5686635323149305,1.796460524910888,0.1814214204884363,0.2462721140624305,0.11824015070941618
2025-03-25,85.75251194492178,5.2429520351711565,4.114838105953167,0.13431074605619817,1.8411410195782585,0.5969081046485623,1.8000048412882428,0.15272729426019807,0.24633538146971815,0.11827052665271437
2025-03-26,85.74791345918283,5.242670881422805,4.1146174474101205,0.14342301915791802,1.8231565563033947,0.5871786249460851,1.8139407482885457,0.16187069060227577,0.24632217171395707,0.11890640097207444
2025-03-27,83.64690204705883,5.114213979003568,4.01380032119925,2.6255550369964524,1.7667700410229703,0.5517103830033433,1.7446865901618245,0.1792675025224626,0.2404746840581767,0.11661941497311346
2025-03-28,83.64268380344572,5.113956073451479,4.013597908591553,2.6157126685623107,1.7323202011313148,0.6024562750616517,1.7195719582307172,0.20262502045200298,0.2404625571201154,0.11661353395313138
2025-03-31,54.35795649743847,3.323473006004083,2.608409676050195,1.7016781069505251,1.0939280161615224,0.4222635423754116,1.104533458968001,0.13888855329866145,0.1859311220621389,0.0757851508033001
2025-04-01,83.62073484486692,5.112614103001394,4.012356801368147,2.6200991782252867,1.6658865035743142,0.65418588594092,1.681574940166933,0.22994049880159761,0.2860243110518579,0.11658293300263486
2025-04-02,83.62984828812235,5.113171303540245,4.0130759487894165,2.6194452011834417,1.6360970627407052,0.6734862243834245,1.6607440591875668,0.251480789667468,0.28605548353955823,0.11659563884582606
2025-04-03,83.63891132485404,5.11372542219869,4.013510849192508,2.61675357277041,1.6112488478707843,0.6928529783206582,1.643791420289534,0.2665108264784811,0.28608648361199274,0.11660827441290224
2025-04-07,83.60748723198016,5.111804137236305,4.012002927392982,2.617648985633685,1.6061349464444055,0.7772216594969867,1.5949262228664198,0.2702304279374192,0.2859789976573267,0.11656446335430559
2025-04-08,83.58859177765375,5.110648859583567,4.014226427725312,2.6168069742220434,1.5623557946415405,0.8321065893764239,1.5873349564488,0.28547613494011154,0.28591436584901087,0.1165381195594337
2025-04-09,83.64449157004063,5.114066601217172,4.020074575136673,2.6279852269040824,1.561709168995062,0.778505348914984,1.5617404921361626,0.2887053915244792,0.2861055708131272,0.11661605431763439
2025-04-10,83.67536665926917,5.115954319818475,4.021558476334265,2.6236597113402023,1.5675498615971228,0.7569524248711009,1.543516144253242,0.2925721236503485,0.28621117890353254,0.11665909996254126
2025-04-11,83.65616009415596,5.114780020694577,4.020666708699832,2.619915335898551,1.5571025929674112,0.8028927723153424,1.5102992919475071,0.3154053779574259,0.28614548294230513,0.11663232242108627
2025-04-14,83.66800751317538,5.115504377897073,4.021236117135287,2.6200357137828365,1.597302675265164,0.8308605794955203,1.4165800030225302,0.3276381733081173,0.28618600698062,0.1166488399374697
2025-04-15,83.67086502571435,5.115679087661743,4.052706471785241,2.6246684833591942,1.6117704159377224,0.8345235858881278,1.3452517697875228,0.34231321528226316,0.28619578108816396,0.11602616349567235
2025-04-16,83.67091745896063,5.115682293456991,4.052709011457282,2.6479192416287067,1.6386238387247973,0.8615958528644947,1.2359003134914222,0.3744297927751368,0.28619596043582424,0.11602623620471395
2025-04-17,83.69354853844595,5.117065969124963,4.053805177037326,2.695679052938741,1.6519484105926363,0.9296832682592656,1.0626339618491183,0.39330463315866643,0.286273369931569,0.11605761866176922
2025-04-22,83.71372490454631,5.11829956237266,4.02343337784253,2.7046050657948904,1.633819354020236,0.9903483932853632,0.9658334224535076,0.44750793941782663,0.2863423830922892,0.11608559717437561
2025-04-23,83.73091790917196,5.119350751387981,4.02425970481287,2.7083274398046875,1.5772133066220377,0.9701079997133103,1.0051634554061084,0.4621488027335881,0.28640119167980144,0.11610943866764886
2025-04-24,83.73601154409378,5.119662178808287,4.024535871554566,2.7082726946285196,1.548366361229363,1.0187082906812408,1.006259397542433,0.4356485450313812,0.2864186144329256,0.11611650199749547
2025-04-25,83.7649047023347,5.121428721144667,4.025924539937963,2.7167982981252834,1.5177833384454145,1.005163669184162,0.9907029136138867,0.45461980581344585,0.28651744333816426,0.11615656806231904
2025-04-28,83.75568299232948,5.120864901121872,4.0254813243843595,2.717471512954247,1.4700358738435029,1.0507201300167988,0.9920679914158612,0.46504559306743515,0.28648590052458034,0.1161437803418569
2025-04-29,83.72419735986887,5.118971206587248,4.023968056019414,2.7146941873006383,1.4444322160818925,1.0729933520940007,0.9915696389365298,0.47785090960069726,0.3152229542107087,0.1161001193000054
2025-04-30,54.35795649743847,3.323473006004083,2.6125622870531156,1.7523989934013933,0.9098696402379555,0.7150429740175995,0.6457310109541461,0.33233101585137725,0.19366637785189286,0.07537803207752358
2025-05-02,83.78921665955646,5.122915166529227,4.027093025779865,2.719594972288696,1.4275433545851832,1.1462455223833157,0.9192618616863485,0.5268568767988353,0.20508227900406095,0.11619028138801069
