date,KINGSWAY FINANCIAL SERVICES GROUP LTD,CHINA INTERNATIONAL CAPITAL CORPORATION,CITIBANK N.A.,EVERBRIGHT SECURITIES INVESTMENT,MIB SECURITIES (HONG KONG) LTD,UOB KAY HIAN (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING
2024-12-03,27.34842935183516,25.204722491763544,20.362301887130158,6.258685516234484,6.101435323507114,6.077783871755436,5.108074349936652,3.538567207837452
2024-12-05,27.345982105762385,25.202467073094343,20.36047978748835,6.258125464198103,6.100889342842496,6.086188404666973,5.107617259157086,3.5382505627902634
2024-12-17,27.335586194294244,25.19288604523229,20.352739500652024,6.255746360824499,6.098570014714517,6.121890895336526,5.105675535629514,3.5369054533163893
2024-12-18,36.97216028321589,21.85186806719173,17.653609736322256,5.426124815279826,5.289792805826365,5.310020929180232,4.428573526595964,3.0678498363877336
2024-12-27,36.97226273246127,21.851928618357157,17.653658654183204,5.42613985098205,5.289807463754843,5.314746315076893,4.428585798100047,3.0628705670845404
2025-01-03,36.9989726777712,21.84266819043103,17.64617737248699,5.423840357061643,5.2875657448834,5.312494027598932,4.426709048440363,3.0615725813264447
2025-01-06,37.01554589515652,21.83692220018957,17.64125841419741,5.422413547228192,5.286174783810958,5.311096508826306,4.425821454670013,3.0607671959210334
2025-01-08,37.02426513930562,21.833899208900142,17.638816249040993,5.421662896162503,5.2854429929395454,5.310361267919355,4.425208766692129,3.060343479039716
2025-01-09,37.041696387324315,21.827855736550557,17.633933946651453,5.420162217356199,5.283980018860681,5.308891396634252,4.423983899499752,3.0594963971227913
2025-01-10,37.076529950285035,21.81577882304643,17.624177445711485,5.417163350629785,5.2810564990053415,5.30595409381469,4.421536198198133,3.057803639309097
2025-01-13,37.111324989140975,21.803715265979083,17.614431734952955,5.414167800493639,5.27813621241056,5.303020039498929,4.419091203926557,3.0561127535973025
2025-02-27,37.111222381447554,21.803654981714583,17.614383033479438,5.414152831066653,5.278121619092147,5.303005377380166,4.419355471952271,3.056104303867185
2025-04-07,37.111222381447554,21.803654981714583,17.614383033479438,5.414152831066653,5.333418859732189,5.303005377380166,4.364058231312228,3.056104303867185
2025-04-08,37.111735425588655,21.803956406370663,17.61462654354013,5.4142276790293655,5.333492591588012,5.303078688784763,4.362736112113388,3.0561465529850276
