date,UPBEST SECURITIES CO LTD,UOB KAY HIAN (HONG KONG) LTD,CGS INTERNATIONAL SECURITIES HK LTD,PHILLIP SECURITIES (HONG KONG) LTD,MIB SECURITIES (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,DEUTSCHE BANK AG,OCBC BANK (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING
2024-12-13,49.24950828943814,24.189679987169097,14.671967855213397,7.418709481361427,2.345860345759049,0.0,1.0218294165316044,0.48622366288492713,0.6162209616423555
2024-12-19,49.252418599154126,24.186888491182454,14.672834868348852,7.419147876444616,2.3459989700904127,0.0,1.0218897996741434,0.48625239538397896,0.6145689997214179
2025-03-07,49.213365977511785,24.16771052121028,14.661200664692833,7.413265177012425,2.344138809457533,0.0,1.0210795353898323,0.5651576114921004,0.6140817032332077
2025-03-13,49.21250917342196,24.16811824646349,14.661448008840228,7.413390243696699,2.3441783566289045,0.0,1.0210967616766062,0.5651671460746189,0.6140920631974964
2025-03-25,49.203378144740284,24.179658179487397,14.658727682148248,7.414544871848934,2.343743411120763,0.0,1.020907304484233,0.5650622833576506,0.6139781228124921
2025-03-28,49.20960347852492,24.21223936367624,14.66058234083471,7.415482978508046,2.3440399473666456,0.0,1.021036472215662,0.5651337764431998,0.5718816424305814
2025-03-31,49.20545308098443,24.210197274092067,14.659345849569016,7.423291668775196,2.343842248199315,0.0,1.0209503567633216,0.5650861123762293,0.571833409240423
2025-04-01,49.204208098238155,24.22139218514114,14.658974942860276,7.423947237473538,2.3437829449518848,0.0,1.0209245249601497,0.565071814723916,0.5616982516509373
2025-04-02,49.20586808923375,24.22220933665078,14.659469489309663,7.424197697465525,2.343862016615359,0.0,1.020958967654873,0.5650908784211193,0.5583435246489268
2025-04-14,49.25031445744483,24.244088622127673,14.672711003055936,7.430903780242787,2.3459791656114404,0.0,0.9332421617788583,0.5656013101690051,0.5571594995694676
2025-04-15,48.8779265334847,24.08172092107523,14.561768759346686,7.374717766765388,2.328240917221359,0.8863903887802078,0.7749632416084048,0.561324726354196,0.5529467453638348
2025-04-16,48.8779265334847,24.123610826027036,14.561768759346686,7.374717766765388,2.328240917221359,0.8863903887802078,0.7330733366565991,0.561324726354196,0.5529467453638348
2025-04-22,48.88202185998383,24.125632066895406,14.562988843783645,7.375335670985877,2.3284359931462375,0.8780859736657995,0.7331347585473039,0.5613717579733642,0.5529930750185378
2025-04-24,48.90045932501017,24.15568645200766,14.568481754822704,7.378117521824225,2.3293142394944075,0.8784171727204529,0.6747383817175234,0.5615834978270071,0.5532016545758578
2025-04-25,48.879034929206625,24.182584870299483,14.57458985120183,7.381210929474951,2.3302908461244973,0.878785464821329,0.6582505628671215,0.5618189517464603,0.5534335942577071
2025-04-28,48.789669298345025,24.24255302181313,14.590494898237575,7.389265942220599,2.33283386008873,0.8797444711669625,0.6589689025439558,0.5624320569483444,0.5540375486356826
2025-04-29,48.618198795559934,24.239933273181276,14.588413034811257,7.566149778626436,2.3325009967056256,0.8796189437018697,0.6588748767232515,0.562351805610928,0.5539584950794217
2025-04-30,48.61738267397991,24.241205007365007,14.588168148760538,7.56602277066923,2.3324618425525308,0.8796041781198461,0.6588638166260297,0.562342365782726,0.5539491961441778
2025-05-02,48.60143565166668,24.32010080196736,14.588168148760538,7.503073998380118,2.3324618425525308,0.8796041781198461,0.6588638166260297,0.562342365782726,0.5539491961441778
