date,HANG SENG BANK LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,CHINA CITIC BANK INTERNATIONAL LTD,KGI ASIA LTD,HANG SENG SECURITIES LTD,SINOPAC SECURITIES (ASIA) LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,THE BANK OF EAST ASIA LTD
2024-06-19,53.80912339361672,0.0,22.46360277745064,0.0,10.077814952574103,0.0,7.050966466174711,6.59849241018383,0.0
2024-06-27,53.807998668701984,0.0,22.463133240462763,0.0,10.077604304846574,0.0,7.050819086006493,6.600444699982187,0.0
2024-07-10,47.79398105094095,11.167526739677072,19.963611143673692,0.0,8.951249648778973,0.0,6.260905860808159,5.862725556121156,0.0
2024-07-16,47.838389266175,11.177903149429568,19.982160515812673,0.0,8.959566784373788,0.0,6.266723238831777,5.775257045377198,0.0
2024-07-17,47.842834626973165,11.178941851050347,19.984017349087836,0.0,8.96039934808596,0.0,6.267305571269096,5.766501253533595,0.0
2024-07-18,47.88733371636495,11.18933949443026,20.00260467948658,0.0,8.968733503340044,0.0,6.273134853606484,5.678853752771681,0.0
2024-07-23,47.905156538609994,11.193503969529875,20.010049296673916,0.0,8.972071507997809,0.0,6.275469603920153,5.643749083268254,0.0
2024-07-25,43.17233249145948,19.94037198304544,18.03314222990257,0.0,8.102439933766792,0.0,5.66554248740535,5.08617087442037,0.0
2024-07-26,40.55824360831256,18.732980542311836,16.941233734091714,0.0,7.611836416770913,6.039254458785863,5.338248500761049,4.778202738966067,0.0
2024-07-31,21.76716529877995,10.053785561852033,9.092174666549472,0.0,4.085189267840163,3.237079633629842,2.864979525351406,2.564409096572434,0.0
2024-08-26,40.564554729451615,18.735895513449147,16.93599109436764,0.0,7.613020867019323,6.032512371711114,5.339079166242623,4.778946257758544,0.0
2024-08-27,40.58765899307368,18.746566875973038,16.945637289316778,0.0,7.617356998458336,6.035948296425906,5.342120133741926,4.724711413010329,0.0
2024-09-02,40.58989886700842,18.74760142557637,16.93711198122746,0.0,7.622507606278167,6.03628139677207,5.357394024212799,4.709204698924714,0.0
2024-09-04,40.5914989283268,18.74834045949098,16.937779645313416,0.0,7.622808086937402,6.036519348100834,5.357605213675811,4.705448318154762,0.0
2024-09-24,40.5979004352935,18.751297177898383,16.940450828129094,0.0,7.624010246511763,6.0374713410471825,5.358450138056671,4.6904198330634115,0.0
2024-09-27,40.595979771207276,18.75514100883273,16.93964938482387,0.0,7.623649558828004,6.037185711636498,5.3581966327613815,4.690197931910245,0.0
2024-10-09,40.60163024379986,18.760905901012993,16.942007180475468,0.0,7.615247473515306,6.038026015346181,5.377868840804536,4.664314345045657,0.0
2024-10-10,40.6115583950432,18.765493428906055,16.946149940474108,0.0,7.611588045783741,6.039502469250412,5.361830416332287,4.663877304210201,0.0
2024-10-14,40.61283980049746,18.766085531415342,16.94668463773323,0.0,7.61182821215073,6.039693032028866,5.354111414717595,4.66875737145677,0.0
2024-10-15,40.613881001972786,18.766566642217672,16.94711910410232,0.0,7.612023358483842,6.03984787314134,5.351684954531314,4.6688770655507295,0.0
2024-10-22,40.61436157450636,18.766788701677523,16.947319634555548,0.0,7.6121134293970565,6.039919340947991,5.35174827950135,4.66774903941417,0.0
2024-10-24,39.27068004171981,18.145910115124046,16.386636183175703,0.0,7.360275019434765,5.840095245152125,5.17469156723231,4.511796191355582,3.3099156368056595
2024-11-04,39.29810681449623,18.158583278741794,16.39808066406293,0.0,7.29557512922627,5.844173986979648,5.178305588931241,4.514947244732361,3.312227292829526
2024-11-05,39.29630716394913,18.157751709310563,16.397329716568745,0.0,7.299820513608908,5.843906353962041,5.1780684492509454,4.514740483441862,3.3120756099078066
2024-11-06,39.29570731706163,18.157474536425045,16.397079416021352,0.0,7.299709083937002,5.843817148403293,5.177989407517339,4.516198038613246,3.3120250520210957
2024-11-07,39.288510582562644,18.15414912170846,16.394076405382968,0.0,7.315160303310939,5.842746894084206,5.1770410949013135,4.516897120297695,3.311418477751773
2024-11-08,39.28671181080394,18.15331795834138,16.39332582458439,0.0,7.314825388508396,5.842479391754632,5.176804071018833,4.521268686089995,3.3112668688984286
2024-11-11,39.27375053554453,18.147328906570824,16.387917420606655,0.0,7.312412117940179,5.840551870205904,5.1674680734109755,4.560396643409007,3.3101744323119338
2024-11-13,39.304631929756326,18.161598356526916,16.4008034254133,0.0,7.239530819340087,5.845144362195052,5.171531311998476,4.563982534865435,3.3127772599044127
2024-11-15,39.32925186095628,18.172974555210526,16.411076684114196,0.0,7.16767684832474,5.848805687717913,5.17477069470857,4.580591326707536,3.3148523422602376
2024-11-18,39.3092533218048,18.163733775741186,16.402731812446017,0.0,7.164032154889352,5.845831627342986,5.224515392137698,4.578262140906903,3.311639774731054
2024-11-21,39.31375572259692,18.165814212341445,16.40461054751383,0.0,7.1648527083550935,5.846501196839359,5.231222487343186,4.574968594365732,3.2982745306444365
2024-11-22,39.305352075221016,18.161931116103737,16.401103923436672,0.0,7.163321160565913,5.845251457822113,5.25148011406502,4.573990656183123,3.2975694966024065
2024-11-28,39.305952216600346,18.162208425065895,16.40135434686787,0.0,7.163430535122172,5.8453407071758825,5.250033427941849,4.574060495045174,3.297619846180814
2024-12-06,39.30895319841922,18.163595096910754,16.402606578741775,0.0,7.163977458007495,5.845786994829484,5.250434264303195,4.574409721348315,3.290236687439771
2024-12-09,39.32396498382413,18.170531633490608,16.408870607417338,0.0,7.166713325627843,5.848019455700327,5.2524393645677705,4.576156653064975,3.2533039763070066
2024-12-16,39.32636793357736,18.171641971029633,16.409873296021935,0.0,7.167151258375071,5.848376807684383,5.246649673026199,4.576436285968339,3.2535027743170812
2024-12-30,39.33417954884828,18.175251505379673,16.413132880457745,0.0,7.139543557858841,5.849538503309523,5.2476918442426275,4.586513124227969,3.254149035675333
2025-01-06,39.4402430369459,18.22426055028216,16.457390422978722,0.0,6.996394017294592,5.8653116162748455,5.116293925657082,4.637182675258926,3.2629237553077726
2025-01-07,39.455355286235864,18.231243508483082,16.4636963726277,0.0,6.999074813414971,5.867559017519951,5.118254327097126,4.600642670496398,3.2641740041249063
2025-01-14,39.455396104985624,18.23126236971399,16.46371340523322,0.0,6.999082054345417,5.8675650878346515,5.118156166677461,4.600647430115986,3.264177381093656
2025-01-16,39.45542150336143,18.23127410561069,16.463724003316667,0.0,6.999086559820809,5.867568864925693,5.118159461356177,4.600586019286355,3.2641794823221826
2025-01-17,39.462074584883474,18.2343483131151,16.466500161668975,0.0,7.000266765016649,5.853228929946918,5.117489565404113,4.601361782734551,3.264729897230223
2025-01-21,39.46267952173702,18.2346278379351,16.46675258612718,0.0,7.000374076134866,5.853318657461988,5.116035056792417,4.601432319657613,3.26477994415382
2025-01-24,39.46872991050567,18.237423557556987,16.469277256426075,0.0,7.001447368298498,5.838884158074102,5.116819443494557,4.602137807849595,3.2652804977945156
2025-02-05,39.456026236252775,18.23155353618532,16.463976342666733,0.0,6.999193834757709,5.814014328506533,5.115172509134915,4.6558337001241945,3.264229512371819
2025-02-07,39.456026236252775,18.23155353618532,16.463976342666733,0.0,7.037511312325212,5.814014328506533,5.115172509134915,4.6175162225566915,3.264229512371819
2025-02-11,39.459201388087216,18.23302068724378,16.465301251170537,0.0,7.038077643227858,5.814482200718247,5.115584143324294,4.609840490932679,3.2644921952953903
2025-02-12,39.45935259854043,18.233090557469847,16.46536434737058,0.0,7.038104613639644,5.814504482225673,5.1156037466048865,4.609474949088352,3.2645047050605904
2025-02-14,39.481139009381074,18.243157463681445,16.474455251521047,0.0,7.041990512128963,5.8177148031038035,5.118428188405931,4.556807659023856,3.266307112753876
2025-02-17,39.47538748136363,18.240499839461076,16.472055288061817,0.0,7.063966418062663,5.8168672908352335,5.117682546718038,4.547709851388528,3.26583128410901
2025-02-19,39.47236103438427,18.23910140086013,16.47079243023695,0.0,7.06342484719554,5.8164213309203365,5.124956859178865,4.547361193563466,3.265580903660444
2025-02-20,39.474278234671424,18.239987286819996,16.471592428188668,0.0,7.063767922699271,5.816703838587819,5.1328728225082445,4.5350579513070315,3.265739515217548
2025-02-26,39.47488354573924,18.2402669845542,16.47184500879678,0.0,7.063876240750805,5.8167930337642515,5.132951531603587,4.533594061690944,3.265789593100198
2025-02-28,21.76716529877995,10.058013371632217,9.082873485033067,0.0,3.894726437242878,3.207484965168555,2.830402383064172,2.4999058255371462,1.8008154937728802
2025-03-03,39.485479495290264,18.245163083830633,16.476266423707944,0.0,7.065005422921937,5.81835439227879,5.125126272206488,4.517938705039732,3.266666204724212
2025-03-11,39.50244485149419,18.253002312191853,16.483345626806447,0.0,7.029678420919519,5.820854310123208,5.11505231906585,4.52755239679798,3.268069762600952
2025-03-13,39.5097201821254,18.256364044037383,16.48638143357219,0.0,7.030973106221544,5.821926361228436,5.115994379663796,4.509968836461507,3.2686716566897402
2025-03-14,39.51002337905875,18.256504143070398,16.48650794978819,0.0,7.031027061791831,5.821971038594177,5.116033639719291,4.509236047555874,3.2686967404214866
2025-03-18,39.510478183184105,18.256714295651662,16.486697727753047,0.0,7.03110799669998,5.822038055928504,5.11494142018511,4.509287953856636,3.26873436674096
2025-03-20,39.51351047828896,18.258115436511883,16.48796302584899,0.0,7.0316476103756544,5.822484877589719,5.115333974579368,4.501959365795671,3.268985231009759
2025-03-24,39.51593664950785,18.256166451321015,16.488975404168894,0.0,7.032079360955322,5.8228423843022705,5.112578008744838,4.502235790849019,3.269185950150794
2025-03-27,39.49108250979863,18.244683962229075,16.47860441633196,0.0,7.027656429406623,5.819180020446193,5.10936237629683,4.5623005387664035,3.2671297467242844
2025-03-28,39.431197550367294,18.217017408428106,16.453615976050227,0.0,7.01546783523313,5.810355715380319,5.101614450963341,4.708555648816494,3.2621754147610886
2025-03-31,21.76716529877995,10.056322247720143,9.082873485033067,0.0,3.872741826385921,3.207484965168555,2.8160278298115466,2.5992593553714682,1.8008154937728802
2025-04-02,35.28089098902619,16.29685536654722,14.72180069816116,10.517558338756453,6.277059062579096,5.198790281222105,4.575268619143093,4.2129595062250615,2.918817138339619
2025-04-11,35.28524328808603,16.29886576895775,14.723616799669415,10.518855799165934,6.280574772972587,5.184354110293947,4.575833030549703,4.2134792226830085,2.9191772076216274
2025-04-25,35.28621061148508,16.29931259241048,14.72402043863352,10.519144167174701,6.280746951094978,5.184496236196238,4.575958474218165,4.210853293704554,2.919257235082282
2025-04-28,35.29219710456853,16.30207785737967,14.726518446920295,10.520928795864188,6.281812513180847,5.168924389295371,4.576734809882475,4.211053580328254,2.9197525025803714
2025-04-30,21.76716529877995,10.05463112380807,9.082873485033067,6.48899232648297,3.8921897513747674,3.188037040179709,2.822792325459841,2.5972511457258807,1.8008154937728802
2025-05-02,35.28349014959743,16.298055963888057,14.722885260450816,10.518333172446118,6.309045613793956,5.167649161466021,4.575605681429909,4.205902827895604,2.9190321690320973
