date,UBS SECURITIES HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,HANG SENG BANK LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,DAH SING SECURITIES LTD,NANYANG COMMERCIAL BANK LTD,CHINA CONSTRUCTION BANK (ASIA),INTERACTIVE BROKERS HONG KONG LTD,HAITONG INTERNATIONAL SECURITIES CO LTD
2024-06-21,56.224278108853674,20.713344761894948,15.771398184697391,0.0,7.290978944553984,0.0,0.0,0.0,0.0,0.0
2024-06-26,56.181701377241836,20.69765925110896,15.759455041801838,0.0,7.285457734426415,0.0,0.0,0.0,0.07572659542095413,0.0
2024-06-27,56.17224863691648,20.69417680765411,15.756803466065833,0.0,7.284231934238333,0.0,0.0,0.0,0.09253915512525335,0.0
2024-06-28,56.16279907696001,20.690695535865302,15.75415278245092,0.0,7.283006546470003,0.0,0.0,0.0,0.10934605825375927,0.0
2024-07-02,55.8527373382975,20.576467022731613,15.66717777260164,0.0,7.242798762855183,0.0,0.0,0.0,0.660819103514067,0.0
2024-07-04,55.84339496305783,20.573025238403865,15.664557155230435,0.0,7.241587274447406,0.0,0.0,0.0,0.6774353688604638,0.0
2024-07-05,55.845730263852936,20.569703701856245,15.665212227380035,0.0,7.241890108552155,0.0,0.0,0.0,0.677463698358636,0.0
2024-07-11,55.8410598575651,20.509442097986366,15.663902137864843,0.0,7.241284465668825,0.0,0.0,0.0,0.7443114409148601,0.0
2024-07-12,55.8037247108254,20.495729553270504,15.653429305036717,0.0,7.23644296697952,0.0,0.0,0.0,0.8106734638878652,0.0
2024-07-17,55.80451756351243,20.494599966047065,15.653651707099483,0.0,7.236545781500964,0.0,0.0,0.0,0.8106849818400714,0.0
2024-07-19,55.79519131121244,20.49117483456281,15.651035612352848,0.0,7.235336383862827,0.0,0.0,0.0,0.8272618580090756,0.0
2024-08-01,55.78586817566544,20.487750847727916,15.648420391882484,0.0,7.234127390394939,0.0,0.0,0.0,0.8438331943292203,0.0
2024-08-13,55.66495032872981,20.44334292145419,15.631175235553998,0.0,7.2184471628192,0.0,0.0,0.0,1.0420843514427975,0.0
2024-08-27,55.66286213441669,20.42965465625308,15.630588853440269,0.0,7.218176372668019,0.0,0.0,0.0,1.0587179832219376,0.0
2024-08-30,55.66518235999165,20.430506236739664,15.627072037057141,0.0,7.218477251867942,0.0,0.0,0.0,1.0587621143436072,0.0
2024-10-04,55.67446519691871,20.467265667974655,15.579649439935672,0.0,7.219681019543711,0.0,0.0,0.0,1.0589386756272556,0.0
2024-10-07,53.187135689687345,19.55286382058853,14.883608236356812,0.0,6.897132332830809,0.0,4.467630714428529,0.0,1.0116292061079697,0.0
2024-10-08,53.370791650992,19.580414698859045,14.789527324011711,0.0,6.79305879887747,0.0,4.451085150633743,0.0,1.0151223766260362,0.0
2024-10-09,51.4266920987168,18.83636525068838,14.204588232354096,0.0,6.545612917695168,0.0,4.27123422258785,3.737362036143694,0.9781452418140115,0.0
2024-10-10,51.4578035683908,18.787263901601268,14.213181544464742,0.0,6.549572799800664,0.0,4.27381817983969,3.7396230181532903,0.9787369877495473,0.0
2024-10-14,51.43402071240659,18.824798943378646,14.206612471820588,0.0,6.546545707001246,0.0,4.271842899217019,3.7378946327674316,0.9782846334084777,0.0
2024-10-18,49.315627936334764,18.049469355290686,13.621490313064347,0.0,6.276915704488332,4.118660658315668,4.095900186341916,3.5839434370783465,0.9379924090859351,0.0
2024-10-22,49.32291368730055,18.052135932687953,13.623502713399832,0.0,6.277843038207273,4.11926913755693,4.081731586709738,3.5844729187143036,0.9381309854234241,0.0
2024-10-23,49.32245826479685,18.05196924851768,13.624300269702042,0.0,6.277785071822473,4.119231102337115,4.081693898092427,3.5844398215286546,0.9381223232027596,0.0
2024-11-11,49.32282260212698,18.052102595607643,13.624400910289713,0.0,6.277092760393519,4.119261530456775,4.081724048930596,3.5844662992282768,0.938129252966494,0.0
2024-11-18,49.3128052864373,18.0484362683169,13.641943532514444,0.0,6.275817901890359,4.118424920932381,4.080895063154861,3.583738304993478,0.9379387217602715,0.0
2024-11-26,49.31571899493726,18.04950268264601,13.636840959223237,0.0,6.276188716405143,4.118668263196705,4.081136187920809,3.583950054633358,0.9379941410374786,0.0
2024-12-05,49.31573113610966,18.049482507027832,13.636844316514596,0.0,6.276190261557294,4.118669277182964,4.081137192666944,3.583950936975872,0.9379943719648343,0.0
2024-12-06,49.30844750677869,18.046816709782846,13.649599621958927,0.0,6.275263306964455,4.118060975132873,4.080534433874254,3.5834216095267206,0.9378558359812335,0.0
2024-12-16,49.30862957129054,18.046883345116964,13.649280785242562,0.0,6.275286477492191,4.118076180494207,4.080549500674109,3.5834348408073438,0.9378592988820871,0.0
2024-12-23,49.13446435193411,17.983139140018796,13.601069549142764,0.0,6.25312125701498,4.103530539142215,4.066136408988969,3.5707776300812526,1.287761123676907,0.0
2024-12-30,49.13627223139532,17.983800821148897,13.597890541212344,0.0,6.2533513376648475,4.103681526614614,4.06628602056197,3.5709090151614213,1.2878085062405948,0.0
2025-01-02,49.14350507983741,17.971728054707366,13.59989214770283,0.0,6.25427182960342,4.104285587630818,4.066884576967926,3.571434652181371,1.2879980713688612,0.0
2025-01-09,49.15544393618354,17.95180021778394,13.603196087021171,0.0,6.2557912339031745,4.105282677194427,4.067872580380826,3.572302291662778,1.2883109758701417,0.0
2025-01-20,43.50089729809792,15.886733087053917,12.038366221972103,9.63332135789243,5.536162634146108,3.633035648139862,3.5999289838706288,3.161366120691119,1.140111429409471,1.8700772187264427
2025-02-06,43.50302293925507,15.886966444507525,12.037868594916176,9.633792083455127,5.536433154891167,3.633213173905507,3.596847271501633,3.1615205986526402,1.1401671401632398,1.8701685987519152
2025-02-07,43.50302293925507,15.89901963998925,12.037868594916176,9.6217388879734,5.536433154891167,3.633213173905507,3.596847271501633,3.1615205986526402,1.1401671401632398,1.8701685987519152
2025-02-14,43.495660151646874,15.90109162880844,12.039437391590454,9.622992810281094,5.5371546728120755,3.6336866607773093,3.5973160191036637,3.161932613700132,1.1403157287944836,1.8704123224854758
2025-02-17,43.50132932308123,15.890130279392523,12.041006597214835,9.624247059458204,5.537876378816519,3.634160271076517,3.597784888897679,3.162344736150704,1.14046435615945,1.8706561097523462
2025-02-20,43.5041644630192,15.891165897008714,12.03527398952259,9.624874306662733,5.538237302373051,3.634397122526481,3.5980193696316123,3.162550837665269,1.1405386843718128,1.8707780272185364
2025-02-25,43.50440074136199,15.891252204570058,12.03533935509456,9.624926580953684,5.538267381459685,3.6344168615408887,3.597495794463437,3.162568014004136,1.1405448788268393,1.870788187724719
2025-02-27,43.506621883242794,15.886957984696043,12.035953826178769,9.62541798704512,5.5385501408453655,3.6346024187573067,3.5976794666538123,3.1627294807097353,1.140603109993207,1.8708837018778408
2025-03-11,42.743287219500665,15.60821729635489,11.824779977945319,9.45653759862433,5.441374880474035,3.570832401802093,3.534557272214075,3.107238593572052,2.8751161844695545,1.8380585750429848
2025-03-14,42.74369777550487,15.60836721573973,11.823933041072724,9.456628430157012,5.441427145736574,3.570866700209584,3.5345912221932347,3.107268439088017,2.875143800413229,1.8380762298850235
2025-03-27,42.727281684763966,15.60237268588233,11.819391956238743,9.452996529350774,5.452139276102956,3.5694952776414617,3.533233731539518,3.1060750654842555,2.8996434923531536,1.8373703006428463
2025-04-03,42.72933300649219,15.603121750293647,11.819959401079094,9.45345036438106,5.452401031387201,3.5696666478511525,3.5334033608451656,3.063015504389164,2.9381904211381946,1.8374585121431313
2025-04-08,42.73206840854172,15.584915526397621,11.820716078960448,9.454055545545437,5.452750077532008,3.56989516706214,3.5336295585907194,3.0632115893336014,2.951181907383052,1.8375761406532527
2025-04-09,42.699266681004836,15.5729523293931,11.811642333584825,9.44679848157281,5.448564471053523,3.567154866089913,3.530917095601823,3.0608602256930566,3.0256779242483085,1.8361655917578026
2025-04-29,42.69981296380168,15.57187219272294,11.811793448522174,9.446919341341534,5.448634178504479,3.5672005032984297,3.5309622691941662,3.0608993855057376,3.0257166339482002,1.836189083160651
