date,BOCI SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,FOSUN INTERNATIONAL SECURITIES LTD,BRIGHT SMART SECURITIES INTERNATIONAL,TIGER BROKERS (HK) GLOBAL LTD,KGI ASIA LTD,HANG SENG SECURITIES LTD,RIFA SECURITIES LTD
2024-09-23,0.0,25.850130195775872,23.770855434468128,20.950911370431093,0.0,0.0,10.562252869129136,5.346706529077057,13.519143601118719,0.0
2024-09-25,0.0,25.825224010020232,23.74795259658927,20.93072550342037,0.0,0.0,10.552076307929473,5.437903458907409,13.506118123133252,0.0
2024-09-26,0.0,25.362168287845876,23.276985551043534,20.515629426763624,0.0,0.0,10.342808574936255,7.2641420341864205,13.23826612522429,0.0
2024-09-27,0.0,25.288992974238877,23.089461358313816,20.350351288056206,0.0,0.0,10.259484777517565,7.617798594847776,13.39391100702576,0.0
2024-09-30,0.0,25.499631999094152,23.257657249617843,19.74372039479892,0.0,0.0,10.334220309875635,7.673290682971938,13.49147936364151,0.0
2024-10-02,0.0,25.509992262837084,23.256779453114678,19.735426770583683,0.0,0.0,10.333830273065239,7.673001075654357,13.490970164744956,0.0
2024-10-09,0.0,25.534085113617046,23.278744262480874,19.659621087625847,0.0,0.0,10.343590034189003,7.6802478230482985,13.503711679038929,0.0
2024-11-06,0.0,22.21694995678625,20.884949753427442,17.637987425646937,0.0,0.0,8.825772339812572,6.890474334423563,12.030368248911183,11.513497940992053
2024-11-07,0.0,20.990884681818958,21.076394233235852,17.7996682229405,0.0,0.0,8.906674875583603,6.953636721221761,12.653703418671865,11.619037846527457
2024-11-08,0.0,20.960968167715173,20.97125323551091,17.84116426967448,0.0,0.0,8.927438846701065,6.969847609578826,12.683202770111594,11.646125100707955
2024-11-11,0.0,20.50974712414057,20.263363798298624,16.30125355840783,0.0,0.0,8.926401305165726,7.9541860194110106,7.526344703590871,18.518703490985366
2024-11-12,0.0,18.995239635809032,18.75182942798601,15.11608201999661,0.0,7.4964181725747565,8.254379072884412,7.283819383463512,6.9649211997966445,17.137311087489024
2024-11-13,0.0,18.8548577382138,18.557617172537423,15.033631084621632,0.0,7.532137220953928,8.289028145923668,7.76196240060061,6.926930914550998,17.043835322597943
2024-11-14,0.0,18.915886701400094,18.614658736379425,15.079840779504202,0.0,7.555289163477647,8.004057356263544,7.785820769360813,6.948222601318641,17.096223892295633
2024-11-15,0.0,18.777232067250697,18.549367985096456,15.106772797955381,0.0,7.584178842512047,8.018352296346476,7.799725947252545,7.037612969777217,17.12675709380918
2024-11-18,0.0,18.430986129007806,19.86507996664898,14.87455468809217,0.0,7.461532630940651,7.895095884181005,7.679830212991738,6.929432274691124,16.863488213446526
2024-11-19,0.0,16.53255697976898,17.780653161349452,13.198010593991347,10.478077446659388,6.890137883627835,7.035704176943916,6.957529686088984,6.134001860013748,14.993328211556348
2024-11-20,0.0,16.570306682012053,17.821406810642475,13.28007582425022,10.52603073590143,6.981247038115226,7.089567395572405,7.057071288335251,6.153950308036016,14.520343917134927
2024-11-21,0.0,16.720614326150844,17.823042647994907,13.283313244037542,10.528596773975107,7.026287633571244,7.102130368243563,7.107547706434443,6.155450519387299,14.253016780205046
2024-11-22,0.0,16.309383906741772,17.75742594318596,13.248504005078953,10.50100633518391,7.070011211519499,7.091623779227621,7.261822749929084,6.139320014588483,14.620902054544718
2024-11-25,0.0,16.04822867980763,17.812097812097814,13.295400663821717,10.534444218654745,7.104247104247103,7.353518932466301,7.031091241617557,6.157285104653526,14.663686242633611
2024-11-26,0.0,15.979346422990693,17.859908961206603,13.389496569060396,10.576805489503363,7.125484068211156,7.149942251511651,7.035804062776004,6.1756912833752295,14.707520891364902
2024-11-27,0.0,15.197867541521425,18.022008065067322,13.459093705146607,10.640421023853461,7.1683411933565715,7.411660173603991,7.091791401818058,6.212835759688333,14.795981135944228
2024-11-28,0.0,15.241253614350514,18.061474792046372,13.492661669384567,10.666959012237403,7.186219560659422,7.210886218190289,7.079330711358995,6.228331026544065,14.832883395228372
2024-11-29,0.0,15.194853091832972,17.992323348222214,13.449166086136952,10.632572497916923,7.187640863828218,7.4936141731207915,7.056509445559972,6.208253083637258,14.785067409744704
2024-12-02,83.72948292404925,2.3949296414284094,2.929659237887885,2.1919015848209815,1.7328622726230467,1.1714184581889098,1.1745351169526201,2.166077840778809,1.0118010057903069,1.4973319174797808
2024-12-03,83.74328955073668,2.373567454070579,2.9306655563299215,2.1936572755631656,1.733194095917954,1.171642771418329,1.171642771418329,2.172727131033838,1.011994754104201,1.497618639407009
2024-12-04,83.74905080133523,2.373386362269882,2.9301011216688972,2.1939015238396395,1.733387074864774,1.1717732255830473,1.1717732255830473,2.1667338435809675,1.0121074325874098,1.4977853886871106
2024-12-05,83.74682394229764,2.37427710588492,2.9287650062463397,2.1939015238396395,1.733387074864774,1.1717732255830473,1.1722185973905666,2.2357664737464455,1.0121074325874098,1.4309796175592289
2024-12-06,83.77331423568958,2.287707636755688,2.927463852214532,2.1945954856199643,1.7339353694748074,1.1774900260847676,1.225159883364779,2.2364736779967966,1.0124275763441675,1.431432256454922
2024-12-09,83.8020620945836,2.3134499640125052,2.9195551366299215,2.1953485884657296,1.7345303910492529,1.177894096491052,1.175220103082446,2.2372411518672273,1.0127750035096164,1.4319234703086456
2024-12-10,83.83348604320909,2.2569850834776832,2.9208829083094234,2.1972387379253306,1.7353192305205736,1.1784297857825992,1.1877930190408037,2.238258616961274,1.0190318862679266,1.4325746885052937
2024-12-11,83.78684933582616,2.256029486153853,2.9241030143531073,2.1963084369352406,1.7345845041704457,1.1779308439163638,1.2425543673245638,1.8152524885627506,1.018600432754767,1.847787090002741
2024-12-12,83.85037900328491,2.2577400744403042,2.9303343123415244,2.1979737429557127,1.7358997174479776,1.1788239859236909,1.1739177945331647,1.8063704665118987,1.0193727657315912,1.8491881368292176
2024-12-13,83.85037900328491,2.2617542310325525,2.9218599817578883,2.1979737429557127,1.7358997174479776,1.1832841599150783,1.1739177945331647,1.5833617669425284,1.0193727657315912,2.072196836398588
2024-12-16,83.79431841734026,2.2624706661050604,2.9199064881115544,2.2031900123241357,1.7347391316944238,1.1824930412089687,1.1731329379804016,1.640246661006033,1.0186912347090455,2.0708114095201164
2024-12-17,83.75362806310991,2.269836567312126,2.91848858733302,2.202120147639615,1.7338967458250822,1.1819188249419177,1.2531992667024554,2.2373148657588806,1.0181965602731822,1.4314003711038
2024-12-18,83.74504707368084,2.3399862353750858,2.940462429033113,2.2059036431710313,1.7337190991966183,1.1817977312869032,1.1724431318308064,2.2370856413580205,1.0123012982847674,1.4312537167828197
2024-12-19,83.69136255884612,2.378551634336082,2.927448165336717,2.216954358786017,1.732607703693811,1.1810401433452415,1.2193248973323094,2.2107219569741687,1.0116523655303662,1.4303362158191713
2024-12-20,83.73012780114773,2.3854432733483724,2.934148671549491,2.2068467922780406,1.733410235226263,1.1815871927171828,1.1731250153098605,2.211745947619122,1.0125663334498738,1.4309987373540551
2024-12-23,83.68316681838111,2.3903371621756966,2.93250302130605,2.208279825242762,1.7324380326234283,1.1809244862666894,1.219650619061715,2.2105054650585676,1.0119984242470104,1.430196145636967
2024-12-27,83.72341586263869,2.4030657347141906,2.9339134655850794,2.209341940310804,1.7332712823401832,1.181492474832607,1.173030975766712,2.1990990730205104,1.0124851645427562,1.4308840262484608
2024-12-30,84.07311755827604,2.3733020291799427,2.928727150763039,2.2163340600368944,1.7405109285035496,1.186427413494326,1.178377774051093,2.1291296327352005,1.0167141818994914,1.1573592710604284
2024-12-31,84.24642340999989,2.3781942841778605,2.934764342770079,2.2209027458800596,1.7440987665385779,1.188873080068563,1.1808068473353424,1.9273814991989782,1.0188100066098296,1.1597450174208221
2025-01-02,84.44054177268634,2.3845723692336716,2.940628235331107,2.237249005679585,1.7481174724161705,1.1916124497225336,1.1835276309909069,1.6901762715061792,1.021157521464071,1.1624172709694371
2025-01-03,84.6572807161722,2.378084338461608,2.9517786098496193,2.242991495905561,1.7526044774271117,1.194671037670639,1.1865654671172763,1.39010534990172,1.0345860192417238,1.2113324882525516
2025-01-06,84.68855228334928,2.36409707753815,2.9434089757306157,2.2438200349118755,1.7532518722901065,1.1951123374063854,1.1897066276254293,1.3753026634382568,1.0349681851455599,1.2117799425643334
2025-01-07,84.67343303479943,2.2393420694096955,3.0090596069441222,2.2654647242821335,1.7601264696808308,1.2070468113471409,1.2083979831508875,1.4020659416879289,1.0235126413382005,1.2115507173596303
2025-01-08,85.57610241820768,2.2836984352773824,3.031123755334282,2.2882503556187768,1.7788904694167853,1.212176386913229,1.2244665718349927,1.4229302987197723,1.0458036984352774,0.13655761024182075
2025-01-09,85.55299450043118,2.2758248784383683,3.0226012482678746,2.2840162097344874,1.7784290391795927,1.211861957864702,1.2696563508984298,1.4225612017593159,1.0455324251573987,0.13652218826864837
2025-01-10,85.59701135766045,2.2756298618367583,3.024156371012355,2.28063825088842,1.779344037626661,1.2124854585976965,1.2247787771790477,1.4232931068630865,1.046070349653852,0.13659242868167817
2025-01-13,85.56662320018023,2.2638984659288743,3.01306953044816,2.2670844911121275,1.7750711735268616,1.212055009000521,1.264396851296826,1.4601098268395312,1.041147515241717,0.1365439364251432
2025-01-14,84.89621553030217,2.0411434919359026,3.008880328931177,2.2389357152695144,1.7575509890740117,1.2025586546516172,1.1912691441873697,1.5164070455576906,1.017184892828677,1.1298542072618647
2025-01-15,85.03676295976315,1.8848508561438584,3.0260744486686857,2.2399283512417534,1.7604606508547869,1.1887180345442907,1.1936936427558538,1.5189174885843715,1.0188688633223042,1.1317247041209344
2025-01-16,84.13543487685831,1.914269331356726,2.974756303931304,2.2197670027831,1.7440387116624476,1.1716431478399507,1.1837265569276814,1.741801043312868,1.0170202648839908,1.8975427604436177
2025-01-17,84.38974240203487,1.8965204985662818,2.9803202363070778,2.2262633090486608,1.7491427651940787,1.1912304077046665,1.1836000697502658,1.4600876097450188,1.0199966471397341,1.903096054509339
2025-01-20,84.38633353956855,1.8950974141604824,2.9801998484317034,2.2261733807562125,1.7490721098401127,1.1902846382591683,1.1943240657645726,1.455540377780725,1.0199554451146156,1.903019180323859
2025-01-21,84.3711863710845,1.8812949067250455,2.9796649088588265,2.2145551694605885,1.7487581550938023,1.1900709846827724,1.1833398139549285,1.5086797324673757,1.0197723652683257,1.902677592403829
2025-01-22,84.35604463939401,1.901147167010979,2.9952820718055615,2.2128117402853547,1.7462009921311032,1.1741541614612274,1.1831274450795783,1.509306304606637,1.0195893511351317,1.9023361270904104
2025-01-23,84.25586777615031,1.8953044122790683,3.0508783710962435,2.2083913943540376,1.7441272944046091,1.172759796879975,1.235498188765033,1.5187172149890085,1.0183785397056717,1.900077011376039
2025-01-24,84.32615568019516,1.8632476217450578,3.0641875989654777,2.210233677942312,1.7455822797385303,1.1737381361962318,1.18270824040866,1.5132565806366396,1.0192280911371558,1.9016620930347814
2025-01-27,84.37042915540047,1.7960172917736634,3.0837460064883415,2.2113941094258656,1.7464987568761094,1.1712131951301763,1.1833291937004884,1.5140510806012317,1.0206606943768528,1.9026605162268
2025-02-03,84.36891476480689,1.8018185787425929,3.0805495269572765,2.2113544164377945,1.746467408436667,1.170294707400521,1.183307953763487,1.5140239044361035,1.020642374226413,1.902626364792258
2025-02-04,85.35092017939418,1.8223367501816392,3.116405343330041,2.2343695702651805,1.7667952798602362,1.1716594597428749,1.197080974561008,1.5284685784402403,1.0325220616757727,0.7794418025488246
2025-02-05,85.43288588851341,1.7187540095063194,3.040241874994465,2.301300505018965,1.7676458586015025,1.2076491104885392,1.2140075488288324,1.4588074249301195,1.0788907340976026,0.7798170450202414
2025-02-06,85.38747081123817,1.7793482827916884,3.0444613480299187,2.2967387354135638,1.7669316383138152,1.2062531765158804,1.1994433166559866,1.5408442909653364,1.0784548064785375,0.7000535935970974
2025-02-07,85.3653804126933,1.7866037961501113,3.0731754807708676,2.266642792936008,1.7664745194447224,1.2082104755297665,1.199133011401068,1.5472537607366543,1.0872532660148593,0.6998724843226521
2025-02-10,85.61231751872579,1.7271354886548271,3.1284942647685705,2.282303250916574,1.7715844141538306,1.2066984280374626,1.2558585299718446,1.2123882546502385,1.089032813685262,0.7141870364356013
2025-02-11,85.65247497180508,1.7425184100996711,3.1017269437424333,2.276998196845128,1.7724153964242477,1.2017996482948585,1.2031658472129656,1.2635062994293615,1.0831680422392274,0.7022262439070375
2025-02-12,85.66456857203174,1.7341106280916039,3.0935110735808826,2.2818743343109866,1.7726656505266187,1.205613046491254,1.2589023273524087,1.2103954178505882,1.0760335558502407,0.7023253939136809
2025-02-13,85.73290300200998,1.7291123425031345,3.0891413513500576,2.2836945802366517,1.774079701852505,1.207942243039347,1.206574761254774,1.211360947500779,1.0768919053511157,0.6882991649016655
2025-02-14,85.70829005166914,1.7190463094629687,3.0955456360576155,2.276659207676115,1.7735703835619372,1.205316974440217,1.2458739539204358,1.2110131794233936,1.0765827418204206,0.6881015619677608
2025-02-17,85.76026730946666,1.7383277244884956,3.0919512373618603,2.278039873449322,1.7746459542563573,1.1723059476857902,1.2069598769055956,1.2117475908109636,1.077235628707771,0.688518856867189
2025-02-18,85.74814667573317,1.7294197860103167,3.0901465220920628,2.295042430246599,1.7743951407468737,1.1785229801723196,1.2072452036736179,1.2115763326142899,1.0770833812986869,0.6884215474120707
2025-02-19,85.74964659473711,1.7290584727558223,3.087124057386495,2.296535796345558,1.7744922214367507,1.1785874595102777,1.2073112544615918,1.2116426203669488,1.0771423106742866,0.6884592123251525
2025-02-20,85.76867990879835,1.660195642542254,3.099798036551348,2.301703794390857,1.7749615945649326,1.188020286187474,1.2121911403786205,1.2046662518096787,1.1011420272551464,0.6886413175213382
2025-02-21,85.79255178039334,1.6539205423788197,3.1063331741921147,2.277399795207378,1.7755689108467783,1.1861457266705093,1.2126059005731593,1.2050784373077503,1.1015187911715174,0.6888769412586421
2025-02-24,85.85026249714677,1.655786350148368,3.0559233051814654,2.275736133302899,1.7767632960511297,1.1718785665373201,1.2134215932435517,1.205889066423191,1.1049988587080575,0.6893403332572472
2025-02-25,85.88084321283085,1.6271486765431196,3.0629486875034253,2.3167345596697295,1.7773961967740166,1.1426118407832964,1.213853826059953,1.206318616078768,1.0825585006302176,0.6895858831266098
2025-02-26,85.88829566162602,1.6286600320616753,3.081483240695492,2.2899891757591813,1.7775504331979923,1.1532155302736202,1.2135024411631719,1.2064232963238686,1.0712344658442678,0.6896457230547195
2025-02-27,85.8781676279724,1.6120708945851774,3.1012955935206623,2.295716823535322,1.7773880798089263,1.1627004242532184,1.2133916053577383,1.2063131070953954,1.0633731099267947,0.6895827339443675
2025-02-28,85.92564838338238,1.628954727395683,3.0806206934366602,2.233015919434138,1.7783707711147259,1.18116352603586,1.2140624714418877,1.2069800595836455,1.0612194542430502,0.6899639939319723
2025-03-03,85.87071673851099,1.6219770585226858,3.0800211879886024,2.234784832322642,1.7772338715569518,1.180408416745817,1.21328633009425,1.2715076349820997,1.0605410243296558,0.6895229049462994
2025-03-04,85.88208966811744,1.6066641396034949,3.079515717267301,2.235080812740052,1.7774692527961347,1.1860451309125286,1.2134470207295296,1.2693925457725734,1.0606814849997488,0.6896142270611929
2025-03-05,85.90249005303525,1.5979096527812673,3.0711110908085937,2.2241915664356746,1.7778914718766987,1.1899813166081192,1.2137352622755366,1.2696940765882025,1.0632174719406517,0.6897780376500039
2025-03-06,85.75507020992288,1.4721509000278195,2.9826105595359165,2.2415184862567323,1.7749725225862063,1.1957805637772438,1.2076380369497106,1.2676094878027646,1.0605597639450726,1.0420894691956528
2025-03-07,85.83991598557144,1.660198164467376,2.891192183005342,2.163828135701566,1.7770878042098532,1.1972056070499064,1.2104470115519839,1.2134149125610703,0.9463038217432993,1.1004063741381673
2025-03-10,85.85951772013154,1.6491596638655464,2.8923090975520642,2.1483375959079285,1.7774936061381075,1.1979356960175376,1.2130069419071976,1.213691998538546,0.9478900255754475,1.1006576543660944
2025-03-11,86.38700872609972,1.649182301503058,2.893076559003414,2.168428888490647,1.7884139084563673,1.30454961102457,1.2209187448017902,1.2211484999287758,0.9537135321174691,0.4135592285741856
2025-03-12,86.38859658393798,1.6345080163037236,2.893129735914603,2.1790376759382224,1.7884467808417464,1.3068711831227973,1.2209411862015724,1.2211709455516293,0.9537310620855716,0.413566830102151
2025-03-13,85.79329983708227,1.6195939378174502,2.8745624723336483,2.166303866672143,1.7761227404861974,1.302429162730629,1.2125277804398322,1.212755956537017,0.9471589794139526,1.095245266486864
2025-03-14,85.83011847421645,1.615723514506814,2.8383591663432783,2.148971625539297,1.7768849727212548,1.3189672883329149,1.2144177871116488,1.21327641701098,0.9475654575752733,1.0957152966420893
2025-03-17,85.82149851408538,1.5763020583683698,2.8412696238878468,2.1880149915318845,1.77670651930776,1.32796486759154,1.214295822548469,1.2131545670761492,0.9451877821754155,1.0956052534271903
2025-03-18,86.42473612592401,1.6057702916406162,2.8639991173550072,2.191442021257034,1.789194954212791,1.3138538486999374,1.2237505056820273,1.2216818064800854,0.9518314883601192,0.4137398403883638
2025-03-19,86.5018818960678,1.7535222284594219,2.497998472397324,1.9872638427489486,1.7875712037693134,1.3223885816301177,1.2225422621403002,1.222772322784286,1.2899500308281262,0.4141091591743583
2025-03-20,85.91783576292099,1.5838778960837179,2.5357583512315496,1.9636247315267559,1.7799204862221818,1.3256866060412191,1.22835077457387,1.2144130146689212,1.1755700772288993,1.2749622995018965
2025-03-21,85.85663465446459,1.6581498682522067,2.5262696422944666,1.991515168121144,1.7787093739582334,1.298754675105832,1.2275149671886345,1.2135866909612336,1.174770183442248,1.2740947762114174
2025-03-24,86.21886737075745,1.6545980674954945,2.5135399135096463,2.0182611128180907,1.786213822864454,1.2978138944047253,1.2340696783897935,1.2200826381850782,1.1811023622047243,0.8754511393705373
2025-03-25,86.25967507352368,1.65996045091463,2.4573654436425536,2.0439811522456264,1.7870497391687352,1.2782337800575343,1.2369412315273196,1.2192771968782834,1.18165509710631,0.8758608349353313
2025-03-26,85.2126304721244,2.8299364125434527,2.4338178307748786,2.020023477050956,1.765311070925168,1.2785475047701924,1.2228008393725553,1.2044452300343091,1.1672807864358845,0.8652063759682017
2025-03-27,84.66467629430493,2.8626237790956863,2.402406459253655,2.002530744948642,1.7539593549752555,1.2712265106791132,1.2185401834564933,1.1967001247360054,1.1597746646312632,1.4675618839189621
2025-03-28,84.64142619186963,2.8843470040066626,2.4048980326835636,1.9988295142484132,1.7534776932426956,1.2758294692297303,1.2182055553054518,1.1963714941700807,1.1594561743123395,1.4671588709314365
2025-03-31,84.78226559223668,2.899067013586699,2.2528758438138357,1.9850199088207576,1.7559444627324012,1.2779523901858307,1.2175269772412642,1.1983622007476518,1.161385455512917,1.4696001551219555
2025-04-01,84.78494187252541,2.8946490254967214,2.250241258331304,1.9850825689728255,1.7559998917719637,1.282051282051282,1.2175654103195432,1.1984000288608097,1.1614221163992533,1.4696465452708858
2025-04-02,85.37010634143684,2.960487481496953,2.2884749856970314,1.9774421751409865,1.768119363949254,1.3027053043580918,1.2259687423376953,1.2066710862083057,1.1694379614410129,0.730586557933834
2025-04-03,85.43560055256653,2.877799185691435,2.2729751345063254,2.0121419223498616,1.7694852406572634,1.3023484077359313,1.2205540206485388,1.2076032426930348,1.1703413552421114,0.731150937908972
2025-04-07,85.41425319940578,2.8843489203567163,2.2810388925990033,2.0220880523716716,1.7690431085004021,1.313834789363935,1.2161603496290643,1.2095730036934567,1.1586914350873845,0.7309682489925904
2025-04-08,85.41774567261824,2.876743446458589,2.2788605697151425,2.028076870655581,1.7691154422788606,1.3138885102903093,1.2162100767797919,1.2096224614965245,1.1587388124119757,0.7309981372949889
2025-04-09,85.17048774852887,2.859356101273392,2.2989911619078685,2.041685353048032,1.763994400880638,1.3155212481143743,1.2466647640532913,1.2038559631074206,1.155384622353895,0.9440586367322163
2025-04-10,85.15120086594595,2.9135095720542212,2.30616986489975,2.0077083682444217,1.7635949438176801,1.3057124352918266,1.2472882576460944,1.2035833495622716,1.1573874881679718,0.9438448543698115
2025-04-11,84.6047924400945,2.9119136010799864,2.288671391607605,1.9930250871864101,1.7522780965237934,1.2986837664529194,1.2392845089436382,1.1958600517493532,1.1499606254921813,1.565530430869614
2025-04-14,84.56369499804347,2.908700013043498,2.34827938272771,1.9839609954437714,1.7514269136835288,1.29580404168522,1.2386825167653925,1.195279153342059,1.1494020230914888,1.5647699621738564
2025-04-15,84.56673788372878,2.9160013493759136,2.348813673675925,1.9682896660294613,1.7514899359046443,1.299898796806477,1.2391768806926797,1.1953221634993816,1.1494433824356234,1.5648262678511187
2025-04-16,84.5811945817794,2.895356003724914,2.3357191378713105,1.9686261454785932,1.751789353403483,1.3068690476726035,1.250185570906081,1.195526504024077,1.1496398799749874,1.5650937751645395
2025-04-17,84.55304662238431,2.903836554071982,2.3344921096775066,1.9855100489744155,1.751206371620923,1.3082330084862004,1.2524678338377682,1.1951286421629692,1.151505884575083,1.5645729242088315
2025-04-22,85.08299543841865,2.916606328289045,2.3133733980160742,2.0251067989283906,1.762182318441822,1.3164325537614945,1.2811346028527986,1.2026192889725582,1.1587231192527696,0.9408261530663964
2025-04-23,85.0737556561086,2.9004524886877827,2.3108597285067876,2.070588235294118,1.7619909502262443,1.316289592760181,1.2642533936651583,1.2024886877828054,1.1585972850678732,0.9407239819004525
2025-04-24,84.55570846488033,2.885488905079288,2.296788004713205,2.0480854853072126,1.7512615019293558,1.3082741934033117,1.256554862966261,1.1951662664040223,1.1515421355136404,1.5511301798033765
2025-04-25,84.5534268753373,2.889458535707861,2.2913293757870123,2.048030221262817,1.7512142471667567,1.30823889188703,1.2605684475625112,1.1951340169095162,1.1515110631408527,1.5510883252383523
2025-04-28,84.54620265402758,2.904051191884126,2.2848380467580123,2.0478552381294994,1.7510646239078331,1.3081271163194366,1.2604607449444418,1.195031904991029,1.1514126783554202,1.5509558006826183
2025-04-29,84.5458224660491,2.904487813652307,2.28482777228168,2.0478460293191834,1.7510567497077074,1.308121233923914,1.2604550768954041,1.1950265311628743,1.151407500674521,1.5509488263333033
2025-04-30,84.35237112477006,2.901431199246265,2.271524070169142,2.0543765983220426,1.7470501144062096,1.3051280900892817,1.2777603302077258,1.1922921620530307,1.1487729373233435,1.7492933734128944
2025-05-02,84.92005420054201,2.9299909665763324,2.247967479674797,2.0573622402890694,1.758807588075881,1.3139114724480578,1.2863595302619693,1.2003161698283649,1.1565040650406504,1.1287262872628725
