date,ZHONGTAI INTERNATIONAL SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,FULBRIGHT SECURITIES LTD,YUANTA SECURITIES (HONG KONG) CO LTD,CATHAY SECURITIES (HONG KONG) LTD
2024-09-27,0.0,44.48842707864674,15.566737380062026,16.40782181826435,11.855285414661303,11.681728308365585,0.0
2024-10-02,0.0,44.37719945604958,15.693957159233612,16.401252847532405,11.8505390794213,11.677051457763104,0.0
2024-10-04,0.0,41.4594215034302,14.994999580690745,15.383017099055865,11.114824397039552,10.952107373209017,6.095630046574619
2024-10-08,0.0,41.64520934423353,14.93404751267216,15.382068938052326,11.08853027815908,10.889409644656785,6.060734282226119
2024-10-09,0.0,41.60687434470973,14.999384353627276,15.372503367399098,11.081634709023138,10.882637901678164,6.05696532356259
2024-10-14,0.0,41.67944751835521,15.025547167883701,15.399316997930562,11.100963952391691,10.727194122344832,6.0675302410939995
2024-10-18,0.0,41.64831375204953,15.01432336569837,15.387813996685892,11.167369866526897,10.719181109341871,6.062997909697435
2024-10-22,0.0,41.786193625588204,15.001250104175348,15.287343597041048,11.157646221762262,10.709847711189862,6.0577187402432795
2024-10-23,0.0,41.91654199415297,14.736103953792767,15.335031125496453,11.192451521212627,10.743256142434863,6.0766152629103125
2024-10-24,0.0,42.12212219718472,14.760046142328836,15.359946408909519,11.210636231726475,10.760711031790965,5.786537988059485
2024-10-25,0.0,42.12212219718472,14.760046142328836,15.359946408909519,11.223134153946907,10.760711031790965,5.7740400658390545
2024-10-28,0.0,42.11159604814496,14.756357666121477,15.38109761811646,11.22032953782988,10.758021973353591,5.772597156433634
2024-10-31,0.0,42.06161685198536,14.756357666121477,15.33111842195686,11.320287930149075,10.758021973353591,5.772597156433634
2024-11-07,0.0,41.92253918664018,14.78221578029697,15.357983710774246,11.377674973996568,10.776873655237672,5.7827126930543615
2024-11-18,0.0,42.055626336473786,14.967017537889198,15.3517368169306,11.373047079535384,10.472211667294957,5.78036056187607
2024-11-19,0.0,42.12080087672674,14.950182970090536,15.334469525460031,11.360254929619535,10.460432756976402,5.773858941126759
2024-11-20,0.0,42.128033443210384,14.94831479993767,15.3325533349803,11.358835355743354,10.459125624595366,5.773137441532925
2024-11-21,0.0,42.085961055758624,14.933386230037495,15.317241034077304,11.447359436225662,10.448680314199432,5.767371929701478
2024-12-04,0.0,42.1076420142256,14.92779570082339,15.31150680326311,11.443073951582944,10.44476869953645,5.765212830568506
2024-12-05,0.0,42.235454128926534,14.8980500975082,15.280996604928701,11.40781816635264,10.423956119254543,5.753724883029388
2024-12-06,0.0,42.21968007543279,14.892485989248039,15.275289474205115,11.440905482310107,10.420062990961435,5.7515759878425134
2024-12-09,0.0,42.015569726816885,14.94831479993767,15.320057366492135,11.483795040625019,10.459125624595366,5.773137441532925
2024-12-23,0.0,42.347669124608096,15.008919132573281,14.955805407604423,11.457371394129702,10.45781881885121,5.7724161222332855
2024-12-27,0.0,42.41315625625111,14.965145158346429,14.836904761457975,11.5342547976933,10.470901589663006,5.779637436588183
2024-12-30,0.0,42.49137635676639,15.033823426223277,14.781429887727187,11.503591725440298,10.43175110963546,5.758027494207387
2025-01-02,0.0,42.23707580856587,14.983403061220054,14.731855998964546,11.477432498350119,10.396765152726244,6.17346748017317
2025-01-13,0.0,42.184676265892,14.952408517450541,14.713579579437264,11.599660123755347,10.383866870142487,6.165808643322361
2025-01-20,0.0,42.17868130634969,14.92833229765082,14.689887919623276,11.68007108617601,10.3671468707628,6.155880519437409
2025-01-23,0.0,42.3607761305448,14.827323489794836,14.590492485711836,11.637947631942156,10.29700017752176,6.28646008448461
2025-01-24,0.0,42.319126424231506,14.812745058397377,14.576146909863,11.724826435083727,10.286876023233837,6.280279149190552
2025-01-27,41.911440974072846,24.402132178881743,8.660481412243538,8.536316159239291,6.888072988526141,6.024364776798725,3.5771915102377134
2025-02-04,41.90239311381699,24.39686423588651,8.6586117837186,8.534473335563618,6.908174032159422,6.023064234288995,3.5764192645658675
2025-02-11,41.86641304073282,24.42564829435384,8.6586117837186,8.534473335563618,6.915370046776253,6.023064234288995,3.5764192645658675
2025-02-14,41.839316170967614,24.424222188199114,8.653007738403739,8.528949635401787,6.96123376649994,6.019165973719473,3.5741045268083367
2025-02-17,41.81225435390401,24.42279792686535,8.647410942521374,8.523433080737393,7.007038156592714,6.015272755967283,3.5717927834118757
2025-02-21,41.79123046441349,24.410517742201836,8.643062882010312,8.569429003789153,7.003514902509996,6.012248177847042,3.5699968272281715
2025-02-26,41.77213615962706,24.43174046997678,8.64803245117127,8.5456073458012,7.014728990329664,6.01570508699378,3.572049496100249
2025-02-27,41.62839171310391,24.553923249521457,8.64803245117127,8.5456073458012,7.0291034349819785,6.0228923093199365,3.572049496100249
2025-02-28,41.637369424037715,24.530463537072965,8.649897513267058,8.54745031857404,7.037808126058861,6.024191225370098,3.572819855619259
2025-03-06,41.63737241725363,24.530465300512272,8.649890946315681,8.547450933030829,7.037808631990902,6.024191658435521,3.5728201124611627
2025-03-10,41.63138684557429,24.541314407536202,8.64864748306928,8.546222196026905,7.036796913297175,6.023325652035783,3.572306502460363
2025-03-13,40.42270762350491,25.01524924312109,8.397552304554951,8.29810071898262,7.272179099394357,5.925220782519971,4.668990227922097
2025-03-14,41.449649982323784,24.434182221019952,8.610892842063379,8.508914680418332,7.442616709533276,5.997031540950851,3.5567120236904213
2025-03-19,41.449649982323784,24.412713134357837,8.610892842063379,8.508914680418332,7.464085796195391,5.997031540950851,3.5567120236904213
2025-03-25,41.38153748987253,24.579790205893154,8.582453713692917,8.494932333470032,7.430386565861088,5.987176867491916,3.5437228237183658
2025-03-26,41.49716498132198,24.347558817502748,8.606434639815784,8.518668709045551,7.472642105579908,6.003906121261709,3.5536246254723243
2025-03-27,41.500138286027095,24.435284288844404,8.59988621854351,8.483453682779018,7.4731775262994224,5.954180752018044,3.553879245488508
2025-04-01,41.500138286027095,24.428119209720435,8.59988621854351,8.483453682779018,7.480342605423392,5.954180752018044,3.553879245488508
2025-04-02,41.53585120527115,24.38459960787632,8.607286845498395,8.469240378699107,7.486779809789897,5.959304618712073,3.5569375341530547
2025-04-03,41.52691721431245,24.400863805764153,8.605435494903059,8.467418720666954,7.485169470259356,5.958022825465062,3.556172468628967
2025-04-14,41.41408507906,24.627723698266358,8.58205380112945,8.444412030105294,7.44338096811144,5.94183437512066,3.546510048206796
2025-04-16,41.417046489776595,24.62233402790788,8.582667480896816,8.445015867476892,7.4439132244229,5.9422592598419115,3.546763649677001
2025-04-17,41.446683907494894,24.568394899882502,8.588809109110972,8.451058994259578,7.449239977158527,5.946511451506951,3.549301660586579
2025-04-25,41.32543926116507,24.874675182903598,8.563684128662532,8.340717972427827,7.427448596490477,5.929116026593262,3.5389188317572304
2025-04-28,41.343138052675386,24.84250063171059,8.567351769289301,8.34429012147402,7.4306296120226305,5.931655338703944,3.540434474124135
2025-04-29,41.422970581966986,24.87616734536831,8.583895103764828,8.181608830416131,7.444977965439854,5.9431092116047255,3.5472709614391618
2025-05-02,40.22339540458819,25.190526390353053,8.335312557727379,7.7363367542664445,7.264100758494345,5.784890948208211,5.465437186362379
