date,SINOLINK SECURITIES (HONG KONG) CO LTD,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,HAITONG INTERNATIONAL SECURITIES CO LTD,KGI ASIA LTD,OCBC BANK (HONG KONG) LTD,FIRST SHANGHAI SECURITIES LTD,ICBC (ASIA) SECURITIES LTD,EVERBRIGHT SECURITIES INVESTMENT
2025-04-09,70.28591594654426,5.036642975717788,4.161254222037454,3.9461157475852584,3.8993848494460512,3.637515476854649,3.310399189880204,1.977246020323973,1.9265474044182302,1.8189781671921323
2025-04-10,70.28281747561559,5.038625131783038,4.162834130478819,3.9463826258653376,3.8992129497072066,3.6373551213153372,3.3102532548729693,1.9771588557870912,1.9264624748694732,1.8188979797051368
2025-04-11,70.28126834259331,5.034987446309859,4.169795629759706,3.9449731568579782,3.899127005521155,3.6372749488473772,3.3101802921942736,1.9771152764004953,1.9264200129030467,1.8188578886128077
2025-04-14,70.27971927785968,5.034876470488403,4.165295536953498,3.9418004753347633,3.8990410651236838,3.637194779913569,3.31010733273191,1.9867697094982977,1.9263775528084226,1.8188177992877692
2025-04-15,70.26887773642801,5.030133020752965,4.169060493689222,3.9411924024282716,3.898439588400589,3.6366336963135395,3.3095967065347676,2.0014487474196803,1.926080384546136,1.8185372234868091
2025-04-16,70.25803953937202,5.029357178379314,4.1692988275857665,3.9405845170988183,3.897838297219755,3.636072785795387,3.3090862378545096,2.015682574503466,1.9257833079536835,1.8182567342372762
2025-04-17,70.24937138863791,5.028736676776884,4.169225064788885,3.940098343832404,3.8929511147125133,3.635624181946004,3.3086779762734873,2.0317371352506393,1.9255457126535012,1.8180324051277679
2025-04-22,70.25370519662819,5.029046908438178,4.1580252288489215,3.9403414154691667,3.893191277753309,3.635848470033113,3.3088820944708095,2.0371503426206616,1.925664502974755,1.8181445627628923
2025-04-23,70.25030001676613,5.028803151767835,4.1582643245199895,3.9401504280870774,3.8930025757268316,3.6356722413494156,3.308721713767151,2.041457943785219,1.9255711664885402,1.8180564377418118
2025-04-24,70.24751420603191,5.028603732067177,4.152812026543629,3.943959729399684,3.892848196765301,3.6355280669508203,3.3085905047550246,2.046664388678531,1.925494807002192,1.8179843418057309
2025-04-25,70.2258543290343,5.027053229682328,4.156376851588583,3.9665296257476887,3.891647889337127,3.634407100726728,3.3075703453347467,2.0482357312300667,1.9249011065538477,1.8174237907645712
2025-04-28,70.2082268646542,5.027112494558676,4.161058368212491,3.9835891627526925,3.8906710427725004,3.633494824438699,3.306740108678971,2.047721601459211,1.9244179351347854,1.8169675973377857
2025-04-29,70.20699018189833,5.027023944489667,4.157021810933452,3.988803343584238,3.8906025105505346,3.633430822247025,3.3066818621079754,2.0481258943486744,1.9243840374766084,1.8169355923634982
2025-04-30,70.18906317654049,5.025740318956749,4.155520086077686,4.013759574612806,3.889609064572133,3.6325030437786836,3.305837517359609,2.047602915599886,1.9238926555948186,1.8164716469071447
2025-05-02,70.18875417052526,5.024397448938375,4.144935837141663,4.026068850840202,3.8895919406422292,3.632487051753145,3.3058229634728353,2.0475939010670077,1.923884185694006,1.816463649925279
