date,KGI ASIA LTD,SOOCHOW SECURITIES INTERNATIONAL,HEAD & SHOULDERS SECURITIES LTD,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,MIGHTY DIVINE SECURITIES LTD,SUNHIGH FINANCIAL HOLDINGS LTD,YUET SHEUNG INTERNATIONAL SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,TOTAL_CCASS_PCT
2024-11-08,16.052,0.0,0.0,2.5976,1.8984,1.7048,0.636,0.528,23.4168
2024-11-11,16.0504,0.0,0.0,2.5976,1.8984,1.7048,0.636,0.5272,23.4144
2024-11-12,16.0504,0.0,0.0,2.5976,1.8984,1.7048,0.636,0.5256000000000001,23.4128
2024-11-13,16.0504,0.0,0.0,2.5976,1.8984,1.7048,0.636,0.5264,23.413600000000002
2024-11-14,16.0504,0.0,0.0,2.5976,1.8984,1.7048,0.636,0.5184,23.4056
2024-11-18,15.754399999999999,0.0,0.0,2.5976,1.8984,1.8048000000000002,0.836,0.5127999999999999,23.404
2024-11-19,15.534400000000002,0.0,0.0,2.5976,1.8984,1.9168,0.936,0.5352,23.418400000000002
2024-11-20,15.540799999999999,0.0,0.0,2.5976,1.8984,1.9168,0.936,0.528,23.4176
2024-11-21,15.5096,0.0,0.0,2.628,2.1528,1.6223999999999998,0.936,0.5519999999999999,23.4008
2024-11-22,15.5096,0.0,0.0,2.6376,2.1528,1.6223999999999998,0.936,0.5456,23.404
2024-11-26,15.5096,0.0,0.0,2.6408,2.1528,1.6223999999999998,0.936,0.5432,23.4048
2024-11-27,15.5096,0.0,0.0,2.6424,2.1528,1.6223999999999998,0.936,0.5472,23.4104
2024-12-02,15.5096,0.0,0.0,2.6424,2.1528,1.6223999999999998,0.936,0.5496,23.4128
2024-12-03,15.5096,0.0,0.0,2.6424,2.1528,1.6223999999999998,0.936,0.5488,23.412
2024-12-04,15.5096,0.0,0.0,2.6424,2.1528,1.6223999999999998,0.936,0.5479999999999999,23.411199999999997
2024-12-05,15.5096,0.0,0.0,2.6424,2.1528,1.6223999999999998,0.936,0.5464,23.4096
2024-12-06,15.5096,0.0,0.0,2.6424,2.1528,1.6223999999999998,0.936,0.5456,23.4088
2024-12-09,15.328,10.802399999999999,0.0,2.6424,2.3047999999999997,1.6223999999999998,0.784,0.5344,34.0184
2024-12-10,15.3128,11.0032,4.0792,2.6424,2.4168,1.6223999999999998,0.672,0.5095999999999999,38.258399999999995
2024-12-11,15.3088,11.067200000000001,4.0287999999999995,2.6424,2.4528000000000003,1.6223999999999998,0.636,0.5104,38.2688
2024-12-12,15.3088,11.067200000000001,4.0287999999999995,2.6424,2.4528000000000003,1.6223999999999998,0.636,0.5095999999999999,38.268
2025-01-03,15.3088,11.067200000000001,4.0287999999999995,2.6424,2.4528000000000003,1.6223999999999998,0.636,0.5104,38.2688
2025-01-09,15.3088,11.067200000000001,4.0287999999999995,2.6424,2.4528000000000003,1.6223999999999998,0.636,0.5144,38.272800000000004
2025-01-10,15.3088,11.067200000000001,4.0287999999999995,2.6424,2.4528000000000003,1.6223999999999998,0.636,0.5152,38.2736
2025-01-13,15.3088,11.067200000000001,4.0287999999999995,2.6424,2.4528000000000003,1.6223999999999998,0.636,0.5112,38.2696
2025-01-22,15.3088,11.067200000000001,4.0287999999999995,2.6424,2.5416000000000003,1.6223999999999998,0.5472,0.5896,38.348
2025-02-03,15.3088,11.067200000000001,4.0287999999999995,2.6424,2.5416000000000003,1.6223999999999998,0.5472,0.5912,38.3496
2025-02-04,15.3088,11.067200000000001,4.0287999999999995,2.6424,2.5416000000000003,1.6223999999999998,0.5472,0.592,38.3504
2025-02-05,15.3088,11.067200000000001,4.0287999999999995,2.6424,2.5416000000000003,1.6223999999999998,0.5472,0.5943999999999999,38.352799999999995
2025-02-17,15.3088,11.067200000000001,4.0287999999999995,2.6424,2.5416000000000003,1.6223999999999998,0.5472,0.5896,38.348
2025-02-20,15.3088,11.067200000000001,4.0287999999999995,2.6424,2.5416000000000003,1.6223999999999998,0.5472,0.5912,38.3496
2025-02-21,15.3088,11.067200000000001,4.0287999999999995,2.6424,2.5416000000000003,1.6223999999999998,0.5472,0.5904,38.3488
2025-02-26,15.3088,11.067200000000001,4.0287999999999995,2.6424,2.5416000000000003,1.6223999999999998,0.5472,0.5888,38.3472
2025-02-28,15.3088,11.067200000000001,4.0287999999999995,2.6424,2.5416000000000003,1.6223999999999998,0.5472,0.588,38.3464
2025-03-20,15.3088,11.067200000000001,4.0287999999999995,2.6424,2.5416000000000003,1.6223999999999998,0.5472,0.5912,38.3496
2025-03-25,15.3088,11.067200000000001,4.0287999999999995,2.6424,2.5416000000000003,1.6223999999999998,0.5472,0.6008,38.3592
2025-03-27,15.3088,11.067200000000001,4.0287999999999995,2.6424,2.5416000000000003,1.6223999999999998,0.5472,0.6015999999999999,38.36
2025-04-03,15.3088,11.067200000000001,4.0287999999999995,2.6424,2.5416000000000003,1.6223999999999998,0.5472,0.6048,38.3632
2025-04-07,15.3088,11.067200000000001,4.0287999999999995,2.6424,2.5416000000000003,1.6223999999999998,0.5472,0.6064,38.3648
2025-04-09,15.3088,11.067200000000001,4.0287999999999995,2.6424,2.5416000000000003,1.6223999999999998,0.5472,0.6264,38.384800000000006
2025-04-10,15.3088,11.067200000000001,4.0287999999999995,2.6424,2.5416000000000003,1.6223999999999998,0.5472,0.6272,38.3856
2025-04-17,15.3088,11.067200000000001,4.0287999999999995,2.6424,2.5416000000000003,1.6223999999999998,0.5472,0.5472,38.3056
