date,GF SECURITIES (HONG KONG) BROKERAGE LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,CHINA MERCHANTS BANK CO LTD,BANK OF CHINA (HONG KONG) LTD,ADEN FINANCIAL GROUP LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,HANG SENG SECURITIES LTD,BRIGHT SMART SECURITIES INTERNATIONAL
2024-06-13,26.375561114630635,20.441901203676863,19.711972472541326,9.150825369141543,10.165156486257821,4.180130564134598,4.369653432932226,3.287424714844836,2.317374641840155
2024-06-17,26.375561114630635,20.486182247788456,19.711972472541326,9.150825369141543,10.120875442146225,4.180130564134598,4.369653432932226,3.287424714844836,2.317374641840155
2024-06-18,26.36388691023838,20.47711476756545,19.70324766874971,9.146775081632857,10.11639579646109,4.222541822639079,4.367719361195224,3.285969653173221,2.316348938344988
2024-06-20,26.32427180003618,20.596608068109703,19.673641020443398,9.133030882832154,10.101194618588861,4.216196913779215,4.361156304525503,3.2810320637208483,2.3128683279641398
2024-06-21,26.291736874288972,20.535839875418375,19.649325800837726,9.121743106901366,10.08871026121061,4.369891126443168,4.3557662258324426,3.276976941688291,2.310009787379048
2024-06-25,26.268546835961086,20.517726697271065,19.631994552597366,9.113697477459784,10.079811740022944,4.366036761735525,4.35192431967739,3.274086557487327,2.3961750577875103
2024-06-28,26.21767247071031,20.477989960837526,19.593973215988715,9.096046955063215,10.060290141537752,4.551251315343909,4.343495936152195,3.267745625252725,2.391534379113659
2024-07-03,26.192923401837664,20.45865906163279,19.57547681463375,9.087460430351262,8.746805258402485,5.936546671224371,4.339395744566081,3.2646609249755354,2.398071692376067
2024-07-10,26.192923401837664,20.45865906163279,19.57547681463375,9.087460430351262,8.746805258402485,5.936546671224371,4.286626440821864,3.2646609249755354,2.4508409961202835
2024-08-16,26.16990727207436,20.528553276818254,19.558275538257224,9.079475137328599,8.739119304385317,5.931330135199178,4.2828597154015995,3.261792216571756,2.44868740396371
2024-11-14,26.177574819649386,20.534567958385903,19.534706836124855,9.08213534192344,8.74167978778075,5.933067961608802,4.284114554797229,3.2627478923691666,2.4494048473604733
2024-11-18,25.926895359763023,20.337926579638165,20.30525171543037,8.995163771874894,8.657968459179925,5.876252222093896,4.24308938229417,3.2315034442092654,2.4259490655162947
2025-04-01,25.927196307407296,20.338162653067265,20.305487409584465,8.995268183656922,8.656908202298643,5.876320430964988,4.243138634151608,3.231540954035857,2.4259772248329527
2025-04-10,25.897136086195093,20.43052329339363,20.28194504749808,8.984838989992562,8.646871306195823,5.869507372970817,4.238219101608854,3.2277942768100254,2.4231645253351126
